,0,1,2,3,4,5,6,7,8,9,10
0,9,1,7,5,3,2,7,6,8,6,3
1,7,10,3,7,4,3,1,9,0,2,5
2,2,10,9,5,1,6,9,7,6,4,6
3,6,3,3,2,2,3,3,1,9,5,3
4,3,10,4,10,6,9,10,7,4,7,0
5,2,6,0,6,7,6,7,4,10,5,6
6,10,10,8,6,1,4,3,8,10,9,2
7,3,5,10,4,2,8,6,10,3,8,6
8,1,1,8,5,1,8,6,8,8,10,3
9,10,1,1,0,9,0,4,3,9,10,4
10,7,6,3,5,8,7,6,9,3,10,9
11,4,2,3,8,7,4,7,7,0,6,2
12,6,10,0,9,0,9,8,10,2,9,2
13,6,9,4,10,1,2,6,1,9,9,7
14,0,4,0,10,8,9,1,1,8,5,4
15,7,5,8,6,1,5,5,0,7,0,0
16,2,3,7,6,7,10,9,4,9,7,2
17,4,9,6,10,7,8,0,1,2,7,0
18,9,3,8,9,3,3,6,1,4,3,1
19,8,4,10,0,3,7,6,9,10,0,8
20,7,7,3,2,0,6,6,2,3,0,10
21,1,2,9,2,4,4,9,10,5,6,9
22,1,3,4,8,10,5,7,7,2,10,1
23,4,2,4,9,10,10,9,7,5,0,5
24,10,7,3,1,5,8,7,0,6,9,5
25,7,9,9,10,8,1,5,9,2,1,3
26,1,7,6,10,10,1,7,8,8,10,9
27,10,10,0,6,2,5,4,8,5,3,0
28,10,8,5,2,5,10,7,1,10,7,6
29,3,2,0,9,1,8,1,10,0,2,9
30,0,7,0,3,5,4,10,4,9,10,10
31,7,7,3,0,1,8,2,10,2,1,3
32,0,8,0,4,8,2,9,9,9,5,1
33,2,3,2,6,6,10,8,10,10,1,1
34,6,0,7,9,5,4,1,8,4,7,9
35,7,0,8,2,7,2,1,10,7,8,2
36,6,7,5,5,7,5,10,2,2,3,9
37,1,10,4,10,3,4,5,1,0,6,3
38,1,8,6,10,0,10,6,1,10,0,8
39,10,6,2,1,2,0,3,9,0,7,1
40,7,9,6,9,0,2,10,4,0,9,0
41,2,0,6,10,2,3,4,8,9,9,3
42,6,0,8,0,3,4,7,2,0,7,4
43,1,0,3,1,2,9,6,5,0,4,10
44,2,1,6,4,7,9,3,2,6,2,1
45,4,9,5,7,5,3,5,10,10,5,5
46,2,2,3,6,5,4,10,8,4,5,9
47,4,7,7,6,4,6,5,6,9,8,10
48,2,8,6,5,9,5,5,5,5,7,2
49,1,3,3,8,3,6,3,3,10,0,4
50,2,9,5,0,10,1,9,4,7,1,3
51,10,1,4,0,5,6,1,6,0,2,1
52,6,10,10,9,8,9,4,7,1,4,8
53,5,9,9,3,7,9,9,5,2,4,8
54,10,8,10,0,10,8,2,7,7,10,8
55,5,7,0,6,2,2,5,5,6,6,0
56,7,4,6,5,4,0,8,5,7,6,10
57,7,8,9,8,1,1,10,6,1,2,0
58,8,4,9,5,1,7,8,10,9,2,4
59,2,6,6,2,3,9,9,0,10,8,4
60,2,3,10,10,0,8,10,0,2,5,5
61,6,3,6,8,9,0,4,0,9,3,1
62,6,3,8,6,2,9,7,3,7,4,7
63,8,6,5,5,4,5,0,4,6,8,9
64,0,7,10,9,2,0,0,2,5,2,5
65,9,7,8,0,5,7,4,8,4,3,10
66,0,4,5,4,8,1,0,6,9,5,3
67,6,8,1,1,3,5,0,4,9,8,2
68,4,1,5,6,7,5,5,4,1,4,9
69,8,6,8,9,4,9,0,8,5,5,1
70,0,10,0,0,2,3,3,2,7,5,2
71,9,1,8,2,0,5,1,10,8,4,6
72,6,10,8,10,7,2,2,1,8,10,0
73,8,4,4,6,1,5,6,0,5,0,0
74,9,5,9,10,4,5,6,9,5,9,9
75,1,4,2,10,7,1,5,10,8,8,1
76,6,8,10,5,3,9,9,0,6,6,1
77,7,8,4,5,3,0,5,7,3,4,8
78,5,4,10,10,6,2,7,4,10,2,2
79,10,8,7,7,0,7,10,2,8,4,8
80,4,8,7,0,6,5,1,5,9,10,0
81,2,0,10,1,8,7,1,8,6,8,9
82,9,8,3,3,10,5,0,10,10,5,1
83,3,0,4,2,9,5,6,5,3,3,8
84,1,8,2,2,8,3,10,0,3,4,6
85,8,5,9,2,1,7,4,8,3,2,9
86,0,0,4,4,6,5,4,5,5,1,9
87,4,10,8,9,5,8,10,7,0,9,0
88,9,6,6,6,0,9,0,6,10,6,5
89,3,0,10,6,0,4,1,1,1,1,0
90,7,0,4,7,2,10,5,1,7,3,1
91,10,7,5,4,7,0,1,3,2,7,7
92,7,5,2,2,3,6,6,9,5,0,7
93,0,2,5,4,5,10,7,3,0,10,6
94,8,2,8,5,2,0,9,3,6,1,6
95,8,8,1,2,7,8,6,4,10,8,10
96,2,9,6,7,10,4,4,4,9,10,7
97,1,7,10,0,4,3,6,1,0,8,10
98,9,7,7,0,9,4,4,7,2,7,8
99,6,3,7,8,5,6,3,2,4,10,9
100,10,1,2,8,2,2,10,7,9,5,0
101,6,7,1,10,3,4,6,8,0,4,2
102,1,10,1,4,0,8,1,0,5,2,4
103,5,5,6,8,5,1,0,6,5,6,3
104,1,2,1,0,0,0,0,3,1,0,6
105,10,6,4,8,4,7,9,9,5,8,9
106,9,3,4,6,7,9,2,8,5,9,4
107,3,5,4,9,1,9,2,0,8,10,10
108,8,0,0,4,9,3,4,4,10,2,5
109,10,7,10,7,7,9,0,5,0,1,5
110,8,1,5,6,10,1,5,8,4,1,5
111,0,9,6,5,1,10,10,0,7,1,6
112,5,0,7,4,1,10,3,4,10,1,3
113,10,10,10,8,2,5,3,7,7,1,1
114,0,7,8,1,8,1,7,5,5,7,8
115,9,6,1,8,2,10,1,4,10,3,8
116,2,4,5,6,7,9,4,3,6,9,6
117,10,4,10,9,0,9,3,7,3,0,6
118,1,3,6,2,4,3,1,4,8,9,9
119,6,3,5,9,9,0,8,7,7,3,10
120,2,10,2,5,4,0,1,9,5,9,3
121,9,8,8,9,2,0,3,3,9,2,3
122,3,2,7,10,0,6,1,5,9,3,7
123,9,3,10,0,1,5,6,8,3,4,3
124,6,4,9,0,10,0,1,3,3,1,9
125,4,8,2,5,2,7,3,0,6,10,10
126,7,1,7,6,7,4,3,3,0,0,5
127,5,2,0,3,8,3,2,8,0,6,7
128,5,2,0,7,9,7,1,8,9,5,7
129,2,5,3,5,0,6,5,7,1,1,4
130,0,10,5,4,7,5,10,4,9,8,9
131,10,0,0,8,1,3,0,7,1,3,7
132,1,6,4,6,7,8,5,7,8,9,7
133,4,9,5,10,9,0,9,4,0,2,4
134,3,8,5,3,7,6,3,8,1,4,3
135,10,7,6,10,8,9,8,4,2,1,10
136,6,7,3,8,6,0,10,4,7,6,5
137,9,2,7,0,8,1,2,10,3,9,1
138,7,7,5,7,10,10,3,1,6,2,6
139,1,10,1,3,6,9,9,7,0,9,5
140,5,7,9,0,4,6,9,6,1,4,2
141,6,10,0,7,0,4,8,8,2,3,6
142,2,7,8,3,10,0,4,2,8,2,5
143,1,8,4,8,10,2,1,1,4,10,9
144,10,7,6,9,4,9,5,9,1,5,6
145,2,4,0,2,6,4,1,5,4,8,8
146,1,2,7,2,5,10,8,10,3,0,2
147,0,10,7,6,5,7,5,0,4,1,10
148,7,4,5,4,6,8,6,5,6,6,0
149,5,0,9,8,2,8,1,4,9,7,0
150,7,0,9,1,4,1,8,2,5,8,1
151,5,10,1,7,2,5,3,6,8,10,8
152,7,0,6,6,0,4,4,6,0,9,4
153,3,8,7,10,3,9,6,1,6,7,7
154,3,9,3,7,5,1,7,8,1,0,8
155,4,7,7,6,10,2,9,10,9,3,1
156,10,3,5,7,2,1,8,5,2,4,9
157,5,9,2,6,7,7,6,3,9,9,6
158,9,9,1,0,1,8,8,2,7,9,1
159,8,3,9,2,4,6,3,7,2,10,10
160,7,3,5,9,4,6,6,1,3,8,3
161,1,0,0,3,3,4,5,1,1,10,3
162,0,4,5,4,6,0,5,3,7,5,5
163,7,10,0,10,5,8,4,1,1,8,5
164,9,9,2,1,2,6,0,8,10,5,2
165,8,0,9,7,3,10,9,1,0,5,1
166,8,3,8,2,7,6,7,8,0,10,9
167,0,3,10,1,0,9,2,8,7,1,4
168,0,2,2,2,7,4,8,1,9,4,4
169,0,7,8,9,3,4,2,2,7,2,1
170,2,6,0,10,1,4,8,10,9,3,10
171,1,3,5,1,7,1,10,2,7,6,5
172,7,1,5,3,8,10,6,7,3,3,10
173,10,1,4,1,4,1,0,4,4,7,0
174,10,8,4,0,6,6,9,8,7,1,6
175,2,2,8,9,7,4,9,0,3,0,1
176,0,2,2,9,10,1,7,5,4,6,4
177,0,3,5,9,1,1,0,1,2,1,8
178,3,0,8,4,10,4,10,6,8,7,3
179,6,7,4,2,1,8,7,8,6,7,7
180,8,1,0,5,5,2,7,1,7,2,10
181,4,6,10,9,4,4,4,7,1,10,0
182,6,10,1,8,5,10,0,10,7,7,0
