0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
68,29,20,80,93,52,0,1,17,21,44,57,66,44,72
68,91,55,48,30,70,6,3,71,62,69,26,67,93,50
95,21,49,23,19,53,9,10,91,55,16,82,65,85,39
46,76,42,76,77,56,8,10,26,91,48,46,22,85,19
83,82,87,13,38,11,2,7,39,32,46,10,13,56,93
49,96,72,70,63,98,6,2,47,17,60,99,23,99,91
33,78,14,20,84,44,0,1,23,29,99,43,74,97,75
78,20,100,50,74,88,1,2,52,96,43,34,10,29,17
79,75,47,41,76,78,3,0,14,47,59,26,66,83,66
53,100,57,56,47,97,5,8,86,17,49,85,48,68,67
29,34,32,50,68,37,2,3,77,36,11,84,96,76,30
92,63,74,42,9,21,6,8,68,77,49,83,49,17,65
47,32,83,53,53,64,8,6,49,67,41,97,52,69,86
56,37,18,57,46,91,0,0,65,83,97,28,44,83,79
45,55,65,44,96,93,8,4,20,48,94,43,67,91,56
22,93,52,79,79,94,3,0,29,32,18,37,31,97,74
97,35,54,79,91,35,3,0,53,38,64,28,27,44,92
87,80,89,44,46,32,8,10,37,99,10,76,58,81,94
19,14,76,31,99,19,5,7,60,94,69,29,91,94,15
47,83,78,63,36,18,10,3,34,74,65,80,98,33,26
96,98,16,74,73,28,4,2,23,90,22,60,51,97,12
66,93,48,92,72,77,4,8,49,83,69,80,36,40,69
94,20,66,9,22,65,0,6,57,86,49,84,69,54,67
70,82,84,48,61,12,1,4,59,49,44,37,77,38,12
65,77,87,30,56,33,3,3,43,29,43,97,30,97,75
11,98,17,16,59,98,5,3,14,84,59,11,15,76,77
68,55,69,76,10,22,5,9,48,71,39,64,20,31,77
90,28,95,10,66,18,8,2,61,58,93,30,72,22,63
59,46,48,51,31,85,6,6,20,9,63,73,12,14,16
14,93,95,27,80,81,3,3,68,20,67,83,72,27,46
60,50,87,58,61,63,4,5,84,39,69,10,28,68,57
78,41,82,55,90,77,0,2,38,83,97,76,76,94,44
38,10,37,30,19,86,1,9,61,19,49,88,38,22,32
55,70,43,25,40,63,5,7,14,19,52,14,65,12,36
46,55,16,76,89,80,1,8,38,64,95,96,30,91,82
84,82,46,66,30,64,7,4,17,13,89,83,32,55,91
85,74,57,36,76,58,3,2,14,70,41,45,11,100,45
31,88,52,96,30,64,5,0,29,48,49,21,43,72,81
39,16,66,44,84,19,1,8,40,47,9,12,54,26,29
48,48,55,29,53,83,7,8,81,99,52,30,36,88,34
56,99,11,10,59,57,6,2,17,60,77,93,22,62,51
59,85,65,10,10,50,1,3,20,57,24,78,66,42,48
81,91,37,78,48,26,10,9,9,84,31,36,95,62,57
19,50,31,21,29,62,2,5,18,14,88,96,41,82,84
55,70,77,92,69,17,6,2,18,29,22,73,38,94,26
13,18,80,12,42,75,6,3,29,45,15,66,35,19,53
27,95,65,93,16,74,3,7,87,50,63,96,84,67,85
59,96,94,93,83,86,9,10,68,46,61,38,98,66,91
45,77,44,44,13,96,7,4,96,19,95,92,31,64,18
21,14,15,22,30,33,4,7,63,95,73,90,31,17,11
59,16,36,25,43,30,2,4,96,52,14,23,27,80,60
85,44,95,44,53,51,1,7,87,64,68,91,81,95,97
73,19,90,66,91,53,0,7,11,95,60,35,87,22,15
75,55,10,15,30,79,0,9,50,14,15,46,26,97,92
37,35,85,11,16,93,5,3,18,57,74,86,69,57,62
47,35,36,57,75,70,3,10,50,74,21,34,78,54,70
89,81,42,87,17,16,6,3,88,65,76,24,85,61,12
12,86,44,48,54,75,9,2,12,93,96,74,73,19,17
34,12,36,74,63,28,7,8,81,13,52,62,32,39,18
39,23,11,33,80,68,10,0,75,81,31,42,96,80,91
91,9,21,61,40,28,8,9,49,87,100,80,10,86,85
15,95,77,49,62,53,4,8,70,27,15,63,93,48,93
10,63,94,95,73,48,4,9,57,71,19,25,48,63,71
24,100,45,73,79,97,9,7,29,96,70,17,59,100,89
90,71,68,93,23,24,9,0,41,70,36,19,37,38,17
11,12,11,12,93,59,5,5,51,89,14,51,36,88,53
11,15,24,76,20,60,1,0,23,77,22,99,52,18,83
16,67,67,61,84,45,6,5,16,40,56,46,20,21,77
65,92,46,18,59,100,1,4,89,68,48,98,56,24,37
34,65,38,56,62,40,4,0,68,15,69,18,43,25,39
83,80,30,90,89,100,1,2,40,13,65,62,80,66,62
14,83,81,20,49,90,0,4,71,49,12,73,60,96,72
81,27,21,97,65,15,8,5,45,49,28,9,40,45,54
29,44,90,80,47,21,9,1,91,68,25,10,63,28,90
14,95,79,44,82,58,8,9,50,69,68,83,57,52,55
30,16,83,69,9,68,9,0,41,94,42,71,43,45,44
89,53,53,88,80,68,9,7,90,49,13,87,20,93,81
82,61,52,13,82,9,1,7,56,69,65,68,28,24,13
56,24,33,73,23,72,6,2,87,61,98,78,25,20,21
68,40,35,39,35,68,7,5,38,41,54,13,13,86,31
57,58,52,97,83,78,0,10,70,57,71,96,59,85,40
29,91,47,81,100,51,6,10,65,35,60,50,49,27,75
53,92,28,15,75,98,0,3,68,73,29,20,90,93,63
54,84,45,52,38,48,10,3,64,68,92,12,26,91,9
66,23,50,63,82,10,7,2,26,21,96,27,54,80,29
90,87,75,96,25,54,5,10,86,32,54,98,42,88,35
78,76,25,91,60,63,10,10,15,92,47,97,87,21,30
83,38,31,35,80,38,3,2,39,98,97,46,74,41,80
27,12,88,57,51,73,2,3,19,58,57,44,83,33,64
52,98,31,58,9,80,10,7,95,35,97,70,46,91,78
16,82,31,62,100,33,10,8,52,80,29,41,35,42,28
31,70,94,85,69,84,9,8,42,19,97,54,90,49,77
76,98,17,51,36,16,5,9,56,36,16,83,53,92,23
76,64,90,42,99,62,3,7,14,76,37,81,94,86,27
31,15,10,77,32,60,8,10,88,54,44,77,63,51,41
12,88,74,73,75,17,10,4,19,22,47,12,30,97,62
28,44,66,39,86,97,0,10,12,11,28,55,81,77,65
91,16,34,84,98,39,4,2,58,78,59,70,33,45,38
35,32,100,83,35,69,2,8,27,36,55,51,47,10,90
94,62,79,86,91,82,8,1,49,25,83,59,85,46,18
72,54,35,75,37,45,8,10,70,90,98,31,93,53,11
35,90,78,13,72,25,7,8,82,60,48,85,62,59,23
92,78,98,91,89,87,10,5,29,84,26,22,88,50,25
91,94,98,33,99,92,7,2,17,15,57,74,40,53,86
62,13,42,96,31,26,3,8,44,43,52,40,93,52,36
54,81,53,83,35,99,4,0,50,45,52,87,17,93,85
92,48,94,41,53,70,4,7,54,66,55,31,65,97,15
62,84,64,24,26,24,2,2,66,100,18,61,79,89,97
76,57,39,90,39,84,5,6,52,48,25,83,44,64,63
72,83,95,15,92,54,7,6,44,42,52,39,68,49,71
88,20,92,91,88,79,4,1,100,14,49,92,19,20,99
74,58,62,20,18,76,6,6,63,11,78,62,52,43,100
44,40,75,96,57,20,0,5,23,67,39,89,98,34,82
54,100,78,21,83,87,8,8,79,45,61,9,82,84,88
91,27,59,47,62,35,7,1,11,80,43,20,28,71,75
100,72,80,85,93,25,6,2,36,52,48,75,53,54,44
35,14,30,33,36,26,8,2,62,55,29,82,83,82,74
22,47,35,26,49,17,10,7,99,73,58,34,93,30,68
