0,1,2,3,4,5,6,7,8
85,51,78,9,9,11,39,16,89
49,73,65,4,8,91,37,92,93
52,91,92,5,3,45,1,80,56
15,33,36,6,8,31,79,23,13
93,22,5,5,9,89,44,51,33
16,52,78,5,6,78,58,50,4
15,0,85,6,6,70,31,28,57
11,26,9,9,5,78,40,78,42
6,74,9,4,3,49,73,81,84
21,83,83,10,3,3,13,20,38
44,85,36,3,3,67,37,79,6
92,83,69,1,0,74,27,51,98
71,48,49,10,1,13,88,27,6
78,88,40,10,9,35,73,68,57
9,87,82,8,7,6,66,45,5
52,54,12,7,8,64,33,35,95
4,83,93,7,2,62,71,55,90
73,6,75,8,7,39,24,98,19
14,21,43,7,9,35,33,0,32
94,4,76,8,7,19,87,45,7
54,31,44,0,0,68,86,38,61
18,60,46,6,4,81,17,27,3
35,81,42,0,1,7,16,93,36
78,64,62,9,10,65,94,36,52
62,71,29,6,9,98,46,32,94
13,14,58,4,4,70,63,27,23
3,37,65,3,3,54,19,60,1
82,98,14,8,4,28,86,67,55
51,4,58,2,2,82,99,92,18
45,43,33,9,1,47,64,46,23
33,43,81,9,9,63,30,40,84
93,95,100,6,7,2,6,76,78
58,52,65,3,9,19,35,27,14
26,37,20,7,1,47,73,20,40
28,62,29,4,9,21,77,38,84
12,25,73,4,9,6,0,33,62
56,18,55,5,0,82,52,57,21
90,21,96,6,1,62,67,100,33
58,12,17,6,9,9,72,24,94
80,20,23,7,3,97,60,31,98
21,90,32,8,5,25,56,100,25
9,8,89,5,1,33,61,25,5
7,82,15,0,9,90,20,62,94
15,57,40,0,3,21,81,86,20
91,59,19,8,4,99,57,12,47
47,91,35,10,9,58,76,55,36
53,16,92,3,1,37,70,35,41
13,72,89,0,1,65,95,66,35
39,69,27,0,9,35,47,7,29
55,94,98,3,9,43,56,29,14
83,65,93,6,6,82,97,76,75
3,29,31,3,7,57,77,60,74
91,30,28,9,5,45,37,29,73
44,2,97,4,6,19,14,15,52
27,93,8,5,3,73,74,63,3
36,59,80,1,4,75,23,35,21
97,7,72,9,8,70,70,20,82
49,83,78,8,3,86,45,89,98
96,89,40,3,3,68,53,87,50
90,7,65,0,8,10,82,39,54
18,22,77,7,4,57,58,83,73
2,46,17,4,8,5,2,57,21
68,12,3,6,0,99,24,28,35
60,75,37,3,6,3,91,96,91
40,30,12,5,1,59,32,94,69
0,14,74,1,2,89,6,57,31
26,44,26,1,2,70,14,67,67
99,72,97,2,10,94,75,33,53
73,52,25,10,0,70,93,0,48
88,36,14,8,2,14,86,48,73
63,42,13,3,8,66,0,2,21
25,62,46,8,10,11,6,29,12
77,78,35,2,8,21,17,52,8
55,44,94,6,2,55,15,68,61
95,86,90,1,10,60,68,96,35
39,64,85,3,7,20,42,45,80
80,9,72,1,10,89,40,94,70
20,64,18,10,7,30,93,75,47
70,3,45,9,2,45,80,5,57
16,65,20,8,10,17,66,37,79
25,26,40,6,2,38,41,92,58
56,52,86,7,7,65,48,33,72
86,1,98,9,4,49,21,22,42
63,4,33,4,5,43,64,52,87
87,47,32,3,9,23,0,10,91
87,81,40,9,7,23,73,77,60
2,86,37,10,2,50,22,67,36
22,27,28,7,2,14,100,46,19
54,71,45,5,5,84,91,91,13
51,18,48,3,3,20,34,30,41
18,98,82,8,7,65,32,95,4
24,12,47,9,5,59,12,74,58
72,5,45,3,4,19,25,85,90
2,44,11,3,0,21,6,97,93
30,1,31,3,2,85,49,2,75
17,82,89,3,10,14,24,36,51
72,28,60,2,5,83,19,20,14
91,88,85,0,1,99,79,65,13
60,86,64,4,7,46,31,12,22
22,29,69,3,9,42,69,41,60
97,19,24,7,3,39,85,1,86
85,86,70,4,1,66,56,4,52
78,69,75,3,10,74,22,48,99
4,79,44,3,8,33,71,17,78
