,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,9,,,0,1.0,8,1,6,3,,6.0,7,7,10
1,3,,3.0,8,8.0,3,2,9,10,,,2,10,2
2,4,,10.0,10,,8,3,8,3,,3.0,7,10,9
3,1,8.0,,3,,5,4,0,4,5.0,,6,10,9
4,2,4.0,,5,,2,3,3,10,,,8,5,9
5,10,7.0,2.0,9,10.0,5,5,7,0,6.0,,0,0,3
6,10,3.0,8.0,1,,4,7,0,9,6.0,,5,6,9
7,7,0.0,6.0,1,0.0,4,3,9,7,,1.0,6,0,9
8,5,7.0,,3,8.0,6,0,7,0,,1.0,0,5,9
9,3,9.0,10.0,8,4.0,5,0,3,7,1.0,0.0,4,5,8
10,5,,7.0,4,,6,5,10,8,,,4,0,1
11,8,,8.0,8,,5,6,6,8,4.0,,4,3,5
12,10,,10.0,0,,5,10,8,0,9.0,2.0,6,7,6
13,0,,7.0,6,,3,7,1,1,,7.0,7,5,0
14,4,,,0,9.0,1,6,10,7,9.0,3.0,3,0,0
15,7,,,9,6.0,1,3,8,1,4.0,2.0,3,0,5
16,4,1.0,0.0,7,3.0,9,9,1,9,5.0,6.0,10,4,8
17,8,,,4,6.0,5,10,6,2,,,8,10,9
18,9,,,2,,3,3,10,2,,0.0,8,9,7
19,10,3.0,7.0,4,6.0,7,5,6,1,,,10,3,2
20,4,9.0,,5,1.0,8,4,8,4,,,4,10,4
21,3,8.0,,5,0.0,5,0,9,8,,7.0,0,10,5
22,3,,7.0,7,6.0,6,3,6,8,4.0,9.0,10,2,2
23,1,1.0,0.0,5,8.0,0,7,0,6,,0.0,5,8,9
24,2,,,7,6.0,5,10,0,0,2.0,5.0,1,9,1
25,4,,,0,,6,4,0,4,8.0,,1,2,3
26,7,,2.0,2,,0,4,10,10,4.0,,8,9,4
27,2,7.0,4.0,8,4.0,5,8,8,2,,4.0,10,7,10
28,6,,,4,,9,6,5,1,,,4,4,1
29,4,,5.0,8,,3,5,5,7,1.0,8.0,5,0,3
30,6,10.0,,7,,1,5,1,9,,,4,7,7
31,9,4.0,,9,,9,3,5,10,,4.0,4,10,8
32,2,6.0,,3,5.0,9,5,2,2,,3.0,10,10,2
33,6,0.0,,8,,8,7,10,1,0.0,,3,7,1
34,6,1.0,1.0,3,6.0,0,2,9,8,,,5,9,9
35,2,7.0,,3,2.0,4,4,2,8,,,8,2,10
36,3,,8.0,4,,10,10,10,2,,,4,3,2
37,7,0.0,,2,6.0,5,5,9,4,,0.0,2,1,0
38,10,1.0,3.0,2,1.0,1,7,0,3,,,2,1,0
39,1,2.0,1.0,6,4.0,10,1,2,8,,2.0,0,7,5
40,4,2.0,,10,2.0,9,2,7,8,,,9,3,8
41,7,,,7,,8,4,5,9,6.0,2.0,5,7,3
42,7,0.0,4.0,10,3.0,9,2,4,3,,6.0,6,6,7
43,0,10.0,,7,8.0,5,4,7,10,,7.0,10,3,6
44,1,,,2,9.0,0,3,4,0,,,2,3,10
45,4,,,6,,6,1,1,2,,,4,5,0
46,1,8.0,,3,,9,0,5,8,,8.0,1,0,5
47,3,,8.0,9,,4,0,2,10,8.0,1.0,9,9,2
48,5,,7.0,5,10.0,2,9,0,1,,,5,2,7
49,8,,4.0,6,,4,8,6,7,,8.0,9,0,7
50,7,6.0,,7,10.0,7,10,9,9,,,3,0,2
51,3,,,0,4.0,8,2,8,2,,,4,6,8
52,6,,9.0,3,,7,9,4,7,0.0,6.0,4,9,8
53,9,2.0,,6,10.0,5,8,0,8,1.0,9.0,7,9,8
54,7,,7.0,0,2.0,2,4,8,2,,2.0,7,0,7
55,2,0.0,,5,3.0,3,9,8,1,0.0,9.0,7,8,4
56,10,,,3,8.0,1,6,0,6,,10.0,7,6,10
57,3,,,1,6.0,10,8,5,7,,,0,2,9
58,4,,,7,3.0,3,0,10,5,7.0,3.0,0,9,0
59,2,,8.0,5,10.0,3,2,6,9,,3.0,3,7,5
60,0,,,4,,4,0,5,0,,,9,7,5
61,2,9.0,5.0,8,2.0,3,0,8,7,10.0,5.0,10,6,9
62,7,,8.0,2,5.0,4,6,8,0,6.0,,5,2,3
63,2,,10.0,5,,7,0,4,2,,,5,10,8
64,5,2.0,4.0,7,10.0,9,8,7,10,,,9,0,3
65,2,,,5,,1,10,4,1,2.0,,9,8,3
66,2,,2.0,1,,5,9,10,7,4.0,,9,9,0
67,4,,10.0,0,3.0,2,3,9,1,,0.0,4,4,6
68,9,9.0,,8,,1,4,2,9,7.0,10.0,1,10,10
69,6,7.0,3.0,7,7.0,3,8,5,6,6.0,,4,0,10
70,10,,,1,6.0,2,1,7,8,,1.0,3,9,6
71,7,9.0,,10,,3,3,3,8,5.0,,3,8,4
72,2,3.0,,2,,8,7,4,3,,9.0,2,4,0
73,1,0.0,,5,,6,8,10,4,,,6,3,2
74,10,,9.0,10,,8,3,1,0,,2.0,6,2,0
75,8,,,3,4.0,7,7,7,5,0.0,,9,6,5
76,2,7.0,4.0,7,4.0,0,9,0,8,,1.0,0,1,6
77,8,,,0,6.0,5,7,1,5,10.0,6.0,1,6,0
78,5,,,10,,10,4,7,0,7.0,9.0,5,5,7
79,9,,9.0,4,,10,5,8,2,,,10,3,6
80,4,,5.0,9,,5,9,0,8,,6.0,2,7,6
81,8,4.0,,1,,8,0,7,2,8.0,5.0,5,4,7
82,7,4.0,8.0,5,,9,7,8,2,3.0,,9,5,2
83,1,7.0,,0,8.0,9,6,5,1,4.0,1.0,3,3,4
84,9,,,1,,7,1,0,1,,,8,0,0
85,6,,1.0,2,,8,10,6,1,4.0,,10,2,0
86,3,,1.0,7,3.0,7,0,0,6,,,7,4,4
87,10,0.0,6.0,7,,4,9,9,7,6.0,,10,4,3
88,3,6.0,1.0,6,5.0,7,4,0,5,,0.0,5,0,4
89,5,5.0,2.0,10,,6,2,5,7,2.0,3.0,0,0,5
90,5,,,6,,2,1,7,3,,,0,4,3
91,1,9.0,7.0,0,1.0,6,10,6,9,4.0,7.0,9,3,2
92,3,,,10,0.0,10,4,9,7,7.0,1.0,8,0,10
93,3,,,5,,5,7,2,0,6.0,10.0,4,9,5
94,0,7.0,,3,,3,1,0,3,2.0,2.0,1,0,1
95,9,,,10,,3,7,6,7,9.0,,8,4,7
96,10,0.0,9.0,0,5.0,10,10,7,7,,7.0,0,9,10
97,6,5.0,,6,10.0,4,8,1,2,,6.0,6,10,0
98,0,7.0,,6,,5,7,4,3,,,8,3,1
99,8,,,3,,6,10,6,7,10.0,,9,6,5
100,7,,8.0,6,,5,4,9,4,6.0,7.0,1,7,10
101,8,2.0,,5,4.0,1,8,7,1,,6.0,1,1,2
102,10,,9.0,3,1.0,2,7,4,0,8.0,6.0,2,9,0
103,9,,10.0,10,,4,10,6,2,9.0,,5,6,7
104,7,0.0,10.0,1,4.0,0,3,6,0,3.0,5.0,7,4,0
105,1,2.0,7.0,0,1.0,10,6,2,5,8.0,,7,5,8
106,7,6.0,,7,4.0,4,2,6,5,3.0,6.0,0,1,2
107,10,10.0,5.0,10,,7,1,7,7,,,8,7,4
108,1,,7.0,0,1.0,3,3,8,2,8.0,1.0,9,4,5
109,5,,1.0,2,,0,5,2,10,5.0,,2,5,0
110,1,0.0,1.0,5,2.0,6,5,0,8,8.0,,6,1,0
111,9,0.0,8.0,1,4.0,8,0,6,6,,,0,3,8
112,1,7.0,,5,,9,9,3,3,,,5,1,4
113,10,5.0,,2,3.0,4,9,5,9,0.0,,9,9,1
114,3,3.0,,8,8.0,6,4,8,8,9.0,,0,10,3
115,4,,,10,9.0,8,2,2,7,,,4,1,1
