,0,1,2,3,4,5,6
0,0.0,,,,8.0,9.0,9.0
1,,10.0,4.0,2.0,2.0,,
2,4.0,10.0,,8.0,0.0,3.0,1.0
3,10.0,5.0,4.0,0.0,,1.0,
4,3.0,,,10.0,10.0,6.0,8.0
5,,8.0,,5.0,3.0,,
6,7.0,,0.0,3.0,,,
7,,,0.0,,,,1.0
8,9.0,5.0,,,,8.0,
9,1.0,4.0,,,,,1.0
10,,1.0,8.0,8.0,,,
11,9.0,,,10.0,,,0.0
12,9.0,,,,0.0,7.0,8.0
13,,,,5.0,7.0,4.0,
14,0.0,,9.0,4.0,,9.0,7.0
15,,,,,,,
16,7.0,,,,,9.0,
17,9.0,,5.0,10.0,7.0,,0.0
18,,,,,,6.0,
19,,,0.0,7.0,9.0,,
20,10.0,10.0,5.0,,,,8.0
21,,7.0,,,2.0,,10.0
22,,6.0,8.0,,1.0,,
23,10.0,9.0,,1.0,,9.0,
24,,10.0,,10.0,,5.0,2.0
25,0.0,,5.0,,6.0,,
26,10.0,,0.0,2.0,,,3.0
27,,,,5.0,3.0,,0.0
28,,2.0,9.0,,,8.0,2.0
29,,9.0,,,3.0,,7.0
30,,3.0,9.0,,,4.0,5.0
31,,8.0,,,,,
32,,,,,10.0,,5.0
33,,3.0,,,,2.0,
34,,,0.0,,,7.0,
35,10.0,0.0,4.0,,2.0,,
36,,,8.0,6.0,,6.0,1.0
37,7.0,,,10.0,9.0,,
38,5.0,,,,1.0,,
39,,,,,9.0,6.0,
40,,,9.0,,7.0,9.0,4.0
41,,0.0,0.0,,,,2.0
42,5.0,,,,7.0,,6.0
43,9.0,1.0,,0.0,,1.0,0.0
44,,3.0,,,,7.0,
45,,,3.0,,,6.0,
46,0.0,,,,5.0,8.0,8.0
47,,3.0,3.0,1.0,0.0,,10.0
48,4.0,3.0,,,,,5.0
49,10.0,1.0,,,3.0,,5.0
50,,3.0,,3.0,,3.0,0.0
51,6.0,1.0,9.0,,,0.0,
52,9.0,0.0,,,,,
53,,1.0,,1.0,1.0,,
54,,9.0,,1.0,10.0,,6.0
55,,,,6.0,2.0,,5.0
56,1.0,,,,,4.0,
57,10.0,,9.0,3.0,,,
58,0.0,,2.0,6.0,9.0,,5.0
59,,,9.0,,4.0,9.0,
60,,,,,5.0,6.0,9.0
61,3.0,,4.0,,,3.0,
62,1.0,3.0,,,8.0,,
63,,,3.0,,,9.0,4.0
64,,,9.0,,8.0,,
65,,3.0,1.0,,2.0,6.0,
66,8.0,,,,9.0,,8.0
67,,3.0,,,,9.0,0.0
68,,,,4.0,,3.0,
69,4.0,3.0,,6.0,2.0,3.0,6.0
70,9.0,0.0,,,7.0,,
71,,1.0,,,,,1.0
72,5.0,,,,,,
73,3.0,8.0,,10.0,,,
74,6.0,9.0,5.0,3.0,2.0,2.0,2.0
75,,1.0,3.0,,,,6.0
76,,7.0,2.0,2.0,3.0,1.0,
77,10.0,2.0,7.0,4.0,,,5.0
78,,,,1.0,8.0,,
79,,,1.0,7.0,,1.0,
80,,4.0,,,3.0,,
81,8.0,,,,9.0,,9.0
82,,9.0,6.0,3.0,2.0,7.0,
83,,6.0,,,4.0,5.0,10.0
84,,10.0,,9.0,,3.0,
85,6.0,,,,,6.0,10.0
86,,1.0,0.0,4.0,2.0,0.0,2.0
87,,5.0,,,7.0,5.0,9.0
88,8.0,,4.0,0.0,9.0,,2.0
89,2.0,3.0,,,1.0,0.0,
90,2.0,,0.0,,,,9.0
91,,10.0,1.0,,7.0,1.0,
92,,8.0,,7.0,10.0,6.0,
93,,7.0,10.0,1.0,,,
94,4.0,6.0,10.0,,0.0,,3.0
95,,7.0,10.0,,,3.0,0.0
96,9.0,3.0,10.0,4.0,,,
97,0.0,,,,1.0,1.0,7.0
98,,2.0,,2.0,,6.0,
99,,2.0,3.0,2.0,,,2.0
100,,10.0,,3.0,7.0,,1.0
101,,,3.0,,,,3.0
102,,,5.0,1.0,7.0,9.0,1.0
103,0.0,10.0,,5.0,,,3.0
104,9.0,,8.0,,,,0.0
105,4.0,,4.0,3.0,0.0,7.0,3.0
106,10.0,,,0.0,,,3.0
107,10.0,0.0,,1.0,5.0,,10.0
108,,,,9.0,,,10.0
109,,0.0,,,,8.0,0.0
110,,,,6.0,,1.0,
111,,,,1.0,,8.0,
112,,7.0,10.0,,,2.0,
113,10.0,1.0,,,10.0,,8.0
114,,,9.0,,,,
115,,1.0,3.0,,,,
116,,0.0,8.0,2.0,7.0,7.0,
117,,2.0,,,5.0,,5.0
118,10.0,7.0,1.0,2.0,,,
119,,1.0,,,5.0,10.0,8.0
120,8.0,,2.0,,,10.0,
121,10.0,7.0,,10.0,,6.0,
122,,,,5.0,2.0,,
123,10.0,,6.0,,1.0,2.0,6.0
124,,9.0,4.0,5.0,,3.0,9.0
125,,,,,,6.0,
126,9.0,,,,,3.0,
127,,,,9.0,7.0,3.0,7.0
128,7.0,,,10.0,,2.0,9.0
129,,,3.0,,,,
130,,9.0,,,6.0,,
131,,,,4.0,,0.0,7.0
132,,,6.0,,,7.0,
133,3.0,3.0,3.0,2.0,,1.0,
134,6.0,,,2.0,2.0,,
135,,,5.0,8.0,,,
136,,,,,,,4.0
137,,,,10.0,,,
138,,6.0,,9.0,7.0,,
139,8.0,10.0,7.0,10.0,,,
140,2.0,6.0,6.0,,,9.0,
141,,0.0,,5.0,,,3.0
142,1.0,5.0,10.0,0.0,,9.0,3.0
143,2.0,,,,7.0,,9.0
144,,,,1.0,,1.0,
145,,9.0,10.0,,,6.0,
146,,8.0,10.0,4.0,,4.0,
147,6.0,1.0,,4.0,8.0,8.0,6.0
148,6.0,,,,,2.0,
149,,,,,2.0,0.0,7.0
