,0,1,2,3,4,5,6
0,10,7,2,4,5,8,7
1,9,6,9,8,4,1,10
2,1,7,0,9,5,4,8
3,10,10,9,3,0,9,6
4,5,5,6,3,2,4,7
5,9,0,8,5,3,7,6
6,9,6,1,4,4,0,9
7,10,4,2,5,1,3,1
8,9,8,10,5,7,10,0
9,4,2,9,7,9,0,6
10,5,4,6,1,4,3,8
11,1,0,3,10,6,2,6
12,2,3,10,10,6,0,10
13,3,10,7,5,3,2,2
14,6,4,6,7,5,3,6
15,9,2,8,3,9,0,10
16,1,6,7,5,0,5,5
17,5,3,1,9,2,4,9
18,9,0,10,8,4,9,2
19,4,2,7,2,3,3,6
20,1,8,9,3,2,5,9
21,5,3,0,8,4,7,7
22,10,4,8,3,8,4,6
23,9,9,7,4,2,3,9
24,1,5,1,2,9,1,10
25,7,3,7,10,4,2,3
26,0,2,3,4,7,6,8
27,3,4,1,7,4,0,9
28,3,3,7,8,7,8,9
29,4,7,10,3,9,6,1
30,4,9,9,7,3,6,3
31,4,1,8,8,8,2,5
32,5,4,9,5,3,10,9
33,6,5,9,1,8,2,9
34,6,0,4,6,8,5,6
35,0,7,3,3,7,6,0
36,1,9,4,4,9,1,1
37,5,5,2,7,1,3,6
38,9,5,1,5,6,10,3
39,4,2,10,7,6,1,1
40,7,5,0,4,6,9,5
41,7,5,9,10,7,8,0
42,9,10,8,1,7,8,6
43,1,10,3,7,3,1,1
44,10,3,2,0,3,2,1
45,5,2,4,7,3,1,2
46,6,9,8,8,4,6,3
47,6,3,0,7,2,10,8
48,5,9,2,2,4,6,7
49,8,6,10,9,0,7,10
50,5,3,5,5,2,10,6
51,6,9,7,3,10,0,8
52,0,10,1,1,2,4,9
53,0,6,7,1,8,10,2
54,9,3,8,10,4,10,10
55,5,0,4,6,4,0,1
56,0,3,1,7,5,1,6
57,5,8,7,2,7,1,1
58,7,5,9,6,0,0,3
59,10,10,5,4,0,3,1
60,3,2,7,8,1,10,2
61,0,0,3,6,6,2,5
62,7,7,9,8,5,0,9
63,10,8,7,0,4,3,5
64,9,5,10,0,5,8,5
65,10,10,2,8,6,1,9
66,3,0,0,7,8,8,6
67,8,4,9,8,0,0,4
68,7,4,0,7,3,7,5
69,5,2,10,4,8,10,4
70,7,10,5,0,3,2,2
71,5,5,3,4,10,7,6
72,6,2,5,4,1,6,10
73,4,4,8,4,8,7,7
74,3,7,2,1,1,8,8
75,8,1,1,3,2,10,5
76,9,3,10,10,9,5,0
77,7,7,7,6,0,1,0
78,0,9,6,10,5,9,10
79,6,9,9,1,6,9,8
80,6,6,5,9,6,6,10
81,4,9,8,8,9,5,8
82,3,7,9,1,7,5,6
83,6,9,0,4,1,10,1
84,8,4,9,8,7,0,5
85,7,4,8,6,5,9,3
86,7,0,1,10,4,10,1
87,8,9,6,0,6,10,9
88,9,10,10,0,3,3,10
89,8,7,8,2,10,10,7
90,3,6,6,4,6,8,8
91,4,9,6,10,6,1,9
92,2,6,2,0,9,10,5
93,10,0,5,3,2,3,0
94,6,1,9,8,10,4,5
95,1,7,3,8,0,1,2
96,0,6,1,1,3,1,6
97,6,6,9,5,1,10,4
98,8,6,6,6,9,0,5
99,4,9,7,7,1,1,8
100,2,6,10,3,3,1,3
101,9,10,5,2,9,9,9
102,0,4,4,9,6,8,5
103,7,7,5,7,2,4,1
104,2,5,2,5,2,0,4
105,3,4,9,5,6,1,1
106,3,0,6,8,7,1,0
107,5,5,1,0,5,4,7
108,3,6,8,5,10,3,0
109,2,4,6,6,2,4,7
110,7,3,5,1,4,4,3
111,4,5,7,4,10,9,0
112,10,8,2,3,6,4,7
113,2,7,6,7,7,9,3
114,2,7,5,9,8,8,6
115,1,5,5,1,9,9,9
116,8,4,1,1,4,5,3
117,3,4,7,1,5,1,1
118,7,7,7,5,1,3,1
119,5,7,10,10,9,1,0
120,1,8,4,9,5,5,7
121,10,8,1,6,10,2,5
122,4,1,3,9,8,6,2
123,7,0,7,3,10,4,5
124,3,9,6,2,0,3,10
125,2,7,4,9,4,4,6
126,6,3,7,3,10,8,7
127,3,5,1,3,6,2,10
128,5,6,9,9,2,5,7
129,3,3,3,10,2,6,3
130,6,10,8,2,3,1,8
131,8,5,6,3,2,4,6
132,4,10,4,4,3,10,5
133,1,1,2,6,2,9,3
134,9,4,4,8,4,4,6
135,10,1,2,9,2,3,3
136,2,9,6,4,8,1,9
137,10,6,2,5,2,5,1
138,1,1,9,2,6,6,10
139,4,7,4,0,7,2,0
140,7,8,1,5,1,4,10
141,2,10,3,4,9,3,8
142,9,9,1,10,3,8,0
143,4,10,4,3,5,1,6
144,8,6,2,10,4,0,4
145,7,1,0,5,6,9,1
146,1,3,10,0,7,6,10
147,0,8,5,8,6,4,8
148,1,1,0,8,3,10,1
149,10,1,2,2,7,10,9
150,8,2,0,5,6,6,9
151,4,3,10,1,0,5,5
152,0,5,5,2,3,1,0
153,2,8,9,7,2,8,1
154,2,2,3,8,3,5,2
155,4,5,8,7,3,8,8
156,7,4,3,5,3,9,4
157,10,8,4,5,5,0,5
158,0,8,3,4,6,4,0
159,5,0,9,6,9,6,3
160,2,6,9,1,2,0,6
161,5,3,8,8,7,1,1
162,8,4,0,6,5,9,3
163,5,7,10,5,0,9,2
164,2,3,1,3,5,4,1
165,4,9,10,1,7,9,4
166,2,4,10,4,3,0,6
167,5,8,7,0,8,9,6
168,3,8,6,7,7,7,7
169,8,1,10,7,1,7,3
170,8,10,8,9,9,5,4
171,1,0,0,1,0,3,1
172,5,8,6,10,5,7,2
173,2,9,5,6,9,4,10
174,7,8,2,2,0,9,8
175,2,3,10,5,4,2,2
176,3,0,7,1,10,8,2
177,6,9,7,3,9,6,5
178,10,8,8,6,8,9,1
179,2,1,7,4,4,10,4
180,6,6,1,5,5,9,5
181,8,3,10,3,6,6,0
182,5,5,9,7,1,2,10
183,5,0,3,1,9,7,6
184,3,3,0,6,7,5,9
185,5,2,2,6,3,7,7
186,3,0,4,7,10,1,9
187,5,10,7,6,7,10,9
188,1,10,6,8,7,10,10
189,1,7,5,0,5,3,10
190,8,2,1,1,6,1,5
191,7,6,8,4,3,8,9
192,6,8,5,2,7,10,5
193,5,9,8,10,2,3,3
194,2,2,0,1,4,1,0
195,6,4,8,0,5,10,0
196,1,7,3,4,7,5,0
197,4,3,8,6,1,10,8
198,2,9,1,3,4,8,8
