0,1,2,3,4,5,6,7,8
7.0,,,,1,1.0,7,,0
10.0,,,2.0,10,3.5,4,,4
8.0,,,3.0,6,6.0,0,,3
6.0,2.0,9.0,4.0,8,5.5,0,1.0,10
6.0,2.5,8.571428571428571,5.0,5,5.0,2,2.0,4
6.0,3.0,8.142857142857142,2.0,2,5.6,4,6.0,1
6.0,3.5,7.714285714285714,2.5,7,6.2,1,5.75,8
6.0,4.0,7.285714285714286,3.0,3,6.8,2,5.5,3
6.5,4.0,6.857142857142858,5.333333333333334,5,7.4,10,5.25,1
7.0,4.0,6.428571428571429,7.666666666666667,5,8.0,4,5.0,5
6.0,5.5,6.0,10.0,0,9.0,5,6.333333333333333,10
3.0,7.0,8.0,7.0,8,10.0,5,7.666666666666666,6
0.0,6.0,10.0,4.0,10,2.0,0,9.0,0
7.0,5.0,9.0,1.0,4,3.0,4,7.0,2
7.5,6.5,3.0,3.0,1,4.0,10,2.0,8
8.0,8.0,6.0,2.0,2,5.0,10,5.0,10
0.0,2.0,6.666666666666667,1.0,3,6.0,10,8.0,5
10.0,6.0,7.333333333333333,1.5,0,6.0,0,7.0,1
1.0,10.0,8.0,2.0,5,6.0,2,5.5,8
1.0,9.142857142857142,8.666666666666666,2.5,9,6.0,3,4.0,3
10.0,8.285714285714286,9.333333333333332,3.0,9,6.0,4,5.0,1
6.0,7.428571428571429,10.0,4.0,6,6.0,5,10.0,6
2.0,6.571428571428571,10.0,8.0,1,6.0,6,7.0,4
1.0,5.714285714285714,9.0,3.0,6,6.0,3,4.0,2
0.0,4.857142857142858,8.0,5.0,7,7.0,4,1.0,2
0.5,4.0,7.0,10.0,7,3.0,10,5.0,0
1.0,3.6666666666666665,6.0,5.0,6,8.0,0,5.0,9
6.0,3.3333333333333335,3.0,0.0,1,5.333333333333334,0,5.0,10
4.0,3.0,0.0,7.0,10,2.666666666666667,6,0.0,7
10.0,2.0,2.0,7.0,3,0.0,5,3.0,6
9.5,1.0,5.0,7.0,4,7.0,7,6.0,0
9.0,3.5,8.0,7.0,7,2.0,7,6.5,1
8.5,6.0,8.333333333333334,7.0,4,2.0,1,7.0,5
8.0,7.5,8.666666666666666,7.0,4,3.0,0,7.5,8
7.5,9.0,9.0,8.0,4,4.0,7,8.0,2
7.0,8.0,2.0,9.0,1,5.0,8,1.0,6
6.0,7.0,0.0,10.0,9,4.0,5,1.0,3
5.0,4.0,0.6666666666666666,9.0,4,4.0,7,1.0,5
8.0,4.0,1.3333333333333333,8.0,9,3.5,10,1.0,10
10.0,4.0,2.0,7.0,5,3.0,10,8.0,10
9.5,7.0,5.0,6.0,4,2.5,3,2.0,10
9.0,6.25,5.666666666666667,5.0,8,2.0,3,2.0,2
8.5,5.5,6.333333333333333,7.0,1,2.0,0,4.0,8
8.0,4.75,7.0,4.0,3,2.0,8,3.0,1
7.5,4.0,7.0,3.8,6,2.0,4,0.0,1
7.0,10.0,7.0,3.6,0,6.0,1,10.0,3
