,0,1,2,3,4,5
0,3,5,,,,
1,0,0,2.0,6.0,,1.0
2,7,8,,2.0,,4.0
3,3,0,,,,
4,10,4,,3.0,,4.0
5,7,10,4.0,,,
6,10,3,,,6.0,
7,8,6,4.0,,7.0,
8,4,7,,,,
9,0,7,,8.0,,9.0
10,0,1,,10.0,1.0,4.0
11,2,10,8.0,,,3.0
12,8,6,,8.0,2.0,10.0
13,0,7,,,4.0,
14,4,5,8.0,4.0,,0.0
15,3,8,,,,2.0
16,9,4,,0.0,7.0,0.0
17,5,9,5.0,0.0,,
18,8,4,9.0,,,
19,4,3,7.0,,5.0,10.0
20,3,1,,,3.0,
21,1,10,,6.0,2.0,
22,4,8,,,,
23,3,0,5.0,4.0,6.0,7.0
24,1,5,8.0,3.0,,5.0
25,7,6,3.0,,6.0,
26,3,6,,6.0,9.0,
27,6,7,5.0,8.0,5.0,6.0
28,0,10,1.0,,3.0,6.0
29,5,3,8.0,,3.0,
30,6,5,,,2.0,5.0
31,1,2,,,3.0,
32,5,5,,2.0,8.0,
33,0,10,10.0,,6.0,2.0
34,1,7,,,0.0,
35,0,1,,,,4.0
36,6,7,6.0,3.0,8.0,6.0
37,1,1,,,7.0,
38,6,2,,,,1.0
39,3,6,,1.0,10.0,2.0
40,2,10,3.0,,2.0,1.0
41,1,8,,,,0.0
42,1,8,,,0.0,
43,10,10,9.0,7.0,,
44,5,5,6.0,3.0,,4.0
45,1,8,8.0,3.0,8.0,
46,8,1,,,,
47,10,9,,,4.0,5.0
48,2,4,10.0,8.0,,
49,0,0,0.0,1.0,,
50,6,6,,,6.0,2.0
51,3,8,,,,7.0
52,10,8,10.0,,10.0,
53,4,5,,,6.0,5.0
54,3,1,,9.0,,
55,2,1,,,,
56,1,8,,,8.0,10.0
57,3,5,,6.0,,
58,7,3,0.0,9.0,9.0,
59,2,7,,,,1.0
60,9,5,,,5.0,2.0
61,9,9,5.0,,,6.0
62,6,1,,,,4.0
63,3,8,1.0,,7.0,5.0
64,10,0,,4.0,5.0,
65,9,8,2.0,1.0,2.0,
66,9,0,5.0,,,4.0
67,7,5,4.0,,10.0,4.0
68,9,1,0.0,,,8.0
69,2,1,,,,4.0
70,3,6,,5.0,,0.0
71,5,3,,3.0,3.0,1.0
72,9,4,,7.0,8.0,3.0
73,8,9,,4.0,6.0,
74,9,3,2.0,,,7.0
75,4,4,,3.0,8.0,
76,5,1,6.0,,,
77,2,3,1.0,,,
78,7,0,,1.0,2.0,6.0
79,4,3,,0.0,6.0,7.0
80,4,4,8.0,,,10.0
81,0,6,1.0,5.0,,
82,0,4,10.0,,2.0,7.0
83,7,9,,5.0,,4.0
84,8,8,,,8.0,
85,1,1,,,,3.0
86,0,9,,6.0,0.0,6.0
87,10,10,,,,1.0
88,3,8,,,7.0,
89,6,7,,,,3.0
90,5,4,4.0,2.0,,
91,6,3,,,7.0,
92,6,5,,,5.0,7.0
93,3,7,,,,
94,7,2,,,9.0,
95,8,10,7.0,8.0,,
96,1,10,9.0,3.0,,
97,5,9,10.0,,,
98,3,7,,,,2.0
99,2,4,7.0,,,6.0
100,3,5,9.0,7.0,0.0,7.0
101,10,6,,2.0,,1.0
102,0,1,,,6.0,
103,1,0,10.0,,,10.0
104,3,4,2.0,,10.0,
105,4,4,,,,
106,6,0,,,3.0,7.0
107,4,0,,,,
108,8,6,,,,7.0
109,2,7,10.0,8.0,5.0,
110,3,6,3.0,,8.0,
111,5,9,10.0,,,3.0
112,6,4,5.0,8.0,10.0,
113,1,0,,7.0,9.0,
114,7,0,,,5.0,
115,6,3,,6.0,,8.0
116,0,7,6.0,7.0,0.0,1.0
117,10,7,,0.0,,4.0
118,4,8,0.0,3.0,10.0,3.0
119,8,1,,,,5.0
120,9,1,,,6.0,
121,10,3,,,,6.0
122,3,5,1.0,,,
123,4,9,,,9.0,9.0
124,10,5,2.0,,5.0,
125,7,4,0.0,2.0,5.0,
126,6,7,,,,
127,2,10,,,8.0,9.0
128,4,9,,,,
129,10,9,4.0,,,6.0
130,1,8,0.0,10.0,5.0,1.0
131,0,3,,1.0,2.0,
