0,1,2,3,4,5
3,5,,,,
0,0,2.0,6.0,,1.0
7,8,2.5,2.0,,4.0
3,0,3.0,2.5,,4.0
10,4,3.5,3.0,,4.0
7,10,4.0,4.0,,5.0
10,3,4.0,5.0,6.0,6.0
8,6,4.0,6.0,7.0,7.0
4,7,5.0,7.0,5.0,8.0
0,7,6.0,8.0,3.0,9.0
0,1,7.0,10.0,1.0,4.0
2,10,8.0,9.0,1.5,3.0
8,6,8.0,8.0,2.0,10.0
0,7,8.0,6.0,4.0,5.0
4,5,8.0,4.0,5.0,0.0
3,8,7.0,2.0,6.0,2.0
9,4,6.0,0.0,7.0,0.0
5,9,5.0,0.0,6.333333333333333,3.3333333333333335
8,4,9.0,1.5,5.666666666666667,6.666666666666667
4,3,7.0,3.0,5.0,10.0
3,1,6.5,4.5,3.0,9.25
1,10,6.0,6.0,2.0,8.5
4,8,5.5,5.0,4.0,7.75
3,0,5.0,4.0,6.0,7.0
1,5,8.0,3.0,6.0,5.0
7,6,3.0,4.5,6.0,5.333333333333333
3,6,4.0,6.0,9.0,5.666666666666667
6,7,5.0,8.0,5.0,6.0
0,10,1.0,6.8,3.0,6.0
5,3,8.0,5.6,3.0,5.5
6,5,8.5,4.4,2.0,5.0
1,2,9.0,3.2,3.0,4.0
5,5,9.5,2.0,8.0,3.0
0,10,10.0,2.25,6.0,2.0
1,7,8.666666666666666,2.5,0.0,3.0
0,1,7.333333333333334,2.75,4.0,4.0
6,7,6.0,3.0,8.0,6.0
1,1,5.25,2.3333333333333335,7.0,3.5
6,2,4.5,1.6666666666666667,8.5,1.0
3,6,3.75,1.0,10.0,2.0
2,10,3.0,2.5,2.0,1.0
1,8,5.0,4.0,1.0,0.0
1,8,7.0,5.5,0.0,1.3333333333333333
10,10,9.0,7.0,2.6666666666666665,2.6666666666666665
5,5,6.0,3.0,5.333333333333333,4.0
1,8,8.0,3.0,8.0,4.333333333333333
8,1,8.666666666666666,4.666666666666667,6.0,4.666666666666667
10,9,9.333333333333334,6.333333333333334,4.0,5.0
2,4,10.0,8.0,4.666666666666667,4.0
0,0,0.0,1.0,5.333333333333333,3.0
6,6,3.3333333333333335,2.6,6.0,2.0
3,8,6.666666666666667,4.2,8.0,7.0
10,8,10.0,5.800000000000001,10.0,6.0
4,5,8.333333333333334,7.4,6.0,5.0
3,1,6.666666666666666,9.0,6.666666666666667,6.666666666666667
