,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,6,4,6,0,10,6,8,10,7,2,3,0,3,1,1
1,9,5,7,4,0,8,5,1,5,9,6,4,4,4,6
2,10,8,8,2,0,0,5,7,5,9,8,1,3,8,4
3,1,2,1,0,8,3,2,10,10,8,1,6,10,1,0
4,7,1,8,7,1,8,7,4,3,7,8,3,8,0,2
5,2,3,5,0,9,7,10,8,3,0,8,6,5,7,5
6,2,4,5,0,4,7,6,3,5,10,6,8,0,2,9
7,9,6,10,6,1,1,10,8,10,10,5,10,4,6,9
8,1,5,6,4,9,6,2,5,4,8,2,9,9,3,4
9,9,10,3,6,8,9,6,9,8,8,2,6,3,9,4
10,0,0,6,10,10,8,5,8,6,1,4,6,2,9,9
11,9,5,5,7,2,5,2,1,10,4,9,4,5,9,2
12,8,10,7,3,1,9,0,9,10,9,1,3,1,1,1
13,9,7,9,6,1,2,5,7,1,8,4,4,10,9,5
14,10,5,3,0,4,3,5,1,0,0,6,0,1,0,2
15,0,2,9,3,6,2,9,9,3,3,6,4,9,7,3
16,3,10,9,10,6,5,3,2,10,4,3,0,10,10,0
17,6,9,8,10,4,1,9,7,8,4,0,4,8,4,0
18,9,0,6,10,1,1,1,6,4,9,1,4,10,5,3
19,9,8,7,7,9,9,6,6,10,7,2,0,8,7,4
20,0,2,4,10,5,0,9,4,4,0,8,9,5,2,0
21,9,8,1,4,6,0,8,4,8,9,0,8,6,5,2
22,6,1,9,2,6,6,10,2,0,6,0,7,2,4,10
23,3,6,5,7,6,3,2,2,0,2,8,6,6,9,5
24,4,8,2,7,5,0,1,9,6,9,6,7,10,7,8
25,2,9,10,6,10,3,7,1,8,4,10,10,9,7,4
26,9,1,10,7,8,7,7,8,4,2,8,9,6,5,9
27,2,5,5,8,2,6,8,1,9,3,1,4,8,4,10
28,5,8,0,7,10,2,10,3,7,2,10,6,8,7,4
29,2,3,1,1,6,1,5,6,7,7,1,10,2,9,7
30,10,5,3,1,8,5,0,10,0,0,7,0,7,7,9
31,9,10,6,0,1,7,5,3,7,0,1,10,6,3,9
32,2,5,4,0,1,4,9,10,3,4,6,1,3,10,9
33,7,1,9,9,2,10,8,4,10,0,7,8,2,10,5
34,9,1,2,9,8,4,1,9,9,6,3,1,7,0,10
35,3,0,3,9,10,5,0,5,7,6,6,1,8,8,9
36,7,4,4,6,8,10,3,7,3,0,0,6,1,10,6
37,1,9,9,2,9,0,1,2,4,6,2,7,6,4,10
38,10,6,2,0,5,5,8,10,1,0,4,1,4,8,2
39,10,0,1,4,0,10,3,2,8,8,5,1,2,4,2
40,9,8,10,9,0,0,1,2,4,9,10,2,10,5,0
41,6,6,4,10,0,10,4,2,6,10,9,10,9,6,6
42,7,3,6,9,4,7,9,6,5,5,8,2,8,1,8
43,8,6,6,2,5,2,9,4,9,1,10,2,9,8,3
44,3,1,8,5,5,1,2,9,4,5,1,8,5,9,1
45,10,10,7,0,6,8,3,0,4,2,0,6,3,7,9
46,4,4,9,10,9,2,6,10,2,0,4,0,0,5,6
47,1,9,7,10,5,3,5,8,8,4,6,0,7,7,5
48,0,9,5,2,4,4,2,6,6,2,7,10,7,4,8
49,0,4,8,3,1,5,10,5,9,1,9,6,3,8,2
50,1,10,4,5,3,0,9,7,6,3,8,8,3,1,2
51,7,1,10,3,3,10,0,2,5,8,8,7,7,3,10
52,9,7,5,3,1,9,4,5,7,9,5,1,7,2,7
53,0,0,0,6,7,10,4,0,6,1,1,1,4,0,8
54,4,10,6,2,7,7,10,8,9,8,0,3,2,10,7
55,6,0,6,3,0,10,1,9,3,0,10,6,1,0,4
56,5,6,10,9,6,3,4,7,3,0,0,5,5,10,8
57,4,0,9,2,10,9,8,1,7,4,8,4,0,6,8
58,0,7,6,5,1,4,5,3,10,6,0,9,7,1,6
59,0,5,0,7,1,10,3,10,3,2,6,1,10,1,0
60,5,1,9,6,5,8,10,7,3,7,1,2,4,3,7
61,10,5,0,9,9,1,1,3,5,9,4,10,3,2,9
62,1,1,0,7,7,2,9,0,8,3,7,6,1,6,6
63,1,5,8,10,8,2,1,2,4,8,9,6,9,3,7
64,0,7,1,10,3,0,9,6,5,7,0,9,6,9,4
65,8,8,3,5,3,7,9,6,10,7,4,10,7,3,10
66,5,3,0,0,0,1,2,6,0,8,5,2,1,0,5
67,9,9,3,7,4,7,4,1,1,5,5,6,3,2,9
68,10,3,10,6,0,0,5,0,6,5,7,5,5,4,1
69,4,3,5,5,10,1,6,4,9,10,5,8,6,2,1
70,0,0,2,0,7,1,1,6,3,10,4,2,8,2,6
71,5,2,0,3,8,6,1,7,6,4,8,4,4,8,1
72,2,7,8,8,2,9,6,5,5,10,9,9,3,5,7
73,8,6,1,0,6,2,10,1,4,0,0,4,9,2,1
74,0,9,10,2,1,9,4,5,1,1,6,10,6,4,9
75,8,7,1,8,0,6,1,10,5,5,2,3,9,9,2
76,10,8,5,4,7,8,8,5,6,5,10,1,9,1,8
77,0,3,10,6,10,8,4,4,2,0,8,8,10,1,1
78,0,4,9,0,8,8,5,8,7,3,1,2,7,8,6
79,10,9,0,4,0,8,5,5,2,6,5,6,9,10,10
80,0,9,8,7,6,1,2,8,3,8,0,4,7,7,4
81,6,9,7,5,3,6,5,0,8,5,9,0,4,4,4
82,0,4,0,3,4,8,2,1,4,5,8,5,4,9,4
83,4,7,4,5,10,7,3,3,1,0,0,1,8,2,6
84,7,9,6,1,0,4,8,5,1,0,2,3,4,8,7
85,9,5,6,0,4,0,1,9,9,0,4,2,7,2,1
86,6,9,9,6,2,5,5,0,8,4,3,7,9,7,7
87,10,2,10,10,2,1,9,3,3,3,5,8,1,4,9
88,10,2,7,1,9,6,10,3,0,7,5,7,7,4,1
89,1,10,4,4,9,3,4,8,4,10,7,2,3,3,7
90,4,2,3,4,7,4,2,9,0,4,6,4,10,5,8
91,1,1,8,6,7,7,3,1,6,0,2,5,8,6,3
92,3,3,4,7,6,1,10,9,0,7,0,2,4,6,4
93,10,4,0,7,0,9,6,10,2,7,2,1,3,1,4
94,0,2,5,8,2,10,8,3,3,1,1,3,1,2,1
95,1,3,7,7,9,10,7,8,6,10,4,8,4,1,1
96,5,4,8,10,6,9,10,0,2,10,10,2,7,8,4
97,1,10,6,9,5,2,8,10,1,5,1,6,7,7,4
98,6,8,2,7,1,0,5,3,1,2,0,8,4,7,5
99,10,0,8,10,2,7,1,3,7,7,10,2,3,1,8
100,4,9,0,4,4,0,10,6,0,3,4,4,4,9,7
101,6,6,6,5,3,7,1,0,9,10,7,9,5,10,2
102,3,1,0,4,9,3,8,4,1,7,10,7,1,1,10
103,9,7,7,4,5,1,4,4,5,1,8,8,1,8,9
104,5,5,10,6,6,5,0,0,3,7,0,3,3,9,10
105,3,5,3,9,1,8,7,7,7,10,9,6,8,10,9
106,3,6,7,2,7,4,9,4,8,2,5,7,0,6,2
107,8,1,7,3,1,5,4,7,8,1,10,2,4,0,10
108,1,9,1,1,0,5,5,9,3,10,6,8,4,6,6
109,0,1,1,2,2,3,10,4,7,8,4,8,2,5,5
110,5,7,5,7,0,9,4,6,2,3,10,10,3,4,8
111,5,8,7,3,10,2,5,9,3,7,3,6,4,4,7
112,0,9,2,7,10,5,5,6,0,3,1,8,1,3,4
113,10,5,10,10,7,8,4,1,10,7,10,0,6,10,2
114,0,5,1,5,7,9,9,5,2,5,5,2,8,1,2
115,3,10,4,4,7,4,1,1,10,1,5,2,10,1,4
116,5,9,4,0,4,7,2,7,5,4,6,0,1,1,8
117,10,10,3,9,10,2,4,5,1,8,1,2,3,4,9
118,7,8,9,5,0,9,10,0,5,2,0,6,6,0,0
119,7,2,0,10,3,2,3,2,7,9,2,10,7,3,10
120,4,5,0,3,8,0,5,8,6,7,7,7,2,9,5
121,10,2,8,0,3,1,1,0,2,6,3,1,10,2,3
122,7,0,3,1,9,4,6,9,7,7,10,8,5,3,0
123,10,4,10,0,5,2,8,5,0,8,2,2,0,6,6
124,2,6,3,5,3,5,9,4,8,9,0,5,3,5,5
125,5,1,2,3,1,1,4,6,5,5,0,10,2,9,0
126,0,7,7,4,8,2,3,10,5,7,10,2,5,5,7
127,4,9,3,9,6,3,4,10,5,1,5,7,3,8,3
128,6,0,9,0,1,4,2,4,9,7,2,1,2,7,0
129,5,4,10,2,7,5,2,2,8,6,1,10,0,4,10
130,7,5,9,9,6,2,6,5,1,10,0,7,5,0,5
131,7,3,7,3,1,8,0,9,5,9,6,1,0,8,1
132,2,1,2,2,9,3,3,3,6,10,10,6,6,3,3
133,1,2,7,3,1,9,9,5,4,6,9,8,7,8,9
134,8,2,6,9,6,8,9,8,2,0,8,9,3,5,9
135,4,7,2,9,6,9,7,8,7,4,10,0,10,4,7
136,0,6,4,1,1,5,1,1,9,8,5,1,8,2,0
137,6,0,4,10,8,2,1,2,1,7,0,4,2,2,9
138,5,2,0,4,9,0,9,5,5,1,9,8,3,9,10
139,9,7,3,4,10,1,4,1,8,10,2,1,10,4,3
140,7,3,5,9,1,6,5,3,5,6,0,9,5,2,7
141,5,1,7,10,9,1,7,6,3,9,8,4,8,7,3
142,4,4,4,8,4,7,10,7,7,7,3,10,4,3,9
143,1,5,10,7,6,7,3,5,9,6,4,3,0,5,5
144,9,6,6,8,10,0,3,9,9,5,3,5,3,9,6
145,3,9,2,7,3,8,0,10,5,5,5,10,3,1,4
146,0,10,2,0,0,5,7,10,4,9,0,7,10,5,7
147,8,5,3,10,9,3,10,0,1,2,2,10,0,10,5
148,1,6,2,0,0,6,8,4,8,0,2,7,0,9,5
149,3,10,6,5,4,1,6,10,10,1,1,10,9,2,7
150,1,9,8,10,6,6,4,6,0,0,2,8,1,1,1
151,6,6,2,4,10,10,4,6,1,7,6,8,5,3,5
152,6,9,7,3,10,0,0,0,1,3,10,6,3,8,6
153,2,1,3,6,3,10,5,4,4,3,4,3,10,0,10
154,9,3,2,3,10,2,7,8,4,1,2,0,4,10,6
155,3,7,2,10,0,7,6,0,3,3,3,7,0,3,3
156,5,9,9,7,1,8,5,4,8,8,4,7,9,6,6
157,0,3,0,10,5,2,9,5,5,9,1,1,5,6,6
158,5,3,6,3,0,9,10,2,8,1,4,9,6,10,8
159,3,10,8,3,5,3,4,8,8,7,0,7,6,8,8
160,4,6,7,3,8,4,10,8,8,2,8,2,3,1,4
161,1,2,1,3,7,1,8,7,1,10,5,6,6,5,6
162,5,7,0,9,5,7,8,9,0,8,10,4,9,7,2
163,10,4,7,10,10,0,9,6,2,4,2,9,9,8,2
164,10,9,4,8,5,7,2,10,4,8,2,6,5,7,3
165,8,1,9,9,4,10,1,4,7,6,1,3,0,8,7
166,3,4,1,0,3,9,3,2,6,2,2,7,8,0,4
167,3,2,8,4,2,0,2,6,0,4,2,10,8,4,7
168,7,7,8,3,7,2,3,10,0,8,9,5,6,5,6
169,6,0,3,5,7,2,5,10,7,10,10,0,2,10,8
170,7,9,7,8,6,9,10,4,4,6,3,6,6,1,8
171,9,8,3,7,8,0,6,10,2,9,0,3,6,2,6
172,2,1,1,6,5,6,5,8,5,6,10,8,7,2,1
173,7,1,9,2,0,2,3,10,3,0,3,6,4,5,8
174,7,1,0,0,8,8,3,0,4,9,10,4,8,0,5
175,10,3,10,3,1,3,9,2,0,9,4,7,0,8,2
176,4,2,10,2,6,4,7,3,7,8,9,8,4,8,2
177,10,5,5,6,8,8,4,0,4,1,2,1,4,6,1
178,9,6,4,8,1,7,9,6,4,10,9,2,6,1,8
179,4,1,4,4,3,7,2,9,1,8,4,8,0,8,4
180,3,4,0,6,4,6,9,6,0,0,3,4,10,1,1
181,4,9,6,10,5,9,10,2,8,8,4,4,10,9,3
182,5,2,3,0,4,0,9,3,1,6,0,8,5,3,1
183,10,2,10,5,1,4,1,10,4,3,0,2,3,8,6
184,1,6,5,8,6,1,4,2,10,6,2,4,5,7,9
185,10,3,7,6,4,10,7,6,9,0,5,4,1,4,6
186,0,8,9,3,3,10,10,9,10,3,0,6,1,9,7
187,6,9,6,9,3,2,9,4,3,4,9,3,6,4,9
188,0,8,6,4,2,6,7,3,3,4,6,8,0,2,6
189,3,7,5,7,2,0,1,10,0,2,0,7,3,9,4
190,3,8,4,1,0,5,8,6,9,6,4,7,6,10,2
191,6,9,1,0,6,9,5,4,8,2,1,4,9,9,8
192,0,3,4,5,4,4,0,3,3,4,1,3,9,5,1
193,3,9,0,5,0,6,7,5,8,0,5,9,4,0,8
194,8,1,6,5,4,5,0,3,2,1,9,5,7,9,8
195,4,9,6,1,5,9,3,10,5,7,3,5,2,6,10
196,5,10,10,0,2,8,3,8,7,8,0,1,10,2,6
197,0,8,2,3,9,2,1,9,4,2,0,9,6,5,2
198,9,10,4,3,9,1,7,3,3,5,3,2,4,6,0
199,4,6,8,8,1,6,1,1,9,6,1,8,10,1,6
200,2,1,0,2,10,2,4,3,8,1,8,10,0,8,2
201,2,3,7,4,6,6,0,0,5,7,7,7,0,3,10
202,2,8,10,7,3,10,7,6,10,8,4,5,8,0,1
203,2,4,1,5,5,7,2,1,9,9,6,1,1,10,6
204,1,4,5,3,4,2,0,6,6,6,2,5,10,5,10
205,0,4,5,4,9,9,5,5,4,5,5,6,10,4,0
206,9,2,9,6,9,2,4,4,2,6,7,4,6,1,4
207,8,7,6,0,8,0,10,8,0,9,7,9,9,8,7
208,6,2,10,5,5,3,4,4,5,7,7,1,2,8,4
209,1,1,1,3,10,1,10,2,1,3,3,2,3,9,8
210,4,3,10,4,8,4,8,10,6,7,7,1,0,5,3
211,3,9,7,8,0,10,1,10,5,8,6,0,6,9,1
212,0,1,0,4,7,10,10,7,4,1,9,7,1,5,8
213,7,4,9,1,0,8,6,10,6,2,9,3,3,0,6
214,10,6,9,7,4,3,4,0,3,1,9,8,1,6,5
215,4,8,0,8,2,7,6,6,5,10,5,7,7,2,7
216,10,7,2,4,6,8,10,6,0,1,3,6,7,2,4
217,10,1,10,3,6,10,4,5,10,1,8,5,7,4,5
218,5,0,6,8,1,1,0,8,0,6,8,7,4,3,4
219,2,4,3,5,2,9,2,9,6,0,3,0,5,4,0
220,7,3,2,5,8,4,9,10,5,5,6,9,1,3,7
221,4,1,2,5,4,1,8,3,5,4,5,7,5,5,5
222,1,6,1,2,1,8,10,5,8,3,5,0,4,1,6
223,1,8,6,2,10,7,0,6,9,8,9,3,10,4,5
224,0,5,4,10,0,0,10,4,10,2,1,9,0,3,3
225,8,1,4,8,3,6,10,0,1,4,6,7,1,8,3
226,2,5,7,8,6,9,0,6,6,2,1,3,8,10,0
227,9,2,9,8,4,5,7,0,5,7,5,9,6,0,1
228,2,9,8,4,10,5,4,6,7,10,3,2,5,4,6
229,4,8,6,6,4,3,2,0,8,8,0,0,9,9,5
230,0,5,7,1,7,3,0,4,9,2,0,10,3,5,3
231,0,6,1,4,4,7,6,4,8,7,5,5,0,10,7
232,4,6,3,7,4,5,10,7,0,7,4,5,10,1,10
233,0,8,0,1,7,2,6,10,2,8,4,10,2,0,9
234,2,2,7,6,3,8,3,5,7,3,8,2,3,0,10
235,0,10,4,6,7,2,1,10,3,8,10,6,4,8,0
236,4,1,9,2,7,10,4,6,3,9,3,2,3,3,9
237,4,8,6,7,1,3,8,0,10,1,5,2,4,4,9
238,4,10,3,5,1,10,2,3,3,9,3,3,9,5,9
