,0,1,2,3,4,5,6,7,8,9,10,11
0,2,2,7,8,4,6,2,4,6,7,9,8
1,6,8,2,8,7,5,5,4,3,2,0,8
2,7,8,2,2,5,2,0,5,9,6,9,9
3,4,10,9,2,9,2,5,7,5,10,1,10
4,2,9,1,5,1,1,6,3,2,10,9,8
5,3,8,8,1,3,10,10,0,10,0,5,7
6,6,5,4,5,3,2,0,0,0,10,10,1
7,1,5,8,9,1,5,3,7,1,9,2,7
8,9,9,4,5,10,6,7,0,7,10,7,6
9,6,10,0,5,0,1,1,6,9,7,0,6
10,9,9,0,2,3,0,2,0,8,8,9,1
11,10,6,9,8,5,0,2,6,8,3,5,6
12,8,9,0,2,0,2,9,1,6,2,8,4
13,8,7,4,3,4,5,4,2,1,8,7,5
14,9,3,1,7,3,0,10,1,10,5,6,1
15,7,2,5,5,3,2,1,9,8,0,7,2
16,0,10,4,4,2,6,6,4,6,5,6,4
17,3,4,1,5,5,7,4,9,8,7,1,6
18,4,2,6,0,0,3,1,5,0,3,10,6
19,5,0,4,6,2,1,7,9,5,10,1,8
20,7,8,10,7,4,8,9,1,8,2,1,9
21,10,10,5,6,10,3,8,9,0,7,7,6
22,4,1,7,0,8,7,9,10,3,9,8,9
23,0,9,3,3,0,5,3,10,3,6,7,3
24,0,3,5,5,9,10,3,8,2,7,2,6
25,3,3,4,9,10,1,2,1,1,9,4,0
26,4,4,5,6,8,10,3,10,9,10,0,4
27,8,5,7,3,1,2,0,3,8,4,5,5
28,2,6,7,2,5,9,10,8,1,1,8,1
29,0,7,9,10,0,5,3,4,2,10,4,6
30,0,8,5,4,7,10,6,4,10,0,10,3
31,0,0,2,6,0,0,9,3,6,4,6,7
32,2,5,9,6,10,10,2,10,2,10,8,0
33,9,9,8,5,2,2,6,2,4,3,10,10
34,8,5,1,1,10,8,2,6,0,7,9,5
35,7,3,1,7,1,7,6,8,1,0,3,5
36,8,3,3,4,2,7,3,1,10,7,4,6
37,10,10,8,4,3,6,8,7,9,9,4,9
38,5,5,9,4,9,5,8,6,2,1,5,6
39,7,8,4,7,3,2,5,3,0,0,1,1
