0,1,2,3,4,5,6,7,8,9,10,11
3,7,10,10,81,0,8,10,10,9,10,7
6,6,10,10,36,10,74,10,10,8,10,9
8,10,10,10,100,10,73,10,10,4,10,2
0,1,10,10,47,10,33,10,10,0,10,8
10,2,10,10,83,10,22,10,10,7,10,9
8,6,8,10,50,10,66,10,10,3,10,8
7,6,10,10,10,10,96,10,4,3,10,5
8,9,10,10,71,10,29,10,10,5,10,7
1,6,10,10,27,10,20,10,10,0,10,2
0,3,10,10,18,10,97,10,10,3,10,0
4,3,10,10,40,10,91,10,10,0,10,0
6,9,10,10,44,10,42,10,10,0,10,1
5,1,10,10,22,10,68,10,10,7,10,7
10,3,10,10,69,10,51,10,10,5,10,2
4,9,10,10,10,3,90,10,10,6,10,5
7,7,10,10,17,10,65,10,10,9,10,5
4,10,10,10,81,10,37,10,4,0,10,7
8,8,10,10,85,10,52,10,10,1,10,2
4,7,10,6,7,4,49,2,4,5,10,5
9,3,10,10,90,10,17,10,10,6,10,8
0,9,10,10,73,10,80,10,10,9,0,9
8,6,10,10,46,10,17,10,10,9,0,9
0,5,10,10,47,10,28,10,10,7,10,1
2,8,10,10,64,10,79,10,10,2,10,10
9,8,10,10,13,10,95,10,10,0,10,3
10,9,10,10,46,10,70,10,10,3,10,10
8,1,10,10,40,10,63,10,10,2,10,0
8,9,10,10,96,10,20,10,10,7,10,5
3,5,0,9,84,10,86,10,10,10,10,2
9,2,10,10,52,10,13,0,10,0,10,10
2,1,10,10,52,0,16,7,10,0,10,6
3,5,10,10,23,10,84,10,10,0,10,6
2,2,10,10,18,10,5,10,10,6,10,4
3,2,10,10,93,10,6,0,3,7,6,8
1,5,2,10,0,10,1,2,10,2,10,4
1,8,10,10,41,8,57,10,10,9,10,6
7,7,10,10,22,10,4,10,10,7,10,0
7,4,10,10,76,10,90,10,10,3,10,9
9,2,10,10,72,10,90,10,10,3,10,5
3,3,10,10,99,10,74,10,10,4,10,1
9,5,10,10,89,10,71,10,10,6,10,3
1,8,10,10,71,10,24,10,10,7,10,6
8,6,10,10,1,10,9,10,10,1,10,0
4,10,10,10,19,10,29,10,10,3,10,8
10,5,10,10,73,9,97,10,10,2,0,2
8,2,10,10,21,10,82,5,10,7,10,2
8,0,10,10,38,10,74,10,10,7,10,4
9,6,10,10,14,10,60,10,10,5,2,0
9,2,10,10,40,10,80,4,10,9,10,0
8,3,10,9,65,10,100,10,10,9,10,4
9,4,10,10,56,10,51,2,10,8,8,4
4,6,10,3,41,10,10,10,10,10,10,2
9,8,10,10,60,10,100,10,9,8,10,1
10,3,10,10,8,10,72,10,1,5,10,1
3,8,10,10,66,10,36,10,10,2,10,9
2,1,10,10,82,10,98,10,10,6,10,2
4,10,10,10,40,10,11,9,10,10,3,7
10,8,10,10,79,10,58,10,10,4,10,5
7,5,10,10,92,10,87,10,10,0,10,8
10,7,10,10,15,10,22,10,10,10,10,2
6,8,4,9,21,10,85,10,10,4,10,0
