,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,7,6,0,9,0,0,2,9,3,0,4,5,4,5,1
1,10,3,1,5,2,3,7,8,0,9,4,1,5,5,0
2,2,4,2,10,5,5,10,2,2,7,9,8,3,2,9
3,4,10,9,1,8,1,7,9,4,6,4,1,8,9,6
4,3,4,1,10,9,7,10,10,3,6,1,2,6,4,3
5,3,4,2,6,8,9,0,5,9,3,5,3,7,10,2
6,9,3,3,2,9,1,4,3,4,1,7,1,10,7,10
7,7,2,9,3,5,3,10,6,7,4,5,6,4,9,5
8,6,9,2,2,5,3,5,6,5,7,6,2,4,9,8
9,4,3,8,6,5,0,3,1,9,4,7,9,6,8,7
10,1,8,2,5,10,1,4,5,3,3,7,0,3,5,9
11,1,0,5,9,4,2,2,8,6,9,10,1,10,1,9
12,10,9,3,1,4,8,5,9,1,1,9,3,8,10,9
13,4,2,7,10,7,8,2,3,0,1,4,10,3,8,8
14,5,1,4,3,9,5,0,10,4,2,6,2,9,1,9
15,2,5,7,0,10,6,2,2,6,5,2,7,8,7,9
16,4,9,7,6,0,0,4,1,9,6,3,6,10,9,7
17,4,0,0,5,2,5,3,4,0,8,1,0,10,2,2
18,1,10,6,7,9,6,9,4,3,0,5,5,4,4,9
19,3,5,8,2,5,3,2,5,9,5,1,10,3,0,2
20,10,1,6,1,6,1,2,7,0,8,8,3,2,8,0
21,0,10,7,5,7,7,5,8,9,10,1,7,7,0,9
22,1,3,10,0,7,2,0,8,8,7,4,6,5,6,0
23,4,0,9,9,3,5,6,3,5,0,5,9,5,8,7
24,5,3,2,10,6,0,3,3,6,5,2,3,7,9,10
25,1,6,9,5,9,10,10,0,10,2,9,3,4,2,7
26,9,0,4,8,10,1,4,6,8,8,8,8,6,0,2
27,6,7,0,0,9,0,8,1,0,6,0,1,5,1,5
28,5,1,1,2,2,2,3,1,3,10,2,0,9,8,9
29,6,2,10,5,7,2,10,3,4,10,5,4,7,8,0
30,10,3,3,4,5,3,9,8,6,0,3,1,6,4,3
31,3,3,7,6,4,8,5,1,6,1,0,4,4,8,6
32,0,5,6,4,7,10,0,0,6,9,2,4,10,10,6
33,8,4,3,9,7,1,7,6,10,3,5,8,3,1,6
34,7,7,7,10,9,2,10,2,1,6,0,3,7,1,7
35,5,4,5,6,10,8,9,8,7,1,7,3,6,5,3
36,8,0,4,10,9,2,1,2,3,3,10,0,2,8,8
37,7,6,8,10,4,2,5,9,10,2,9,9,10,10,8
38,9,2,3,7,3,8,10,1,9,7,9,1,5,8,5
39,9,4,4,9,5,10,7,6,6,3,9,3,9,1,8
40,5,5,0,0,8,10,9,6,7,4,10,1,8,3,6
41,1,4,3,4,8,0,3,8,3,8,4,1,6,9,7
42,1,7,0,4,0,3,3,8,10,1,8,0,9,3,7
43,3,10,5,6,4,1,7,6,2,9,6,7,3,3,0
44,10,10,1,5,0,9,7,2,7,1,6,6,10,5,5
45,10,10,10,10,2,3,3,10,4,4,1,3,4,3,3
46,10,2,8,2,6,7,2,3,4,0,4,4,5,2,10
47,10,8,2,3,10,7,8,6,9,0,5,4,2,8,5
48,4,4,10,8,4,6,8,2,10,6,9,4,3,1,10
49,10,0,4,10,8,8,5,2,2,6,9,3,7,1,2
50,6,10,1,9,2,8,1,1,0,9,8,4,10,1,10
51,6,4,2,3,6,8,5,4,5,8,7,10,6,3,0
52,0,7,10,9,7,8,4,4,4,3,2,4,9,10,0
53,9,7,0,3,5,4,0,10,1,9,1,6,3,1,8
54,7,8,2,1,3,7,2,1,9,5,0,8,1,2,2
55,8,7,0,9,5,0,8,5,3,2,4,5,9,10,8
56,3,6,4,9,9,7,9,5,4,2,7,3,2,1,7
57,2,3,1,5,6,9,7,5,8,0,10,3,10,2,10
58,9,0,1,4,4,4,10,6,7,1,9,4,10,4,5
59,7,8,9,9,4,10,5,5,6,0,2,10,7,9,0
60,9,8,2,1,2,4,9,6,6,9,1,10,4,4,0
61,9,5,7,7,5,7,5,1,2,3,4,0,7,3,0
62,9,0,9,0,2,3,2,0,3,9,9,2,4,6,0
63,5,7,5,1,9,8,3,6,0,6,3,1,0,3,10
64,2,10,7,0,10,3,2,7,4,5,5,3,7,6,7
65,10,4,3,8,0,5,5,5,1,1,7,6,8,6,4
66,9,8,2,3,4,10,7,2,9,2,7,7,6,5,9
67,8,6,4,7,5,9,2,4,7,8,0,2,0,4,6
68,1,1,7,6,3,4,7,9,4,3,4,5,1,10,1
69,9,1,0,8,6,7,1,2,7,4,1,10,3,7,6
70,7,9,3,7,0,1,8,7,6,1,4,5,7,3,8
71,9,0,4,10,10,7,6,2,1,7,9,6,5,6,0
72,5,1,9,1,7,1,1,1,4,3,1,0,7,1,0
