0,1,2,3,4,5
8,26,82,9,54,1
7,74,74,0,12,1
2,48,4,8,43,8
6,1,45,2,6,2
10,91,33,6,9,3
3,7,62,1,8,2
7,75,84,7,33,10
1,23,26,8,47,8
10,58,66,2,57,3
0,67,23,5,82,5
2,58,33,10,63,0
9,64,57,3,59,4
3,11,65,10,55,10
2,16,23,0,24,3
1,4,62,1,10,8
3,3,6,9,31,8
9,25,23,8,63,5
4,34,12,1,38,2
9,74,80,7,15,10
6,88,20,0,32,1
8,3,82,5,29,1
8,12,53,1,27,0
1,62,77,6,56,4
0,41,91,10,18,6
7,45,59,7,65,2
5,13,5,3,30,10
8,78,68,8,57,10
0,12,20,3,95,8
8,51,5,0,78,2
3,91,64,0,35,9
2,92,47,0,43,6
2,36,6,2,7,2
8,10,26,9,43,2
2,88,18,8,14,1
5,86,98,6,71,3
9,52,65,1,91,3
3,58,47,10,89,5
6,23,92,10,56,4
8,3,71,8,61,6
7,18,19,2,71,2
0,25,2,3,89,7
1,73,2,8,15,3
3,96,35,2,54,0
7,46,43,10,16,3
3,73,8,10,16,5
8,61,89,3,72,10
4,72,11,0,98,4
2,61,97,5,99,9
3,7,8,7,80,9
0,7,29,10,55,9
3,81,71,5,48,3
3,32,80,7,69,4
1,78,81,8,77,10
8,33,77,6,0,5
8,88,8,3,16,5
2,96,81,8,30,1
10,38,39,0,31,2
4,10,63,10,88,3
1,26,70,10,34,8
8,46,99,10,91,3
1,21,81,6,78,4
10,54,44,6,56,1
0,96,9,10,28,4
9,48,92,8,74,1
7,51,59,3,50,3
5,94,100,9,9,0
2,63,57,1,65,10
8,81,37,7,70,7
5,95,91,3,64,1
10,35,23,10,4,0
4,79,12,0,79,9
4,17,100,7,71,8
0,78,10,4,48,9
10,30,68,6,99,1
9,47,56,1,39,6
5,43,82,7,88,5
0,39,35,7,88,4
6,84,79,6,90,0
10,60,31,6,26,4
9,66,22,6,84,1
1,52,61,2,22,0
8,72,21,8,46,3
9,71,85,7,69,0
7,67,61,1,39,9
2,28,27,8,76,9
1,30,75,7,6,9
5,28,82,8,17,4
