0,1,2,3,4,5
8,10,82,9,10,1
7,10,74,0,10,1
2,10,4,8,10,8
6,1,45,2,6,2
10,10,33,6,9,3
3,7,62,1,8,2
7,10,84,7,10,10
1,10,26,8,10,8
10,10,66,2,10,3
0,10,23,5,10,5
2,10,33,10,10,0
9,10,57,3,10,4
3,10,65,10,10,10
2,10,23,0,10,3
1,4,62,1,10,8
3,3,6,9,10,8
9,10,23,8,10,5
4,10,12,1,10,2
9,10,80,7,10,10
6,10,20,0,10,1
8,3,82,5,10,1
8,10,53,1,10,0
1,10,77,6,10,4
0,10,91,10,10,6
7,10,59,7,10,2
5,10,5,3,10,10
8,10,68,8,10,10
0,10,20,3,10,8
8,10,5,0,10,2
3,10,64,0,10,9
2,10,47,0,10,6
2,10,6,2,7,2
8,10,26,9,10,2
2,10,18,8,10,1
5,10,98,6,10,3
9,10,65,1,10,3
3,10,47,10,10,5
6,10,92,10,10,4
8,3,71,8,10,6
7,10,19,2,10,2
0,10,2,3,10,7
1,10,2,8,10,3
3,10,35,2,10,0
7,10,43,10,10,3
3,10,8,10,10,5
8,10,89,3,10,10
4,10,11,0,10,4
2,10,97,5,10,9
3,7,8,7,10,9
0,7,29,10,10,9
3,10,71,5,10,3
3,10,80,7,10,4
1,10,81,8,10,10
8,10,77,6,0,5
8,10,8,3,10,5
2,10,81,8,10,1
10,10,39,0,10,2
4,10,63,10,10,3
1,10,70,10,10,8
8,10,99,10,10,3
1,10,81,6,10,4
10,10,44,6,10,1
0,10,9,10,10,4
9,10,92,8,10,1
7,10,59,3,10,3
5,10,100,9,9,0
2,10,57,1,10,10
8,10,37,7,10,7
5,10,91,3,10,1
10,10,23,10,4,0
4,10,12,0,10,9
4,10,100,7,10,8
0,10,10,4,10,9
10,10,68,6,10,1
9,10,56,1,10,6
5,10,82,7,10,5
0,10,35,7,10,4
6,10,79,6,10,0
10,10,31,6,10,4
9,10,22,6,10,1
1,10,61,2,10,0
8,10,21,8,10,3
9,10,85,7,10,0
7,10,61,1,10,9
2,10,27,8,10,9
