0,1,2,3,4,5,6,7,8,9
0.0,2,6.0,5,9.0,8,7,,8,
6.0,7,4.0,7,7.5,3,4,,10,7.0
7.0,6,5.0,4,6.0,7,7,9.0,8,4.0
7.666666666666667,8,6.0,4,6.5,1,6,8.75,4,3.0
8.333333333333334,7,7.0,0,7.0,7,1,8.5,7,2.0
9.0,9,7.666666666666667,4,10.0,2,1,8.25,6,5.0
7.0,0,8.333333333333334,0,6.666666666666666,0,10,8.0,10,5.714285714285714
7.0,6,9.0,0,3.333333333333333,1,1,5.0,0,6.428571428571429
5.0,3,2.0,5,0.0,4,5,6.0,10,7.142857142857142
0.0,5,6.0,2,0.4,7,5,4.0,9,7.857142857142858
9.0,4,10.0,6,0.8,10,3,3.6666666666666665,3,8.571428571428571
6.0,8,8.75,4,1.2000000000000002,3,7,3.3333333333333335,7,9.285714285714285
5.6,7,7.5,6,1.6,0,2,3.0,2,10.0
5.2,8,6.25,3,2.0,3,1,5.0,8,10.0
4.8,3,5.0,8,0.0,4,2,3.0,8,5.0
4.4,0,8.0,0,1.2,6,9,1.0,5,0.0
4.0,7,7.0,10,2.4,5,9,0.5,8,0.0
3.8,3,4.0,8,3.5999999999999996,6,4,0.0,0,0.0
3.6,5,4.0,8,4.8,0,2,6.0,4,1.0
3.4,9,4.0,4,6.0,10,0,5.0,6,2.0
3.2,10,3.3333333333333335,7,2.0,10,8,4.0,3,6.0
3.0,10,2.666666666666667,4,4.0,0,0,4.5,1,1.0
3.3333333333333335,1,2.0,3,6.0,8,6,5.0,8,9.0
3.6666666666666665,10,6.0,10,8.0,4,8,5.5,2,6.0
4.0,5,10.0,9,0.0,6,3,6.0,8,3.0
3.3333333333333335,3,2.0,10,6.0,5,4,6.0,9,8.0
2.666666666666667,5,1.5,7,5.0,7,7,4.5,6,6.5
2.0,1,1.0,10,4.0,4,10,3.0,0,5.0
1.0,9,1.5,3,4.333333333333333,9,8,1.5,10,10.0
0.5,10,2.0,1,4.666666666666667,2,3,0.0,8,1.0
0.0,10,2.0,1,5.0,5,3,0.4,5,3.0
3.5,8,3.75,9,1.0,3,8,0.8,2,5.0
7.0,3,5.5,7,10.0,3,10,1.2000000000000002,0,4.0
8.0,2,7.25,9,8.0,3,5,1.6,8,3.0
9.0,7,9.0,7,6.666666666666667,10,1,2.0,5,1.0
0.0,8,8.0,0,5.333333333333334,2,10,3.0,1,10.0
8.0,3,7.0,6,4.0,8,7,7.0,0,1.0
8.0,6,6.0,6,4.0,1,3,9.0,5,3.3333333333333335
9.0,10,6.0,8,5.0,7,6,6.5,0,5.666666666666667
10.0,8,0.0,9,6.0,7,4,4.0,6,8.0
0.0,2,2.25,3,8.0,3,5,4.0,10,7.0
0.14285714285714285,7,4.5,7,5.666666666666666,1,1,4.0,2,6.0
0.2857142857142857,9,6.75,2,3.333333333333333,10,7,6.0,8,5.0
0.42857142857142855,1,9.0,0,1.0,8,8,4.0,6,4.0
0.5714285714285714,9,7.333333333333333,10,5.5,10,4,2.0,2,5.0
0.7142857142857142,7,5.666666666666666,3,10.0,1,1,0.0,8,5.5
0.8571428571428571,0,4.0,6,9.0,3,1,1.0,9,6.0
1.0,6,7.0,10,8.0,8,3,2.0,4,4.0
1.0,2,10.0,0,7.0,7,5,3.0,2,5.0
1.0,3,5.0,3,8.5,4,10,6.5,2,6.0
1.0,7,5.0,3,10.0,3,5,10.0,1,7.0
2.8,8,1.0,6,7.0,2,6,0.0,7,8.0
4.6,8,0.0,5,4.0,7,10,1.5,4,9.0
6.4,6,1.75,9,8.0,6,9,3.0,10,10.0
8.2,1,3.5,6,6.857142857142858,5,5,5.0,8,1.0
10.0,4,5.25,0,5.714285714285714,4,0,4.25,0,2.666666666666667
5.0,1,7.0,8,4.571428571428571,7,5,3.5,3,4.333333333333334
7.5,1,8.0,5,3.428571428571429,7,0,2.75,8,6.0
10.0,7,9.0,9,2.2857142857142865,10,9,2.0,4,4.0
8.0,7,10.0,0,1.1428571428571432,2,1,6.0,3,6.5
4.0,6,5.0,2,0.0,3,2,10.0,2,9.0
9.0,7,5.333333333333333,5,7.0,9,5,8.0,0,7.0
4.0,7,5.666666666666667,6,8.5,7,1,6.0,0,5.0
4.5,7,6.0,4,10.0,5,8,4.0,4,6.0
