,0,1,2,3,4,5,6,7,8,9,10,11
0,0,0,3,4,5,6,10,,6,,10,0
1,2,7,4,1,5,6,9,0.0,4,3.0,9,3
2,5,1,5,1,5,1,7,,0,6.0,5,6
3,8,1,6,9,8,2,2,,2,2.0,1,2
4,8,1,5,3,4,4,10,,1,10.0,2,4
5,1,9,1,5,3,4,0,2.0,6,8.0,6,6
6,4,10,0,0,7,8,3,1.0,7,,6,3
7,9,0,3,6,6,0,1,2.0,5,3.0,9,1
8,7,3,3,1,8,1,5,,2,,9,5
9,7,1,4,3,6,1,2,0.0,4,,1,6
10,6,6,10,9,2,4,8,10.0,0,5.0,1,3
11,0,8,0,1,8,6,4,,0,1.0,3,8
12,4,9,10,8,6,5,6,1.0,3,8.0,4,3
13,0,0,10,2,1,5,5,,7,,0,4
14,6,2,5,10,3,9,8,9.0,5,,7,10
15,7,8,0,1,5,6,5,8.0,3,6.0,3,0
16,8,2,0,3,6,8,2,,5,,5,10
17,8,6,10,6,8,0,4,5.0,4,0.0,4,10
18,10,2,10,8,9,1,2,9.0,4,,5,7
19,10,5,0,8,6,4,9,5.0,2,9.0,2,8
20,9,1,10,4,0,1,8,,5,7.0,5,9
21,6,8,5,4,2,3,4,,9,10.0,10,1
22,4,9,8,0,0,8,5,4.0,4,10.0,7,0
23,6,4,2,0,6,4,5,,10,0.0,0,6
24,6,0,0,9,7,3,3,,10,,8,9
25,3,3,6,9,4,1,0,8.0,5,,4,3
26,1,5,8,8,9,2,7,5.0,9,,2,9
27,4,10,1,10,10,7,2,3.0,6,10.0,4,10
28,9,7,7,10,10,3,1,,10,,1,9
29,4,3,3,4,1,5,5,6.0,3,0.0,1,8
30,7,10,7,2,2,10,2,,10,8.0,10,1
31,1,2,5,6,2,7,8,,2,,3,9
32,7,5,1,1,8,0,8,,2,,2,4
33,4,9,4,4,8,8,5,0.0,7,,6,9
34,2,6,4,10,8,6,0,,2,,6,4
35,5,10,9,2,1,6,8,,5,,5,5
36,4,7,5,10,7,5,0,9.0,2,,7,6
37,3,2,10,5,2,6,9,,2,,5,6
38,9,5,4,1,9,2,7,1.0,9,3.0,4,1
39,5,1,10,5,10,0,8,6.0,10,4.0,6,10
40,3,8,7,8,3,9,8,,7,9.0,7,2
41,2,1,8,10,9,6,7,,2,,2,5
42,2,3,1,3,6,6,10,6.0,9,6.0,9,4
43,0,9,5,0,0,3,7,10.0,4,,1,0
44,5,1,7,8,2,6,6,5.0,10,0.0,4,1
45,4,0,10,7,1,10,8,,5,,2,7
46,6,10,6,7,7,10,1,,2,,5,7
47,2,10,2,9,10,8,7,6.0,7,3.0,4,8
48,10,0,9,6,0,9,5,9.0,9,,1,0
49,7,3,9,3,3,1,2,,0,3.0,5,3
50,1,2,5,4,1,7,4,3.0,9,,8,6
51,9,10,3,1,0,9,4,,7,5.0,5,2
52,1,4,5,10,3,4,9,10.0,9,,10,0
53,5,5,8,7,10,2,1,,3,0.0,9,1
54,1,5,1,4,2,10,8,,4,,0,4
55,8,1,9,7,8,0,6,,10,,10,6
56,6,9,0,4,4,10,8,,4,3.0,8,4
57,5,6,4,7,4,8,6,3.0,6,7.0,6,0
58,7,8,1,5,6,10,2,,5,,2,10
59,6,6,4,0,2,7,3,,10,5.0,0,4
60,1,4,8,6,4,3,10,6.0,0,1.0,9,8
61,1,2,5,0,0,10,4,,8,,6,0
62,10,0,10,4,10,9,5,,0,,2,4
63,0,6,6,8,10,10,9,,4,0.0,5,5
64,8,5,1,8,5,1,1,10.0,6,,8,9
65,4,5,8,9,5,5,8,6.0,3,,6,4
66,10,0,10,5,10,8,0,,8,3.0,3,0
67,3,0,6,7,8,3,2,,4,8.0,1,0
68,5,5,4,4,6,0,2,,1,8.0,4,4
69,8,2,8,4,10,4,4,1.0,9,10.0,5,2
70,8,5,7,7,4,7,9,2.0,3,,7,7
71,2,8,5,3,9,7,5,,7,7.0,7,10
72,1,10,6,3,7,0,2,3.0,9,9.0,4,6
73,9,9,8,6,1,3,5,0.0,3,,4,6
74,2,1,4,10,1,7,4,2.0,8,1.0,9,2
75,2,3,1,4,10,0,3,0.0,10,8.0,4,7
76,2,4,0,6,7,2,4,,10,,10,2
77,10,6,9,5,2,9,7,,3,3.0,7,2
78,6,8,2,9,7,6,6,,3,,4,5
79,6,5,9,3,2,0,9,,6,,8,5
80,3,3,7,10,4,9,10,0.0,0,10.0,3,7
81,6,1,3,0,4,8,4,,5,6.0,2,3
82,2,1,9,0,7,5,1,1.0,5,2.0,10,5
83,7,3,4,1,4,7,3,1.0,3,6.0,6,10
84,3,7,6,7,2,10,8,,9,1.0,5,7
85,2,8,0,1,6,7,9,7.0,1,,1,3
86,2,6,9,1,5,9,5,4.0,2,,3,5
87,8,6,10,3,2,1,3,5.0,1,1.0,10,0
88,10,5,7,3,5,8,8,4.0,0,3.0,1,5
89,5,6,0,10,6,3,2,,1,6.0,9,9
90,6,10,4,6,2,1,6,2.0,1,5.0,9,9
91,0,1,10,6,0,7,5,,0,,6,10
92,2,10,7,1,8,0,1,,8,,2,5
93,0,3,4,8,3,9,10,8.0,0,5.0,7,8
94,4,7,2,7,9,10,10,,7,,2,1
95,4,9,8,0,1,7,9,,4,1.0,0,6
96,9,7,9,10,2,7,9,,6,,1,5
97,4,8,5,8,4,9,0,,6,0.0,10,5
98,0,8,5,4,8,1,7,,6,,9,10
99,6,2,2,5,8,10,6,,9,2.0,9,9
100,6,9,3,5,9,0,2,8.0,9,3.0,6,4
101,3,0,8,7,10,4,6,0.0,7,2.0,2,7
102,7,0,2,1,2,1,1,,10,1.0,0,7
103,5,9,3,10,1,5,0,8.0,10,3.0,3,9
104,9,10,7,4,0,7,6,,9,2.0,5,5
105,6,0,5,10,8,2,9,3.0,5,1.0,10,4
106,9,7,2,3,0,7,10,,3,6.0,9,9
107,6,5,6,3,6,5,9,8.0,2,,8,10
108,1,7,8,5,0,8,6,,9,5.0,4,3
109,10,7,9,7,7,0,5,10.0,2,10.0,8,5
110,4,8,4,8,4,0,10,,8,1.0,1,8
111,2,1,9,4,4,1,5,7.0,9,,3,3
112,7,8,4,9,2,1,7,9.0,1,,4,0
113,6,2,8,9,10,1,8,1.0,8,6.0,10,3
114,0,5,4,10,0,2,8,,5,,10,1
115,3,4,6,2,7,4,2,1.0,8,8.0,4,3
116,5,5,4,10,9,3,4,7.0,10,3.0,10,8
117,6,1,2,2,5,6,9,,8,,8,5
118,0,7,4,1,4,10,5,,2,1.0,2,3
119,8,8,1,1,1,2,4,6.0,9,4.0,8,0
120,1,5,1,3,0,5,4,2.0,4,7.0,10,4
121,4,5,2,0,1,8,7,10.0,0,0.0,9,8
122,4,5,9,7,2,7,9,,9,5.0,3,1
123,1,5,10,4,3,10,1,,5,9.0,9,10
124,8,0,5,5,9,4,4,5.0,10,,0,1
125,10,7,7,3,2,1,4,4.0,4,10.0,6,9
126,6,1,1,3,10,10,4,,1,8.0,10,4
127,8,7,8,10,3,8,0,5.0,1,5.0,3,9
128,9,5,9,7,7,7,8,,3,5.0,9,5
129,2,4,8,7,1,6,8,,8,4.0,8,1
130,6,7,10,7,10,9,6,,9,1.0,8,4
131,4,3,5,3,5,3,10,,8,,0,4
132,7,9,10,10,6,3,4,3.0,7,3.0,9,10
133,1,5,10,4,4,9,4,,2,,9,0
134,7,9,8,6,1,3,1,,2,3.0,7,5
135,3,5,3,4,6,5,9,2.0,3,8.0,5,4
136,0,8,8,10,6,5,1,10.0,1,,7,8
137,4,4,0,6,2,9,3,1.0,9,,5,1
138,6,2,1,9,8,4,9,,9,3.0,7,10
139,1,4,2,5,1,2,10,,5,9.0,10,1
140,4,4,7,3,6,9,6,,6,,4,3
141,0,3,7,7,9,7,0,,0,8.0,5,4
142,4,3,10,0,3,4,3,,4,7.0,1,4
143,8,9,8,10,10,0,3,,10,9.0,1,3
144,0,10,4,7,8,4,4,6.0,7,5.0,8,0
145,6,3,9,9,0,5,8,,5,,2,2
146,5,10,0,2,2,3,3,,2,,8,2
147,6,6,6,10,9,0,1,10.0,4,3.0,4,3
148,1,10,5,3,5,9,2,6.0,9,7.0,4,6
149,3,10,1,5,9,7,2,,10,1.0,5,4
150,7,5,9,2,4,7,1,9.0,8,,9,2
151,10,8,5,2,1,4,1,2.0,0,,0,3
152,5,10,4,5,0,8,9,,7,,3,10
153,0,5,10,2,8,5,6,,4,8.0,8,8
154,6,6,6,8,1,1,0,1.0,8,3.0,5,8
155,2,10,3,9,7,8,7,,5,,0,5
156,0,3,5,9,1,8,7,,9,,7,10
157,5,1,1,3,3,2,6,,9,7.0,10,0
158,4,8,2,4,6,9,10,5.0,4,2.0,5,8
159,4,5,10,3,7,8,9,,8,,2,9
160,7,2,3,10,5,6,4,,2,8.0,9,9
161,1,1,7,3,9,0,9,5.0,3,3.0,6,5
162,1,0,7,5,0,8,10,,5,,4,6
163,1,0,0,1,9,8,0,2.0,2,8.0,2,4
164,2,1,9,4,8,2,1,3.0,10,5.0,9,3
165,7,0,6,6,1,10,1,,5,,8,7
166,0,6,0,0,2,1,3,10.0,6,10.0,0,8
167,6,5,8,7,2,0,5,,6,,7,9
168,7,5,2,2,5,5,8,9.0,6,4.0,3,1
169,7,1,9,1,3,7,0,,6,,7,2
170,9,8,0,8,6,8,3,1.0,4,5.0,7,6
171,7,8,2,2,8,10,2,,3,6.0,8,3
172,0,3,2,7,8,7,3,3.0,0,,4,8
173,6,4,8,4,0,3,2,9.0,7,,1,4
174,3,10,8,5,2,9,9,9.0,3,,5,6
175,8,9,6,9,4,0,9,,0,6.0,2,6
176,5,5,9,10,3,1,6,,9,4.0,2,10
177,3,5,6,2,8,3,2,7.0,2,,7,8
178,6,2,1,5,1,7,10,,1,8.0,1,1
179,2,3,5,0,6,9,10,2.0,5,4.0,1,4
180,6,7,2,6,6,5,5,7.0,3,0.0,9,1
181,1,3,3,7,4,1,9,,9,,1,0
182,1,10,3,0,4,3,3,,4,10.0,5,8
183,7,5,8,2,5,8,0,0.0,7,7.0,5,5
184,9,8,7,0,7,4,2,3.0,2,2.0,4,5
185,7,7,0,5,6,10,5,0.0,4,,8,6
186,8,6,1,3,8,4,1,,9,,4,2
187,3,5,9,7,10,10,3,,4,0.0,0,6
188,2,6,2,10,3,7,7,,10,0.0,7,9
189,1,3,3,6,2,5,10,,10,,8,1
190,7,1,10,4,10,5,7,9.0,1,6.0,5,0
191,4,8,7,10,4,8,7,,0,3.0,0,6
192,7,4,3,1,9,3,1,,10,,5,1
193,10,8,3,10,9,6,8,5.0,2,,4,8
194,9,0,4,7,7,1,8,0.0,5,,1,2
195,3,2,9,5,5,6,8,,8,,10,8
196,2,7,4,8,8,10,7,,5,,6,6
197,9,0,3,8,9,8,10,,9,4.0,7,2
198,2,9,1,4,9,9,4,9.0,3,,5,0
199,9,1,9,8,8,5,9,2.0,9,,7,4
200,1,10,8,3,7,5,9,,4,7.0,3,3
201,5,2,8,1,4,0,4,,6,,2,6
202,1,9,3,9,8,10,7,3.0,6,3.0,9,1
203,10,7,10,10,10,2,9,3.0,6,,5,9
204,4,1,10,1,4,1,5,8.0,9,3.0,0,5
205,6,10,3,7,4,3,3,,7,,2,1
206,0,2,10,10,9,3,8,,4,0.0,6,2
207,0,6,0,8,3,8,8,2.0,9,3.0,5,4
208,1,3,10,3,9,1,6,,1,9.0,9,3
209,5,7,5,0,2,0,7,0.0,0,3.0,1,0
210,0,8,5,5,8,8,0,3.0,6,,8,6
211,7,6,6,1,2,10,8,,3,5.0,6,8
212,8,6,1,0,8,3,6,,3,4.0,8,8
213,1,7,9,2,5,6,7,8.0,3,,0,8
214,9,1,9,2,5,3,0,,6,,3,9
215,7,6,6,10,9,6,1,,6,2.0,3,4
216,2,5,8,9,4,2,2,3.0,1,1.0,4,7
217,2,3,5,4,3,8,4,,9,,3,0
218,5,6,1,6,1,10,9,10.0,2,,3,3
219,9,5,6,0,8,10,5,0.0,1,,10,8
220,0,5,10,4,5,2,4,,2,,7,4
221,6,3,9,3,2,3,5,10.0,5,,1,0
222,10,9,0,5,6,9,10,3.0,3,,10,9
223,3,4,6,8,8,9,7,7.0,5,,8,0
224,9,1,6,8,1,0,3,5.0,9,,2,7
225,8,2,0,9,3,8,8,1.0,0,,1,4
226,2,6,3,9,4,7,4,7.0,4,,9,5
227,0,4,6,3,1,0,7,,5,3.0,6,3
228,5,1,5,1,10,1,2,6.0,6,10.0,10,8
229,5,10,9,10,6,3,1,6.0,4,2.0,7,3
230,6,7,6,6,3,5,10,6.0,4,7.0,9,1
231,0,5,2,10,2,1,1,,2,,1,7
232,10,0,1,6,5,10,9,10.0,3,7.0,9,7
233,2,3,10,7,3,3,3,,6,5.0,6,1
234,10,5,8,2,6,6,4,8.0,9,10.0,5,9
235,10,4,5,2,3,9,3,,4,10.0,2,0
236,3,10,9,1,9,2,4,10.0,3,,6,2
237,6,1,5,0,0,9,7,1.0,8,3.0,9,8
238,3,4,1,3,2,1,9,0.0,1,8.0,10,10
239,1,5,4,1,2,5,6,,2,8.0,2,4
240,4,5,10,0,6,3,8,4.0,0,1.0,8,2
241,5,6,3,4,5,10,8,8.0,10,,0,5
242,1,0,6,6,2,0,7,7.0,6,10.0,9,10
243,4,1,4,10,0,8,2,9.0,2,,6,4
244,7,10,4,2,8,9,8,,5,,0,10
245,2,1,0,5,10,10,1,5.0,5,9.0,7,8
246,8,8,9,1,10,2,6,,1,,8,9
247,7,3,3,4,4,1,1,,6,,9,6
248,9,4,4,6,4,2,0,,3,2.0,2,10
249,0,7,8,2,7,6,5,,5,,3,7
250,3,5,7,10,6,0,0,0.0,3,,3,6
251,3,0,9,10,0,2,2,,10,3.0,0,10
252,6,9,5,4,5,2,8,0.0,0,,1,9
253,7,8,0,10,9,10,3,9.0,1,,4,6
254,3,8,6,1,7,8,7,,2,6.0,5,6
255,7,7,5,2,10,2,1,,9,8.0,4,7
256,0,10,5,5,9,6,2,10.0,7,,1,2
257,2,9,5,10,1,5,2,3.0,6,,7,8
258,1,2,10,1,9,8,10,4.0,0,2.0,7,0
259,3,10,1,4,2,6,2,6.0,6,,4,9
260,8,6,8,5,9,8,5,,4,9.0,8,0
261,3,5,10,2,8,5,8,3.0,7,,6,2
262,9,10,0,10,1,8,8,,1,,5,4
263,0,0,2,5,4,8,9,7.0,4,,4,3
264,9,2,9,9,2,2,7,,0,,9,2
265,1,8,5,0,2,10,2,9.0,1,,7,7
266,10,5,2,4,1,1,8,,0,,4,5
267,6,7,1,10,5,0,3,,6,,10,2
268,6,7,8,2,5,9,4,1.0,8,,7,6
269,8,1,9,5,7,3,2,8.0,1,,9,2
270,2,1,10,8,3,3,3,,3,10.0,5,5
271,0,5,4,9,0,6,9,8.0,5,10.0,2,7
272,2,1,9,5,4,10,2,3.0,2,,6,7
273,1,3,7,7,8,1,3,,10,1.0,0,3
274,7,5,1,4,10,6,4,,0,,9,2
275,1,4,1,8,9,1,8,,5,,6,7
276,3,4,8,4,0,0,3,,3,,1,9
277,6,9,8,6,7,0,4,,10,,6,7
278,9,9,3,1,9,8,6,,8,,9,2
279,4,5,0,3,7,5,2,,0,,6,1
280,8,8,5,0,7,2,4,2.0,9,,4,1
281,0,10,6,6,2,4,0,9.0,5,,2,7
282,2,5,1,2,2,3,4,,8,,8,0
283,5,10,2,2,4,2,0,8.0,0,2.0,9,6
284,2,7,0,9,0,10,9,0.0,0,3.0,0,8
285,4,9,3,7,4,10,5,3.0,1,,5,0
286,0,7,1,5,1,2,10,0.0,3,,1,1
287,4,7,7,1,4,3,1,1.0,5,10.0,10,7
288,4,5,6,5,8,9,0,7.0,1,8.0,9,2
289,1,6,1,6,6,5,5,6.0,1,,6,0
290,0,1,1,9,9,1,2,8.0,3,1.0,7,10
291,3,9,4,4,5,6,8,8.0,3,,10,1
292,9,4,4,5,1,1,3,5.0,10,8.0,8,1
293,3,2,1,0,7,0,7,5.0,4,8.0,6,4
294,4,10,10,7,6,8,1,1.0,2,1.0,6,9
295,4,1,4,1,9,5,4,1.0,10,6.0,3,7
296,4,5,7,1,1,7,1,,1,,8,3
297,10,1,2,4,2,9,7,9.0,5,1.0,0,3
298,0,5,6,1,6,0,8,5.0,6,,0,10
299,4,3,2,10,1,2,8,,1,,6,9
300,9,0,2,4,10,1,3,,8,,10,8
301,3,4,2,2,8,0,3,,7,10.0,10,6
302,10,7,0,10,0,4,3,,6,,0,0
303,2,9,8,6,9,4,5,7.0,4,,10,9
304,0,0,3,3,1,8,4,1.0,10,1.0,3,9
305,7,0,1,2,9,9,2,7.0,0,,2,9
306,10,7,7,2,4,1,7,0.0,3,,10,7
307,3,4,6,0,5,0,3,10.0,1,8.0,10,9
308,0,1,6,5,4,2,8,,5,,6,8
309,10,1,2,5,7,1,1,,9,10.0,3,8
310,9,9,1,5,6,3,9,6.0,2,,6,9
311,9,1,6,6,3,2,2,4.0,9,,4,5
312,10,2,8,8,9,5,1,0.0,5,,7,6
313,2,5,10,0,7,7,1,,5,3.0,1,5
314,2,5,2,2,6,4,10,4.0,9,10.0,6,3
315,0,3,0,3,3,3,6,,1,,1,8
316,9,3,1,10,9,1,4,0.0,10,,7,6
317,6,1,2,8,5,0,10,,10,5.0,5,3
318,8,4,3,0,3,7,8,,9,,1,7
319,4,3,0,4,6,10,4,,5,,0,5
320,10,3,3,5,3,5,6,5.0,7,,1,6
321,4,10,4,6,10,8,0,,7,2.0,10,10
322,5,10,5,4,2,10,6,1.0,1,3.0,9,8
323,7,1,9,7,0,3,8,0.0,9,,7,7
324,7,7,7,3,7,6,2,4.0,0,2.0,2,7
325,3,1,8,1,7,1,4,,4,,2,4
326,2,4,1,0,4,5,2,6.0,7,9.0,3,0
327,0,2,10,6,2,5,10,,10,,9,6
328,1,1,3,5,2,5,5,0.0,3,,3,8
329,5,7,5,5,2,0,5,0.0,2,5.0,0,5
330,4,9,9,3,5,10,0,,4,2.0,2,3
331,7,1,9,2,10,6,10,,8,,5,0
332,6,4,6,10,9,5,3,5.0,10,,9,5
333,1,6,0,9,9,6,2,7.0,6,9.0,1,5
334,2,0,6,9,5,1,10,,5,4.0,6,2
335,2,2,3,7,7,5,0,,2,,6,3
336,1,0,3,2,2,6,10,5.0,5,8.0,2,4
337,1,1,5,10,9,0,2,,9,10.0,0,4
338,2,9,2,2,7,4,3,9.0,6,,9,7
339,8,3,6,1,6,0,5,,6,3.0,5,0
340,5,0,10,4,1,10,3,2.0,1,,5,7
341,7,4,3,9,8,0,10,7.0,4,10.0,10,5
342,6,1,7,3,4,1,10,,0,,7,5
343,6,9,5,2,7,4,3,5.0,7,10.0,7,2
344,9,5,10,8,1,3,10,,6,,6,10
345,9,1,10,8,2,9,3,5.0,10,,9,10
346,9,8,7,0,5,9,5,7.0,1,,10,7
347,5,0,3,6,2,1,10,4.0,2,,9,2
348,8,5,4,7,2,10,6,,6,6.0,8,9
349,9,2,2,8,5,5,3,,7,5.0,9,2
350,2,0,0,7,6,2,2,10.0,4,0.0,3,7
351,4,1,8,2,10,3,4,,10,,1,1
352,9,3,8,8,10,5,4,,5,,1,1
353,6,6,7,5,4,9,5,,8,1.0,5,3
354,4,4,8,1,2,0,2,0.0,8,,8,4
355,7,0,1,4,7,6,9,,4,4.0,2,9
356,3,2,10,9,1,0,1,,4,,9,0
357,7,10,1,1,7,1,10,7.0,10,,9,1
358,6,1,3,2,0,2,7,,2,,2,10
359,6,7,2,3,8,0,3,4.0,6,10.0,2,9
360,10,3,3,10,7,3,4,,5,4.0,8,3
361,6,3,0,8,7,9,2,,0,2.0,5,8
362,1,4,9,3,3,4,8,,8,,10,2
363,2,2,0,0,5,1,2,,4,9.0,10,5
364,7,9,7,4,0,7,7,,9,1.0,7,5
365,5,0,3,1,1,0,3,5.0,0,,0,2
366,7,8,9,10,10,6,3,7.0,6,,0,2
367,0,8,2,5,4,7,5,5.0,2,8.0,5,8
368,0,10,10,2,0,6,6,7.0,9,,9,6
369,3,2,7,1,2,0,4,,4,,2,0
370,5,4,8,4,5,1,9,,7,,7,8
371,6,8,3,5,0,1,8,,4,7.0,2,10
372,1,1,9,0,8,9,8,6.0,9,2.0,0,7
373,4,0,9,0,7,4,1,5.0,8,2.0,7,0
374,9,1,5,10,0,7,1,3.0,3,,8,4
375,4,1,7,3,4,0,9,0.0,10,,9,5
376,7,7,8,1,9,2,4,8.0,1,,0,0
377,7,7,6,9,5,8,2,,7,,6,4
378,4,7,8,6,0,0,6,,4,,9,1
379,5,6,7,10,6,4,5,,2,7.0,3,0
