,0,1,2,3,4,5,6,7,8,9,10,11
0,2,7,3,0,9,6,9,3,3,0,7,1
1,2,3,1,5,6,1,10,2,2,2,5,6
2,5,2,6,10,2,6,1,2,4,4,9,4
3,2,1,6,6,8,9,10,6,8,2,2,0
4,5,3,3,9,3,10,3,10,5,4,2,3
5,2,0,9,10,2,6,6,2,10,7,3,0
6,6,8,2,3,2,10,1,3,4,6,2,8
7,3,7,6,7,7,8,5,9,5,10,7,2
8,8,2,4,8,0,10,2,9,4,5,7,6
9,1,2,8,7,5,4,2,3,3,0,6,9
10,5,4,6,2,4,10,7,4,5,10,1,10
11,4,5,7,8,0,9,6,7,2,8,4,10
12,1,3,3,7,7,6,4,6,0,7,9,2
13,7,4,4,2,3,0,3,0,9,9,3,1
14,8,1,8,0,5,4,4,5,7,5,1,3
15,2,8,9,4,7,7,7,4,0,8,7,3
16,9,10,1,2,5,7,5,10,4,6,9,9
17,10,9,5,0,3,7,2,0,0,0,1,2
18,10,8,9,10,3,6,10,2,4,9,4,5
19,1,2,3,7,6,10,1,10,8,7,10,5
20,2,6,8,8,6,3,1,7,4,2,1,7
21,0,6,9,1,10,2,3,2,4,0,10,6
22,4,1,0,3,3,3,3,4,10,10,1,8
23,8,5,0,3,6,2,6,9,10,8,4,5
24,1,3,9,1,8,8,9,5,8,9,5,9
25,6,5,6,9,2,5,3,10,6,2,4,10
26,2,0,3,1,9,0,5,7,3,0,0,10
27,1,8,5,2,7,4,2,8,2,3,5,3
28,10,8,3,0,9,0,1,8,10,0,4,3
29,7,10,6,6,8,2,7,7,7,2,10,4
30,4,0,8,7,0,3,4,9,10,4,1,6
31,8,0,8,5,2,10,3,2,10,4,5,7
32,10,8,4,9,0,2,6,0,8,1,1,4
33,5,9,5,3,1,6,3,5,1,2,7,9
34,7,2,6,3,2,9,4,9,3,5,4,2
35,3,7,10,9,1,1,7,6,9,4,8,5
36,3,6,1,0,4,3,1,5,4,9,9,8
37,5,10,1,9,7,9,4,5,10,3,5,6
38,8,10,8,10,7,1,10,9,6,9,9,0
39,5,3,2,10,4,9,5,4,5,0,1,9
40,8,4,6,5,2,3,7,9,10,2,4,0
41,8,5,1,6,1,0,7,7,6,5,0,10
42,9,4,9,10,9,5,1,6,6,8,1,6
43,9,0,7,7,10,10,0,2,10,9,5,6
44,6,1,5,7,7,2,10,8,1,5,4,0
45,1,10,10,7,0,3,5,7,4,0,3,0
46,9,10,9,7,1,8,5,0,10,8,2,8
47,8,10,4,6,3,5,9,3,7,4,10,8
48,5,9,7,6,9,5,0,2,9,3,8,8
49,2,8,1,5,0,4,3,8,2,5,4,4
50,8,8,1,5,2,3,5,3,5,6,2,3
51,9,2,3,8,6,4,5,9,0,10,7,4
52,3,2,2,4,9,3,5,5,8,10,2,6
53,6,6,9,10,9,4,10,7,5,2,6,5
54,9,4,7,0,6,7,9,5,10,8,1,10
55,0,9,7,8,10,6,0,1,10,10,9,1
