,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,,7,2,,,6,,,5,3,,,,,
1,,7,6,,,5,,,1,2,,,,4.0,
2,3.0,5,3,,,9,,,6,5,,,,,
3,,8,10,,,5,,,2,1,,,,,
4,,7,0,2.0,,7,,,7,2,,5.0,,,
5,,6,2,,,0,,,1,10,,,,,3.0
6,,0,6,,,10,,,0,1,,,0.0,1.0,8.0
7,,10,4,,,3,,,3,3,,,,,
8,,2,6,,,1,,,3,8,,,,2.0,
9,,9,5,,,10,,,5,1,,0.0,,,
10,,7,6,,,3,,8.0,9,6,,,,,
11,,6,1,,,4,,,0,10,,,,,10.0
12,,4,3,,,4,,,0,1,,,,,
13,,9,5,,8.0,6,,,2,3,6.0,,,,
14,,1,2,10.0,,10,,8.0,6,1,,,,,
15,8.0,0,8,,,0,,,1,5,,,,,
16,,9,4,6.0,,4,,,4,0,,,,,
17,,8,8,,,5,,,4,8,,,,,
18,,5,5,,,9,,,5,10,,,,,
19,2.0,5,9,,,3,,,10,5,,,,5.0,
20,,3,9,1.0,,4,,,1,9,,,,,
21,,7,6,,,3,,7.0,6,7,,,,,4.0
22,,0,3,,,4,,,4,5,10.0,,,,
23,9.0,10,8,,,0,10.0,,5,2,,,,,
24,,1,2,,,6,3.0,2.0,3,10,,,,,
25,,9,9,,,4,,10.0,9,1,,,,,
26,,10,4,,,0,,,9,8,,,,,
27,,2,2,,,1,,,1,0,,,,,
28,,0,9,,,6,,,3,3,,,,2.0,
29,,3,9,,,2,2.0,,0,5,8.0,,,,
30,,8,6,,,6,,,3,2,,,,,
31,,4,0,,,4,,,10,8,,,,,
32,,1,0,,,0,,,10,6,,,,,
33,,8,3,,,3,,,1,5,,,,,6.0
34,,7,9,,,4,,,3,5,,,,,
35,,0,0,,,5,,,5,0,,3.0,,8.0,
36,,6,7,,,8,3.0,,8,5,,,,,
37,,2,2,,,0,,,6,2,,,,0.0,
38,,9,5,,,7,,,3,5,,,,,
39,,10,1,,,0,0.0,,3,2,2.0,,,,0.0
40,,2,5,,,4,,,7,3,4.0,,,8.0,
41,,8,0,,,3,,,5,9,,,,6.0,9.0
42,,5,3,,8.0,1,,,5,9,,,,,
43,,1,10,10.0,,10,4.0,,2,1,,,,,
44,0.0,9,2,,,2,,,3,2,,,,,
45,6.0,3,3,,,5,,,2,9,,,,,
46,,2,6,,,5,,,6,10,,,,,
47,,2,2,,,5,,,9,5,,,,,
48,,3,10,,,1,,,0,3,,,,,
49,,10,5,,,0,,,9,6,,,,,6.0
50,,3,5,,,3,,,1,7,,5.0,,,
51,,4,9,,6.0,4,,,1,6,,,,0.0,
52,4.0,1,1,,,6,,,8,9,,,,,
53,8.0,5,0,,,2,,,10,9,,,,,
54,,0,8,,,7,,,9,10,,,,,
55,,4,5,,,7,,,8,9,,,,,
56,,10,8,,,0,,,3,7,1.0,5.0,,,5.0
57,,10,4,,,9,,,6,9,,,,,
58,,9,8,,7.0,10,,,8,9,,,,,9.0
59,,2,7,,,5,10.0,,3,2,,,7.0,,
60,,0,10,,,0,4.0,,3,10,6.0,,,,
61,,9,7,,,8,,,1,0,,,,,
62,,2,2,,,7,,,3,10,7.0,,,,
63,,6,3,,,10,,,7,2,,,,,
64,,0,8,,,7,,,0,3,5.0,,9.0,,
65,,0,9,7.0,,9,,,5,7,,,,5.0,
66,,6,0,,,0,,,4,3,,,,,3.0
67,,10,5,,,6,,3.0,5,2,,,,0.0,
68,,8,0,,,0,,,10,9,,,,,
69,,9,0,,,5,,,8,3,,,,,
70,,0,3,4.0,2.0,3,,,4,0,,,,,
71,,5,8,,,1,,,3,8,,,,,
72,,0,1,6.0,,5,,,3,8,,,,,4.0
73,,0,10,,,6,,,5,4,,,,,
74,,6,10,,,7,,,10,5,,,,,
75,,8,4,,,9,,,7,8,8.0,,,,
76,,10,0,5.0,,10,,,2,0,,,,,
77,,5,9,,,9,,,0,8,,,,,
78,,7,5,,,4,,,5,5,,,,,
79,,10,2,,,6,,3.0,0,3,,,,,
80,,9,5,,,0,,1.0,5,7,,,,,
81,,10,10,,,2,,,5,3,,,,,
82,,6,9,,,1,,,3,6,,,,,
83,,10,0,,,2,,,10,6,,,,,
84,,9,8,,,10,,,8,0,,,,,
85,,2,0,,,9,,,10,5,,,,3.0,4.0
86,,3,5,1.0,,10,,,2,5,,,,,
87,,9,8,,,7,,,6,1,,,,,
88,,3,6,,,5,,,4,7,,,,,
89,,10,2,2.0,,4,,,9,5,,,,,
90,,1,9,,,6,,,10,9,,,6.0,,
91,,6,3,,,5,1.0,,8,2,,,,,
92,,2,3,,,5,,,4,1,,,2.0,,
93,,6,6,3.0,,2,9.0,,1,1,,,,,
94,6.0,3,1,,,1,,,3,1,,,,,
95,,4,4,,,0,,,8,1,,,,,
96,,4,4,,,0,,,3,8,,,,,
97,,8,4,,,6,,,10,1,5.0,,,,
98,,9,9,1.0,,10,,,4,0,9.0,,,,
99,,2,0,,,3,,,5,7,,,,,
100,,2,2,,,7,,,7,5,,,,0.0,
101,,3,9,,,8,4.0,,3,1,,,,,
102,,0,9,,,4,,,9,6,,,,,
