0,1,2,3,4,5,6,7,8,9,10,11,12
10,15,8,3,10,9,7,7,10,82,30,10,10
10,24,4,2,10,6,9,1,10,99,41,10,5
10,54,0,5,10,8,1,6,10,63,90,10,10
10,0,6,2,10,0,7,4,10,29,59,10,10
10,100,3,10,10,7,2,6,10,82,10,10,10
10,10,8,1,10,1,9,1,10,41,44,10,10
10,16,7,2,10,6,6,6,10,61,79,10,10
10,21,5,9,10,2,8,9,10,29,47,10,10
10,5,4,9,10,4,5,8,10,95,91,10,5
10,100,10,1,10,8,6,7,10,19,33,10,10
10,86,10,6,10,4,3,9,10,43,27,10,2
10,98,2,10,10,5,2,3,10,63,75,10,10
10,57,3,0,0,10,10,7,10,50,41,10,10
10,63,3,7,10,7,7,8,10,16,23,10,10
10,24,8,5,10,9,8,0,10,37,100,10,10
6,51,10,3,10,6,1,7,10,28,7,10,10
10,50,10,9,10,10,10,0,10,71,58,10,10
10,24,1,0,7,3,4,8,10,89,99,10,10
10,32,9,4,4,1,2,0,2,87,19,10,10
10,24,0,4,10,7,9,2,10,68,95,10,10
10,23,0,8,10,9,4,3,10,56,24,10,10
10,36,3,4,10,4,4,7,10,80,31,10,10
10,4,4,10,10,9,9,9,10,52,80,10,10
10,45,0,2,10,4,5,6,10,80,74,3,10
10,10,3,8,10,3,2,4,10,95,62,10,10
10,60,10,0,10,5,6,3,10,82,63,10,10
10,67,8,8,10,1,4,4,10,0,22,10,10
10,69,4,9,10,7,7,9,1,44,23,10,10
10,10,7,5,10,10,0,1,10,81,30,10,10
10,24,9,1,10,6,6,4,10,74,39,10,7
10,38,6,10,10,4,6,4,10,41,79,10,10
10,73,4,9,1,6,3,3,10,21,12,10,10
10,90,3,4,10,4,6,4,10,39,13,3,10
2,57,2,1,10,9,6,6,10,88,54,10,10
10,94,6,0,10,5,1,1,10,44,21,10,10
10,77,5,0,10,1,6,0,10,88,11,10,10
10,28,3,6,10,0,4,1,10,57,70,10,10
10,56,1,3,10,2,7,4,10,63,46,10,10
10,30,5,8,10,9,6,1,10,52,61,10,10
10,52,1,2,10,4,9,10,10,54,2,10,0
10,79,5,6,10,2,1,8,10,72,78,10,10
10,22,8,0,10,1,7,10,10,21,61,10,10
10,22,4,9,5,4,7,4,10,5,61,10,10
10,74,1,1,10,1,1,1,10,1,9,10,2
10,20,7,0,10,6,0,0,10,18,97,10,10
10,92,8,2,2,7,9,8,10,10,11,10,10
2,7,10,4,10,7,0,6,10,65,100,10,10
10,13,0,3,10,0,9,5,10,74,33,10,10
