,0,1,2,3,4,5,6,7,8,9,10,11,12
0,9,9,4,8,5,6,9,1,8,6,3,4,10
1,1,6,10,8,9,8,5,9,9,2,1,10,3
2,7,6,7,6,4,4,8,6,0,7,2,7,9
3,0,1,2,7,2,9,7,7,0,8,0,4,7
4,2,0,9,0,8,8,10,6,6,5,0,8,0
5,7,0,2,6,8,10,5,2,0,7,1,2,1
6,1,9,4,3,5,9,4,0,6,5,7,0,1
7,1,6,9,4,4,8,0,8,4,9,3,10,2
8,8,6,6,9,2,8,6,9,9,4,4,0,7
9,5,0,2,1,9,4,6,2,8,9,6,3,9
10,4,6,3,7,2,0,5,4,8,4,0,1,6
11,5,3,1,2,6,10,3,4,1,5,1,7,3
12,8,10,6,7,2,1,8,2,0,10,4,0,5
13,4,2,5,6,3,1,4,8,0,1,5,3,6
14,5,6,7,3,6,2,10,5,5,9,10,10,4
15,8,1,6,10,3,1,1,8,4,4,0,6,3
16,4,0,7,4,6,5,0,8,1,10,8,1,4
17,2,4,8,0,7,1,9,10,4,9,7,9,6
18,7,2,4,5,1,8,7,1,5,4,1,8,10
19,2,5,7,6,2,1,1,10,4,4,7,8,4
20,8,6,7,10,1,10,2,7,8,7,8,9,0
21,1,9,3,2,5,9,6,5,10,8,5,4,10
22,5,9,10,10,5,6,0,8,8,4,8,8,8
23,10,5,10,2,9,10,8,7,5,2,3,4,7
24,6,2,4,8,4,2,8,2,9,2,6,6,6
25,1,1,8,10,0,0,4,2,1,3,6,2,10
26,3,7,10,10,4,4,9,5,10,10,1,5,9
27,3,7,5,2,0,9,9,4,7,5,8,2,1
28,4,8,10,7,10,6,7,4,6,4,6,9,6
29,2,3,2,5,10,1,7,1,6,4,5,5,7
30,8,3,10,3,3,8,2,1,5,3,10,7,1
31,8,1,5,3,9,7,0,9,10,5,2,1,7
32,8,0,10,3,6,7,3,10,6,5,9,2,2
33,1,7,10,0,3,5,5,6,0,1,7,2,5
34,2,7,7,10,2,7,2,3,3,9,5,10,4
35,5,9,5,1,9,3,9,1,5,1,4,5,1
