0,1,2,3,4,5,6,7,8,9,10,11,12,13
10,,4.0,8,10.0,9,6,3,5,5,,1,6,3.0
9,0.0,2.0,10,8.0,0,2,5,7,9,,10,3,6.5
9,1.0,7.0,1,5.666666666666666,0,8,10,3,8,1.0,7,8,10.0
5,2.0,9.0,8,3.333333333333333,0,3,3,0,10,3.0,10,5,7.0
0,3.0,0.0,9,1.0,9,3,9,5,10,5.0,8,4,5.5
3,4.0,0.0,10,4.0,6,2,9,8,1,5.0,10,5,4.0
9,5.0,1.0,5,3.5,6,6,8,9,6,5.0,8,6,3.0
7,6.0,2.0,8,3.0,10,7,8,6,8,5.0,3,9,2.0
7,6.0,3.0,3,2.8333333333333335,10,7,7,2,8,5.0,2,3,1.0
2,2.0,4.0,8,2.6666666666666665,9,6,8,6,2,4.0,0,1,5.0
3,1.3333333333333335,5.0,1,2.5,7,1,2,3,8,3.0,3,8,4.5
7,0.6666666666666667,4.0,3,2.3333333333333335,6,2,4,5,3,1.0,3,1,4.0
5,0.0,3.0,6,2.166666666666667,6,3,7,5,6,1.0,5,2,5.0
0,0.0,3.0,1,2.0,4,0,4,6,7,3.3333333333333335,5,5,3.333333333333333
6,2.0,5.0,2,4.5,3,4,6,6,8,5.666666666666667,3,8,1.6666666666666665
9,4.0,7.0,4,7.0,1,3,5,7,9,8.0,10,8,0.0
8,6.0,9.0,4,7.25,1,9,7,6,6,6.333333333333333,2,0,5.0
7,8.0,3.0,6,7.5,4,3,3,2,1,4.666666666666666,1,7,9.0
8,5.333333333333334,5.333333333333334,3,7.75,7,3,6,2,3,3.0,1,9,8.0
1,2.666666666666667,7.666666666666667,3,8.0,7,10,1,6,5,6.0,10,6,1.0
10,0.0,10.0,10,3.0,0,2,8,2,0,4.0,2,4,0.0
7,8.0,7.0,3,3.0,8,10,7,2,3,9.0,7,4,3.3333333333333335
8,6.6,4.0,5,7.0,9,5,2,4,4,1.0,1,7,6.666666666666667
6,5.2,1.0,10,6.5,7,3,1,10,5,5.5,5,1,10.0
0,3.8000000000000007,9.0,4,6.0,4,4,6,6,1,10.0,3,1,6.666666666666666
1,2.4000000000000004,6.0,7,7.5,2,1,4,1,0,1.0,4,7,3.333333333333333
4,1.0,3.0,1,9.0,3,6,9,9,5,5.0,7,7,0.0
6,3.0,2.5,2,1.0,8,9,7,9,10,6.0,9,8,1.0
1,5.0,2.0,0,2.5,6,3,4,8,10,7.0,9,8,2.0
9,7.0,2.0,6,4.0,9,0,7,9,0,8.0,5,2,3.0
7,1.0,2.0,4,5.0,6,10,0,0,3,9.0,1,4,4.0
1,3.0,2.0,2,0.0,10,4,9,5,7,10.0,10,3,5.0
9,8.0,2.0,4,1.0,6,8,4,7,2,7.0,1,9,6.0
1,3.0,2.0,10,2.0,6,0,1,5,10,6.0,0,7,5.25
9,4.0,2.0,2,4.0,4,2,9,6,4,5.0,3,9,4.5
4,9.0,0.0,10,6.0,9,7,4,10,3,4.0,4,6,3.75
3,6.0,2.5,10,7.0,0,4,6,5,4,1.0,8,7,3.0
8,3.0,5.0,6,8.0,3,4,8,3,3,2.0,5,4,8.0
5,2.5,7.5,5,9.0,4,8,4,2,8,3.0,0,10,9.0
7,2.0,10.0,8,6.0,3,2,2,1,0,6.0,3,7,10.0
1,3.0,9.5,2,6.0,6,9,9,9,2,3.0,5,8,7.0
5,6.0,9.0,8,6.0,7,6,7,7,3,0.0,1,3,0.0
9,9.0,6.0,1,3.0,1,1,0,6,1,2.0,10,10,0.14285714285714285
1,5.0,2.0,3,0.0,7,4,2,3,6,0.0,7,1,0.2857142857142857
6,1.0,5.0,6,6.0,2,5,3,4,9,9.0,1,10,0.42857142857142855
5,6.0,8.0,1,1.0,6,3,0,6,4,7.5,10,5,0.5714285714285714
5,4.0,4.5,10,3.0,7,9,6,5,3,6.0,1,0,0.7142857142857142
1,2.0,1.0,0,5.0,8,9,7,5,6,4.5,9,5,0.8571428571428571
3,0.0,0.0,6,7.0,7,0,6,5,3,3.0,7,8,1.0
9,9.0,3.0,3,9.0,6,10,3,8,5,1.5,2,6,3.0
0,9.333333333333334,6.0,0,0.0,7,4,1,0,5,0.0,5,6,1.0
3,9.666666666666666,7.333333333333333,2,0.0,3,8,4,3,1,4.0,0,4,2.0
2,10.0,8.666666666666666,7,0.0,2,9,7,3,5,2.666666666666667,7,10,2.1666666666666665
6,9.0,10.0,9,4.0,6,7,7,4,7,1.3333333333333335,6,3,2.3333333333333335
0,8.0,9.666666666666666,6,5.666666666666667,6,4,6,8,1,0.0,6,7,2.5
0,7.5,9.333333333333334,4,7.333333333333334,6,1,2,1,4,0.3333333333333333,5,5,2.6666666666666665
8,7.0,9.0,9,9.0,0,4,5,1,1,0.6666666666666666,7,0,2.833333333333333
4,0.0,7.5,9,7.0,4,3,10,10,10,1.0,3,10,3.0
2,5.0,6.0,9,7.75,7,4,9,8,7,1.0,9,5,2.0
3,5.0,4.5,4,8.5,7,4,9,3,5,5.0,10,7,1.0
6,1.0,3.0,7,9.25,10,8,3,4,6,9.0,7,9,2.0
8,4.5,3.5,9,10.0,5,10,0,10,0,9.25,7,7,6.0
9,8.0,4.0,5,8.333333333333334,8,1,6,9,9,9.5,8,3,10.0
7,8.25,4.5,3,6.666666666666666,7,5,6,5,1,9.75,0,10,1.0
2,8.5,5.0,8,5.0,10,10,5,10,4,10.0,7,9,1.0
4,8.75,7.5,2,0.0,7,9,4,1,9,9.666666666666666,9,9,1.0
0,9.0,10.0,10,5.0,4,2,8,9,5,9.333333333333334,6,3,1.0
4,5.5,8.75,9,6.333333333333333,5,4,6,10,4,9.0,5,1,1.0
9,2.0,7.5,1,7.666666666666666,8,3,0,0,4,8.5,8,9,1.0
6,8.0,6.25,9,9.0,1,7,2,10,10,8.0,8,4,7.0
2,7.0,5.0,4,7.0,7,4,0,4,4,4.0,7,10,6.0
