,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,10,,4.0,8,10.0,9,6,3,5,5,,1,6,3.0
1,9,0.0,2.0,10,8.0,0,2,5,7,9,,10,3,
2,9,,7.0,1,,0,8,10,3,8,1.0,7,8,10.0
3,5,,9.0,8,,0,3,3,0,10,,10,5,7.0
4,0,,0.0,9,1.0,9,3,9,5,10,5.0,8,4,
5,3,,0.0,10,4.0,6,2,9,8,1,,10,5,4.0
6,9,,,5,,6,6,8,9,6,,8,6,
7,7,6.0,,8,3.0,10,7,8,6,8,,3,9,
8,7,6.0,,3,,10,7,7,2,8,5.0,2,3,1.0
9,2,2.0,,8,,9,6,8,6,2,,0,1,5.0
10,3,,5.0,1,,7,1,2,3,8,3.0,3,8,
11,7,,,3,,6,2,4,5,3,1.0,3,1,4.0
12,5,0.0,3.0,6,,6,3,7,5,6,1.0,5,2,5.0
13,0,0.0,3.0,1,2.0,4,0,4,6,7,,5,5,
14,6,,,2,,3,4,6,6,8,,3,8,
15,9,,,4,7.0,1,3,5,7,9,8.0,10,8,0.0
16,8,,9.0,4,,1,9,7,6,6,,2,0,5.0
17,7,8.0,3.0,6,,4,3,3,2,1,,1,7,9.0
18,8,,,3,,7,3,6,2,3,3.0,1,9,8.0
19,1,,,3,8.0,7,10,1,6,5,6.0,10,6,1.0
20,10,0.0,10.0,10,3.0,0,2,8,2,0,4.0,2,4,0.0
21,7,8.0,,3,3.0,8,10,7,2,3,9.0,7,4,
22,8,,,5,7.0,9,5,2,4,4,1.0,1,7,
23,6,,1.0,10,,7,3,1,10,5,,5,1,10.0
24,0,,9.0,4,6.0,4,4,6,6,1,10.0,3,1,
25,1,,,7,,2,1,4,1,0,1.0,4,7,
26,4,1.0,3.0,1,9.0,3,6,9,9,5,5.0,7,7,0.0
27,6,,,2,1.0,8,9,7,9,10,,9,8,
28,1,,2.0,0,,6,3,4,8,10,,9,8,
29,9,7.0,2.0,6,4.0,9,0,7,9,0,,5,2,
30,7,1.0,,4,5.0,6,10,0,0,3,,1,4,
31,1,3.0,,2,0.0,10,4,9,5,7,10.0,10,3,
32,9,8.0,,4,,6,8,4,7,2,7.0,1,9,6.0
33,1,3.0,,10,2.0,6,0,1,5,10,,0,7,
34,9,4.0,2.0,2,,4,2,9,6,4,,3,9,
35,4,9.0,0.0,10,6.0,9,7,4,10,3,4.0,4,6,
36,3,,,10,,0,4,6,5,4,1.0,8,7,3.0
37,8,3.0,,6,,3,4,8,3,3,,5,4,8.0
38,5,,,5,9.0,4,8,4,2,8,3.0,0,10,9.0
39,7,2.0,10.0,8,6.0,3,2,2,1,0,6.0,3,7,10.0
40,1,3.0,,2,6.0,6,9,9,9,2,,5,8,7.0
41,5,,9.0,8,6.0,7,6,7,7,3,0.0,1,3,0.0
42,9,9.0,6.0,1,3.0,1,1,0,6,1,2.0,10,10,
43,1,,2.0,3,0.0,7,4,2,3,6,0.0,7,1,
44,6,1.0,,6,6.0,2,5,3,4,9,9.0,1,10,
45,5,6.0,8.0,1,1.0,6,3,0,6,4,,10,5,
46,5,,,10,,7,9,6,5,3,,1,0,
47,1,,1.0,0,,8,9,7,5,6,,9,5,
48,3,0.0,0.0,6,,7,0,6,5,3,,7,8,1.0
49,9,9.0,,3,9.0,6,10,3,8,5,,2,6,3.0
50,0,,6.0,0,0.0,7,4,1,0,5,0.0,5,6,1.0
51,3,,,2,,3,8,4,3,1,4.0,0,4,2.0
52,2,10.0,,7,0.0,2,9,7,3,5,,7,10,
53,6,,10.0,9,4.0,6,7,7,4,7,,6,3,
54,0,8.0,,6,,6,4,6,8,1,0.0,6,7,
55,0,,,4,,6,1,2,1,4,,5,5,
56,8,7.0,9.0,9,9.0,0,4,5,1,1,,7,0,
57,4,0.0,,9,7.0,4,3,10,10,10,1.0,3,10,3.0
58,2,5.0,,9,,7,4,9,8,7,1.0,9,5,
59,3,5.0,,4,,7,4,9,3,5,,10,7,1.0
