,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,10,10,8,9,10,1,5,9,3,2,5,5,10,3
1,7,3,2,9,2,0,0,4,9,9,6,0,0,6
2,9,6,7,5,4,4,10,9,5,8,4,6,10,5
3,10,8,1,1,5,6,9,4,7,2,5,1,5,6
4,4,1,2,4,10,2,3,4,10,0,5,6,9,5
5,8,0,3,4,5,4,1,5,1,5,1,6,10,2
6,5,4,9,9,8,6,0,9,9,5,8,0,10,4
7,9,7,10,9,7,6,10,10,4,5,2,3,3,4
8,5,10,5,6,9,10,3,8,6,2,4,4,3,6
9,8,0,0,9,2,0,9,5,1,8,9,7,7,2
10,9,6,2,6,4,6,1,1,0,9,8,1,8,9
11,6,4,6,6,4,5,4,3,6,8,6,8,0,6
12,7,4,4,5,2,6,2,7,3,9,10,10,7,1
13,0,2,10,4,4,9,5,4,8,10,3,5,6,1
14,10,2,8,1,10,7,8,2,0,7,10,1,7,0
15,4,2,6,4,10,2,3,0,4,8,1,1,2,9
16,3,1,1,3,9,4,3,7,4,3,8,9,7,7
17,10,2,1,1,2,3,7,6,1,0,9,3,4,9
18,10,4,8,9,4,6,6,10,8,7,9,5,8,6
19,9,5,2,8,0,9,10,8,7,7,10,7,1,6
20,9,1,0,3,6,4,10,2,1,8,6,4,4,3
21,8,3,2,6,1,1,0,0,0,6,4,0,1,2
22,10,7,1,3,8,4,6,10,8,2,5,9,1,9
23,4,3,0,1,10,6,2,1,10,2,2,4,4,1
24,8,3,7,3,3,6,1,0,7,4,4,5,5,1
25,1,0,3,5,9,3,2,10,0,2,10,4,5,7
26,6,1,4,10,5,8,9,1,9,3,3,0,6,0
27,2,4,4,6,3,2,2,8,0,7,4,2,5,3
28,10,0,0,6,5,4,9,4,7,4,5,7,7,2
29,3,1,4,5,8,10,2,2,9,0,9,0,7,4
30,4,3,10,10,6,3,4,4,7,1,2,5,2,10
31,8,0,3,4,2,2,3,4,8,10,10,2,5,1
32,5,10,9,3,6,1,9,8,10,5,1,8,9,1
33,10,5,0,5,7,5,0,5,3,6,1,6,3,3
34,2,1,1,6,0,4,9,1,9,8,0,7,0,4
35,7,5,0,7,8,0,4,4,1,9,9,0,5,3
