,0,1,2,3,4,5,6,7,8,9,10,11
0,10,8,0,0,9,5,8,5,4,4,10,10
1,1,9,7,8,1,5,1,2,10,5,0,10
2,4,6,1,10,2,5,8,6,6,3,10,1
3,0,0,2,0,3,6,5,8,6,0,5,3
4,7,8,1,7,8,2,9,10,0,5,5,9
5,6,3,9,0,2,9,1,5,9,0,7,2
6,5,3,8,8,3,7,3,8,9,9,7,3
7,5,0,3,9,8,6,4,7,1,0,5,5
8,2,7,0,7,7,10,5,4,6,6,7,5
9,3,9,0,9,8,10,4,3,1,1,2,10
10,2,0,5,1,3,4,3,9,10,7,7,9
11,1,5,8,10,2,4,7,10,6,9,5,6
12,10,5,10,2,8,7,1,6,8,7,9,10
13,2,5,8,9,8,4,10,8,9,7,6,2
14,1,9,9,1,5,6,7,3,0,9,9,2
15,9,8,4,9,2,6,8,6,9,4,10,6
16,3,3,1,3,1,8,6,7,4,9,10,1
17,1,6,10,8,7,2,10,3,2,10,0,4
18,2,0,3,5,0,1,8,7,6,10,4,9
19,1,10,3,9,3,8,8,6,7,3,0,2
20,7,8,6,5,8,0,7,6,7,8,10,9
21,2,6,10,8,10,1,7,10,2,0,7,0
22,5,8,2,7,7,7,9,2,10,10,1,5
23,4,2,4,10,6,3,5,2,7,7,1,10
24,2,5,4,9,2,6,3,10,2,9,5,3
25,7,3,4,1,8,0,2,7,10,10,1,3
26,10,10,9,10,2,2,6,1,9,9,4,9
27,7,9,9,4,8,5,10,9,1,8,3,8
28,3,4,2,4,3,5,8,9,5,9,7,9
29,2,1,7,1,6,9,1,4,4,4,6,4
30,3,7,7,5,6,7,1,4,9,4,3,5
31,3,3,0,2,8,0,2,4,5,2,0,6
32,9,9,3,10,0,2,5,1,5,4,10,8
33,5,10,2,2,6,9,7,10,2,3,0,7
34,6,10,10,4,7,5,8,3,9,4,2,10
35,1,2,5,2,10,3,8,9,8,7,7,7
36,0,7,4,6,9,9,6,2,2,5,4,8
37,2,8,9,1,5,1,10,2,2,4,6,10
38,1,1,10,10,8,8,2,8,4,9,3,6
39,10,0,9,8,3,8,10,4,10,9,6,5
40,7,0,2,9,8,6,3,9,4,4,4,0
41,7,1,10,5,2,9,1,5,9,6,1,7
42,0,10,6,6,7,4,8,2,5,10,2,3
43,10,8,5,1,7,3,1,8,5,4,5,2
44,5,0,6,1,0,9,10,6,0,6,10,8
45,4,10,0,3,6,0,1,1,4,2,2,9
46,3,3,5,3,0,1,10,6,10,10,4,1
47,7,7,10,4,0,2,2,2,2,1,3,8
48,1,5,1,0,0,5,8,3,0,9,4,0
49,10,6,4,4,4,0,6,7,4,4,2,1
50,3,6,1,7,9,7,6,5,2,6,10,8
51,9,7,9,4,4,6,5,6,10,0,5,4
52,0,10,10,0,6,3,4,4,5,9,1,9
53,7,10,10,4,7,2,8,7,9,5,2,1
54,4,6,4,8,5,1,7,8,4,6,1,6
55,2,9,4,2,9,2,4,9,3,2,6,10
56,6,1,6,1,5,10,4,4,8,1,3,8
57,6,1,2,2,6,2,8,5,1,5,6,9
58,5,7,0,4,10,1,4,0,8,5,8,7
59,0,9,2,4,8,0,8,3,8,5,8,5
60,4,5,1,9,9,4,9,10,4,5,9,9
61,7,7,2,10,6,8,9,10,10,8,3,2
62,4,0,2,3,1,8,8,0,8,0,7,8
63,4,9,6,4,0,1,7,10,7,8,7,1
64,6,9,4,8,4,6,4,3,6,10,5,6
65,4,5,6,9,7,10,7,6,4,6,5,2
66,8,5,7,2,1,3,0,2,3,9,10,0
67,7,3,2,0,6,5,5,7,7,7,8,9
68,8,10,3,4,5,8,4,3,6,8,2,3
69,9,2,0,0,1,9,3,4,6,3,10,1
70,1,0,10,7,5,3,9,1,10,0,5,0
71,10,9,1,5,2,8,8,9,3,0,9,0
72,2,7,6,3,3,1,5,0,7,6,8,0
73,9,2,8,0,10,8,0,9,10,8,8,6
74,5,7,7,0,5,8,6,0,0,4,8,1
75,9,7,8,4,4,2,6,1,10,2,5,6
76,0,3,5,2,0,10,3,8,6,7,2,1
77,8,0,2,9,10,7,10,6,1,1,2,10
78,4,10,0,10,9,10,0,8,7,1,0,1
79,10,1,4,0,8,9,3,3,9,0,6,1
80,7,2,5,1,5,10,5,6,2,8,5,6
81,3,3,4,6,4,3,9,10,7,10,3,2
82,5,10,5,9,1,9,9,0,6,6,2,9
83,10,0,2,3,4,1,2,8,0,5,0,6
84,10,8,2,0,3,5,4,8,2,4,0,6
85,6,2,10,6,5,0,7,10,10,7,4,1
86,0,8,10,6,2,0,4,5,10,3,8,3
87,6,8,7,5,9,10,10,7,5,0,2,7
88,3,10,0,2,4,4,3,5,1,0,4,1
89,3,2,1,10,3,10,8,8,0,4,4,0
90,2,0,10,2,1,3,3,5,0,3,1,7
91,0,5,0,10,8,9,5,3,4,3,4,4
92,9,1,6,4,4,2,10,2,6,2,0,4
93,3,0,5,3,0,1,0,8,0,8,5,6
94,9,10,3,3,3,5,4,6,6,2,9,6
95,9,2,10,7,8,1,2,4,7,5,9,10
96,4,5,9,7,4,5,3,8,5,3,8,4
97,2,1,5,2,4,4,5,9,7,6,0,6
98,0,9,8,5,7,4,0,0,3,1,4,6
99,3,2,5,10,3,3,9,9,4,4,1,4
100,3,0,3,4,5,7,6,7,7,2,5,7
101,9,7,10,2,10,5,7,1,8,9,1,8
102,3,1,5,0,8,8,0,10,3,7,10,6
103,0,0,9,2,0,2,6,10,0,2,9,10
104,4,6,9,1,1,6,9,5,2,0,7,6
105,2,3,0,2,1,4,9,1,3,9,2,7
106,10,6,6,7,9,8,2,3,9,6,1,7
107,5,2,10,4,7,4,4,8,5,4,8,9
108,5,5,3,7,7,0,5,8,6,7,10,9
109,3,8,4,3,2,6,5,2,7,3,1,7
110,9,8,9,5,1,9,10,10,6,9,4,0
111,6,1,6,8,0,3,8,6,3,5,10,2
112,4,0,5,9,7,6,0,1,1,6,5,5
113,5,10,10,3,7,8,9,1,5,4,9,10
114,8,3,9,0,8,9,7,3,9,10,7,10
115,3,5,8,1,2,2,10,4,2,3,1,1
116,6,1,0,1,3,10,3,3,5,5,10,2
117,9,2,9,3,7,9,8,3,7,5,0,10
118,8,2,1,1,5,1,7,2,6,5,1,7
119,7,8,1,6,8,3,1,3,4,0,0,2
120,5,4,6,8,0,6,2,8,8,3,5,4
121,10,9,8,1,8,6,9,0,10,0,10,8
122,10,5,2,7,7,10,0,9,8,6,9,3
123,1,0,1,2,8,9,9,3,0,6,2,3
124,2,4,3,8,3,1,0,5,9,0,5,7
125,10,8,2,1,7,6,2,4,5,4,10,7
126,9,9,10,3,4,6,9,3,9,3,8,0
127,9,10,5,9,10,6,6,10,0,2,5,9
128,2,6,2,2,7,8,0,10,8,8,8,7
129,6,4,2,5,10,3,1,10,6,8,4,8
130,7,4,4,3,10,10,4,0,0,6,6,8
131,2,8,9,2,1,10,0,6,6,0,9,4
132,0,9,6,6,0,2,7,9,10,0,10,3
133,3,5,0,4,4,8,1,8,0,2,4,6
134,7,5,5,6,10,8,9,10,10,2,4,10
135,9,0,1,10,3,2,8,0,3,7,9,4
136,4,1,8,5,6,6,6,9,6,2,2,7
137,10,3,5,4,8,9,1,5,6,9,9,1
138,8,4,7,6,2,8,9,7,4,4,4,9
139,3,1,9,6,7,3,4,9,10,7,6,2
140,7,3,5,0,8,7,7,9,7,4,3,1
141,9,7,6,5,5,5,5,2,0,3,6,7
142,10,5,10,6,9,4,9,6,0,1,0,0
143,1,5,0,7,1,8,1,1,2,8,9,7
144,2,5,10,8,7,6,10,7,3,5,6,0
145,7,5,10,1,0,8,3,8,6,10,7,5
146,9,0,1,2,2,6,3,2,4,8,2,10
147,3,4,6,8,2,3,10,3,7,10,4,10
148,7,6,8,1,6,3,6,9,9,1,7,3
149,10,8,9,2,6,3,5,3,3,8,2,1
150,8,8,6,6,8,0,3,6,3,8,2,6
151,1,6,10,10,0,3,5,4,9,2,5,5
152,9,7,8,7,6,9,6,3,0,4,5,10
153,7,2,3,5,6,0,5,9,2,9,1,6
154,6,7,1,2,9,10,3,6,3,10,4,9
155,10,1,9,3,1,2,4,6,7,10,8,2
156,8,0,3,8,7,6,3,6,6,3,10,4
157,0,1,3,3,7,9,1,10,9,0,5,6
158,2,4,4,6,2,0,2,9,2,3,4,1
159,3,1,9,5,8,10,4,0,4,0,10,7
160,9,6,9,5,6,7,4,4,9,7,6,10
161,4,5,7,0,2,0,5,7,9,9,10,3
162,2,7,5,9,0,0,0,4,6,1,8,2
163,6,5,10,9,3,9,2,3,0,4,8,3
164,0,0,10,9,8,5,5,3,10,8,9,7
165,8,7,8,9,0,3,7,4,0,0,7,6
166,2,3,10,2,2,8,1,4,3,1,5,9
167,6,10,7,8,7,4,3,6,10,5,0,10
168,10,4,3,1,8,9,5,5,6,5,9,6
169,7,7,4,1,3,2,0,2,3,1,2,6
170,0,9,8,2,3,8,9,8,0,5,7,0
171,3,6,5,0,3,7,5,6,6,4,1,10
172,1,6,10,7,10,6,7,0,4,7,3,7
173,2,9,5,0,0,2,10,5,6,5,2,8
174,3,4,2,10,5,3,6,1,8,9,9,7
175,9,0,5,5,1,9,0,0,5,2,5,3
176,0,3,1,7,10,9,1,1,10,7,2,0
177,8,9,1,6,7,4,0,10,0,2,3,10
178,4,9,6,4,4,6,10,5,5,9,7,7
179,5,4,6,7,7,0,1,5,5,4,1,1
180,1,7,10,1,7,0,6,2,0,6,9,5
181,7,7,1,7,7,9,0,2,8,10,5,5
182,2,5,4,7,2,2,7,4,6,7,3,10
183,8,8,6,2,6,1,10,5,7,9,0,5
184,1,9,10,1,1,4,3,7,9,8,8,2
185,5,8,3,5,1,2,8,9,5,6,0,0
186,8,1,10,2,5,7,6,4,1,2,4,1
187,10,5,4,3,7,1,2,10,9,6,2,6
188,2,4,4,8,1,8,2,7,8,1,2,6
189,3,2,10,1,2,0,2,2,3,5,3,3
190,8,5,7,4,5,9,2,2,4,4,4,10
191,5,10,2,2,3,1,1,2,3,0,0,9
192,3,1,10,3,6,0,6,1,0,3,10,3
193,9,2,1,10,4,10,10,9,4,5,9,7
194,3,9,5,3,10,10,9,0,7,9,0,9
195,9,3,5,4,4,4,8,6,5,8,6,7
196,10,2,1,8,2,6,8,0,5,4,0,4
197,6,8,6,9,6,5,6,4,1,5,0,6
198,0,1,7,10,7,5,9,9,4,9,3,6
199,1,2,6,4,4,5,4,2,6,2,5,7
200,8,3,5,1,6,4,6,0,6,6,8,8
201,2,9,0,1,10,7,10,4,0,5,6,10
202,1,3,0,8,6,8,4,7,0,8,4,9
203,9,7,5,6,3,9,4,10,4,2,0,2
204,3,1,9,6,8,0,6,0,8,8,9,3
205,9,3,2,4,1,7,4,10,2,8,2,5
206,10,4,2,7,6,7,2,5,6,7,2,5
207,0,0,5,9,7,9,0,3,4,5,2,8
208,1,9,4,5,4,4,9,4,5,3,4,8
209,9,0,0,8,6,2,2,4,4,2,4,5
210,4,10,10,2,9,1,4,8,9,3,3,10
211,7,4,6,0,3,1,7,10,5,4,7,6
212,3,8,4,4,8,4,0,6,1,5,7,8
213,7,9,10,8,7,10,1,9,10,2,2,1
214,3,4,3,1,2,9,3,0,5,5,5,2
215,9,2,3,5,7,9,8,10,0,2,10,7
216,6,2,1,9,2,3,8,0,5,6,5,5
217,0,2,0,5,2,7,6,10,7,9,1,8
218,10,4,7,1,9,9,10,10,8,7,10,0
219,5,3,9,3,2,0,7,7,1,6,6,5
220,8,5,7,1,0,3,7,6,0,7,8,0
221,7,5,3,2,8,6,0,9,6,6,4,0
222,0,3,8,8,6,8,1,0,10,2,7,8
223,8,10,9,6,2,4,5,6,2,8,4,3
224,10,0,10,8,5,10,6,3,2,9,8,10
225,9,4,0,4,10,1,1,4,3,10,6,10
226,1,0,6,7,1,9,2,1,8,0,1,8
227,3,10,10,9,10,5,9,2,3,8,9,4
228,10,3,6,1,10,2,9,9,1,6,7,9
229,3,3,7,4,7,4,9,5,4,5,8,10
230,9,0,4,9,6,1,6,0,0,4,9,7
231,0,6,10,9,4,9,6,2,7,4,3,3
232,4,1,7,8,1,2,7,8,5,8,8,3
233,9,9,1,7,3,3,2,7,7,8,3,1
234,4,5,4,7,7,6,1,9,0,6,1,2
235,5,3,0,1,1,2,0,0,2,6,7,1
236,10,3,3,10,3,9,4,10,10,4,2,2
237,1,7,5,5,4,4,1,6,0,10,6,5
238,8,1,6,10,0,5,6,2,1,4,4,2
239,8,5,7,2,9,3,3,2,9,8,5,4
240,0,0,5,9,3,4,2,7,7,0,6,8
241,8,5,5,7,1,6,5,4,9,0,5,8
242,2,9,10,8,6,7,6,3,9,9,9,3
243,9,4,5,2,10,6,8,3,3,8,0,3
244,8,3,8,5,0,8,1,1,6,5,2,7
245,8,9,7,4,1,9,6,10,6,10,6,0
246,1,2,2,10,9,2,4,3,4,10,6,1
247,8,2,8,0,9,4,9,4,3,10,4,2
248,2,9,6,0,9,5,9,0,8,10,5,3
249,8,0,5,6,2,9,7,6,1,7,0,4
250,7,3,4,6,10,2,9,9,4,2,7,8
251,5,2,2,7,1,5,2,1,2,3,4,1
252,3,3,9,3,9,10,3,9,3,4,2,9
253,8,10,8,0,6,8,2,8,2,6,3,3
254,10,7,1,3,9,10,9,4,9,0,1,7
255,7,7,2,4,4,10,0,9,7,10,1,7
256,2,3,0,1,4,10,6,10,0,3,0,6
257,7,9,5,3,1,6,6,0,9,0,1,4
258,7,8,1,2,0,2,5,9,10,9,10,4
259,8,9,4,5,8,10,8,0,5,4,5,4
260,4,9,0,3,0,8,4,6,0,4,8,7
261,10,1,4,1,6,5,4,8,9,8,5,9
262,8,8,2,5,4,9,5,2,8,1,7,4
263,1,10,5,5,4,0,5,4,7,2,5,6
264,9,5,6,7,1,5,9,7,9,1,7,5
265,10,3,3,10,10,1,7,4,10,9,1,4
266,2,5,4,9,4,10,3,8,2,3,10,10
267,1,9,6,4,8,5,8,3,5,3,4,7
268,6,6,8,7,7,9,1,9,6,1,4,1
269,10,6,3,10,8,0,5,3,9,8,7,3
270,7,2,0,1,1,2,9,6,4,2,9,9
271,8,8,3,0,9,6,6,8,9,6,6,3
272,0,10,8,8,0,8,2,9,8,2,5,9
273,7,8,6,6,1,9,1,0,7,5,10,7
274,5,7,5,4,8,3,3,4,1,3,8,2
275,9,0,8,10,5,8,0,0,1,3,2,5
276,1,8,8,0,5,0,8,6,10,8,7,5
277,10,6,1,9,4,1,5,2,10,9,10,8
278,3,6,0,5,5,6,3,10,4,2,1,0
279,1,9,5,1,5,9,5,7,4,6,8,1
280,4,3,2,1,9,9,7,6,2,4,5,5
281,5,1,0,8,9,8,4,1,3,0,9,1
282,7,8,10,7,10,0,5,7,0,8,10,5
283,2,6,5,3,7,7,10,2,1,4,10,3
284,7,10,9,9,9,0,7,3,10,0,5,2
285,1,5,3,3,10,0,4,7,4,6,8,5
286,0,10,9,8,8,4,8,2,6,9,10,9
287,4,0,8,4,9,0,5,8,0,7,6,7
288,5,3,3,3,2,2,3,10,10,2,3,10
289,2,7,10,5,10,7,3,10,1,1,3,2
290,7,10,2,5,0,9,10,4,2,2,9,5
291,5,5,3,7,1,5,9,1,9,4,10,6
292,6,5,7,7,4,4,0,8,10,2,8,2
293,8,5,5,1,7,2,4,2,2,8,5,0
294,4,8,0,2,4,9,6,4,3,0,10,6
295,4,7,7,3,7,7,3,5,4,3,8,0
296,4,8,2,1,6,7,2,8,8,8,9,5
297,7,6,6,9,7,2,6,3,4,5,8,7
298,8,6,7,6,1,6,10,9,8,9,2,1
299,10,6,8,8,6,1,9,0,1,7,4,9
300,8,6,10,9,1,1,6,6,3,5,6,1
301,0,10,4,1,10,5,6,6,7,6,10,1
302,10,8,9,8,6,8,8,10,2,9,7,3
303,2,2,4,0,9,10,7,8,8,10,6,8
304,1,5,5,7,5,9,6,10,0,0,4,5
305,8,0,10,6,1,5,3,2,7,2,6,3
306,8,1,6,10,9,8,2,9,3,6,0,7
307,9,7,1,1,5,0,8,1,7,10,3,7
308,1,3,1,2,5,5,1,8,7,10,10,8
309,3,2,8,8,0,5,3,8,6,1,1,1
310,3,7,7,1,9,0,1,0,2,3,1,3
311,1,8,8,5,6,0,0,0,6,1,8,9
312,0,8,2,6,4,2,4,3,7,7,8,5
313,1,0,3,2,6,4,0,8,10,6,9,8
314,10,0,3,0,7,6,6,2,4,8,0,0
315,9,1,1,3,1,6,4,3,7,0,8,5
316,9,0,8,3,6,8,1,4,9,3,2,5
317,4,6,9,10,0,4,1,4,5,3,5,0
318,2,5,10,5,8,10,4,6,5,2,2,6
319,2,5,10,6,2,0,4,3,4,4,8,5
320,8,0,0,10,4,3,0,0,10,5,1,7
321,8,0,9,5,4,0,9,7,8,3,6,5
322,2,4,5,8,1,0,9,9,7,9,5,7
323,6,5,3,7,5,9,6,0,1,3,3,5
324,5,5,9,7,6,4,2,6,2,1,0,2
325,9,8,10,6,6,2,2,4,1,1,4,7
326,1,4,3,3,2,9,1,9,3,9,0,3
327,5,8,7,5,3,2,1,8,3,3,7,9
328,7,1,4,0,1,7,5,4,0,4,9,1
329,10,8,7,10,3,9,8,10,3,10,6,6
330,6,5,0,8,6,0,9,2,7,2,6,9
331,6,1,2,6,4,0,8,9,7,2,4,4
332,6,4,3,4,5,3,7,4,1,3,0,9
333,8,0,1,8,0,6,5,4,3,6,8,8
334,3,2,2,7,3,5,7,10,3,0,10,5
335,9,7,5,4,10,5,9,5,10,8,3,6
336,6,2,6,10,7,9,6,1,8,9,8,6
337,8,8,6,7,1,10,7,1,10,2,8,0
338,6,4,0,5,1,10,2,7,1,6,1,7
339,1,2,2,3,7,6,3,7,1,9,9,7
340,2,6,6,4,8,3,3,0,9,0,1,4
341,4,8,4,1,9,6,10,3,10,0,2,10
342,4,9,1,9,8,10,6,9,6,7,10,1
343,10,10,1,5,1,0,2,9,1,8,9,0
344,5,9,0,1,3,1,7,10,3,9,9,7
345,10,2,4,10,7,3,2,3,3,1,3,7
346,6,5,3,7,4,7,0,7,4,2,9,0
347,8,10,6,0,5,8,5,9,2,5,2,5
348,10,9,9,4,9,9,4,2,4,2,10,7
349,6,8,6,6,3,4,2,6,5,8,5,9
350,7,2,9,7,1,8,6,1,5,9,10,4
351,0,0,9,1,0,9,10,2,9,7,9,6
352,3,2,2,4,2,4,8,8,2,0,2,2
353,4,1,9,5,4,7,6,8,2,3,9,4
354,7,8,7,2,7,8,5,5,7,1,10,10
355,7,4,1,9,1,6,5,3,7,0,4,10
356,6,10,4,5,6,2,6,10,6,6,1,3
357,6,0,5,6,9,1,10,3,10,0,3,5
358,6,10,9,10,0,4,2,8,4,1,5,4
359,3,5,5,3,0,6,8,8,5,6,6,10
360,4,6,4,8,10,4,4,10,1,1,5,4
361,2,1,7,5,6,3,7,8,2,9,4,7
362,4,3,5,5,8,6,9,3,0,9,5,10
363,4,1,6,1,10,1,0,7,2,7,6,0
364,8,2,0,2,3,5,4,4,7,8,9,5
365,9,10,7,1,10,8,0,1,5,2,10,3
366,10,8,9,9,3,1,3,9,0,1,10,4
367,9,3,9,4,2,8,3,9,7,1,8,3
368,6,3,9,1,4,2,10,8,5,5,2,3
369,4,10,2,10,1,9,6,1,9,10,7,1
370,10,1,2,5,9,5,4,5,8,6,6,7
371,3,6,4,3,7,8,9,2,10,10,7,7
372,0,2,0,8,6,2,10,1,0,7,9,4
373,1,8,9,5,4,3,0,10,1,1,8,7
374,1,8,3,5,0,9,7,4,8,6,5,0
375,9,1,0,9,2,3,10,0,7,3,6,9
376,10,3,4,9,5,10,0,2,1,10,6,9
377,0,8,1,0,9,6,5,4,10,2,6,9
378,9,0,7,0,3,1,1,0,5,3,5,10
379,6,3,0,0,1,4,9,1,6,3,7,6
380,3,4,4,6,0,10,7,8,3,1,0,10
381,10,8,5,7,6,2,5,7,7,5,9,4
382,5,3,3,1,4,7,3,6,2,7,8,6
383,10,4,1,7,0,4,4,6,4,4,5,1
384,2,9,5,7,0,6,5,5,8,4,8,8
385,1,7,7,0,1,3,9,9,9,9,1,1
386,0,6,2,2,0,7,10,8,9,1,3,9
387,5,6,6,2,0,2,6,10,8,10,5,10
388,9,2,6,4,1,0,6,1,5,3,9,10
389,7,2,9,7,8,3,0,1,1,10,10,1
390,1,0,1,1,7,9,4,0,9,0,1,3
391,2,9,10,3,7,5,10,2,9,2,7,4
392,4,2,2,9,8,4,2,7,2,5,7,0
393,10,0,2,7,0,3,3,1,7,1,9,9
394,8,3,4,7,3,1,5,3,3,3,9,9
395,7,6,2,6,8,10,0,3,4,10,10,2
396,10,7,3,8,1,0,5,4,8,3,6,2
397,4,8,1,7,1,6,5,9,5,4,5,0
398,8,9,9,7,1,2,1,0,4,10,8,5
399,9,2,8,9,5,3,9,2,9,3,5,3
400,6,3,0,4,9,4,7,1,3,6,3,0
401,6,0,10,10,1,10,2,3,2,2,3,5
402,10,10,6,5,10,6,0,1,1,2,4,8
403,8,7,8,0,1,5,2,0,3,0,2,1
404,0,3,3,9,0,2,10,8,10,1,5,8
