,0,1,2,3,4,5,6,7,8,9,10,11,12
0,6,10,8,2,7,0,4,3,10,8,3,0,8
1,0,5,7,4,4,3,3,0,5,0,4,2,10
2,9,9,10,1,10,8,9,8,0,6,3,9,3
3,10,7,9,6,10,3,4,6,2,4,3,4,10
4,0,0,2,9,7,5,10,2,1,7,0,9,3
5,4,8,1,4,0,4,4,0,5,6,4,2,4
6,5,5,6,8,2,5,0,8,5,4,9,2,4
7,0,10,2,9,7,9,0,9,3,6,9,6,3
8,9,4,2,2,6,10,10,5,2,8,2,10,0
9,2,9,0,10,4,0,0,1,4,5,10,5,7
10,6,4,3,5,9,7,8,3,2,8,7,2,2
11,1,9,6,10,1,4,2,10,10,10,0,10,5
12,10,5,2,0,2,9,6,2,1,4,10,4,8
13,7,9,2,0,0,5,8,0,9,9,10,7,6
14,9,5,6,2,7,1,4,4,4,5,10,5,2
15,8,10,6,3,4,1,4,5,4,7,4,1,5
16,7,4,4,9,5,7,3,10,6,6,3,4,0
17,4,7,7,0,10,10,0,0,8,3,0,9,5
18,4,7,2,10,8,3,7,1,10,6,8,0,2
19,4,0,0,9,2,9,7,1,5,8,6,3,1
20,3,6,7,1,3,0,5,1,7,6,8,2,5
21,10,0,10,5,0,2,4,4,0,1,3,10,7
22,3,1,6,1,10,6,4,6,8,7,4,10,3
23,8,6,3,6,4,1,8,2,10,4,8,4,2
24,7,5,7,6,3,10,7,1,3,10,10,3,10
25,9,10,0,10,6,5,9,1,0,4,7,0,8
26,8,3,9,1,4,10,0,1,0,7,5,6,4
27,6,6,3,1,2,1,10,6,0,7,1,10,10
28,4,10,9,1,4,1,10,0,2,9,5,9,8
29,1,8,9,4,0,4,4,3,9,9,0,4,1
30,1,6,0,10,5,10,3,6,9,5,2,6,10
31,1,7,8,1,6,4,2,4,8,0,6,4,1
32,6,7,5,6,10,2,9,10,10,3,3,5,5
33,5,5,10,2,4,5,5,1,4,3,7,1,5
34,3,5,10,3,5,4,6,8,0,1,1,4,9
35,1,6,10,1,0,1,6,8,1,9,2,6,7
36,3,2,5,10,10,8,9,10,3,7,6,3,5
37,10,7,5,3,7,0,4,7,4,1,0,10,8
38,4,2,0,4,2,7,0,1,6,8,1,2,5
39,10,6,4,7,0,3,7,2,10,7,7,1,10
40,6,3,6,9,7,10,2,5,7,8,1,4,0
41,8,7,7,2,8,2,7,10,3,5,9,8,5
42,10,6,4,1,1,3,0,10,4,6,6,10,9
43,7,9,10,0,10,10,9,2,2,6,5,8,7
44,3,10,4,4,4,4,2,2,9,3,2,9,10
45,6,1,4,4,1,2,6,4,7,4,2,4,7
46,5,2,4,3,0,10,3,9,10,0,1,4,9
47,8,8,0,0,8,6,5,3,7,4,2,2,6
48,4,10,7,0,4,8,10,9,5,7,9,0,9
49,10,0,0,6,6,7,4,3,3,7,6,0,2
50,4,2,6,3,4,1,8,6,1,3,5,8,0
51,10,2,2,1,4,3,7,6,8,1,9,7,1
52,9,10,5,0,1,7,4,6,7,6,7,1,6
53,4,6,10,5,8,3,3,4,10,9,5,3,5
54,0,4,6,8,0,6,8,0,5,1,2,6,1
55,4,3,1,10,1,7,3,6,6,0,2,1,4
56,5,7,10,8,1,7,3,9,7,0,4,4,7
57,2,6,6,3,10,10,0,5,8,3,2,7,1
58,4,2,2,0,3,0,3,2,10,2,7,2,5
59,9,5,2,9,6,4,8,5,9,2,0,4,8
60,6,5,1,7,1,6,7,9,9,0,4,1,7
61,6,5,7,10,5,10,2,8,4,2,9,8,2
62,6,6,10,8,8,4,1,3,0,8,1,1,10
63,9,0,10,5,10,0,10,9,8,0,9,10,1
64,5,2,2,7,6,2,7,1,4,3,5,8,9
65,8,8,2,7,9,6,0,5,9,4,2,2,4
66,6,1,3,8,9,7,8,4,4,1,0,8,1
67,4,3,0,6,1,9,1,0,10,5,5,10,3
68,0,2,9,4,10,7,5,5,6,3,8,6,2
69,5,0,10,1,6,10,6,8,9,4,1,1,4
70,8,5,0,2,1,7,9,2,5,0,10,1,8
71,9,0,3,5,10,5,6,0,6,3,8,6,4
72,5,8,0,1,9,3,9,6,9,8,10,5,10
73,8,3,6,3,10,0,6,1,8,7,2,1,10
74,3,5,0,4,8,0,8,3,1,5,0,2,9
75,4,2,5,7,3,6,0,5,10,10,4,10,7
76,1,1,2,4,0,4,3,1,8,2,4,6,1
77,7,2,6,10,10,10,1,4,1,1,6,10,4
78,9,3,3,8,1,9,0,4,2,4,9,6,0
79,2,5,8,2,8,0,10,7,8,4,1,0,3
80,4,8,7,4,7,9,10,9,10,9,8,6,2
81,1,3,7,9,10,6,8,4,10,0,4,4,0
82,8,5,8,7,7,10,0,5,3,4,7,3,0
83,3,2,4,6,0,1,7,2,8,5,9,4,1
84,7,10,2,6,5,8,8,2,5,6,7,2,6
85,5,1,3,3,4,3,5,10,10,7,4,6,8
86,6,4,6,5,4,10,1,7,9,8,9,0,4
87,7,9,3,8,4,9,1,9,9,3,8,1,10
88,6,6,0,3,3,2,5,3,2,8,2,7,9
89,7,3,7,3,4,8,8,8,10,10,1,8,3
90,8,7,10,0,8,0,5,2,3,0,9,4,5
91,4,10,6,2,10,8,7,2,3,3,10,7,0
92,2,8,7,8,7,0,0,6,7,10,3,6,4
93,4,0,10,7,4,1,1,6,5,0,0,2,7
94,7,5,3,8,7,10,8,2,7,6,5,2,5
95,0,9,10,3,5,6,5,1,1,3,1,5,5
96,5,7,6,9,4,1,9,0,7,5,4,2,9
97,4,4,10,3,10,1,5,1,6,3,5,5,1
98,5,4,3,1,9,7,4,1,10,1,6,3,9
99,3,3,2,5,2,1,5,6,4,3,10,10,7
100,7,5,3,1,3,1,6,0,4,1,0,7,7
101,10,4,5,1,9,10,8,8,3,3,9,8,5
102,3,10,7,7,5,2,10,10,0,0,9,9,4
103,6,10,5,9,0,8,6,9,9,6,7,9,5
104,8,8,9,2,4,2,9,9,10,4,10,9,3
105,9,0,2,1,6,0,2,8,2,3,7,7,10
106,6,4,1,6,10,8,8,8,4,5,7,1,5
107,10,1,9,10,9,1,4,3,7,4,4,2,8
108,10,8,9,10,6,8,0,9,10,6,8,6,4
109,0,0,5,7,6,9,8,5,1,4,4,3,5
110,1,8,6,3,9,10,7,8,0,2,6,5,9
111,9,6,0,1,9,2,6,8,9,3,5,3,1
112,3,7,9,7,0,4,10,8,6,10,10,5,4
113,7,2,3,10,7,6,2,7,9,0,8,1,0
114,3,3,4,5,2,7,4,1,10,3,3,9,1
115,5,7,3,9,0,1,4,1,8,0,1,8,4
116,1,4,9,4,1,6,8,7,9,3,1,1,9
117,4,0,6,9,10,0,1,5,6,7,4,2,3
118,9,10,1,3,5,0,0,9,9,10,3,5,8
119,9,6,3,1,5,10,4,2,10,4,9,4,4
120,8,5,1,2,8,6,5,6,1,3,10,9,4
121,2,6,5,8,6,2,2,2,5,1,0,0,2
122,7,1,0,2,4,2,1,0,7,7,0,7,6
123,8,7,8,0,0,1,6,10,5,7,9,1,9
124,5,7,1,9,10,8,2,9,10,9,5,5,6
125,3,9,4,10,6,3,7,8,6,5,0,7,0
126,9,3,9,7,1,6,1,4,7,6,5,9,8
127,4,0,7,8,8,0,2,3,6,9,0,2,0
128,10,0,8,5,4,3,1,2,10,8,6,1,10
129,1,4,3,5,9,6,4,4,1,10,5,7,6
130,2,7,2,7,3,0,4,6,8,2,3,10,10
131,9,0,7,7,2,6,2,3,7,4,10,5,4
132,3,5,9,3,9,5,10,6,10,7,2,4,1
133,10,10,3,5,7,2,9,7,5,6,1,0,1
134,5,9,4,8,4,6,2,2,10,9,1,10,7
135,8,10,7,7,7,1,4,5,7,6,3,0,6
136,5,6,7,8,2,3,3,7,9,4,4,8,5
137,5,2,7,10,1,6,9,5,8,4,3,3,5
138,1,10,0,1,8,9,5,4,3,7,1,3,9
139,6,0,0,6,8,7,4,8,3,4,7,6,5
140,1,1,7,2,8,3,3,9,8,10,4,0,8
141,5,3,1,0,6,5,3,2,8,2,5,4,9
142,10,3,7,6,9,1,8,4,1,0,4,9,2
143,7,3,1,8,6,7,9,6,5,3,1,0,1
144,3,8,4,6,4,7,3,6,1,2,1,8,3
145,5,6,0,0,9,9,1,6,5,3,7,3,5
146,10,9,3,7,4,8,9,7,8,4,0,5,5
