0,1,2,3,4
61,85,63,90,45
75,45,65,50,95
75,47,36,47,85
58,62,100,25,10
1,78,40,18,6
86,41,67,98,48
29,58,84,3,42
54,0,7,40,28
2,100,60,6,98
1,17,13,78,33
13,10,37,78,22
10,72,80,86,60
34,58,20,96,18
6,70,89,55,63
34,34,12,38,74
10,77,89,90,54
61,33,29,51,59
78,16,59,42,37
87,86,91,4,21
98,27,43,79,56
43,92,64,74,13
97,47,59,53,32
22,19,16,63,6
95,74,75,28,48
84,47,1,57,35
17,16,68,6,15
33,19,84,21,70
68,5,68,83,44
67,83,30,28,52
15,71,83,30,35
70,92,88,88,88
26,68,65,94,68
50,1,51,22,23
24,44,43,55,90
69,3,46,40,34
3,62,49,89,62
65,37,55,16,96
31,16,34,17,6
99,83,10,7,53
13,70,58,33,74
13,83,33,14,11
99,93,72,34,7
36,29,42,77,37
6,59,13,23,80
38,60,47,20,93
47,74,26,61,75
97,17,59,91,37
24,18,49,77,55
99,0,5,63,4
100,15,77,94,61
73,32,88,38,42
53,45,41,6,85
7,66,61,47,72
90,93,97,99,20
19,44,55,5,68
66,31,96,46,61
34,8,58,63,95
48,72,47,23,16
22,26,39,68,67
57,89,49,1,67
93,55,27,76,5
35,9,39,65,44
50,88,5,83,96
26,87,44,11,96
63,63,63,13,18
52,7,42,100,5
75,64,89,86,71
63,38,77,70,9
17,50,39,45,4
26,95,78,40,63
54,46,63,82,14
65,7,69,66,63
94,42,23,93,100
81,35,42,88,23
93,66,48,37,37
20,89,33,75,48
34,26,57,34,19
93,53,88,75,5
30,72,44,44,6
61,30,63,42,60
49,19,8,56,76
64,48,18,36,0
84,95,0,68,53
69,18,66,10,59
43,0,76,17,78
31,73,94,68,42
77,60,29,17,80
6,0,22,36,37
81,12,19,32,62
59,100,25,25,11
50,31,11,50,76
1,15,35,40,36
92,97,8,89,25
63,24,86,41,6
30,29,94,45,28
36,84,60,50,91
60,35,55,51,55
2,65,10,44,84
25,83,80,22,51
29,22,89,89,85
75,61,55,62,20
69,52,41,60,93
22,28,48,15,70
69,97,62,43,64
49,82,46,30,75
99,54,99,25,66
3,26,67,84,0
96,9,73,3,81
99,51,21,3,24
88,16,99,44,97
79,22,75,82,80
72,9,51,10,58
78,87,51,13,31
46,40,3,13,78
6,83,96,82,71
14,46,11,54,55
6,57,85,53,23
99,65,20,51,28
50,2,98,22,14
85,43,89,89,96
82,4,58,16,64
52,78,25,100,89
76,2,18,71,29
23,73,96,15,91
15,28,58,90,55
80,39,98,15,100
59,51,30,14,50
96,74,41,12,94
77,89,62,16,80
35,67,65,87,42
79,64,90,15,65
51,13,51,4,72
85,15,92,31,76
90,47,70,95,21
73,79,67,61,36
17,79,11,68,25
7,37,50,92,9
15,5,88,0,44
4,57,93,45,28
25,34,58,83,34
100,39,81,49,48
63,56,28,82,34
72,92,1,42,33
16,67,57,58,44
43,67,1,13,2
61,61,97,83,26
76,51,29,41,53
73,19,88,17,66
17,44,10,38,47
33,86,92,88,98
86,26,96,97,0
2,28,78,5,32
0,28,86,0,25
46,56,12,20,6
6,74,37,86,14
74,57,87,51,33
79,88,47,71,81
55,61,34,22,23
63,65,50,69,3
11,22,9,81,4
54,15,84,53,65
39,16,82,44,20
81,40,22,53,89
5,9,52,43,76
76,92,84,36,45
56,1,24,3,13
71,26,50,21,56
77,29,97,52,28
76,98,79,74,83
100,79,19,45,26
79,73,94,21,1
100,60,10,44,43
62,49,57,6,45
65,80,39,50,80
7,32,56,72,26
3,71,70,10,50
89,96,43,39,49
53,2,23,94,22
14,59,21,44,50
87,12,41,67,54
16,23,4,65,63
84,2,77,27,65
78,77,17,38,17
29,79,9,89,93
17,24,66,95,62
80,97,1,98,90
62,34,73,81,25
66,31,15,32,36
55,54,0,34,64
51,54,20,42,99
41,9,73,92,78
2,52,3,57,32
66,44,67,78,39
82,83,46,97,30
54,67,72,58,73
60,49,45,62,24
23,78,49,100,28
74,10,39,70,10
28,64,97,16,10
78,96,70,68,82
99,89,58,14,94
90,74,90,3,51
84,71,44,0,32
15,82,58,73,30
16,91,61,76,45
92,0,23,27,33
20,76,11,95,44
78,35,51,2,88
73,19,25,81,42
18,88,58,76,49
1,30,89,33,85
48,47,68,70,33
50,88,85,79,31
42,9,60,92,5
97,30,75,24,60
72,58,91,100,79
21,73,50,11,48
65,71,98,6,35
67,40,96,68,48
88,55,75,29,39
86,63,88,72,54
67,19,74,92,72
65,2,7,46,82
69,70,43,36,10
15,88,21,49,7
37,56,87,9,44
9,75,66,61,45
82,71,16,21,32
48,92,20,88,92
58,61,45,47,34
61,70,47,36,32
78,79,66,55,60
79,67,7,43,71
2,37,31,85,97
94,21,74,34,19
30,28,77,28,82
16,55,53,57,12
31,63,14,44,77
27,29,19,98,86
52,88,69,40,93
30,67,51,73,53
41,100,25,60,65
95,92,87,78,51
6,98,74,20,86
81,35,17,74,41
49,34,21,93,52
72,25,90,66,15
2,54,8,82,38
5,99,94,86,69
34,78,53,23,95
22,70,94,22,45
0,23,91,7,91
68,81,40,87,82
31,51,71,72,54
54,90,11,35,50
3,100,39,42,77
48,21,20,19,38
11,26,33,5,29
53,57,68,19,31
69,87,61,56,34
90,27,32,11,75
10,87,43,82,68
44,52,61,98,30
18,82,70,21,47
62,50,24,100,23
59,75,14,57,90
42,37,31,97,21
81,83,92,7,12
24,80,81,10,45
94,88,24,67,7
27,37,48,4,99
50,8,40,39,0
36,24,7,32,47
97,33,68,52,29
67,11,78,17,51
37,73,56,99,58
50,73,9,52,84
95,19,89,19,22
88,90,53,11,86
9,62,16,81,21
47,99,0,50,30
22,38,25,61,48
45,49,3,24,48
1,72,19,51,46
58,89,29,83,9
13,72,98,18,58
9,28,23,56,83
35,24,50,87,29
28,63,97,84,36
32,79,68,56,64
97,21,74,37,31
16,22,48,82,97
58,61,79,37,8
14,40,94,79,21
88,10,60,36,20
40,12,77,100,67
65,16,56,19,11
30,100,1,79,89
2,33,73,31,7
29,6,95,8,88
50,44,44,11,87
8,15,61,33,68
98,20,40,91,62
13,64,59,63,69
64,88,7,40,55
43,47,31,94,82
35,79,14,30,49
66,96,24,6,99
87,91,32,5,42
44,34,64,28,12
38,53,77,14,33
78,46,14,89,55
8,26,14,45,95
50,79,17,45,15
69,61,70,0,7
17,8,27,67,50
32,98,6,92,25
74,16,74,72,69
73,44,21,48,80
90,11,43,7,39
41,45,52,12,69
34,47,31,53,77
67,30,73,32,29
75,1,17,44,46
83,99,2,8,6
67,71,86,25,33
53,80,81,35,55
7,51,17,78,80
75,65,62,44,93
42,47,90,72,49
77,87,100,78,71
43,6,38,99,87
26,7,33,11,60
43,24,11,26,90
64,48,83,96,95
85,87,49,12,87
33,64,39,18,25
68,51,49,29,34
12,24,82,18,53
82,12,73,41,49
93,2,16,90,16
92,23,55,76,100
100,76,33,36,65
96,55,45,44,26
77,79,13,17,90
77,36,76,39,2
