,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,8,,3.0,,,,9,3.0,8,,,3.0,1.0,4.0
1,4,8.0,,6.0,2.0,7.0,6,3.0,10,,,,3.0,8.0
2,9,,,,9.0,,5,7.0,3,10.0,,1.0,6.0,9.0
3,9,,4.0,9.0,7.0,10.0,2,6.0,7,,2.0,,,5.0
4,8,6.0,,,,3.0,1,,0,,1.0,6.0,6.0,8.0
5,2,,,10.0,2.0,2.0,7,,7,9.0,,,7.0,4.0
6,7,7.0,,5.0,,6.0,8,0.0,8,,8.0,,5.0,
7,0,5.0,9.0,,1.0,1.0,6,,9,,,7.0,7.0,9.0
8,3,,1.0,5.0,1.0,,5,,6,6.0,,,,9.0
9,4,10.0,,6.0,3.0,,9,,9,,,,,1.0
10,0,,,2.0,10.0,2.0,7,4.0,7,9.0,0.0,,8.0,
11,1,,10.0,,9.0,7.0,8,0.0,6,,5.0,,,
12,2,2.0,,1.0,,,0,,2,3.0,,,,
13,6,,,4.0,1.0,8.0,6,,6,,,,,10.0
14,0,10.0,8.0,,8.0,1.0,7,,1,7.0,5.0,0.0,0.0,
15,6,1.0,,,,7.0,6,2.0,4,,0.0,2.0,9.0,
16,1,0.0,,,2.0,,10,5.0,10,4.0,,,10.0,
17,10,0.0,10.0,0.0,9.0,0.0,3,,9,9.0,,,,3.0
18,4,,8.0,,,7.0,6,,10,5.0,1.0,10.0,,5.0
19,5,,,,,6.0,7,7.0,6,3.0,,9.0,,7.0
20,0,3.0,10.0,,3.0,,0,,6,,,,9.0,
21,0,3.0,7.0,,,0.0,8,,4,0.0,3.0,3.0,,8.0
22,0,,2.0,0.0,8.0,0.0,9,,6,,,,,9.0
23,5,,9.0,1.0,6.0,9.0,3,8.0,5,1.0,,,3.0,0.0
24,3,,7.0,,,,5,2.0,3,4.0,2.0,,,
25,6,9.0,,5.0,3.0,5.0,8,4.0,10,10.0,4.0,,,
26,7,,6.0,3.0,,7.0,3,,9,1.0,5.0,0.0,3.0,
27,5,0.0,,,5.0,,0,6.0,7,,3.0,,,7.0
28,4,3.0,,,4.0,,0,,2,3.0,,8.0,9.0,1.0
29,4,2.0,8.0,,,,4,,1,,,,1.0,
30,3,,0.0,,,6.0,3,,1,,,,,
31,8,4.0,10.0,,3.0,,7,,1,2.0,,10.0,,
32,4,,,7.0,,,1,6.0,10,4.0,,,,8.0
33,7,3.0,7.0,,0.0,,7,,10,1.0,2.0,4.0,,7.0
34,8,,9.0,,0.0,2.0,1,5.0,3,2.0,6.0,9.0,5.0,9.0
35,8,,3.0,,4.0,4.0,1,,0,10.0,,,,
36,1,6.0,9.0,2.0,,,8,,6,2.0,,2.0,,6.0
37,6,,4.0,2.0,,1.0,7,,0,,9.0,,,3.0
38,4,,1.0,3.0,3.0,5.0,6,,7,5.0,3.0,5.0,,
39,8,9.0,4.0,,3.0,8.0,3,,4,10.0,7.0,9.0,,7.0
40,7,,2.0,4.0,,5.0,0,5.0,2,1.0,,,,
41,6,8.0,,3.0,6.0,4.0,1,,5,,3.0,7.0,4.0,
42,7,,3.0,0.0,,1.0,2,,2,4.0,1.0,,,3.0
43,9,,8.0,5.0,,4.0,5,9.0,5,,6.0,2.0,3.0,
44,1,6.0,4.0,0.0,,,2,9.0,7,7.0,,,,0.0
45,2,,7.0,,10.0,1.0,10,8.0,1,6.0,,2.0,0.0,
46,4,8.0,3.0,,,,10,,8,6.0,,6.0,6.0,
47,7,7.0,,,,,1,,4,,3.0,7.0,,
48,1,10.0,4.0,2.0,,,2,,7,7.0,1.0,,1.0,
49,1,5.0,,,,,4,,6,6.0,8.0,,,
50,7,0.0,,,,,5,,0,,9.0,9.0,5.0,
51,9,2.0,1.0,,0.0,,3,,3,7.0,9.0,0.0,,0.0
52,0,,4.0,,,8.0,9,,6,7.0,,,,9.0
53,1,10.0,5.0,,,,7,,4,,10.0,7.0,10.0,2.0
54,2,,1.0,,8.0,,0,10.0,4,7.0,4.0,,5.0,
55,6,2.0,,,5.0,,1,9.0,3,5.0,,,,0.0
56,10,,,,,0.0,9,6.0,4,,,3.0,8.0,
57,9,,,5.0,10.0,,8,,5,0.0,,10.0,,
58,5,2.0,7.0,,,,8,2.0,7,5.0,7.0,,,
59,1,6.0,7.0,8.0,,,7,,10,,9.0,,,
60,6,7.0,3.0,,7.0,0.0,4,2.0,9,,0.0,7.0,10.0,
61,3,1.0,5.0,2.0,,,6,,4,,5.0,,,
62,3,10.0,10.0,7.0,3.0,,10,7.0,3,10.0,,,2.0,5.0
63,10,,6.0,,,9.0,3,3.0,4,,3.0,0.0,3.0,
64,10,2.0,8.0,,,,5,,0,0.0,7.0,0.0,,
65,0,5.0,,2.0,3.0,1.0,6,,9,10.0,6.0,8.0,,0.0
66,3,6.0,5.0,,,,9,1.0,10,,,,10.0,
67,8,,2.0,,,,10,1.0,2,1.0,,,,2.0
68,10,2.0,,,,,3,,8,1.0,10.0,,3.0,
69,6,8.0,,,7.0,,10,,8,,,6.0,,
70,3,2.0,,7.0,,,9,,4,,,,4.0,10.0
71,5,,9.0,,2.0,5.0,9,10.0,8,8.0,7.0,4.0,,4.0
72,0,,10.0,,,,7,,10,,6.0,,,9.0
73,6,1.0,4.0,8.0,,,5,,3,6.0,5.0,,6.0,
