0,1,2,3,4
66,75,45,29,98
82,84,83,53,85
95,23,85,18,88
61,18,29,59,24
83,2,24,16,45
91,38,3,4,45
13,46,8,48,5
36,87,1,47,94
37,0,82,32,94
87,25,29,29,100
48,10,78,5,49
63,51,7,74,99
2,42,57,29,14
39,70,36,28,19
18,54,29,28,3
92,53,29,65,31
62,64,84,42,59
71,14,94,58,87
79,34,47,28,14
32,16,7,18,72
16,36,2,14,10
4,95,56,52,65
60,68,43,19,22
6,4,70,43,64
34,6,34,33,9
78,99,26,54,3
87,3,21,48,49
38,5,31,35,44
46,5,23,58,11
75,31,31,10,30
56,47,39,40,19
45,29,1,81,49
59,11,52,95,90
32,37,39,36,60
6,24,68,84,95
47,100,34,25,69
85,97,53,90,74
22,61,18,98,49
25,84,72,34,15
67,34,58,81,78
65,6,12,92,60
12,29,17,26,68
86,68,1,81,71
18,80,79,15,88
93,70,7,48,93
95,49,78,85,72
88,16,46,80,45
81,1,88,29,27
44,89,93,47,72
78,34,47,6,33
75,45,37,71,77
35,62,92,48,66
64,4,53,0,1
4,7,6,27,13
74,94,98,95,51
75,37,81,19,86
13,87,100,48,85
90,39,20,36,68
9,20,33,69,78
92,3,17,30,53
64,53,27,49,70
58,84,59,0,47
79,87,99,79,27
59,37,92,48,80
30,66,83,3,69
37,84,84,23,49
41,21,57,13,38
88,35,25,6,57
5,30,49,56,24
87,34,94,30,91
89,62,46,96,15
74,11,79,71,1
88,17,75,4,80
11,66,87,73,47
74,53,53,16,38
93,68,42,30,43
49,16,50,100,85
69,92,39,59,55
32,35,39,85,71
26,83,13,61,62
59,51,83,52,92
57,32,78,87,98
56,49,68,87,25
44,30,89,31,89
32,0,54,93,69
68,2,90,87,94
71,26,54,42,32
85,28,90,85,95
27,27,21,89,67
93,52,79,18,21
88,69,75,30,22
92,85,77,81,3
8,33,3,52,66
64,88,70,27,54
3,77,80,73,5
37,45,68,73,47
6,38,1,4,40
69,30,89,76,86
31,14,74,82,49
42,75,4,49,44
