0,1,2,3,4
174,129,11,115,186
45,130,157,128,5
24,67,22,151,183
53,51,95,5,72
174,136,146,194,37
178,86,46,121,110
75,178,126,178,49
147,19,133,153,198
113,189,56,133,200
37,88,2,12,177
192,93,129,138,99
28,164,168,2,170
196,8,18,139,50
179,114,82,187,48
163,94,49,97,137
53,123,158,74,110
117,3,171,131,182
36,162,5,80,26
77,95,17,95,130
14,2,127,89,93
152,24,61,149,37
52,23,51,93,154
143,0,94,160,26
195,30,186,128,186
139,175,65,195,98
139,107,18,123,92
11,8,189,82,105
142,147,136,188,26
129,13,173,186,163
27,128,99,4,164
9,105,163,132,185
54,124,180,37,132
183,83,170,130,150
72,79,84,61,12
7,73,97,183,182
102,2,4,5,93
54,23,0,152,99
76,50,172,43,30
175,129,73,110,187
162,127,115,0,110
41,101,25,194,149
5,174,50,2,103
191,129,86,142,67
138,138,57,33,10
86,52,181,62,126
89,138,10,140,173
172,151,121,82,13
5,196,169,87,38
130,39,113,13,146
124,197,163,153,64
79,80,91,10,159
25,111,29,7,157
79,171,170,16,39
117,12,140,114,63
31,158,129,10,79
172,45,139,119,90
132,186,42,106,186
110,68,160,16,200
44,187,20,150,122
162,6,167,172,39
112,19,170,96,131
62,113,147,37,112
138,135,115,134,35
17,93,59,183,110
127,83,70,103,95
117,134,83,58,189
146,26,4,33,130
36,139,123,120,64
55,130,138,49,63
89,94,64,164,54
92,157,60,54,117
182,84,52,66,182
161,28,3,60,55
123,7,52,153,42
32,160,179,75,13
184,79,42,121,113
177,81,13,159,83
75,74,143,116,74
148,92,2,92,39
130,47,159,200,141
106,128,29,72,49
128,33,97,188,3
43,140,76,45,156
8,47,167,162,199
19,91,108,45,179
143,89,91,130,36
135,88,194,170,168
28,101,71,133,149
12,34,10,75,82
148,18,61,63,115
133,104,4,78,17
35,19,181,147,178
111,114,114,127,12
41,179,86,59,70
33,34,122,189,13
119,62,179,54,6
43,94,67,32,81
141,10,88,14,200
164,173,148,85,196
23,39,55,86,179
