,0,1,2,3,4,5,6,7,8,9
0,0,3,3,1,6,9,0,0,6,2
1,3,5,9,2,8,1,9,10,2,2
2,8,5,1,2,2,8,0,3,6,10
3,4,9,8,6,0,7,4,6,3,10
4,2,3,0,5,5,9,4,3,8,6
5,5,2,6,9,10,7,2,7,1,3
6,10,5,5,8,1,6,1,6,1,3
7,2,8,5,0,6,4,7,6,9,6
8,4,7,1,10,7,6,4,6,8,10
9,4,8,8,9,2,10,7,8,10,1
10,10,1,3,1,7,0,9,9,6,0
11,4,1,10,3,9,7,9,1,5,6
12,0,7,1,3,0,6,2,0,7,0
13,7,8,9,8,4,4,8,8,9,1
14,6,7,7,4,10,7,4,4,3,4
15,7,6,10,7,8,10,10,9,8,3
16,1,1,8,1,0,2,3,3,6,2
17,8,9,5,10,0,7,4,3,9,0
18,3,7,1,3,9,8,8,5,7,1
19,10,4,9,8,5,3,4,1,9,2
20,8,5,9,8,5,9,2,4,4,7
21,6,0,10,5,1,3,0,7,6,8
22,6,6,8,4,0,0,3,3,9,9
23,5,5,1,4,2,10,8,3,5,3
24,6,8,2,3,0,10,9,6,6,5
25,3,8,5,9,3,4,1,3,8,8
26,10,10,1,3,0,5,10,0,8,6
27,4,6,2,2,9,3,2,2,8,2
28,0,2,1,3,8,0,0,6,6,5
29,0,9,7,9,10,7,9,4,1,6
30,6,9,8,7,2,8,9,1,10,5
31,9,4,7,9,8,2,1,10,4,5
32,7,2,9,10,6,10,2,1,2,9
33,1,2,8,3,3,3,8,4,10,2
34,10,3,9,6,10,6,10,7,1,0
35,1,1,9,3,3,5,8,6,3,4
36,8,2,10,1,8,9,4,6,8,7
37,5,3,7,7,7,9,3,10,8,5
38,2,9,5,5,4,8,7,9,6,10
39,0,7,4,10,0,3,7,9,2,10
40,8,0,6,2,10,4,2,4,1,6
41,7,9,10,2,4,0,5,1,6,6
42,10,7,10,8,6,8,1,3,9,5
43,9,0,3,9,7,10,7,0,4,9
44,3,5,2,6,7,8,5,7,0,6
45,7,3,8,4,3,8,4,0,1,8
46,7,3,2,8,2,4,1,2,4,1
47,8,2,8,1,4,2,8,5,3,2
48,10,3,4,9,10,10,1,10,6,6
49,7,9,9,9,5,1,8,5,1,8
50,5,9,0,9,1,6,9,7,0,5
51,7,10,3,2,5,9,0,10,0,8
