0,1,2,3,4,5,6
69,3,10,89,10,10,29
69,8,10,97,10,10,76
33,6,10,29,3,10,99
79,2,10,45,10,10,72
80,1,10,75,10,10,36
65,6,10,47,10,10,2
56,8,10,76,10,10,50
82,9,0,46,3,10,54
97,0,10,33,10,8,89
43,8,10,44,10,10,96
36,4,10,98,10,10,2
84,6,10,77,10,10,15
99,7,10,29,10,10,17
41,5,10,61,10,1,70
99,3,10,36,10,10,93
0,4,10,79,10,10,100
14,3,10,19,10,10,27
64,4,10,44,10,10,77
7,6,10,96,10,10,68
17,6,10,41,10,10,69
43,1,10,1,10,10,37
28,0,10,64,10,10,15
26,9,10,49,10,10,25
54,2,10,82,10,10,24
32,7,10,16,10,10,25
46,8,10,22,0,10,69
40,0,6,45,10,10,21
96,2,10,75,10,10,92
51,6,10,35,10,10,33
3,3,10,15,2,10,29
30,6,10,48,10,10,85
19,4,10,13,10,10,81
57,6,10,50,10,2,78
4,8,10,96,10,10,51
14,8,10,47,10,10,28
67,9,10,61,10,10,5
47,0,10,39,9,10,28
68,10,10,22,10,10,33
23,8,10,20,10,10,41
79,3,10,72,10,10,47
89,9,10,98,10,10,16
14,3,10,49,10,10,57
55,5,10,53,10,10,43
62,8,10,3,10,10,69
73,8,10,4,8,10,46
87,7,10,83,10,10,70
65,0,10,11,5,10,20
28,0,10,81,10,10,25
76,0,10,80,10,10,37
7,1,10,11,10,10,70
57,6,10,78,10,10,30
8,1,0,50,10,7,55
84,3,10,87,10,10,61
72,3,8,84,8,10,37
26,1,10,37,10,10,33
40,6,10,72,10,10,80
31,3,10,54,10,10,91
1,8,10,14,10,10,56
65,3,10,40,10,10,36
49,9,10,80,10,10,96
23,4,10,24,10,10,80
59,6,10,39,10,10,5
57,2,10,78,10,10,73
76,7,10,62,4,10,94
76,10,10,15,10,2,41
70,1,10,78,10,10,33
2,0,10,93,10,10,3
100,6,10,36,10,10,11
14,1,10,6,4,7,77
39,0,10,60,10,10,37
49,2,10,36,10,10,78
13,4,10,54,10,10,26
42,3,10,31,10,4,81
51,2,10,3,10,10,91
55,3,10,15,10,10,84
38,6,7,61,10,10,34
18,1,10,47,10,10,45
95,4,10,3,10,10,93
59,6,10,0,10,10,39
82,7,10,94,10,10,11
2,7,1,60,1,10,39
77,9,10,26,9,10,1
38,3,10,54,10,10,27
26,5,10,97,10,1,97
71,2,10,10,10,10,47
46,2,10,13,4,10,55
32,6,10,2,10,10,78
69,8,10,16,10,10,26
71,4,7,6,2,10,45
62,5,9,90,10,10,50
50,0,10,32,10,0,99
1,4,10,90,4,10,84
27,0,10,35,10,10,2
76,4,10,8,9,10,89
49,0,10,19,10,10,60
47,3,10,75,10,10,72
97,0,10,29,10,10,24
73,5,10,65,10,2,69
67,9,7,14,10,10,6
36,2,10,0,10,10,83
0,2,10,97,10,10,52
24,2,10,30,10,10,97
33,9,2,58,10,9,26
86,4,3,5,10,10,12
90,9,10,50,5,10,62
76,6,10,14,10,10,92
18,0,10,49,10,10,39
67,6,10,100,10,10,71
2,9,5,15,10,10,33
92,9,10,78,10,10,26
35,7,10,84,10,10,3
72,0,10,59,10,10,74
30,2,9,78,10,10,49
5,9,10,77,0,10,20
11,3,10,52,10,10,68
89,3,10,51,10,10,85
10,7,10,31,10,10,58
83,2,10,87,3,10,43
41,8,8,7,10,10,55
69,6,10,6,3,10,0
13,9,6,58,10,10,77
7,2,10,67,10,10,38
82,8,10,72,10,10,1
54,5,10,47,10,10,21
54,0,10,45,9,10,13
65,0,10,45,10,10,4
40,4,10,52,10,10,96
92,1,10,38,0,10,90
23,0,10,28,10,10,65
84,9,10,86,10,10,63
62,0,9,51,10,10,59
77,5,10,27,10,10,6
36,3,10,15,10,10,92
93,5,10,51,10,10,35
87,3,10,72,10,10,1
50,1,10,45,10,10,30
22,10,10,17,10,10,14
86,1,10,37,10,10,43
4,10,10,53,10,10,50
65,8,10,83,10,0,58
66,4,10,92,10,10,25
7,1,10,25,10,10,57
36,4,10,0,10,4,52
32,8,10,44,10,10,32
1,5,10,21,10,10,100
65,8,10,100,10,10,67
36,10,10,33,10,10,64
21,4,10,85,10,10,53
55,0,10,14,10,10,30
21,9,4,33,10,10,9
80,5,10,52,10,10,45
48,9,10,96,10,10,32
22,8,10,37,10,10,20
23,1,10,25,10,10,97
84,1,10,46,10,10,10
56,7,10,67,10,10,43
31,4,10,21,10,10,25
25,9,9,30,10,10,3
99,10,10,44,10,10,41
6,4,10,9,10,10,87
90,8,10,93,10,5,80
44,2,10,0,10,10,60
25,4,10,54,10,10,73
4,9,10,89,10,10,50
21,8,10,30,10,4,75
75,9,10,26,10,10,32
6,7,10,78,10,10,25
10,9,10,27,10,10,48
70,1,10,51,10,1,82
30,6,10,36,10,10,73
80,0,10,95,10,10,85
8,7,10,48,10,10,92
66,3,10,90,10,10,98
49,10,10,98,7,10,49
46,9,10,98,10,4,76
99,2,10,20,10,10,71
26,7,10,62,10,10,73
60,7,10,9,10,10,51
29,2,10,50,10,0,95
80,3,10,98,10,10,23
91,0,10,77,10,10,52
41,4,10,70,10,10,12
85,6,10,46,10,10,4
60,6,10,0,10,10,41
3,0,10,1,10,10,96
73,6,10,75,10,10,39
45,7,10,6,10,10,42
93,8,10,47,10,10,9
91,0,10,57,10,10,38
74,1,10,17,10,0,18
82,8,10,7,10,10,36
86,10,10,84,6,10,67
35,10,1,15,10,10,8
1,3,10,36,10,6,36
92,2,10,26,10,10,58
21,3,10,94,10,10,75
46,8,10,24,9,10,50
8,8,10,17,10,10,74
36,0,10,83,10,10,88
44,2,10,21,10,10,52
62,9,10,26,10,10,42
28,4,10,40,10,10,38
7,2,10,74,10,10,99
8,4,10,55,10,10,91
24,4,10,14,10,0,32
12,4,10,60,10,10,90
51,7,10,29,10,10,30
44,10,10,6,10,10,23
62,9,10,58,2,10,77
60,0,10,48,10,10,17
9,7,10,97,10,10,22
73,6,10,88,10,10,69
40,7,10,10,10,10,17
47,9,10,0,10,10,12
72,10,10,50,10,10,54
5,1,10,96,2,10,58
60,8,2,93,10,10,58
56,8,10,42,10,4,95
2,0,10,25,10,10,39
3,6,0,38,10,10,45
15,0,10,38,10,10,44
13,4,10,62,10,10,75
39,2,10,10,10,10,98
93,1,9,93,10,10,89
16,0,10,67,10,10,56
85,1,10,42,10,10,14
14,7,10,56,10,10,40
24,9,10,75,10,10,33
42,3,10,19,10,10,50
44,7,10,94,10,10,63
56,2,10,21,10,10,75
91,5,10,74,10,10,57
5,3,10,71,10,1,65
11,3,10,1,10,10,73
81,1,8,42,10,10,33
63,3,7,40,10,10,69
96,10,10,74,10,10,94
56,7,10,31,10,10,13
85,6,10,48,10,10,85
80,0,10,25,10,3,59
96,5,10,65,10,10,16
37,5,10,30,10,10,42
14,3,10,55,10,10,98
25,5,10,1,10,10,13
83,7,10,75,10,10,49
0,9,10,56,10,10,76
81,6,10,35,10,4,91
44,9,10,41,10,5,83
4,9,10,45,10,10,37
