,0,1,2,3,4,5,6
0,3,8,4,8,5,1,5
1,4,8,7,8,4,4,4
2,1,6,5,3,1,4,5
3,10,7,2,0,3,2,10
4,5,8,4,2,4,3,2
5,8,3,7,9,1,1,1
6,3,1,3,1,9,1,5
7,1,8,5,7,10,7,1
8,8,3,6,9,8,2,6
9,8,1,4,8,7,8,6
10,8,2,3,5,8,5,6
11,8,0,1,3,3,1,3
12,4,0,9,3,0,4,6
13,4,1,9,4,10,7,9
14,9,6,4,7,10,10,1
15,4,8,10,4,0,1,0
16,2,4,5,2,7,3,8
17,10,7,0,9,1,5,3
18,10,2,2,5,3,2,0
19,4,9,2,1,2,9,1
20,1,2,10,10,8,4,10
21,9,3,3,9,5,8,7
22,4,3,3,2,1,8,9
23,5,5,0,10,5,6,9
24,8,5,3,5,3,1,5
25,3,6,10,10,6,2,8
26,5,1,9,8,9,8,8
27,7,1,7,5,7,1,8
28,9,4,3,2,1,4,0
29,5,8,9,8,4,7,1
30,2,4,5,6,10,2,2
31,10,5,8,1,4,3,3
32,8,8,6,1,7,7,3
33,3,6,8,6,1,7,1
34,7,6,2,6,5,0,5
35,3,1,2,8,4,3,4
36,3,1,8,1,4,8,3
37,10,0,9,9,7,6,10
38,2,1,5,4,1,9,7
39,10,9,3,8,1,9,9
40,1,0,7,2,8,7,7
41,3,10,10,1,6,1,2
42,1,0,8,5,2,8,5
43,7,9,10,8,1,4,7
44,9,3,0,6,7,9,5
45,6,9,7,8,8,7,2
46,10,9,1,4,6,8,10
47,0,10,9,9,2,7,0
48,1,0,0,3,1,0,5
49,10,3,4,2,9,9,8
50,0,5,8,0,6,10,2
51,3,4,9,3,6,8,1
52,2,1,4,1,7,2,9
53,9,0,2,5,10,3,8
54,10,3,2,0,3,8,7
55,5,6,2,9,5,7,6
56,6,10,5,3,3,6,6
57,6,10,9,8,8,10,10
58,9,9,0,8,1,4,10
59,5,1,1,1,5,7,5
60,1,3,3,7,1,5,5
61,9,8,2,10,2,5,9
62,1,4,5,6,7,1,7
63,4,10,5,7,9,5,4
64,6,5,1,7,8,5,10
65,4,5,3,1,10,7,8
66,4,7,0,10,7,5,6
67,1,8,5,2,1,2,5
68,10,4,8,7,9,6,6
69,8,5,3,9,8,10,4
70,7,5,0,8,5,7,4
71,10,3,2,0,7,6,3
72,8,9,4,1,10,7,2
73,7,4,10,2,5,5,0
74,3,8,0,6,10,1,3
75,10,10,5,10,5,1,4
76,9,2,10,6,0,9,1
77,10,6,3,1,7,7,3
78,0,5,6,4,9,0,4
79,7,9,10,3,2,7,7
80,7,4,5,9,4,5,6
81,1,2,5,10,8,8,0
82,3,3,2,4,2,8,10
83,3,4,5,3,8,7,2
84,3,2,4,3,6,7,10
85,6,6,1,0,8,8,10
86,1,7,5,0,1,7,4
87,7,10,2,7,2,6,6
88,5,7,7,7,8,0,7
89,10,5,8,0,6,5,7
90,4,7,0,8,4,1,10
91,3,2,8,2,5,5,5
92,8,1,2,5,7,5,4
93,10,2,5,3,6,0,8
94,10,4,1,8,8,9,4
95,0,6,2,5,4,2,8
96,0,1,3,7,1,7,10
97,0,6,9,1,10,9,8
98,9,1,0,0,4,7,6
99,4,3,5,3,2,9,4
100,4,8,1,10,8,8,8
101,8,5,6,9,6,3,3
102,10,6,5,2,0,3,9
103,4,1,3,4,3,5,2
104,10,2,8,1,5,6,4
105,1,6,0,10,1,2,1
106,8,10,4,9,0,7,1
107,8,2,5,10,5,7,10
108,2,8,5,0,10,9,9
109,10,3,1,9,0,4,3
110,2,10,10,6,2,5,9
111,1,8,7,6,4,1,3
112,8,6,5,10,4,6,4
113,10,9,2,0,3,8,5
114,1,4,4,10,3,10,0
115,2,6,8,8,6,2,9
116,1,0,8,4,3,7,1
117,4,5,8,7,1,6,5
118,0,3,10,3,6,10,2
119,2,1,1,4,5,7,1
120,4,9,3,10,0,6,0
121,6,10,2,5,4,0,8
122,6,0,5,5,0,9,2
123,2,1,3,10,3,0,5
124,4,7,8,1,9,9,8
125,4,2,9,7,7,7,6
126,6,9,10,0,5,0,9
127,7,9,2,10,2,4,4
128,2,4,9,5,5,6,2
129,1,4,5,8,2,7,3
130,1,9,9,6,6,4,0
131,5,0,2,8,8,4,0
132,8,9,8,3,1,0,10
133,7,7,4,4,2,2,6
134,7,5,6,1,5,8,6
135,7,1,6,8,5,1,2
136,9,9,0,1,9,9,5
137,5,5,10,4,0,0,6
138,6,6,5,3,10,7,1
139,10,3,10,3,6,1,5
140,4,0,0,10,8,7,0
141,7,10,10,3,4,5,0
142,5,2,5,5,6,2,7
143,9,4,0,9,3,5,7
144,6,0,4,9,6,7,6
145,10,0,8,10,3,5,1
146,4,9,9,5,2,4,4
147,8,7,2,9,10,1,1
148,1,6,9,7,3,2,1
149,0,0,5,4,0,8,4
150,10,3,10,3,9,10,10
151,3,10,9,4,5,2,6
152,0,8,9,0,5,4,2
153,3,6,9,4,9,4,2
154,4,10,0,4,7,0,6
155,8,8,4,0,9,9,0
156,0,0,7,2,5,3,10
157,4,7,8,6,5,10,5
158,3,9,6,5,6,4,2
159,10,2,1,1,2,3,7
160,3,4,7,10,5,8,3
161,5,10,9,9,10,7,7
162,5,1,5,0,10,0,1
163,7,5,2,2,9,0,10
164,10,0,9,8,9,3,7
165,10,1,1,0,3,1,9
166,0,3,3,9,2,8,10
167,9,7,5,6,1,0,0
168,1,0,0,4,10,6,3
169,5,10,6,4,10,9,10
170,2,4,0,2,9,3,7
171,8,4,9,8,6,2,1
172,4,1,2,4,3,7,1
173,8,0,1,3,3,5,8
174,5,4,0,9,10,1,7
175,1,4,10,4,6,3,6
176,6,5,9,2,9,7,6
177,2,1,2,10,0,6,5
178,9,6,7,4,7,6,9
179,7,0,3,9,2,0,0
180,1,9,7,8,0,8,4
181,5,6,8,2,3,6,8
182,7,4,5,7,6,3,10
183,6,0,2,5,8,9,6
184,2,9,0,0,4,7,4
185,0,4,8,6,4,3,10
186,10,1,1,9,8,9,6
187,3,6,9,4,4,4,7
188,9,5,3,4,5,10,7
189,3,2,0,7,1,0,10
190,4,1,0,2,10,10,9
191,6,5,2,4,9,5,9
192,4,10,5,5,2,3,7
193,6,5,10,2,10,7,4
194,10,8,2,2,3,8,7
195,10,2,3,10,6,1,0
196,0,4,7,10,9,10,8
197,7,10,3,3,4,7,7
198,1,3,10,2,8,2,4
199,10,6,0,4,3,10,7
200,9,8,8,5,7,0,6
201,1,0,10,8,0,5,7
202,4,7,6,4,2,3,8
203,8,3,7,7,7,8,10
204,4,1,4,0,3,6,8
205,1,5,0,4,2,1,2
206,8,5,0,10,8,0,3
207,9,5,10,4,10,1,0
208,6,10,3,4,10,2,9
209,0,8,3,7,3,4,6
210,6,7,0,0,0,1,7
211,4,4,1,10,6,5,3
212,7,0,2,1,9,8,3
213,9,1,3,5,9,4,8
214,9,0,2,8,4,1,6
215,7,10,10,8,8,2,5
216,10,5,8,9,6,8,7
217,0,3,0,0,4,4,0
218,5,1,3,1,0,3,9
219,0,9,8,8,10,3,3
220,1,10,1,9,7,7,7
221,2,9,2,0,1,4,10
222,9,9,1,10,2,10,3
223,9,6,1,10,4,0,4
224,3,2,10,6,3,2,1
225,6,8,5,3,7,1,8
226,3,2,5,10,5,2,3
227,0,2,6,4,3,2,5
228,9,8,2,10,1,7,7
229,7,4,3,9,2,2,8
230,0,0,6,5,4,0,5
231,9,8,2,3,8,6,0
232,1,0,7,7,5,6,6
233,9,9,1,10,7,7,8
234,4,3,6,8,5,7,5
235,10,9,8,8,10,7,3
236,8,9,1,1,0,1,9
237,5,7,1,2,10,8,10
238,9,8,7,4,2,3,6
239,4,0,9,6,0,10,9
240,3,9,9,2,3,6,5
241,0,0,9,2,3,10,3
242,2,2,9,7,6,3,1
243,4,5,7,7,2,9,9
244,0,9,2,0,10,6,0
245,6,7,10,1,2,4,6
246,0,0,1,4,3,0,7
247,2,4,5,0,7,8,1
248,1,1,7,6,9,9,1
249,10,4,8,2,6,7,5
250,8,9,0,9,7,6,3
251,7,9,10,7,10,8,1
252,4,10,7,4,2,0,1
253,2,2,5,6,7,1,3
254,5,9,0,10,7,2,1
255,0,0,3,3,7,2,2
256,10,5,4,1,1,1,3
257,9,9,6,2,1,5,7
258,6,2,5,5,1,5,5
259,3,8,4,6,5,0,9
260,2,6,3,8,7,4,1
261,9,6,6,9,3,9,8
262,9,6,3,2,6,2,0
263,6,7,10,9,5,4,6
264,5,0,4,2,7,2,7
265,10,2,5,1,1,7,8
266,4,4,1,2,7,5,10
267,2,9,5,2,8,4,6
268,10,6,7,3,2,7,5
269,8,9,5,5,4,3,4
270,5,1,8,8,5,0,10
271,10,5,10,0,2,8,6
272,10,5,9,8,0,7,7
273,0,9,2,1,5,0,9
274,3,4,5,8,7,4,9
275,5,5,2,0,1,5,7
276,9,2,8,10,2,3,3
277,4,0,6,7,2,7,0
278,1,8,9,4,8,8,1
279,10,5,1,9,2,9,8
280,7,4,0,2,6,3,9
281,7,8,3,5,9,7,0
282,0,10,9,0,2,4,7
283,8,2,10,9,2,8,9
284,5,9,3,3,6,9,0
285,10,0,10,4,9,2,1
286,3,7,8,4,7,9,7
287,7,0,6,9,2,4,7
288,8,2,2,2,9,10,9
289,6,7,0,6,3,0,5
290,1,0,8,6,2,8,4
291,8,10,9,7,0,3,7
292,6,0,8,5,6,9,6
293,4,7,8,3,2,2,6
294,6,10,8,2,4,3,2
295,0,6,2,7,2,1,4
296,2,1,3,9,6,9,3
297,3,6,4,7,3,2,0
298,9,6,9,1,9,2,0
299,6,10,3,9,5,4,9
300,5,2,4,2,8,3,2
301,2,0,0,10,1,8,6
302,6,7,1,1,0,4,10
303,5,0,4,10,10,7,0
304,1,0,7,9,4,0,0
305,6,2,3,8,7,10,10
306,6,4,3,0,2,5,5
307,2,10,3,3,1,8,4
308,4,7,6,1,1,9,5
309,5,3,7,0,3,4,3
310,4,9,0,2,9,9,10
311,4,2,9,6,2,4,1
312,1,0,6,5,7,7,5
313,5,5,2,3,0,0,1
314,4,0,1,5,10,10,1
315,5,6,9,3,9,7,3
316,9,5,7,3,4,7,0
317,4,9,10,2,4,8,5
318,2,5,7,6,9,4,3
319,7,1,8,1,7,0,2
320,10,9,6,5,6,2,2
321,10,3,1,9,1,10,4
322,1,5,4,10,5,7,2
323,7,9,6,1,6,1,2
324,9,1,0,9,5,1,0
325,4,3,4,8,8,9,8
326,6,4,2,4,3,9,7
327,3,10,3,6,9,3,0
328,6,2,9,0,0,1,9
329,8,7,4,4,8,8,6
330,2,2,8,9,8,4,5
331,1,1,1,1,5,3,7
332,2,6,1,9,1,8,9
