0,1,2,3,4,5,6
69,3,71,89,42,21,29
69,8,100,97,28,27,76
33,6,75,29,3,41,99
79,2,92,45,50,13,72
80,1,49,75,88,50,36
65,6,40,47,51,31,2
56,8,45,76,50,78,50
82,9,0,46,3,58,54
97,0,57,33,61,8,89
43,8,63,44,57,87,96
36,4,28,98,36,62,2
84,6,62,77,90,52,15
99,7,10,29,32,35,17
41,5,24,61,90,1,70
99,3,59,36,77,74,93
0,4,88,79,74,23,100
14,3,30,19,81,22,27
64,4,97,44,29,91,77
7,6,21,96,94,48,68
17,6,36,41,82,19,69
43,1,47,1,100,52,37
28,0,69,64,46,66,15
26,9,38,49,89,89,25
54,2,60,82,40,58,24
32,7,45,16,19,49,25
46,8,29,22,0,10,69
40,0,6,45,60,82,21
96,2,28,75,78,37,92
51,6,63,35,92,87,33
3,3,19,15,2,75,29
30,6,12,48,74,99,85
19,4,46,13,90,27,81
57,6,96,50,96,2,78
4,8,31,96,88,85,51
14,8,80,47,47,80,28
67,9,97,61,63,19,5
47,0,65,39,9,18,28
68,10,84,22,70,94,33
23,8,25,20,84,58,41
79,3,85,72,68,79,47
89,9,58,98,25,14,16
14,3,28,49,53,56,57
55,5,20,53,17,40,43
62,8,25,3,45,49,69
73,8,32,4,8,71,46
87,7,29,83,48,48,70
65,0,76,11,5,28,20
28,0,20,81,39,23,25
76,0,92,80,77,89,37
7,1,15,11,38,31,70
57,6,92,78,55,95,30
8,1,0,50,28,7,55
84,3,13,87,22,53,61
72,3,8,84,8,77,37
26,1,45,37,89,94,33
40,6,97,72,96,29,80
31,3,81,54,26,50,91
1,8,97,14,56,72,56
65,3,35,40,55,67,36
49,9,81,80,95,81,96
23,4,73,24,99,23,80
59,6,97,39,56,13,5
57,2,40,78,85,68,73
76,7,42,62,4,26,94
76,10,18,15,15,2,41
70,1,65,78,37,11,33
2,0,99,93,91,49,3
100,6,98,36,48,92,11
14,1,53,6,4,7,77
39,0,79,60,83,55,37
49,2,46,36,55,94,78
13,4,16,54,79,89,26
42,3,96,31,27,4,81
51,2,50,3,52,58,91
55,3,16,15,83,58,84
38,6,7,61,53,41,34
18,1,12,47,74,36,45
95,4,90,3,89,26,93
59,6,84,0,47,50,39
82,7,34,94,69,54,11
2,7,1,60,1,100,39
77,9,49,26,9,26,1
38,3,83,54,98,25,27
26,5,86,97,30,1,97
71,2,52,10,27,92,47
46,2,23,13,4,42,55
32,6,42,2,67,61,78
69,8,22,16,87,84,26
71,4,7,6,2,91,45
62,5,9,90,100,60,50
50,0,58,32,61,0,99
1,4,53,90,4,23,84
27,0,92,35,63,33,2
76,4,33,8,9,90,89
49,0,91,19,11,25,60
47,3,68,75,33,76,72
97,0,39,29,85,67,24
73,5,40,65,26,2,69
67,9,7,14,84,88,6
36,2,13,0,70,54,83
0,2,35,97,90,17,52
24,2,46,30,18,50,97
33,9,2,58,96,9,26
86,4,3,5,54,68,12
90,9,74,50,5,96,62
76,6,81,14,25,63,92
18,0,85,49,22,49,39
67,6,56,100,86,77,71
2,9,5,15,69,100,33
92,9,17,78,26,10,26
35,7,92,84,89,92,3
72,0,41,59,32,84,74
30,2,9,78,44,79,49
5,9,63,77,0,68,20
11,3,61,52,50,71,68
89,3,26,51,42,14,85
10,7,92,31,30,13,58
83,2,41,87,3,50,43
41,8,8,7,15,97,55
69,6,92,6,3,99,0
13,9,6,58,48,19,77
