0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
51,93,41,45,16,15,6,6,55,4,10,64,33,32,9
84,97,100,95,91,11,5,5,36,0,10,92,79,55,0
65,43,95,68,91,32,4,5,86,0,7,96,78,22,7
10,23,63,64,61,65,1,9,68,4,1,79,13,65,6
25,85,96,45,18,24,0,4,54,10,1,68,43,86,10
63,49,40,91,77,71,5,10,70,9,10,95,89,25,5
33,68,17,91,20,78,3,8,87,3,0,94,60,92,4
47,45,62,97,23,53,2,10,79,2,7,97,94,20,2
57,45,20,71,36,75,4,10,36,4,10,93,70,17,2
64,92,87,95,43,72,6,2,25,4,4,87,48,47,8
71,37,19,56,49,62,4,4,93,4,7,50,45,62,7
32,42,66,88,19,74,4,9,77,10,0,10,40,25,9
22,77,54,61,36,20,8,6,41,3,6,18,24,77,5
72,44,21,28,97,32,7,6,65,5,7,22,43,72,4
31,37,29,33,83,40,10,3,91,0,3,35,44,23,8
92,100,41,69,31,65,9,0,83,2,9,13,66,54,8
32,84,38,29,72,45,1,2,27,0,9,23,18,14,6
18,74,24,83,45,26,6,3,43,5,3,17,29,10,9
89,62,64,75,43,56,9,6,50,4,3,45,66,56,1
41,78,64,81,85,31,3,8,88,8,2,74,16,32,9
32,12,52,77,54,53,6,9,57,10,0,99,97,100,0
29,15,31,59,100,42,9,0,33,1,4,96,59,87,5
45,91,39,98,73,54,4,10,29,9,3,84,60,80,8
43,92,39,25,11,53,1,4,81,1,10,61,86,96,8
15,73,15,94,22,19,10,6,31,10,10,49,98,44,2
96,44,96,27,81,27,1,7,22,10,9,15,70,14,2
69,89,39,93,70,18,1,4,69,6,0,98,18,83,8
58,27,16,21,71,13,8,0,61,9,3,41,31,97,3
14,29,62,19,9,11,10,6,78,7,7,82,75,84,8
15,38,38,48,30,68,9,8,55,9,7,27,14,75,10
32,31,74,43,93,10,5,3,73,7,0,66,72,73,8
24,55,72,20,55,31,2,8,33,10,7,45,77,66,4
63,84,84,13,97,60,4,5,59,0,5,79,73,82,1
54,53,42,10,49,61,1,4,17,2,2,9,75,25,6
75,34,47,52,78,47,2,1,58,5,2,71,94,31,7
53,85,51,44,75,28,6,10,84,3,8,71,13,97,5
48,31,82,73,68,98,7,9,18,10,0,47,29,27,3
63,18,98,54,28,89,8,5,44,0,3,93,19,40,3
59,71,80,26,91,61,7,3,94,3,10,77,55,29,9
90,32,86,69,28,75,4,4,77,10,8,15,83,16,4
96,67,30,43,100,24,2,7,24,4,3,43,93,46,2
60,63,68,89,92,76,4,10,88,2,0,32,95,48,9
92,10,41,95,72,64,10,5,59,2,9,84,96,52,1
94,70,10,93,72,37,8,2,20,4,6,64,93,77,7
41,97,14,92,91,44,9,3,44,3,10,30,30,38,7
91,45,31,64,88,51,9,5,29,4,9,57,98,14,0
16,86,83,96,61,20,9,2,56,1,1,66,13,41,8
57,83,91,42,72,55,6,6,78,7,10,92,44,15,10
56,19,79,69,79,42,6,1,51,8,9,16,42,77,9
20,10,46,18,50,61,9,1,17,5,4,13,65,30,1
17,84,69,23,56,30,5,2,81,3,5,90,20,83,7
62,23,52,83,41,27,0,10,20,5,2,16,37,87,7
74,56,75,59,84,59,7,8,24,8,6,45,28,48,5
90,99,20,53,50,76,9,5,82,3,2,14,40,94,9
19,74,13,65,61,100,3,2,89,1,1,61,43,84,9
85,81,22,96,87,63,0,3,27,1,6,64,37,92,9
59,52,44,91,62,96,0,4,10,8,8,85,12,41,0
35,35,95,86,30,79,8,1,57,1,9,19,67,39,9
32,52,27,28,59,11,1,3,68,2,1,40,98,87,4
52,81,76,63,49,71,9,2,49,6,0,91,76,24,0
77,15,18,12,36,10,9,8,28,9,0,18,47,86,9
36,97,30,18,98,46,6,10,60,7,10,31,72,62,10
50,57,38,40,54,63,8,0,36,3,3,48,26,79,6
100,26,89,17,27,16,10,3,15,5,6,30,10,21,6
30,53,22,100,9,14,7,0,61,8,1,84,79,38,8
74,63,10,45,87,94,2,0,69,10,7,50,32,81,0
23,60,42,13,19,22,2,1,44,6,5,33,52,70,6
36,66,80,14,61,51,4,9,38,2,2,15,33,30,4
68,12,29,44,54,44,2,9,32,1,2,93,89,79,0
15,21,59,10,85,48,10,5,75,7,1,45,79,17,9
47,26,39,46,80,16,3,7,73,6,3,72,77,13,8
83,51,77,52,72,76,3,3,68,2,2,41,52,51,6
78,60,61,11,59,31,4,9,33,2,2,21,25,90,6
22,79,65,87,77,10,6,1,39,5,10,42,92,35,7
87,52,34,47,19,21,1,7,50,8,4,10,36,53,7
67,38,43,38,77,50,8,5,28,3,4,29,76,11,5
14,99,70,32,24,59,0,4,52,10,2,95,83,11,0
76,66,89,27,78,80,9,5,13,0,4,23,42,39,2
9,77,31,53,68,33,9,9,68,5,9,55,88,64,6
98,50,92,99,9,92,2,3,31,10,6,31,17,81,4
57,12,40,70,37,25,1,2,17,7,1,30,73,27,6
78,44,28,11,24,26,8,8,42,7,0,63,18,87,0
43,22,71,86,41,96,9,2,81,5,9,64,77,33,3
13,65,42,46,24,84,5,1,11,9,9,79,90,66,6
23,55,14,44,32,52,8,5,31,1,2,48,14,30,6
27,34,31,70,86,63,10,2,100,1,9,88,43,95,1
41,83,44,31,41,63,7,4,67,6,4,24,58,54,4
92,89,14,87,20,87,9,2,89,2,1,25,26,15,0
68,42,10,16,67,91,8,1,56,6,10,62,64,54,8
56,54,27,79,29,46,8,6,43,3,5,19,42,21,10
42,75,74,48,91,45,3,9,100,7,8,89,90,27,3
91,67,68,60,94,47,3,2,56,2,8,58,98,61,2
47,66,49,96,24,12,4,9,32,8,10,17,51,49,6
45,69,69,69,51,85,0,4,40,10,4,92,94,65,8
31,82,97,16,19,100,0,0,98,2,0,57,85,37,10
67,70,48,74,81,50,4,2,9,2,9,76,48,90,6
87,28,46,12,99,64,0,4,58,2,7,98,30,71,4
72,77,73,44,28,21,3,0,69,2,10,37,46,81,2
32,83,98,47,62,100,8,0,34,4,9,70,19,80,8
52,78,89,86,78,76,5,5,86,3,2,57,79,12,0
46,34,68,18,83,56,8,1,60,3,5,91,79,53,7
67,68,24,85,12,58,10,3,100,0,8,60,68,42,6
43,37,87,85,86,67,3,0,75,0,7,74,90,46,3
16,91,86,33,25,99,7,8,29,2,5,98,56,28,1
83,34,22,80,66,66,10,3,65,1,4,40,82,28,3
11,54,21,49,25,88,1,1,65,1,4,38,65,37,9
90,10,74,50,89,97,5,2,58,4,5,27,76,52,6
33,45,10,80,45,57,2,4,82,5,10,84,55,28,2
99,82,82,40,28,88,8,3,31,6,3,51,27,81,1
42,26,91,80,81,73,4,0,18,0,0,25,35,20,8
100,84,74,84,25,34,3,4,87,4,3,89,97,70,8
53,43,11,28,93,75,9,9,41,4,0,64,60,76,8
34,20,90,97,66,78,1,2,44,10,1,30,65,25,4
67,38,21,15,31,35,5,9,24,6,0,73,64,43,6
85,70,68,38,100,78,4,10,51,5,5,73,42,46,3
58,11,33,29,60,10,4,7,35,3,7,64,78,64,10
62,61,100,52,28,23,10,2,11,10,1,59,51,63,6
78,28,54,42,13,41,0,8,18,9,6,18,23,73,6
37,41,33,53,45,95,1,4,87,1,8,59,68,11,9
67,40,72,31,77,11,2,7,93,10,9,51,16,95,7
93,89,82,14,54,90,3,0,85,7,7,64,58,52,10
57,84,42,57,41,86,0,9,68,2,3,35,62,85,6
11,45,40,89,19,87,4,9,38,9,9,79,78,84,7
97,23,28,12,73,76,0,3,73,2,4,61,66,90,4
58,42,55,60,59,86,7,10,54,1,5,20,52,27,1
28,18,72,76,89,10,1,3,78,7,2,54,18,44,4
42,71,45,81,50,29,2,6,12,2,9,53,53,58,2
16,9,62,17,88,97,3,8,23,7,3,33,24,65,10
65,79,100,25,35,70,7,3,100,8,8,48,67,22,2
97,69,71,49,43,97,2,8,54,4,8,72,41,97,1
34,38,51,52,57,99,3,8,37,7,5,30,98,32,10
87,96,15,38,54,52,4,9,72,6,2,26,91,82,8
31,21,39,15,18,13,7,6,11,10,9,78,76,18,8
68,34,23,54,85,96,6,9,28,1,2,29,58,57,0
46,66,9,96,51,42,3,8,99,6,9,72,25,93,5
41,97,53,36,55,79,1,1,20,8,10,79,65,71,5
54,67,54,36,93,57,5,7,82,7,7,39,9,18,10
67,28,85,92,19,74,4,2,71,7,9,23,46,12,9
77,22,27,49,67,27,8,7,41,7,10,32,50,70,10
35,88,14,92,33,59,10,1,42,4,6,52,42,22,5
75,39,46,99,57,46,5,5,95,7,2,28,69,63,5
62,59,66,26,56,15,7,1,75,5,0,31,33,72,5
21,42,72,61,69,26,2,5,31,1,4,75,36,53,1
60,46,88,19,30,90,2,7,65,0,5,37,31,63,10
45,13,38,52,34,71,7,2,77,5,2,24,70,31,3
41,68,52,57,88,24,5,5,90,0,10,62,14,81,1
50,22,73,53,40,34,4,1,88,0,9,63,64,45,6
36,72,29,88,78,67,3,1,70,3,0,22,17,96,1
45,98,67,14,22,65,7,2,56,1,0,37,23,63,10
39,93,56,59,89,61,5,4,29,8,7,32,53,15,6
69,93,29,18,72,59,7,0,30,2,0,66,51,17,10
79,58,12,42,63,22,8,1,65,4,4,62,98,49,6
44,76,12,100,63,66,4,4,82,7,0,71,29,16,8
98,59,66,70,70,51,5,6,26,5,7,50,70,67,7
26,62,65,11,26,29,6,6,37,6,0,98,38,42,8
68,63,41,36,30,12,1,10,34,9,7,11,51,64,2
56,23,15,73,81,18,10,4,54,5,4,13,78,45,0
28,100,9,28,96,97,1,2,12,8,8,55,16,53,3
59,37,99,21,13,15,4,1,57,4,2,60,17,62,6
30,32,26,86,40,31,1,7,48,3,8,65,50,17,10
