,0,1,2,3,4
0,0,3,10,1,3
1,10,2,10,10,10
2,8,5,4,0,8
3,1,0,2,9,2
4,8,0,10,3,9
5,6,4,2,2,4
6,4,3,6,9,3
7,9,8,1,2,7
8,6,9,6,4,3
9,2,0,3,7,4
10,0,3,2,8,6
11,9,5,5,10,3
12,4,10,0,7,5
13,10,2,10,4,3
14,7,3,5,8,8
15,9,6,3,5,2
16,0,0,7,1,5
17,1,4,5,0,8
18,7,2,3,10,10
19,9,1,9,6,6
20,4,8,5,5,10
21,10,1,0,7,4
22,1,0,2,7,4
23,9,6,8,10,2
24,10,3,10,4,9
25,1,7,4,1,1
26,1,10,5,10,3
27,9,5,6,5,7
28,2,10,9,5,2
29,5,8,10,2,9
30,6,0,10,7,1
31,3,8,10,4,2
32,4,7,6,9,1
33,1,8,9,4,5
34,0,9,8,4,3
35,5,2,1,10,4
36,9,3,10,3,2
37,10,10,0,4,5
38,10,1,0,5,6
39,4,0,9,2,5
40,8,6,2,5,7
41,1,3,4,5,0
42,5,3,5,4,0
43,6,7,5,6,2
44,1,1,2,8,2
45,7,1,10,9,8
46,5,8,2,9,6
47,8,9,0,8,3
48,10,1,0,8,9
49,1,4,8,1,2
50,1,0,0,5,3
51,9,5,10,9,1
52,9,6,10,4,9
53,9,9,7,1,1
54,9,4,5,6,9
55,10,2,1,0,1
56,2,5,3,9,7
57,0,7,9,8,3
58,9,3,9,8,10
59,10,8,8,5,4
60,4,4,2,0,4
61,8,9,4,0,10
62,8,7,5,7,1
63,5,5,10,7,5
64,2,3,3,2,2
65,10,0,2,3,6
66,0,4,1,0,1
67,8,5,0,8,7
68,0,2,5,10,10
69,2,6,4,1,5
70,0,4,2,6,7
71,8,7,7,1,0
72,1,2,10,8,6
73,2,1,8,4,7
74,4,4,10,8,9
75,5,3,4,7,7
76,1,8,9,0,6
77,8,1,2,3,1
78,10,3,6,4,2
79,9,0,1,4,7
80,1,1,8,8,3
81,1,0,0,9,4
82,9,6,9,6,9
83,2,5,4,2,7
84,10,8,1,3,1
85,4,5,0,6,1
86,1,8,2,3,6
87,9,7,5,8,5
88,10,2,4,3,0
89,7,10,10,7,3
90,9,9,5,4,0
91,0,8,0,1,4
92,10,2,10,10,9
93,6,7,7,0,0
94,9,3,4,7,9
95,10,5,7,2,9
96,6,0,6,9,9
97,3,1,2,4,9
98,10,10,7,0,3
99,3,4,1,3,1
100,3,0,7,5,0
101,7,10,8,8,1
102,3,9,6,8,8
103,10,6,4,5,7
104,6,6,4,1,6
105,4,0,8,0,0
106,2,0,1,0,6
107,3,7,7,9,8
108,0,6,6,8,4
109,10,4,1,1,1
110,3,3,4,7,5
111,4,0,9,7,1
112,4,7,2,4,1
113,0,10,2,0,0
114,4,9,6,6,7
115,1,0,4,8,6
116,0,7,0,7,7
117,7,9,3,9,0
118,10,4,3,7,2
119,1,6,8,1,1
120,8,2,2,4,10
121,10,2,3,3,4
122,1,10,9,6,6
123,6,10,2,6,7
124,2,7,1,0,8
125,2,10,4,3,9
126,5,5,8,0,3
127,3,0,7,4,7
128,5,2,0,3,6
129,5,7,4,7,5
130,2,7,6,1,6
131,6,4,2,6,6
132,4,3,1,6,5
133,10,7,10,1,4
134,1,10,1,3,10
135,1,0,10,5,3
136,0,7,0,2,2
137,3,5,3,1,9
138,5,8,10,5,10
139,5,5,6,1,0
140,7,6,6,4,7
141,2,6,3,0,10
142,1,10,3,9,10
143,8,10,2,2,8
144,1,9,5,0,8
145,10,8,7,0,5
146,1,1,1,8,4
147,6,3,8,6,9
148,7,6,8,2,2
149,9,9,4,3,7
150,2,6,1,10,1
151,6,4,1,10,4
152,4,1,5,6,3
153,3,6,7,10,10
154,9,6,3,2,7
155,0,3,6,10,0
156,5,1,8,8,8
157,3,7,7,1,2
158,3,2,4,5,5
159,5,7,4,2,0
160,8,3,8,9,6
161,6,4,0,5,7
162,7,8,3,0,9
163,10,7,0,9,0
164,5,3,1,6,7
165,10,4,3,3,10
166,10,2,0,2,9
167,0,7,8,8,4
168,2,7,2,7,10
169,5,9,3,9,9
170,6,6,6,2,6
171,8,5,3,7,6
172,5,0,4,1,7
173,4,4,9,3,2
174,1,6,3,0,4
175,4,7,7,0,1
176,3,6,3,8,1
177,2,6,1,6,9
178,0,4,8,4,7
179,5,10,4,9,1
180,10,0,7,1,5
181,10,4,0,10,2
182,2,0,4,3,9
183,6,10,10,2,8
184,1,10,9,3,5
185,9,2,3,1,3
186,4,4,7,9,0
187,3,5,3,2,0
188,9,4,5,1,9
189,3,6,7,2,7
190,7,3,9,1,3
191,9,1,4,2,6
192,2,1,4,9,1
193,5,1,3,5,2
194,8,5,3,2,6
195,0,5,0,9,8
196,7,4,4,8,5
197,1,8,9,6,4
198,7,10,10,4,6
199,10,0,0,10,9
200,6,3,2,4,7
201,3,2,1,7,4
202,3,1,7,3,4
203,7,3,0,9,8
204,4,1,0,8,8
205,2,3,8,7,9
206,5,7,1,2,5
207,0,9,3,10,4
208,3,1,4,2,10
209,8,6,2,4,3
210,7,10,6,8,9
211,8,1,3,3,5
212,3,1,5,10,9
213,2,9,5,9,7
214,7,3,1,10,7
215,2,4,6,4,10
216,2,2,9,3,7
217,2,9,10,8,2
218,6,5,6,2,8
219,4,6,2,10,5
220,8,9,10,2,1
221,10,2,8,9,5
222,6,6,1,3,4
223,10,0,7,5,7
224,3,9,9,8,5
225,2,6,2,7,8
226,6,1,4,9,4
227,2,2,9,9,4
228,4,0,5,10,5
229,10,6,4,8,4
230,8,2,4,6,9
231,6,7,0,4,8
232,5,7,9,8,6
233,0,7,4,1,10
234,3,2,5,9,3
235,1,1,9,9,6
236,5,3,7,8,5
237,10,2,6,5,8
238,7,8,5,7,4
239,3,4,5,5,3
240,8,9,0,8,2
241,5,1,3,6,0
242,7,8,4,10,2
243,2,5,2,9,1
244,1,2,2,5,8
245,2,2,9,5,3
246,1,3,2,6,3
247,5,1,2,8,7
248,6,0,8,7,6
249,9,10,8,0,8
250,10,1,9,1,7
251,10,9,10,7,3
252,4,0,1,0,3
253,8,3,5,6,1
254,5,10,5,8,6
255,6,3,10,7,3
256,6,1,8,8,3
257,5,0,0,1,4
258,7,2,9,0,10
259,7,5,3,3,1
260,4,8,4,7,7
261,1,5,0,4,5
262,1,0,1,0,5
263,3,3,6,7,7
264,7,4,4,4,4
265,0,8,7,5,7
266,0,6,8,1,3
267,7,10,7,2,8
268,3,5,1,1,4
269,8,9,7,6,1
270,1,3,4,9,10
271,2,0,4,1,0
272,2,8,0,3,2
273,2,10,9,9,4
274,0,7,1,6,1
275,9,1,6,7,1
276,6,6,4,8,1
277,6,4,4,8,0
278,1,7,0,6,2
279,2,1,9,9,3
280,5,1,0,0,2
281,4,3,7,2,10
282,7,9,9,9,9
283,0,5,0,4,5
284,8,3,0,5,4
285,1,10,4,7,3
286,1,7,0,3,5
287,4,9,10,0,6
288,4,2,1,2,2
289,5,8,10,5,3
290,3,1,9,3,7
291,6,4,6,6,0
292,3,9,5,7,0
293,6,9,6,4,9
294,5,8,4,3,2
295,7,5,2,0,10
296,2,9,6,6,4
297,4,8,10,1,1
298,9,1,6,10,4
299,6,9,4,2,1
300,10,1,8,10,2
301,10,6,4,1,7
302,9,5,1,2,3
303,1,1,4,7,5
304,10,6,7,0,0
305,1,0,2,6,4
306,5,3,6,1,6
307,6,0,10,3,5
308,6,6,7,3,10
309,4,4,3,10,7
310,9,8,0,8,10
311,10,7,10,9,4
312,9,8,5,0,0
313,6,10,3,4,0
314,5,8,2,0,3
315,1,10,1,5,6
316,8,1,9,4,10
317,8,10,4,0,3
318,8,9,10,6,6
319,5,7,8,8,7
320,4,9,10,6,8
321,5,9,3,1,1
322,2,5,8,4,5
323,4,4,1,7,3
324,7,8,1,1,6
325,1,5,8,9,5
326,9,2,10,8,4
327,1,8,6,4,2
328,0,5,8,8,10
329,6,2,10,6,2
330,1,0,10,0,1
331,8,2,4,1,0
332,9,4,3,5,3
333,2,0,5,1,2
334,6,8,9,1,5
335,3,10,6,2,6
336,1,8,10,8,2
337,7,5,8,3,8
338,9,3,10,4,8
339,9,7,10,5,10
340,2,1,6,7,3
341,5,9,8,5,6
342,8,10,6,10,8
343,8,2,4,0,3
344,3,9,4,3,9
345,10,1,7,1,0
346,7,9,8,8,7
347,0,5,3,1,9
348,9,6,2,7,0
349,4,2,1,0,1
350,10,10,9,4,8
351,1,3,6,4,2
352,3,7,2,4,3
353,2,8,1,4,1
354,9,3,0,4,0
355,4,4,6,7,7
356,10,8,6,5,10
357,7,4,1,8,9
358,0,5,1,2,10
359,0,2,4,1,0
360,9,9,8,7,4
361,5,2,7,3,5
362,10,2,10,10,7
363,2,8,0,6,10
364,10,0,9,3,6
365,7,3,6,5,6
366,6,6,4,9,8
367,5,4,10,6,8
368,3,1,3,5,0
369,6,0,1,2,5
370,1,3,8,9,8
371,7,2,2,8,2
372,9,1,1,0,6
373,4,4,7,8,10
374,2,8,3,0,0
375,10,9,9,4,6
376,1,7,5,2,4
377,7,4,9,1,9
378,5,0,1,9,3
379,2,5,2,1,5
380,4,5,6,7,9
381,3,5,2,8,1
382,8,4,10,3,1
383,0,2,7,3,3
384,7,4,0,2,9
385,4,8,2,5,6
386,3,10,1,4,4
387,5,5,6,1,4
388,6,10,1,4,7
389,6,4,6,2,4
390,6,9,8,10,8
391,6,6,0,7,9
392,3,7,2,9,9
393,6,10,7,7,9
394,9,9,10,0,4
395,10,3,6,8,9
396,9,1,6,6,0
397,5,2,6,5,6
398,3,7,7,0,6
399,4,9,5,7,1
400,10,6,9,9,8
401,6,8,2,8,9
402,8,5,0,8,9
403,0,5,2,0,3
404,0,7,7,5,6
405,4,3,6,10,3
406,6,5,4,4,1
407,8,2,2,3,7
408,3,5,0,4,6
409,6,10,9,3,6
410,0,8,8,9,2
411,0,8,6,0,8
412,8,10,0,9,5
413,9,10,9,6,2
414,4,3,10,9,3
415,4,1,6,6,6
416,3,10,6,4,6
417,8,4,5,10,2
418,7,6,9,10,1
419,1,1,2,10,1
420,6,3,4,5,1
421,8,2,8,2,10
422,3,0,3,5,2
423,2,8,4,6,7
424,1,6,9,5,5
425,5,5,9,5,2
426,0,6,5,4,6
427,4,9,2,0,3
428,6,6,2,1,6
429,7,8,6,7,3
430,1,3,6,3,2
431,4,2,3,7,3
432,5,5,4,5,0
433,6,7,3,5,8
434,0,7,10,7,8
435,9,7,1,2,7
436,3,6,10,3,7
437,0,4,0,3,4
438,6,6,9,5,0
439,8,7,7,1,5
440,5,6,3,8,6
441,5,0,5,5,7
442,6,1,7,6,4
443,0,4,9,4,10
444,3,6,7,10,5
445,4,0,2,10,7
446,4,8,10,0,4
447,9,5,8,9,9
448,5,6,7,2,2
449,7,5,1,3,8
450,1,0,4,5,10
451,3,10,6,4,10
452,8,7,1,9,9
453,10,1,7,0,3
454,6,9,1,5,2
455,3,9,1,6,4
456,2,8,10,8,8
457,0,3,0,6,8
458,6,8,2,9,9
459,2,2,4,3,1
460,8,4,8,0,4
461,4,3,2,9,8
462,8,6,9,6,3
463,4,6,3,1,1
464,2,5,5,9,0
465,6,10,10,2,10
