,0,1,2,3,4,5,6,7,8,9,10
0,6,8,100,5,8,5,1,4,3,1,72
1,1,6,60,0,6,1,1,0,6,4,0
2,0,10,33,7,10,8,10,8,5,1,80
3,1,10,39,8,2,10,4,8,10,10,57
4,2,5,91,2,9,1,10,3,7,8,88
5,4,5,8,9,2,10,7,10,10,1,60
6,10,7,61,8,6,1,8,1,9,2,22
7,2,6,96,5,9,10,4,7,10,8,73
8,9,6,12,9,1,5,6,7,7,10,0
9,8,2,8,1,3,1,0,3,8,7,89
10,3,1,4,5,5,10,0,9,7,0,17
11,9,4,17,3,3,6,10,2,9,9,48
12,10,1,56,9,1,0,7,0,10,9,58
13,4,8,12,2,5,1,1,5,4,4,52
14,3,9,62,10,10,4,7,5,1,10,0
15,3,4,21,9,0,1,9,4,0,4,27
16,3,10,54,2,8,1,1,7,9,7,17
17,8,10,42,4,1,6,0,0,4,8,0
18,5,7,11,4,5,10,8,7,8,5,54
19,2,1,76,4,7,4,6,5,6,10,15
20,6,8,35,5,1,8,3,0,0,0,33
21,3,9,78,7,0,7,2,10,3,6,34
22,6,7,100,2,6,4,5,2,8,8,83
23,7,4,57,1,10,0,1,3,2,8,15
24,2,4,37,9,0,4,5,1,2,6,10
25,0,1,23,10,0,5,4,8,1,7,14
26,7,9,99,1,9,6,7,6,0,6,94
27,4,9,15,10,4,2,6,1,2,9,47
28,3,9,64,9,5,2,6,9,10,1,14
29,0,5,11,3,8,4,6,3,9,8,80
30,9,9,62,1,4,8,9,2,7,6,42
31,9,8,4,0,7,5,3,0,5,3,25
32,2,6,28,10,6,1,2,5,4,2,34
33,0,10,69,0,3,10,0,2,4,5,92
34,7,7,58,9,8,0,1,6,9,8,68
35,3,7,80,8,1,4,6,5,9,9,76
36,6,2,64,1,8,6,5,7,5,4,0
37,2,2,33,1,0,0,3,2,8,10,44
38,8,10,58,6,5,7,10,5,4,5,44
39,10,1,21,1,4,8,6,9,3,0,47
40,3,6,90,1,9,7,2,3,3,10,66
41,6,5,16,6,3,1,9,10,5,9,34
42,8,0,16,0,4,6,2,3,1,7,7
43,6,9,2,5,4,9,6,1,6,8,34
44,5,4,48,0,10,0,9,2,0,1,81
45,3,2,25,1,7,2,1,7,3,0,6
46,6,10,56,2,3,1,4,1,6,9,12
47,4,0,38,0,9,2,4,4,0,7,73
48,8,4,45,7,10,0,8,7,10,9,29
49,7,9,50,3,4,0,3,8,6,2,65
50,2,5,94,1,6,5,0,8,5,5,26
51,5,8,64,6,1,8,9,5,3,10,15
52,7,0,9,7,0,10,5,0,0,9,60
53,6,10,26,6,3,9,3,1,5,0,24
54,1,4,59,1,8,9,6,9,8,0,97
55,8,8,33,9,8,0,9,9,7,9,36
56,0,2,39,0,9,1,8,6,6,7,25
57,9,6,47,5,2,10,6,8,2,5,91
