,0,1,2,3,4,5,6,7,8,9,10
0,1,9,4,8,10,6,10,6,5,4,10
1,0,2,8,6,1,3,0,6,7,6,7
2,8,5,4,1,3,3,3,5,4,8,7
3,3,9,9,8,7,9,8,10,2,9,2
4,5,9,2,2,6,1,0,3,10,9,6
5,8,0,9,6,8,7,7,6,3,2,6
6,4,0,0,7,4,5,10,9,8,6,5
7,6,0,1,0,2,7,0,7,2,10,10
8,4,1,2,1,4,7,6,2,0,7,3
9,3,5,5,0,4,7,7,2,6,10,9
10,7,3,0,3,0,7,6,6,0,9,7
11,9,4,1,6,1,2,8,2,2,2,9
12,0,2,3,6,4,7,4,2,4,4,8
13,3,0,8,8,5,9,0,6,1,3,8
14,6,10,0,2,0,5,4,3,0,8,1
15,6,2,8,0,2,6,2,6,6,8,4
16,0,9,2,8,8,6,8,0,2,10,1
17,6,0,2,7,6,6,4,4,6,0,0
18,2,0,5,1,10,5,7,4,5,8,8
19,1,0,9,6,7,10,6,8,2,8,7
20,1,8,5,1,3,9,4,6,4,5,3
21,6,0,5,3,0,3,9,2,3,2,9
22,9,1,0,9,0,9,1,8,8,9,9
23,9,0,3,5,7,2,5,3,1,5,0
24,5,7,1,10,1,6,5,8,5,0,2
25,7,7,9,10,5,5,9,9,1,9,2
26,1,0,4,6,1,6,10,5,8,10,6
27,10,5,1,2,8,7,1,0,8,6,1
28,2,5,1,4,0,4,9,1,6,1,3
29,2,1,9,5,8,0,2,0,3,10,5
30,10,3,2,3,5,10,4,1,2,8,3
31,0,2,3,5,8,8,4,4,4,4,3
32,8,1,0,6,9,9,0,0,5,3,1
33,4,7,2,1,0,7,1,4,2,4,7
34,4,4,5,10,10,4,1,9,0,10,2
35,8,2,9,7,10,9,7,5,0,0,8
36,3,4,4,4,6,9,3,10,8,8,9
37,8,9,3,1,5,5,0,3,5,7,0
38,0,6,3,8,7,6,0,10,10,5,5
39,0,8,9,8,2,8,1,9,2,2,5
40,4,3,7,5,1,10,1,8,9,2,8
41,0,7,7,8,8,3,10,8,3,9,0
42,7,8,5,8,10,10,2,6,4,1,4
43,9,1,0,5,8,4,7,4,4,7,9
44,10,3,8,9,9,6,1,5,4,2,2
45,7,9,8,7,10,3,2,9,4,3,7
46,1,0,7,5,6,9,6,5,0,6,10
47,7,2,7,3,7,5,10,6,3,6,8
48,9,3,10,7,4,4,7,4,2,5,10
49,2,6,4,5,4,4,1,9,8,4,3
50,4,3,10,2,4,4,4,2,1,2,0
51,6,3,2,2,5,9,4,3,6,5,5
52,5,1,0,3,9,8,2,1,6,5,2
53,3,10,2,0,6,8,8,7,9,1,0
54,0,4,10,8,2,9,3,2,1,3,10
55,7,1,6,10,10,4,8,10,5,7,6
56,2,10,9,8,6,5,4,3,3,8,8
57,5,6,5,1,4,9,1,8,8,4,1
58,10,8,5,6,7,1,10,7,4,6,7
59,9,7,6,1,7,8,7,2,4,1,3
60,4,10,6,2,1,0,8,4,4,0,3
61,8,1,10,2,5,8,8,10,5,5,3
62,5,10,2,1,10,4,8,1,9,5,0
63,6,3,5,5,9,0,4,7,8,2,10
64,1,7,4,9,0,6,4,8,6,5,6
65,4,8,1,9,9,3,6,2,0,10,8
66,1,6,7,10,1,1,4,9,8,9,10
67,9,5,10,6,8,1,4,5,3,6,5
68,10,2,10,0,0,5,1,5,6,8,2
69,4,0,2,6,9,5,8,9,8,1,4
70,6,5,6,5,1,10,8,0,8,3,2
71,1,1,10,1,10,10,0,10,7,4,7
72,6,2,3,8,0,5,7,9,3,0,7
73,1,9,10,9,8,3,9,6,2,3,0
74,1,10,2,10,6,5,0,7,7,8,4
75,3,9,7,7,2,2,4,2,3,10,2
76,6,5,5,5,1,0,8,2,7,5,6
77,4,9,0,8,0,5,4,4,0,5,7
78,10,8,9,1,3,2,6,10,2,3,9
79,4,3,10,10,2,0,1,1,6,6,5
80,4,0,2,4,2,7,9,2,6,3,9
81,6,1,10,10,3,9,7,0,10,7,2
82,7,9,5,8,2,5,7,5,6,7,4
83,7,1,4,1,6,2,4,3,8,10,8
84,3,6,0,10,6,8,10,4,8,9,6
85,8,3,3,7,10,2,3,0,9,6,9
86,2,10,3,10,8,9,7,7,9,5,8
87,9,0,7,2,0,5,9,2,4,6,5
88,8,6,7,9,8,3,1,4,6,4,9
89,6,6,4,10,9,1,5,4,2,2,4
90,2,4,2,6,9,0,2,2,7,0,6
91,3,2,3,0,4,1,1,0,5,7,9
92,7,8,2,3,8,4,5,4,5,1,0
93,7,4,10,4,3,2,2,0,4,9,4
94,1,4,0,2,3,2,10,0,9,1,2
95,10,8,7,1,10,9,3,1,3,9,2
96,10,4,9,5,7,10,4,9,4,4,6
97,2,9,7,4,5,4,3,1,2,2,5
98,0,3,9,10,10,4,10,9,6,3,2
99,2,9,2,7,3,3,9,3,6,2,6
100,1,7,8,5,10,8,9,3,9,7,4
101,0,4,2,8,0,7,7,10,5,9,9
102,10,6,8,3,7,1,5,8,8,6,1
103,6,4,9,8,1,8,6,7,0,4,0
104,5,3,8,5,6,1,8,0,5,3,0
105,4,2,7,2,2,4,9,3,10,3,2
106,8,5,8,2,10,7,3,4,2,6,1
107,3,4,9,4,6,7,10,7,8,6,9
108,1,4,0,6,1,1,2,2,7,4,0
109,8,5,7,8,1,8,10,10,5,3,0
110,5,5,10,6,9,0,8,0,7,2,8
111,4,10,10,0,6,10,9,3,4,3,1
112,5,8,8,7,5,6,2,6,5,0,8
113,3,1,8,10,2,8,3,10,3,5,3
114,10,8,0,4,3,2,0,7,6,7,0
115,9,2,0,5,0,7,0,6,9,1,2
116,5,0,3,1,2,3,4,5,6,7,0
117,1,1,3,3,8,3,4,4,6,2,8
118,3,0,7,5,10,1,5,5,0,5,4
119,6,6,5,8,7,8,10,3,9,8,2
120,3,8,4,1,3,2,10,7,6,5,0
121,7,5,2,4,8,2,10,3,9,6,5
122,5,4,7,9,10,2,2,4,9,5,0
123,2,10,2,1,1,3,8,4,0,0,6
124,1,4,10,1,1,2,0,0,6,6,2
125,10,0,8,9,10,0,8,9,5,2,4
126,0,1,1,4,3,9,5,7,4,8,3
127,4,9,4,1,0,0,7,8,9,0,1
128,1,4,1,10,3,4,4,2,9,8,5
129,3,5,6,8,1,2,9,9,5,10,5
130,6,9,4,0,5,6,1,3,8,4,5
131,7,2,10,0,6,2,1,5,8,8,4
132,9,3,7,3,1,0,9,5,4,10,0
133,9,2,9,1,10,7,1,6,7,1,7
134,5,10,0,10,1,2,0,5,10,6,7
135,8,9,5,2,10,4,7,0,8,4,9
136,8,6,4,0,9,5,6,5,10,9,4
137,9,9,2,9,1,7,0,10,8,10,3
138,2,0,5,5,10,0,2,8,0,5,6
139,10,0,3,7,7,7,2,8,2,6,1
140,1,10,2,9,6,4,10,10,7,8,7
141,0,0,10,3,2,8,4,2,6,9,1
142,4,9,8,4,3,6,6,4,0,1,1
143,5,7,6,8,7,0,3,1,4,8,6
144,9,3,0,3,4,10,9,0,5,7,8
145,1,3,6,8,1,10,8,3,6,2,7
146,4,10,4,6,0,0,4,0,3,6,5
147,4,8,7,1,8,1,8,10,0,3,0
148,0,1,3,1,2,8,9,2,9,1,2
149,8,1,2,0,8,9,8,7,5,9,2
150,2,2,2,6,3,5,2,5,4,7,8
151,9,0,5,7,7,7,2,0,0,10,10
152,4,3,1,8,0,10,7,2,10,0,7
153,0,7,7,6,6,1,1,7,6,7,5
154,0,3,3,5,10,0,0,6,3,4,0
155,1,4,4,1,3,5,5,0,10,6,3
156,9,9,4,0,4,1,0,0,0,1,2
157,7,2,10,10,5,10,2,6,6,6,6
158,7,7,7,10,0,4,7,9,7,8,6
159,4,8,5,1,10,10,4,7,1,8,5
160,8,2,1,2,9,0,10,10,10,1,0
161,9,8,4,6,6,7,10,6,4,4,0
162,0,10,8,3,10,4,8,1,4,5,5
163,3,4,7,2,7,0,9,2,7,9,7
164,4,9,4,0,10,0,7,4,10,5,0
165,10,5,4,3,1,8,6,6,1,2,9
166,6,2,0,1,7,2,1,5,10,4,10
167,10,2,6,0,2,10,8,0,1,4,3
168,8,0,9,4,3,3,5,3,6,10,6
169,8,1,1,2,6,7,6,2,6,9,3
170,4,7,4,3,9,9,2,9,1,7,2
171,4,7,10,8,9,1,6,8,4,8,0
172,2,6,0,2,10,0,3,2,1,1,10
173,8,4,7,1,0,2,2,0,2,8,6
174,1,3,5,7,10,4,3,7,4,1,8
175,4,10,10,3,9,0,8,4,8,10,7
176,4,9,3,1,9,7,5,1,7,2,10
177,1,5,9,0,7,2,3,5,3,4,0
178,9,9,7,7,5,0,7,10,4,4,7
179,10,1,0,7,4,5,8,3,10,7,7
180,5,6,4,1,4,2,8,4,0,3,0
181,4,10,5,2,10,3,0,6,3,2,0
182,6,2,7,4,9,3,1,10,9,3,2
183,9,3,2,3,5,3,6,7,3,6,5
184,1,2,8,6,7,4,1,3,8,7,8
185,4,5,10,7,7,2,5,4,2,2,6
186,0,1,9,2,7,5,9,10,5,0,3
187,4,1,0,0,4,4,7,4,7,9,7
188,4,1,8,6,4,4,5,8,3,5,2
189,1,9,0,8,1,4,8,5,1,6,4
190,1,3,8,5,4,8,8,2,8,1,0
191,2,10,8,7,9,5,6,8,2,3,2
192,9,9,4,6,0,9,7,10,6,6,7
193,9,9,7,2,9,9,4,2,9,6,5
194,8,3,2,3,6,4,2,1,10,0,2
195,2,9,3,7,9,5,5,4,9,4,0
196,9,3,0,0,3,5,0,1,8,10,1
197,1,7,9,6,9,4,7,5,4,10,2
198,0,10,6,6,1,9,7,10,4,1,9
199,3,8,10,4,6,6,5,9,8,3,0
200,2,5,6,8,4,1,5,1,9,10,2
201,9,4,9,6,9,2,7,2,9,4,10
202,9,5,6,3,8,7,4,3,4,3,4
203,7,5,8,7,10,5,10,0,0,3,9
204,3,1,8,7,3,6,0,8,1,3,9
205,7,3,1,6,5,9,6,7,6,9,2
206,3,6,2,10,9,1,4,4,10,1,5
207,1,4,4,9,4,0,8,3,10,2,2
208,7,2,6,4,2,8,4,4,8,7,8
209,9,0,10,3,8,3,8,9,6,10,5
210,8,5,6,4,9,0,4,6,5,10,4
211,3,9,5,7,10,0,4,2,2,6,4
212,10,2,2,6,1,3,8,7,5,0,9
213,8,5,10,2,4,2,0,5,8,4,10
214,3,5,3,3,8,1,3,8,0,6,0
215,8,9,2,6,0,8,4,9,1,6,10
216,1,6,4,7,1,1,8,4,0,6,1
217,5,0,4,3,3,6,3,4,2,10,1
218,6,10,10,0,5,5,3,1,6,3,1
219,7,8,6,9,2,9,7,3,9,2,8
220,10,4,8,4,5,1,2,7,7,10,10
221,5,9,3,9,0,8,1,7,6,5,10
222,2,1,1,2,0,2,10,10,1,0,7
223,7,8,9,7,3,2,8,8,5,10,3
224,3,7,7,2,7,5,8,7,3,5,9
225,5,8,4,10,6,1,8,2,8,9,4
226,8,10,8,6,9,3,8,3,0,1,5
227,5,4,7,3,2,1,7,4,10,3,4
228,6,4,3,6,4,10,2,4,8,6,5
229,0,7,8,5,1,1,8,1,1,10,2
230,1,4,4,5,5,6,2,1,8,1,1
231,9,10,10,0,5,3,4,7,1,9,2
232,9,6,7,4,8,3,4,9,2,6,1
233,1,8,3,0,8,8,8,4,0,7,8
234,2,9,10,6,10,7,4,10,0,4,4
235,7,2,0,8,9,3,4,8,9,2,0
