0,1,2,3,4,5,6,7,8,9,10
6,8,10,5,8,5,1,4,3,1,72
1,6,10,0,6,1,1,0,6,4,0
0,10,10,7,10,8,10,8,5,1,80
1,10,10,8,2,10,4,8,10,10,57
2,5,10,2,9,1,10,3,7,8,88
4,5,8,9,2,10,7,10,10,1,60
10,7,10,8,6,1,8,1,9,2,22
2,6,10,5,9,10,4,7,10,8,73
9,6,10,9,1,5,6,7,7,10,0
8,2,8,1,3,1,0,3,8,7,89
3,1,4,5,5,10,0,9,7,0,17
9,4,10,3,3,6,10,2,9,9,48
10,1,10,9,1,0,7,0,10,9,58
4,8,10,2,5,1,1,5,4,4,52
3,9,10,10,10,4,7,5,1,10,0
3,4,10,9,0,1,9,4,0,4,27
3,10,10,2,8,1,1,7,9,7,17
8,10,10,4,1,6,0,0,4,8,0
5,7,10,4,5,10,8,7,8,5,54
2,1,10,4,7,4,6,5,6,10,15
6,8,10,5,1,8,3,0,0,0,33
3,9,10,7,0,7,2,10,3,6,34
6,7,10,2,6,4,5,2,8,8,83
7,4,10,1,10,0,1,3,2,8,15
2,4,10,9,0,4,5,1,2,6,10
0,1,10,10,0,5,4,8,1,7,14
7,9,10,1,9,6,7,6,0,6,94
4,9,10,10,4,2,6,1,2,9,47
3,9,10,9,5,2,6,9,10,1,14
0,5,10,3,8,4,6,3,9,8,80
9,9,10,1,4,8,9,2,7,6,42
9,8,4,0,7,5,3,0,5,3,25
2,6,10,10,6,1,2,5,4,2,34
0,10,10,0,3,10,0,2,4,5,92
7,7,10,9,8,0,1,6,9,8,68
3,7,10,8,1,4,6,5,9,9,76
6,2,10,1,8,6,5,7,5,4,0
2,2,10,1,0,0,3,2,8,10,44
8,10,10,6,5,7,10,5,4,5,44
10,1,10,1,4,8,6,9,3,0,47
3,6,10,1,9,7,2,3,3,10,66
6,5,10,6,3,1,9,10,5,9,34
8,0,10,0,4,6,2,3,1,7,7
6,9,2,5,4,9,6,1,6,8,34
5,4,10,0,10,0,9,2,0,1,81
3,2,10,1,7,2,1,7,3,0,6
6,10,10,2,3,1,4,1,6,9,12
4,0,10,0,9,2,4,4,0,7,73
8,4,10,7,10,0,8,7,10,9,29
7,9,10,3,4,0,3,8,6,2,65
2,5,10,1,6,5,0,8,5,5,26
5,8,10,6,1,8,9,5,3,10,15
7,0,9,7,0,10,5,0,0,9,60
6,10,10,6,3,9,3,1,5,0,24
1,4,10,1,8,9,6,9,8,0,97
8,8,10,9,8,0,9,9,7,9,36
0,2,10,0,9,1,8,6,6,7,25
9,6,10,5,2,10,6,8,2,5,91
10,1,10,10,4,4,10,8,3,4,51
2,5,10,9,5,10,5,9,0,6,96
1,5,10,3,4,5,10,7,4,7,31
7,9,10,8,7,6,3,4,0,4,58
7,5,10,9,3,1,4,3,3,0,35
9,2,10,6,8,0,5,7,3,4,40
9,8,10,3,10,7,2,9,6,5,58
4,8,6,9,10,3,0,4,3,8,88
4,1,10,5,2,0,0,0,8,3,18
9,1,6,2,1,10,8,9,0,5,29
10,7,10,3,6,10,5,2,1,3,2
0,3,10,3,2,2,8,7,5,5,79
10,6,10,0,10,7,8,2,10,1,61
7,10,10,0,7,5,5,8,1,10,4
6,3,10,4,10,10,0,3,8,7,8
4,7,10,9,8,7,4,3,2,7,29
7,10,10,3,10,2,4,8,1,6,66
10,2,10,6,2,2,1,5,0,9,65
4,3,10,6,2,7,1,3,10,4,100
9,4,10,0,7,9,8,1,5,9,18
10,4,0,9,6,2,7,5,0,10,98
8,5,10,6,8,5,3,6,8,10,82
4,7,10,8,3,1,1,7,6,2,39
2,8,10,2,1,9,5,3,8,8,55
0,3,10,5,3,9,6,8,2,8,27
0,9,10,8,10,4,8,6,0,6,13
1,4,10,4,2,5,5,7,3,7,42
2,0,10,4,7,5,5,7,1,6,5
0,2,10,7,2,6,1,9,1,0,35
8,4,10,1,7,10,9,2,4,8,61
2,2,10,7,2,6,6,7,6,9,64
8,3,10,9,10,6,3,10,7,10,57
7,8,10,9,4,0,10,2,4,10,17
8,4,10,10,2,9,3,1,0,6,41
6,0,4,4,3,3,4,9,0,3,99
