0,1,2,3,4,5,6,7,8,9,10,11,12
,,0,1,10,4,9,2,0,4,9,3,0.0
2.0,,9,8,9,6,2,10,2,10,10,7,4.5
6.0,1.0,9,6,7,7,7,7,9,0,9,8,9.0
10.0,0.0,5,2,2,1,2,1,2,10,0,1,1.0
8.75,3.0,3,4,4,0,4,4,10,3,0,5,9.0
7.5,3.3333333333333335,6,9,5,7,5,3,0,2,6,8,9.333333333333334
6.25,3.6666666666666665,7,9,0,1,7,3,0,3,2,10,9.666666666666666
5.0,4.0,4,6,10,1,10,1,3,10,10,6,10.0
0.0,5.0,2,3,1,1,2,7,2,0,8,0,0.0
9.0,6.0,3,8,9,10,2,9,9,1,7,2,0.25
9.0,7.0,0,0,7,0,0,2,2,8,10,0,0.5
9.0,1.0,3,6,2,7,0,9,0,4,3,7,0.75
9.0,3.0,2,4,8,6,10,10,9,7,1,4,1.0
1.0,3.5,8,6,8,2,10,10,5,10,7,1,2.0
9.0,4.0,6,1,1,8,5,9,8,6,0,3,3.0
6.0,4.5,9,5,10,0,4,0,3,8,0,10,4.0
5.666666666666667,5.0,8,4,2,6,5,3,7,7,4,8,5.0
5.333333333333333,6.0,0,0,2,6,3,2,10,1,9,6,2.0
5.0,7.0,5,5,7,8,1,9,8,1,3,7,3.0
2.0,8.0,9,4,1,8,9,4,9,6,4,5,4.5
9.0,9.0,1,8,4,2,7,1,9,10,4,2,6.0
10.0,7.833333333333333,9,8,6,2,6,9,10,0,5,2,5.0
0.0,6.666666666666666,1,8,10,5,1,7,9,4,2,4,4.0
0.5,5.5,7,4,4,6,9,5,3,3,3,3,3.0
1.0,4.333333333333333,10,6,8,2,1,8,2,9,5,5,4.5
0.0,3.166666666666666,5,5,1,9,2,5,8,3,2,9,6.0
0.14285714285714285,2.0,8,9,3,9,3,5,5,0,4,6,9.0
0.2857142857142857,4.333333333333334,2,6,8,5,7,8,2,0,1,3,5.0
0.42857142857142855,6.666666666666667,6,10,1,7,3,1,1,9,5,1,7.5
