,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,4,22,65,1,21,4,0,16,83,9,31,77,68,48,41
1,4,17,55,3,50,4,3,25,12,2,68,32,40,13,47
2,3,38,98,0,37,2,9,17,55,10,27,11,21,58,76
3,2,72,49,9,65,9,1,27,38,0,53,61,67,65,50
4,1,84,49,4,55,1,4,67,95,3,93,47,32,87,31
5,10,94,64,8,76,1,9,46,21,3,39,34,24,60,46
6,9,68,42,3,47,7,10,41,50,10,48,70,98,77,83
7,6,55,15,7,39,8,8,23,34,8,37,62,10,27,78
8,4,60,29,7,66,7,9,43,19,2,35,35,100,90,25
9,9,24,41,5,25,6,1,62,73,2,71,15,34,40,26
10,2,47,58,3,72,3,1,24,15,3,12,72,21,34,17
11,9,75,66,1,12,6,0,65,73,6,11,66,18,41,25
12,6,24,98,10,35,5,9,93,76,3,98,13,63,46,34
13,10,32,90,1,37,6,7,78,10,5,61,83,49,88,17
14,7,39,24,3,29,2,4,21,71,5,48,51,16,76,27
15,9,77,86,9,54,10,8,36,46,5,63,27,23,74,99
16,4,40,85,5,36,10,5,58,72,0,71,42,99,53,29
17,6,31,45,8,45,3,3,82,41,2,46,29,32,17,25
18,9,65,94,0,42,2,4,40,37,8,10,30,32,84,66
19,1,83,38,10,38,3,4,17,72,8,60,98,49,81,100
20,8,12,50,1,23,8,4,56,71,2,60,19,79,16,63
21,6,35,44,3,69,6,1,67,70,4,35,34,81,36,45
22,0,69,23,5,78,10,6,53,34,8,71,62,73,11,27
23,6,69,91,8,84,3,9,83,28,4,95,44,49,80,82
24,4,30,48,3,95,10,6,60,19,8,48,96,27,9,99
25,6,16,92,7,13,6,4,85,45,3,59,17,65,78,47
26,3,93,15,6,18,6,0,59,70,8,32,23,80,76,78
27,4,92,53,3,74,5,10,66,22,7,56,77,11,95,36
28,7,46,43,2,29,2,5,68,57,9,48,75,43,35,81
29,0,47,98,0,19,10,1,84,100,9,79,62,22,93,54
30,3,40,72,4,26,9,8,83,42,4,75,73,18,35,96
31,10,48,45,0,53,6,8,86,82,10,96,67,23,30,13
32,4,46,65,10,67,8,4,55,33,6,58,29,25,12,28
33,9,73,25,4,100,2,6,45,27,9,69,61,99,80,20
34,4,25,95,7,61,9,3,46,22,2,71,54,33,33,13
35,9,36,46,5,18,3,1,54,71,6,48,41,15,75,13
36,5,79,62,5,63,8,9,93,37,1,25,64,12,71,96
37,7,70,19,8,50,1,6,71,32,10,84,44,50,57,48
38,7,79,33,0,58,2,4,95,96,6,52,43,78,9,64
39,4,78,90,7,82,4,1,62,95,6,41,64,69,9,34
40,8,59,15,0,18,9,5,63,95,9,22,89,15,77,27
41,10,39,82,0,9,3,8,26,78,8,62,75,35,82,54
42,2,28,15,3,56,2,8,72,49,10,42,82,20,46,47
43,8,69,42,9,52,2,9,66,33,9,98,68,39,95,77
44,5,36,66,6,45,0,6,64,24,1,33,9,98,99,52
45,0,50,57,4,15,8,10,67,90,0,92,45,99,36,26
46,3,91,20,5,96,0,7,35,47,3,72,40,61,46,90
47,9,41,19,7,35,10,0,10,68,7,38,23,60,10,46
48,4,66,67,7,64,7,1,79,30,10,38,33,34,38,19
49,6,10,60,0,22,4,10,62,90,10,37,60,82,99,35
50,7,24,81,1,33,7,3,87,86,5,28,52,77,31,64
51,2,63,94,1,59,3,0,14,9,7,86,48,72,30,31
52,4,77,61,4,76,5,1,65,15,0,84,68,54,10,51
53,7,46,30,6,9,8,3,34,95,3,14,94,43,99,28
54,8,78,34,1,33,2,4,46,19,9,39,31,80,37,50
55,9,78,39,5,99,9,9,66,19,8,17,53,55,17,32
56,10,92,16,2,45,7,9,48,23,2,32,92,65,34,77
57,7,96,41,10,86,1,3,46,53,3,38,49,68,69,91
58,3,31,36,10,74,9,0,38,17,9,99,77,52,21,25
59,5,18,20,8,84,5,9,10,96,9,32,49,39,18,64
60,5,57,16,3,74,10,9,83,9,10,84,85,20,98,78
61,4,78,60,9,80,4,1,85,40,3,72,54,46,68,42
62,3,36,77,7,96,1,5,100,84,7,91,17,12,46,19
63,6,75,63,7,73,0,1,63,98,0,11,15,54,37,97
64,7,78,11,10,62,3,6,68,61,9,19,95,33,17,41
65,8,55,85,2,97,7,2,100,54,9,79,9,33,73,12
66,2,32,88,9,93,5,5,100,51,9,81,28,22,44,55
67,8,11,94,8,15,4,1,47,91,2,56,22,100,81,69
68,6,80,47,1,57,0,10,87,25,8,75,96,86,55,43
69,2,87,57,9,60,10,0,57,54,7,64,44,99,72,100
70,5,70,91,7,71,3,6,43,63,9,82,21,89,94,93
71,6,80,77,3,64,4,2,88,49,10,23,41,90,65,70
72,1,40,69,4,37,3,5,40,79,6,10,39,36,54,75
73,7,59,63,0,49,7,0,9,55,5,64,77,50,31,77
74,6,72,37,3,89,1,0,29,51,0,58,53,96,29,63
75,9,70,49,3,87,4,9,37,48,1,79,44,48,79,67
76,9,82,72,1,80,5,4,51,57,5,80,26,72,55,28
77,6,68,53,4,32,0,0,93,63,1,92,42,99,17,23
78,8,37,29,5,24,3,8,57,96,7,25,74,33,69,98
79,2,29,55,1,25,2,4,85,10,8,94,26,19,97,54
