,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,41,8,26,27,23,6,14,96,39,93,48,54,29,47,34
1,63,6,92,48,41,10,39,43,12,51,45,13,65,77,46
2,37,5,50,91,72,4,89,68,86,59,56,60,97,19,53
3,15,7,66,52,9,2,84,17,35,41,86,29,84,75,34
4,44,2,50,61,32,4,57,78,62,78,90,11,35,49,29
5,34,1,78,16,84,6,62,74,74,84,37,60,87,37,45
6,88,6,36,14,34,7,94,33,12,18,55,73,11,22,72
7,34,2,54,60,24,7,12,98,97,80,23,39,19,34,72
8,26,5,55,44,46,3,98,85,52,78,56,68,70,93,31
9,14,5,93,70,88,4,9,75,78,26,77,22,53,15,86
10,51,1,85,56,84,3,43,49,66,52,45,69,78,57,42
11,59,3,85,84,43,5,18,90,28,87,92,91,55,76,63
12,71,0,94,80,94,2,99,73,89,17,18,25,22,84,80
13,61,2,62,34,23,4,63,66,44,70,73,49,21,43,15
14,82,4,78,79,17,8,48,88,67,30,12,15,26,41,14
15,99,0,77,49,71,10,80,67,69,18,50,12,38,49,49
16,84,0,13,14,78,6,12,62,46,48,18,10,10,93,9
17,65,7,32,52,83,10,89,77,44,13,19,45,46,66,98
18,50,5,54,44,88,6,52,29,51,18,68,35,26,68,28
19,28,7,86,54,84,0,42,65,19,99,10,37,83,88,65
20,56,8,80,58,95,0,76,45,16,70,41,87,28,52,14
21,92,10,44,53,56,2,98,77,58,24,74,33,77,16,25
22,78,1,17,68,80,4,52,99,16,53,58,61,36,80,24
23,93,2,56,97,51,7,13,57,96,52,99,27,100,11,39
24,85,7,70,57,72,4,65,61,23,75,84,59,88,94,56
25,36,8,25,67,96,10,89,30,19,76,77,60,58,68,78
26,98,0,82,91,40,3,99,32,95,68,19,38,36,87,43
27,52,4,65,52,33,7,18,74,66,100,63,55,76,73,12
28,19,9,25,55,85,5,92,85,87,55,72,33,87,34,20
29,77,1,27,14,60,3,76,32,45,46,30,68,94,67,86
30,85,4,61,91,85,0,34,73,15,31,14,36,48,79,31
31,14,7,82,52,52,5,84,78,60,62,19,68,57,66,84
32,50,5,88,24,25,3,81,33,94,48,71,93,16,66,90
33,95,2,31,85,79,0,30,59,56,36,22,76,84,62,56
34,71,5,36,25,76,6,62,34,21,34,47,67,79,23,62
35,52,5,74,92,31,2,34,87,97,14,29,21,77,99,89
36,73,4,15,35,70,3,64,74,90,13,98,34,32,74,37
37,15,3,83,28,97,5,35,62,88,59,70,32,65,12,18
38,78,4,12,88,50,6,57,96,75,61,72,32,96,9,19
39,45,0,73,19,58,5,51,56,44,21,63,89,29,14,84
40,98,9,91,82,76,3,26,15,40,72,57,32,31,38,28
41,68,3,44,46,97,6,22,86,79,36,11,10,78,25,67
42,10,6,68,97,86,6,95,80,55,69,80,18,98,31,64
43,83,9,100,54,81,6,41,10,70,79,56,39,63,48,46
44,68,2,88,85,11,9,43,94,13,99,40,37,80,25,66
45,12,0,73,54,79,9,81,40,63,28,62,24,72,31,100
46,33,2,86,42,83,7,47,65,77,40,46,48,30,30,20
47,21,3,62,84,75,3,9,31,41,51,36,92,92,78,84
48,47,9,82,71,90,5,90,50,82,71,9,19,66,33,77
49,12,8,20,19,81,0,30,92,82,95,67,49,35,41,36
50,51,3,61,73,59,3,62,26,63,84,91,99,28,100,100
51,70,1,36,80,35,5,43,97,35,71,60,50,30,39,22
52,51,2,33,95,74,5,33,68,16,16,46,37,61,17,73
53,76,2,26,30,9,7,68,17,22,63,31,39,33,72,56
54,76,5,90,74,90,0,30,26,68,77,15,34,49,65,16
55,92,4,82,58,12,4,99,66,24,17,81,72,80,61,56
56,92,0,28,78,44,2,61,74,66,84,71,76,13,40,75
57,25,10,85,100,73,7,76,71,70,82,84,84,81,75,86
58,30,6,51,37,43,7,94,63,72,21,96,17,39,42,83
59,69,1,62,76,79,6,50,93,61,98,75,100,61,89,39
60,54,0,70,78,50,10,38,83,71,23,70,64,27,95,53
61,38,0,99,29,66,9,42,65,17,95,83,71,73,83,72
62,33,5,47,17,9,9,21,93,77,34,94,58,57,84,28
63,71,0,67,34,72,0,28,80,18,99,41,64,98,74,34
64,28,9,49,20,20,8,33,82,12,80,93,87,77,47,40
65,11,7,63,75,29,2,86,41,93,88,53,15,46,77,20
66,11,4,18,89,50,2,36,47,49,35,43,9,88,20,77
67,65,10,41,70,58,9,53,96,17,27,35,37,43,90,25
68,98,1,91,11,64,1,94,15,68,74,84,94,74,28,73
69,67,10,72,51,29,3,77,26,85,54,69,14,79,34,53
70,81,4,73,61,33,1,67,26,23,23,49,50,12,82,97
71,64,0,45,82,40,3,28,59,97,37,11,20,59,87,48
72,68,9,23,12,71,9,89,78,48,18,35,40,46,51,77
73,60,4,35,47,78,2,98,44,92,46,46,26,76,27,97
74,59,8,85,25,91,0,12,34,86,36,18,94,67,15,63
75,92,7,9,28,94,5,100,68,30,23,48,75,24,28,50
