,0,1,2,3,4,5
0,2,71,4,1,17,11
1,6,59,26,10,23,42
2,38,5,21,2,44,52
3,76,47,48,9,79,76
4,35,54,72,0,4,8
5,73,23,69,5,16,15
6,44,4,26,3,15,66
7,17,50,69,9,82,7
8,5,82,58,3,31,55
9,51,23,27,7,81,15
10,23,19,43,3,47,70
11,2,51,25,3,45,18
12,98,69,18,5,92,68
13,16,15,47,4,14,28
14,98,6,6,10,11,23
15,3,28,27,1,65,93
16,26,44,40,0,75,65
17,62,4,72,5,86,1
18,23,93,17,1,14,16
19,60,77,42,1,75,48
20,81,93,11,7,80,91
21,20,76,91,1,81,94
22,85,97,91,1,47,89
23,37,95,99,4,33,2
24,0,60,31,3,50,66
25,24,5,56,6,34,38
26,46,26,36,3,89,33
27,70,25,4,9,68,32
28,24,24,17,5,48,33
29,76,58,7,2,45,72
30,66,89,55,3,88,77
31,39,72,55,1,47,55
32,13,99,1,0,81,86
33,90,94,51,0,72,85
34,13,35,1,7,100,23
35,41,74,68,2,84,97
36,61,57,84,7,2,34
37,56,74,23,10,8,21
38,24,34,94,6,33,4
39,58,81,87,8,61,68
40,99,47,13,0,94,88
41,7,69,81,9,95,19
42,22,66,12,2,47,90
43,8,67,94,9,33,70
44,20,44,99,10,57,66
45,51,97,5,6,36,25
46,82,21,91,7,50,57
47,48,52,16,3,10,87
48,31,78,34,10,56,61
49,75,85,61,6,89,61
50,3,38,66,8,7,2
51,19,43,76,3,13,71
52,16,4,28,6,93,5
53,1,48,89,2,3,70
54,19,8,49,7,1,67
55,82,66,13,4,4,15
56,4,6,2,8,14,32
57,16,93,62,6,41,32
58,58,64,82,3,21,27
59,51,86,39,6,35,9
60,74,77,31,1,58,33
61,41,60,7,4,84,4
62,49,46,65,4,74,34
63,54,88,6,7,37,34
64,9,82,55,1,47,63
65,17,52,6,3,12,60
66,52,43,39,3,42,35
67,29,59,0,7,73,56
68,41,85,91,1,90,15
69,60,99,83,0,50,1
70,41,81,22,7,62,19
71,2,23,23,3,96,36
72,89,18,5,0,79,25
73,58,28,12,7,89,13
74,17,21,18,7,82,69
75,27,79,90,6,57,62
76,60,75,52,9,88,58
77,82,27,49,1,73,57
78,65,0,9,5,78,50
79,94,2,51,8,38,51
80,49,93,38,3,8,43
81,39,61,1,0,65,56
82,9,38,42,3,39,34
83,23,96,44,3,55,87
84,25,22,40,9,38,58
85,18,100,21,5,0,1
86,46,82,45,10,39,87
87,15,12,53,10,72,27
88,19,79,41,10,93,12
89,45,42,27,1,76,8
90,57,51,88,2,70,96
91,58,39,66,10,56,46
92,7,16,83,10,85,20
93,8,87,41,7,14,18
94,17,74,81,0,97,85
95,40,25,73,3,61,43
96,64,52,40,3,75,59
97,52,1,14,3,80,96
98,42,19,29,1,0,14
99,73,70,50,3,42,28
100,31,92,96,4,76,6
101,58,19,79,8,35,90
102,83,82,72,4,87,90
103,73,2,40,0,59,40
104,73,11,47,7,57,75
105,65,22,29,10,97,65
106,65,68,80,2,48,79
107,78,37,68,2,9,32
108,87,56,87,8,67,46
109,30,62,51,5,80,38
110,4,0,5,10,44,5
111,90,100,4,1,38,25
112,88,5,77,4,67,48
113,20,2,37,8,0,12
114,48,51,47,2,83,51
115,66,37,8,3,59,94
116,10,80,56,0,7,56
117,70,34,1,1,68,8
118,25,1,38,2,53,17
119,61,17,62,10,70,7
120,75,60,19,9,16,95
121,47,68,4,3,75,31
122,93,74,49,7,83,71
123,94,49,22,4,14,42
124,49,52,44,7,69,54
125,18,36,31,7,73,87
126,70,27,20,1,32,40
127,80,98,92,6,42,11
128,3,58,45,1,43,16
129,87,18,63,9,79,71
130,19,51,100,2,50,71
131,22,77,3,2,50,20
132,31,71,38,2,74,100
133,71,7,27,5,6,72
134,89,50,45,5,6,9
135,60,26,28,6,92,75
136,17,40,26,6,79,49
137,55,68,20,6,52,58
138,50,43,64,7,52,67
139,63,99,99,9,40,66
140,68,96,16,9,64,40
141,41,19,97,8,61,75
142,67,21,97,9,32,84
143,59,21,99,8,54,17
144,31,82,32,5,26,56
145,11,72,100,8,9,64
