,0,1,2,3,4,5
0,4,10,0,0,4,1
1,9,5,7,0,5,4
2,2,6,6,10,4,1
3,8,9,1,5,4,5
4,8,6,0,2,3,6
5,4,1,2,4,9,0
6,0,3,10,4,3,8
7,0,1,3,9,9,7
8,10,7,10,0,4,6
9,9,4,7,4,1,0
10,5,10,7,3,0,4
11,2,2,3,3,6,6
12,3,2,10,9,0,7
13,5,10,7,6,0,6
14,4,6,8,10,3,3
15,5,9,4,2,9,6
16,4,6,6,10,3,6
17,7,7,0,9,7,1
18,3,8,10,3,8,3
19,6,2,4,4,2,1
20,6,6,6,5,3,1
21,4,10,10,10,0,2
22,7,6,7,7,1,0
23,7,4,6,2,4,9
24,0,10,0,6,10,0
25,0,6,8,6,1,4
26,6,1,2,10,3,5
27,10,3,0,5,0,3
28,7,2,8,10,9,5
29,9,10,9,0,1,7
30,6,10,7,10,6,5
31,10,7,1,9,6,7
32,3,7,4,8,2,9
33,3,8,5,6,0,4
34,6,7,1,3,9,6
35,7,5,6,0,3,5
36,1,0,3,8,7,3
37,5,2,1,2,4,3
38,0,1,10,2,2,0
39,9,10,4,4,3,0
40,8,4,1,8,1,8
41,9,2,0,1,7,10
42,1,10,10,0,8,0
43,1,9,4,9,0,8
44,10,7,0,2,3,1
45,7,5,2,5,5,5
46,3,9,10,8,0,0
47,4,0,0,3,9,10
48,3,7,10,3,5,4
49,0,2,0,6,9,6
50,9,3,3,7,1,1
51,3,0,5,6,7,8
52,10,5,7,8,7,2
53,0,9,3,6,4,10
54,9,8,5,9,3,7
55,3,0,3,2,4,2
56,6,4,10,7,10,2
57,5,6,3,9,5,9
58,1,10,3,5,8,8
59,3,0,9,3,5,9
60,6,4,0,4,7,1
61,0,7,10,4,6,1
62,0,1,5,0,8,1
63,1,10,2,10,5,7
64,4,6,1,0,1,10
65,8,7,9,9,9,1
66,4,1,0,8,0,1
67,4,3,5,10,3,6
68,10,7,8,3,3,9
69,8,10,4,4,4,9
70,1,3,4,6,6,8
71,8,10,5,0,8,3
72,7,5,7,5,1,0
73,8,8,9,8,9,5
74,9,7,1,3,9,1
75,2,6,4,2,7,2
76,4,1,2,1,10,10
77,6,7,9,0,0,6
78,3,3,8,2,5,3
79,5,2,1,5,2,7
80,5,3,0,10,4,7
81,3,4,8,1,3,2
82,9,0,0,7,5,0
83,10,8,1,10,3,6
84,7,0,6,7,10,1
85,6,6,4,1,6,9
86,9,9,5,1,6,8
87,10,7,5,5,10,8
88,5,10,9,5,8,0
89,1,9,2,5,4,4
90,1,10,1,5,7,10
91,6,3,3,10,1,0
92,2,5,8,5,4,7
93,8,2,2,9,5,8
94,5,0,3,2,2,8
95,5,1,5,2,4,5
96,8,3,9,10,1,3
97,4,3,5,9,5,8
98,7,7,7,8,10,8
99,8,9,9,1,3,10
100,10,6,9,1,10,9
101,9,10,0,3,0,3
102,1,8,7,7,5,9
103,9,4,10,4,2,3
104,8,10,3,4,3,3
105,6,0,5,2,7,0
106,0,5,1,4,0,8
107,8,6,1,1,0,5
108,1,4,1,3,4,3
109,4,5,3,4,2,8
110,5,5,2,3,3,1
111,5,5,6,3,5,10
112,5,1,9,8,1,0
113,3,1,1,8,1,5
114,6,2,8,10,9,9
115,3,8,0,10,1,3
116,2,10,4,2,1,9
117,6,3,0,7,7,6
118,9,8,10,4,3,5
119,4,3,4,1,10,2
120,3,2,10,5,7,9
121,8,5,4,10,9,2
122,8,10,5,10,6,3
123,9,9,9,5,6,0
124,5,10,9,6,1,2
125,1,2,4,7,3,8
126,5,10,1,6,9,5
127,2,5,4,5,10,8
128,4,9,4,5,0,5
129,1,3,6,8,4,5
130,5,1,9,3,0,9
131,7,9,1,4,2,10
