0,1,2,3,4,5
2,71,4,1,10,11
6,59,26,10,10,42
10,5,21,2,10,52
10,47,48,9,10,76
10,54,72,0,4,8
10,23,69,5,10,15
10,4,26,3,10,66
10,50,69,9,10,7
5,82,58,3,10,55
10,23,27,7,10,15
10,19,43,3,10,70
2,51,25,3,10,18
10,69,18,5,10,68
10,15,47,4,10,28
10,6,6,10,10,23
3,28,27,1,10,93
10,44,40,0,10,65
10,4,72,5,10,1
10,93,17,1,10,16
10,77,42,1,10,48
10,93,11,7,10,91
10,76,91,1,10,94
10,97,91,1,10,89
10,95,99,4,10,2
0,60,31,3,10,66
10,5,56,6,10,38
10,26,36,3,10,33
10,25,4,9,10,32
10,24,17,5,10,33
10,58,7,2,10,72
10,89,55,3,10,77
10,72,55,1,10,55
10,99,1,0,10,86
10,94,51,0,10,85
10,35,1,7,10,23
10,74,68,2,10,97
10,57,84,7,2,34
10,74,23,10,8,21
10,34,94,6,10,4
10,81,87,8,10,68
10,47,13,0,10,88
7,69,81,9,10,19
10,66,12,2,10,90
8,67,94,9,10,70
10,44,99,10,10,66
10,97,5,6,10,25
10,21,91,7,10,57
10,52,16,3,10,87
10,78,34,10,10,61
10,85,61,6,10,61
3,38,66,8,7,2
10,43,76,3,10,71
10,4,28,6,10,5
1,48,89,2,3,70
10,8,49,7,1,67
10,66,13,4,4,15
4,6,2,8,10,32
10,93,62,6,10,32
10,64,82,3,10,27
10,86,39,6,10,9
10,77,31,1,10,33
10,60,7,4,10,4
10,46,65,4,10,34
10,88,6,7,10,34
9,82,55,1,10,63
10,52,6,3,10,60
10,43,39,3,10,35
10,59,0,7,10,56
10,85,91,1,10,15
10,99,83,0,10,1
10,81,22,7,10,19
2,23,23,3,10,36
10,18,5,0,10,25
10,28,12,7,10,13
10,21,18,7,10,69
10,79,90,6,10,62
10,75,52,9,10,58
10,27,49,1,10,57
10,0,9,5,10,50
10,2,51,8,10,51
10,93,38,3,8,43
10,61,1,0,10,56
9,38,42,3,10,34
10,96,44,3,10,87
10,22,40,9,10,58
10,100,21,5,0,1
10,82,45,10,10,87
10,12,53,10,10,27
10,79,41,10,10,12
10,42,27,1,10,8
10,51,88,2,10,96
10,39,66,10,10,46
7,16,83,10,10,20
8,87,41,7,10,18
10,74,81,0,10,85
10,25,73,3,10,43
10,52,40,3,10,59
10,1,14,3,10,96
10,19,29,1,0,14
10,70,50,3,10,28
10,92,96,4,10,6
10,19,79,8,10,90
10,82,72,4,10,90
10,2,40,0,10,40
10,11,47,7,10,75
10,22,29,10,10,65
10,68,80,2,10,79
10,37,68,2,9,32
10,56,87,8,10,46
10,62,51,5,10,38
4,0,5,10,10,5
10,100,4,1,10,25
10,5,77,4,10,48
10,2,37,8,0,12
10,51,47,2,10,51
10,37,8,3,10,94
10,80,56,0,7,56
10,34,1,1,10,8
10,1,38,2,10,17
10,17,62,10,10,7
10,60,19,9,10,95
10,68,4,3,10,31
10,74,49,7,10,71
10,49,22,4,10,42
10,52,44,7,10,54
10,36,31,7,10,87
10,27,20,1,10,40
10,98,92,6,10,11
3,58,45,1,10,16
10,18,63,9,10,71
10,51,100,2,10,71
10,77,3,2,10,20
10,71,38,2,10,100
10,7,27,5,6,72
10,50,45,5,6,9
10,26,28,6,10,75
10,40,26,6,10,49
10,68,20,6,10,58
10,43,64,7,10,67
10,99,99,9,10,66
10,96,16,9,10,40
10,19,97,8,10,75
10,21,97,9,10,84
10,21,99,8,10,17
10,82,32,5,10,56
10,72,100,8,9,64
10,25,36,5,10,87
10,67,91,9,10,2
10,15,31,0,10,24
4,88,93,8,10,5
10,24,16,0,10,42
10,98,75,7,10,13
10,83,95,5,10,31
10,39,20,8,10,92
10,91,93,3,10,35
10,12,10,1,10,2
10,38,38,4,10,71
10,32,85,0,10,80
10,19,65,6,10,9
10,81,77,9,10,100
10,45,38,1,10,87
