,0,1,2,3,4,5,6,7,8,9,10,11
0,8,,,3,4,10,8,9,6.0,4,9.0,0
1,1,,,4,3,8,10,0,4.0,8,,6
2,4,,1.0,4,4,5,9,9,9.0,2,1.0,4
3,4,1.0,,1,0,5,4,10,7.0,7,,8
4,10,1.0,,3,9,2,10,0,2.0,6,10.0,8
5,5,,,1,0,3,10,2,,10,,8
6,9,3.0,4.0,6,10,4,3,3,,6,,8
7,10,5.0,,5,1,4,8,7,,6,,9
8,7,4.0,5.0,0,3,0,9,8,,7,5.0,7
9,5,,1.0,8,5,4,10,5,1.0,7,,3
10,0,8.0,,10,4,8,5,9,0.0,1,4.0,6
11,1,,4.0,6,1,3,9,0,,8,,9
12,0,3.0,5.0,1,0,3,1,6,,0,9.0,0
13,0,,,5,6,7,9,6,10.0,6,5.0,1
14,7,,3.0,10,9,2,10,0,7.0,2,3.0,10
15,10,8.0,,5,4,2,6,0,7.0,8,,6
16,8,,,2,8,8,3,6,,5,3.0,6
17,9,6.0,,0,4,5,4,4,7.0,7,,7
18,3,0.0,5.0,5,1,4,4,2,,4,6.0,2
19,9,7.0,,9,3,4,9,5,1.0,2,,2
20,1,,8.0,5,10,3,10,9,,3,,9
21,2,,,5,7,2,10,1,,8,8.0,5
22,10,6.0,,5,4,3,5,4,,6,10.0,5
23,3,,,10,7,0,1,5,,2,,6
24,7,7.0,,9,3,6,1,3,1.0,4,7.0,5
25,6,,,9,6,10,3,8,,0,6.0,1
26,3,,0.0,5,3,7,5,7,2.0,9,,8
27,1,,4.0,6,6,10,5,5,,7,9.0,0
28,0,5.0,2.0,10,3,7,6,10,3.0,8,,2
29,8,,9.0,6,9,5,2,7,6.0,6,2.0,3
30,3,0.0,,8,6,8,9,10,9.0,4,1.0,4
31,2,,,10,5,2,8,0,,2,,0
32,9,6.0,2.0,5,5,6,10,9,5.0,7,,10
33,6,6.0,3.0,0,3,1,3,5,8.0,9,,1
34,2,,,0,0,2,10,4,10.0,5,,0
35,9,8.0,,2,7,6,6,1,10.0,2,,10
36,6,,,3,4,4,3,6,4.0,0,6.0,4
