,0,1,2,3,4,5,6,7,8,9,10,11
0,1,6,8,2,9,0,10,8,7,2,8,1
1,7,8,9,2,3,9,4,5,5,1,9,6
2,10,0,8,6,9,6,9,6,5,3,3,10
3,3,7,10,4,0,10,5,3,7,4,4,0
4,8,7,8,2,8,6,0,7,5,6,6,7
5,6,3,3,7,1,1,5,10,7,0,3,8
6,3,10,3,1,10,9,4,2,3,9,5,8
7,9,9,4,4,5,0,4,5,5,1,5,5
8,6,4,3,0,3,2,1,0,2,5,7,9
9,8,9,8,9,10,5,4,4,8,4,8,0
10,0,10,3,1,4,2,3,9,7,6,5,3
11,0,7,6,1,8,10,6,1,8,1,3,8
12,4,5,6,5,5,1,0,7,1,0,1,2
13,10,2,0,10,2,3,0,10,6,8,2,6
14,10,4,0,2,7,3,4,5,8,8,3,10
15,4,5,2,6,8,3,5,9,1,5,7,5
16,4,0,8,9,2,4,8,2,7,9,8,10
17,6,3,0,5,8,5,9,2,1,5,9,6
18,9,9,0,0,8,6,6,6,4,10,8,9
19,10,10,7,4,0,10,5,9,4,10,3,9
20,9,4,9,8,5,6,6,8,8,4,10,9
21,0,4,6,10,6,2,9,3,8,1,0,9
22,0,6,9,9,8,4,8,6,7,0,10,8
23,5,4,3,9,8,3,8,9,6,4,5,0
24,1,8,3,9,2,1,1,4,0,8,5,10
25,4,1,4,0,10,10,7,10,8,5,1,10
26,6,3,9,4,6,1,6,4,4,4,2,6
27,5,8,5,9,9,4,9,7,10,2,8,4
28,6,8,3,7,6,2,10,6,10,8,10,10
29,0,5,10,6,1,1,4,2,2,2,9,0
30,1,0,5,10,6,6,7,5,5,9,8,4
31,8,0,7,6,4,4,7,10,2,3,3,4
32,9,10,6,2,10,7,6,5,4,1,4,9
33,5,2,3,2,10,10,8,2,4,3,2,5
34,9,6,7,8,8,0,5,2,7,0,0,2
35,5,2,6,9,4,2,2,0,8,4,1,9
36,5,1,9,3,3,10,0,5,5,4,4,0
37,5,6,9,3,1,10,1,7,10,5,1,8
38,6,8,1,3,6,10,6,3,8,1,7,6
39,6,10,10,9,7,1,2,1,0,8,3,0
40,6,1,10,4,9,4,4,7,3,10,5,8
41,6,2,0,9,8,7,2,7,10,1,9,8
42,0,0,6,1,5,1,6,3,6,3,0,8
43,3,2,4,7,1,8,8,0,9,8,0,6
44,1,0,2,8,0,8,8,7,6,0,3,8
45,8,0,7,10,7,5,8,2,7,5,7,9
46,2,6,5,0,6,0,4,8,4,9,7,5
47,2,3,0,1,6,8,9,4,0,0,8,0
48,6,7,8,1,9,6,6,6,2,0,9,8
49,0,9,4,8,7,3,7,1,0,1,4,1
50,6,5,5,7,1,3,5,5,9,7,4,4
51,5,5,6,6,3,7,7,7,1,4,4,8
52,1,0,7,2,7,2,6,1,6,10,4,2
53,3,5,7,4,8,6,4,4,9,10,3,3
54,4,3,10,2,0,8,9,0,7,6,4,2
55,4,7,8,2,0,5,3,4,4,7,5,2
56,6,9,6,4,8,1,0,2,8,8,4,0
57,6,7,10,8,10,0,8,0,5,6,5,0
58,7,8,0,2,3,9,9,2,1,8,4,2
59,8,8,9,10,0,0,9,7,5,10,3,4
60,6,2,10,9,5,5,1,10,5,10,4,3
61,8,1,0,5,9,6,1,1,6,10,3,3
62,7,9,9,10,7,9,1,9,1,10,0,2
63,0,1,10,5,8,0,8,0,2,3,1,1
64,0,4,9,9,6,6,1,0,10,9,6,7
65,0,3,2,4,1,8,4,0,1,1,8,5
66,6,1,6,8,8,8,1,5,8,4,6,9
67,6,0,2,1,10,1,0,7,6,5,10,7
