0,1,2,3,4,5,6,7,8,9,10,11
8,,,3,4,10,8,9,6.0,4,9.0,0
1,,,4,3,8,10,0,4.0,8,5.0,6
4,,1.0,4,4,5,9,9,9.0,2,1.0,4
4,1.0,1.75,1,0,5,4,10,7.0,7,5.5,8
10,1.0,2.5,3,9,2,10,0,2.0,6,10.0,8
5,2.0,3.25,1,0,3,10,2,1.8,10,8.75,8
9,3.0,4.0,6,10,4,3,3,1.6,6,7.5,8
10,5.0,4.5,5,1,4,8,7,1.4,6,6.25,9
7,4.0,5.0,0,3,0,9,8,1.2,7,5.0,7
5,6.0,1.0,8,5,4,10,5,1.0,7,4.5,3
0,8.0,2.5,10,4,8,5,9,0.0,1,4.0,6
1,5.5,4.0,6,1,3,9,0,3.3333333333333335,8,6.5,9
0,3.0,5.0,1,0,3,1,6,6.666666666666667,0,9.0,0
0,4.666666666666667,4.0,5,6,7,9,6,10.0,6,5.0,1
7,6.333333333333334,3.0,10,9,2,10,0,7.0,2,3.0,10
10,8.0,3.5,5,4,2,6,0,7.0,8,3.0,6
8,7.0,4.0,2,8,8,3,6,7.0,5,3.0,6
9,6.0,4.5,0,4,5,4,4,7.0,7,4.5,7
3,0.0,5.0,5,1,4,4,2,4.0,4,6.0,2
9,7.0,6.5,9,3,4,9,5,1.0,2,6.666666666666667,2
1,6.666666666666667,8.0,5,10,3,10,9,1.0,3,7.333333333333333,9
2,6.333333333333333,6.666666666666667,5,7,2,10,1,1.0,8,8.0,5
10,6.0,5.333333333333334,5,4,3,5,4,1.0,6,10.0,5
3,6.5,4.0,10,7,0,1,5,1.0,2,8.5,6
7,7.0,2.666666666666667,9,3,6,1,3,1.0,4,7.0,5
6,6.5,1.333333333333334,9,6,10,3,8,1.5,0,6.0,1
3,6.0,0.0,5,3,7,5,7,2.0,9,7.5,8
1,5.5,4.0,6,6,10,5,5,2.5,7,9.0,0
0,5.0,2.0,10,3,7,6,10,3.0,8,5.5,2
8,2.5,9.0,6,9,5,2,7,6.0,6,2.0,3
3,0.0,6.666666666666666,8,6,8,9,10,9.0,4,1.0,4
2,3.0,4.333333333333333,10,5,2,8,0,7.0,2,1.8333333333333335,0
9,6.0,2.0,5,5,6,10,9,5.0,7,2.666666666666667,10
6,6.0,3.0,0,3,1,3,5,8.0,9,3.5,1
2,7.0,4.75,0,0,2,10,4,10.0,5,4.333333333333334,0
9,8.0,6.5,2,7,6,6,1,10.0,2,5.166666666666667,10
6,5.333333333333334,8.25,3,4,4,3,6,4.0,0,6.0,4
