0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
75,7,28,10,62,64,54,62,7,69,59,2,91,80,6
35,10,26,5,72,31,84,72,1,18,99,7,18,98,7
74,3,9,7,90,79,86,45,1,38,15,10,40,83,4
97,9,92,0,40,72,71,48,10,43,72,9,75,47,4
33,4,30,10,85,26,61,26,4,50,12,7,42,9,2
55,0,13,3,27,74,21,97,3,47,84,8,30,31,9
39,8,88,5,9,69,97,91,1,73,78,9,9,57,8
46,2,65,6,38,71,11,61,4,60,42,7,52,25,5
85,5,22,0,78,27,69,98,3,37,41,3,47,80,1
43,7,36,2,40,49,39,82,10,19,85,2,47,45,4
96,0,48,4,14,92,27,79,3,80,24,6,87,30,8
95,3,79,3,24,57,66,85,9,11,25,4,32,87,6
89,9,57,6,35,56,20,66,0,22,63,2,20,55,2
66,8,94,1,28,94,23,33,6,20,87,10,9,29,0
69,10,51,4,54,69,68,59,7,84,15,9,57,26,8
93,4,55,2,46,100,65,81,7,21,21,2,67,53,0
91,4,73,4,62,61,17,99,9,72,17,9,87,92,5
12,8,62,4,20,87,23,30,4,20,22,1,64,25,0
28,9,92,5,84,72,34,74,8,24,93,9,15,13,9
23,6,28,9,12,90,68,63,5,22,76,10,35,17,2
20,2,69,5,46,14,91,83,1,28,96,5,70,15,6
66,7,31,3,81,99,31,92,9,19,73,9,13,24,7
21,1,63,8,53,61,81,51,3,66,61,10,96,92,9
81,7,28,6,39,47,33,95,10,100,94,4,89,46,3
10,9,22,10,64,77,24,74,5,18,75,0,49,49,3
84,8,90,9,31,44,57,9,10,52,36,6,18,92,5
41,0,77,3,61,92,91,44,0,25,25,7,16,53,4
37,5,94,0,63,36,81,62,2,79,81,0,56,62,8
76,1,96,9,9,55,21,85,5,14,66,6,97,20,1
65,1,99,5,89,22,17,98,9,46,23,7,79,92,1
13,9,100,5,62,60,17,44,10,34,54,6,64,44,3
45,8,65,1,78,15,16,54,1,65,80,6,50,55,6
67,10,44,8,10,25,33,57,8,42,41,4,74,51,10
59,2,94,2,92,44,92,100,9,74,36,6,13,49,1
57,4,31,10,49,13,61,80,9,51,53,3,83,66,2
15,8,15,4,84,69,94,14,8,49,30,1,87,100,3
50,5,36,10,53,29,50,31,8,59,69,0,80,74,3
77,1,98,4,33,67,61,93,6,12,69,2,88,68,1
22,0,39,6,9,42,90,89,9,76,93,2,31,58,5
33,0,89,0,39,59,36,45,9,65,49,1,79,57,3
97,4,48,9,23,88,53,78,9,68,12,0,39,71,10
53,8,32,5,17,100,34,11,4,67,62,6,13,15,3
72,9,48,2,83,22,85,70,5,35,56,6,89,38,7
43,8,95,0,98,14,78,73,0,57,58,7,52,55,2
16,3,65,10,30,83,72,42,1,17,56,1,93,78,2
56,4,86,9,60,40,45,80,5,78,53,3,52,37,7
54,3,90,2,21,28,100,93,4,68,90,3,42,21,9
55,8,56,4,72,39,35,45,8,23,24,9,11,66,8
24,7,12,10,51,69,17,52,0,99,57,4,81,29,9
82,7,41,5,58,69,32,51,10,23,100,4,30,70,3
21,1,30,1,28,46,63,36,7,69,47,5,100,39,0
97,7,39,8,37,78,68,55,5,91,57,7,92,20,0
45,4,77,8,54,17,73,72,10,17,22,1,70,93,6
71,1,15,2,79,64,59,51,10,66,52,7,94,27,1
16,3,73,6,20,32,76,51,9,59,37,6,25,98,9
65,6,43,9,54,100,17,93,10,95,72,3,32,50,4
47,4,64,2,43,34,70,25,8,73,22,3,96,21,0
60,6,27,8,26,40,33,85,6,62,89,10,25,15,5
78,8,29,1,50,60,32,56,7,29,52,2,98,72,7
47,3,34,7,81,81,10,96,9,61,34,3,9,60,3
11,3,98,3,47,29,33,65,6,36,75,7,78,52,8
40,5,10,1,87,75,61,82,7,74,93,7,27,27,0
37,1,87,8,62,69,88,66,5,44,24,3,46,31,6
