0,1,2,3,4,5,6,7,8,9,10,11
,,1.0,6.0,7.0,1.0,9.0,,10.0,,,2.0
3.0,,1.0,5.0,6.666666666666667,10.0,3.0,,5.5,,,9.0
3.2,9.0,0.0,7.0,6.333333333333333,9.5,3.2857142857142856,0.0,1.0,,,10.0
3.4,8.0,4.0,9.0,6.0,9.0,3.571428571428571,2.5,2.0,1.0,,2.0
3.6,7.0,4.333333333333333,7.666666666666667,5.0,6.0,3.857142857142857,5.0,4.5,10.0,,6.0
3.8,6.0,4.666666666666667,6.333333333333334,4.0,3.5,4.142857142857142,7.5,7.0,6.0,,6.0
4.0,4.0,5.0,5.0,5.0,1.0,4.428571428571429,10.0,0.0,2.0,0.0,8.0
4.0,5.0,0.0,4.0,6.0,2.0,4.714285714285714,7.0,9.0,1.0,1.5,3.0
6.0,8.0,2.0,7.0,7.0,3.0,5.0,4.0,6.0,1.6,3.0,4.0
3.5,6.5,4.0,1.0,8.0,0.0,0.0,3.3333333333333335,3.0,2.2,4.5,5.0
1.0,5.0,4.0,10.0,9.0,1.3333333333333333,1.0,2.666666666666667,0.0,2.8,6.0,6.0
4.0,5.5,4.0,0.0,10.0,2.6666666666666665,1.0,2.0,4.0,3.4,7.5,7.0
6.5,6.0,7.0,2.0,9.0,4.0,0.75,6.0,8.0,4.0,9.0,8.0
9.0,3.0,1.0,2.6666666666666665,0.0,3.0,0.5,8.0,2.0,4.5,6.0,9.0
8.666666666666666,0.0,2.6,3.333333333333333,2.5,2.0,0.25,5.0,9.0,5.0,9.0,5.0
8.333333333333334,8.0,4.2,4.0,5.0,2.0,0.0,3.0,8.0,7.5,7.333333333333333,3.5
8.0,2.0,5.800000000000001,5.5,5.0,2.6666666666666665,7.0,0.0,7.5,10.0,5.666666666666666,2.0
7.25,0.0,7.4,7.0,5.6,3.333333333333333,5.0,0.0,7.0,5.0,4.0,9.0
6.5,3.0,9.0,6.5,6.2,4.0,3.0,0.0,7.25,5.0,3.6666666666666665,6.0
5.75,3.0,8.0,6.0,6.8,6.0,5.5,3.5,7.5,5.0,3.3333333333333335,4.0
5.0,2.25,2.0,5.5,7.4,2.0,8.0,7.0,7.75,5.0,3.0,2.0
5.666666666666667,1.5,3.5,5.0,8.0,2.4285714285714284,6.0,4.0,8.0,5.0,1.0,0.0
6.333333333333333,0.75,5.0,8.0,5.666666666666666,2.857142857142857,4.0,2.666666666666667,6.0,2.0,8.0,0.6666666666666666
7.0,0.0,4.666666666666667,4.5,3.333333333333333,3.2857142857142856,2.0,1.3333333333333335,6.571428571428571,3.5,5.0,1.3333333333333333
5.0,2.0,4.333333333333333,1.0,1.0,3.7142857142857144,0.0,0.0,7.142857142857142,5.0,6.25,2.0
7.0,2.0,4.0,2.0,5.0,4.142857142857142,0.16666666666666666,1.5,7.714285714285714,0.0,7.5,9.0
6.0,2.0,4.0,2.0,5.0,4.571428571428571,0.3333333333333333,3.0,8.285714285714285,10.0,8.75,5.5
4.5,2.0,4.0,7.0,5.0,5.0,0.5,2.0,8.857142857142858,8.8,10.0,2.0
3.0,2.8,3.4,5.333333333333333,3.0,5.5,0.6666666666666666,1.0,9.428571428571429,7.6,10.0,8.0
3.25,3.6,2.8,3.6666666666666665,1.0,6.0,0.8333333333333333,0.0,10.0,6.4,5.0,8.0
3.5,4.4,2.2,2.0,1.0,5.0,1.0,1.6666666666666667,9.0,5.2,0.0,5.0
3.75,5.2,1.6,1.5,1.0,4.0,4.0,3.3333333333333335,6.5,4.0,0.0,4.25
4.0,6.0,1.0,1.0,2.0,3.0,7.0,5.0,4.0,9.0,0.0,3.5
3.75,8.0,5.0,5.0,3.0,2.0,2.0,6.666666666666667,5.5,8.5,3.0,2.75
3.5,3.0,4.666666666666667,9.0,3.3333333333333335,1.0,6.0,8.333333333333334,7.0,8.0,6.0,2.0
3.25,6.0,4.333333333333333,7.5,3.6666666666666665,0.0,4.0,10.0,10.0,9.0,9.0,2.5
3.0,6.0,4.0,6.0,4.0,2.5,3.0,1.0,0.0,8.5,9.333333333333334,3.0
6.0,6.0,3.0,5.5,2.0,5.0,2.0,10.0,7.0,8.0,9.666666666666666,3.571428571428571
7.0,9.0,2.0,5.0,8.0,3.0,3.0,8.75,6.0,8.5,10.0,4.142857142857142
8.0,7.0,4.0,6.5,5.0,2.0,5.0,7.5,5.0,9.0,7.5,4.714285714285714
8.0,5.0,9.0,8.0,2.0,2.0,7.0,6.25,3.0,8.0,5.0,5.285714285714286
8.0,3.0,6.0,9.0,7.0,2.0,5.5,5.0,4.0,7.0,0.0,5.857142857142857
