,0,1,2,3,4,5,6,7,8,9,10,11
0,2,2,4,0,9,7,7,10,1,0,4,0
1,1,9,8,9,3,4,1,7,3,5,2,8
2,1,7,5,10,10,7,0,10,8,0,2,10
3,8,10,4,8,4,8,6,0,6,2,0,9
4,2,9,9,2,7,8,1,4,10,5,8,2
5,1,5,8,7,2,4,5,5,10,5,1,2
6,0,4,9,8,5,7,7,10,5,10,5,10
7,1,9,1,6,2,6,6,3,8,2,8,3
8,7,4,6,4,0,1,4,4,0,6,0,1
9,9,8,9,4,4,7,5,8,7,10,4,3
10,6,9,8,4,3,3,0,0,2,4,7,0
11,10,10,0,8,1,5,0,3,3,8,6,6
12,5,3,6,1,6,6,1,6,2,9,9,2
13,8,1,1,6,8,7,4,4,0,7,10,8
14,5,9,4,0,4,6,6,4,8,0,6,5
15,6,10,2,7,10,8,5,8,3,8,0,1
16,7,6,7,4,8,9,10,10,7,6,0,9
17,1,4,4,1,3,2,8,9,1,5,9,7
18,3,8,8,0,1,1,0,9,6,8,4,1
19,8,6,4,0,3,0,6,7,0,10,8,1
20,9,5,6,0,8,1,2,4,5,8,10,8
21,10,1,6,0,1,1,0,2,7,4,8,2
22,9,0,4,8,10,5,1,5,7,2,5,6
23,5,10,4,5,9,2,2,10,9,4,10,3
24,1,8,9,6,9,5,7,0,6,5,9,9
25,0,10,7,3,10,4,1,0,0,4,6,4
26,9,7,7,1,6,4,2,10,10,3,6,6
27,4,4,0,9,7,0,4,6,10,8,7,9
28,8,3,5,10,7,0,6,1,2,7,4,1
29,5,10,6,7,2,3,0,3,6,8,1,8
30,8,8,10,4,3,4,10,9,2,9,3,5
31,9,10,8,10,3,8,3,5,5,9,2,8
32,1,8,10,9,9,4,8,3,7,5,7,5
33,1,1,1,0,10,4,4,9,0,4,5,2
34,5,4,0,6,0,8,6,5,1,0,5,4
35,0,2,3,8,9,6,9,7,8,7,8,5
36,5,1,8,10,8,3,5,1,8,2,10,9
37,8,2,9,1,6,10,0,4,4,6,3,1
38,10,10,1,7,8,1,0,7,8,10,10,5
39,1,8,0,9,10,4,5,9,10,0,3,1
40,3,5,7,6,2,8,10,9,7,3,6,10
41,4,9,10,5,8,0,9,2,10,3,0,8
42,3,4,7,4,8,1,2,9,5,10,1,9
43,4,4,5,9,1,2,6,7,2,10,0,3
44,10,5,3,5,2,7,7,10,6,6,3,6
45,8,3,3,4,8,4,0,5,10,0,3,7
46,7,0,4,4,1,0,10,5,6,8,6,8
47,7,5,0,5,9,4,5,5,7,6,1,5
48,0,4,6,10,4,5,9,10,9,3,9,5
49,5,5,5,3,7,10,3,6,4,7,0,0
50,10,8,4,3,10,1,5,7,9,6,5,4
51,3,2,2,1,0,10,6,9,5,8,8,6
52,9,6,6,6,9,1,8,7,9,1,7,6
53,8,0,4,8,2,8,3,0,8,2,1,7
54,7,10,3,7,5,7,7,9,0,4,10,1
