,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2,8,9,3,5,3,0,0,7,2,10,10,2,7,8
1,10,3,0,6,4,2,1,0,7,2,2,0,8,4,1
2,6,3,5,4,0,9,2,0,6,0,2,1,2,8,2
3,5,8,0,6,1,7,6,2,3,3,4,6,1,5,7
4,2,4,2,1,3,3,0,5,1,8,7,2,6,5,5
5,6,3,8,1,0,6,5,7,0,8,0,0,0,4,8
6,5,5,3,5,7,6,10,7,8,3,3,5,7,9,6
7,6,3,2,8,5,2,6,7,10,7,3,1,3,10,2
8,9,9,0,10,6,8,4,1,3,6,1,6,2,4,2
9,0,4,10,4,4,2,7,6,2,9,6,10,9,7,10
10,5,4,3,7,0,5,8,1,0,10,7,10,6,2,1
11,8,3,1,0,9,8,3,2,8,2,7,2,5,0,4
12,1,1,7,2,6,2,5,7,10,6,7,7,10,0,1
13,3,9,4,8,1,6,5,0,6,1,2,1,1,6,2
14,2,7,6,2,9,0,6,7,8,1,0,0,3,6,1
15,0,6,4,9,2,1,8,8,5,8,6,6,4,5,3
16,4,6,9,3,2,6,1,7,7,5,9,10,2,6,2
17,6,2,3,2,4,10,6,8,8,3,5,5,8,7,1
18,1,1,0,3,1,8,6,2,5,7,10,3,1,0,3
19,5,4,4,1,9,5,10,1,8,8,10,4,2,1,4
20,9,5,8,6,2,2,9,0,0,1,9,7,0,5,1
21,9,2,10,0,2,6,7,3,1,8,7,0,10,10,3
22,2,8,5,8,2,1,8,2,8,1,3,8,6,2,4
23,5,5,4,6,4,9,2,0,8,4,5,3,7,8,8
24,5,7,4,8,6,3,3,5,8,10,2,3,8,7,10
25,0,6,10,9,5,2,5,10,5,1,6,10,9,3,3
26,2,2,4,7,7,4,0,8,1,7,7,8,6,3,7
27,10,1,3,1,2,9,4,4,6,1,4,3,9,3,5
28,3,5,9,3,5,2,4,7,3,0,2,4,2,5,6
29,7,7,3,9,7,4,5,2,10,1,2,7,2,7,2
30,4,3,10,9,5,8,10,7,10,9,9,4,2,10,3
31,10,1,0,4,2,0,1,6,8,9,10,6,2,4,9
32,3,7,0,0,5,0,7,8,6,3,10,2,7,4,3
33,5,8,2,1,9,1,2,9,3,2,7,7,8,1,10
34,10,2,9,2,3,9,2,5,10,10,1,3,5,9,9
35,0,4,4,3,4,10,1,5,7,4,7,1,8,8,5
36,9,8,1,8,0,0,3,7,5,5,5,9,6,0,0
37,8,6,10,6,5,3,7,5,5,9,7,10,8,3,0
38,8,6,9,3,3,3,6,0,4,5,3,9,8,0,9
39,9,9,3,9,1,0,6,8,4,3,1,1,4,3,6
40,0,10,3,7,4,1,6,0,8,9,5,9,2,8,8
41,2,4,4,3,6,4,8,6,5,0,7,8,5,0,0
42,2,10,3,2,3,3,8,8,6,9,4,9,5,9,6
43,4,8,2,10,8,3,4,4,6,0,9,4,7,5,10
44,0,0,2,4,5,4,7,1,4,0,9,10,3,8,5
45,6,2,5,5,9,7,3,3,2,6,9,0,7,9,3
46,4,3,9,4,10,5,6,9,5,9,2,3,0,0,1
