,0,1,2,3,4,5,6,7,8,9,10,11,12
0,3,4,9,3,1,0,4,1,1,10,0,10,7
1,4,3,1,5,2,10,2,8,9,6,1,10,1
2,7,3,8,5,8,9,0,1,7,1,1,10,4
3,3,9,4,2,8,9,5,2,6,2,7,0,5
4,1,5,4,2,6,0,1,5,5,6,8,10,3
5,4,7,5,4,10,3,2,10,5,10,1,5,5
6,1,5,5,4,0,4,6,10,2,9,8,2,6
7,9,3,10,2,9,6,7,5,8,6,2,2,8
8,6,1,3,3,8,2,5,6,7,5,1,2,7
9,5,8,4,4,3,8,1,1,1,4,7,0,4
10,6,3,10,0,9,10,9,2,5,8,9,8,2
11,5,2,9,3,3,2,10,2,7,9,5,6,10
12,8,5,8,3,0,9,2,10,0,6,6,4,3
13,2,2,6,10,1,10,8,7,4,9,5,3,7
14,8,1,0,4,10,4,9,9,4,1,2,1,0
15,0,6,6,7,2,4,6,3,2,1,8,7,10
16,10,0,4,6,1,6,4,3,9,8,3,0,9
17,0,1,7,2,5,9,0,2,1,3,2,5,8
18,9,3,6,3,0,5,7,10,3,2,3,4,10
19,0,0,6,2,8,2,9,9,7,2,6,0,9
20,10,10,5,5,10,6,8,2,4,1,9,4,5
21,8,8,1,6,1,7,6,0,3,10,10,2,2
22,9,6,4,2,6,10,10,8,5,8,5,1,3
23,8,0,7,2,7,10,10,8,6,5,9,2,5
24,4,8,10,7,2,7,6,0,6,2,0,4,5
25,7,1,9,0,5,4,6,5,10,6,5,3,2
26,2,7,8,5,3,3,4,10,0,8,1,6,0
27,5,3,0,0,10,6,9,6,10,5,1,9,10
28,1,7,7,9,4,8,0,1,5,8,4,5,10
29,8,7,1,8,6,0,1,4,10,4,4,9,10
30,3,7,2,10,1,9,7,2,3,1,1,7,9
31,1,5,10,0,0,6,10,2,7,10,10,10,4
32,2,7,1,10,10,8,10,7,9,2,4,9,10
33,3,10,6,3,3,4,4,6,3,5,3,6,1
34,1,4,6,10,7,2,0,8,8,6,10,6,1
35,8,2,8,8,6,6,9,1,0,6,0,0,10
36,8,7,9,0,7,10,9,3,10,5,7,8,0
37,2,6,10,7,9,3,1,5,3,4,3,9,2
38,9,2,4,3,4,0,5,9,2,6,10,10,0
39,2,9,8,7,10,5,6,10,7,2,3,10,2
40,8,9,7,4,9,10,4,0,9,9,9,6,0
41,6,8,5,6,6,5,0,5,8,0,1,2,0
42,2,6,0,9,4,6,6,8,7,6,7,9,8
43,5,9,1,5,2,3,0,1,1,1,4,4,7
44,10,10,4,5,3,7,10,10,1,9,7,10,6
45,5,3,3,7,4,8,4,1,7,9,3,5,10
46,3,3,6,3,10,6,6,6,7,8,0,5,1
47,9,4,9,3,7,8,10,0,5,0,4,9,2
48,3,6,8,10,2,0,1,8,5,7,8,4,10
49,1,9,1,7,3,6,5,4,7,3,3,5,0
50,10,5,9,7,9,1,0,6,10,5,4,1,2
51,3,0,4,6,1,1,3,9,7,10,0,2,1
52,6,2,10,0,0,8,1,8,1,7,5,2,7
53,4,4,7,6,2,7,6,2,6,9,6,7,10
54,10,8,2,0,5,10,0,8,3,7,1,6,2
55,1,6,9,0,2,5,10,10,6,10,8,1,4
56,6,9,6,10,4,4,2,3,3,1,1,5,2
57,6,10,3,7,8,8,2,8,3,4,9,4,10
58,8,9,4,4,7,10,10,8,9,2,0,2,9
59,5,9,4,0,3,8,6,5,10,6,3,4,3
60,0,8,8,10,4,3,2,9,4,1,4,0,1
61,9,3,2,9,0,8,5,10,7,1,3,6,8
62,6,7,8,3,5,10,9,0,3,1,7,2,10
63,10,6,7,3,2,3,2,0,0,8,9,10,10
64,0,10,2,9,5,10,0,1,10,8,10,1,0
65,8,0,8,10,0,8,9,7,2,4,0,4,6
66,9,7,8,7,2,10,10,0,1,0,3,8,4
67,10,6,0,8,7,7,4,4,4,2,6,3,10
68,7,9,6,6,10,3,8,4,3,3,8,9,7
69,2,5,10,8,3,1,3,6,4,0,1,5,10
70,5,2,10,8,10,1,5,5,3,6,9,3,5
71,6,8,1,7,10,8,1,7,8,2,4,5,6
72,6,6,8,10,3,0,8,10,1,0,8,0,1
73,0,6,10,4,4,2,3,10,1,8,10,2,9
74,2,6,8,7,9,7,6,6,6,5,6,6,6
75,1,3,3,2,8,6,1,2,10,0,3,10,10
76,2,8,4,9,0,0,0,3,1,2,6,5,2
77,6,5,4,4,2,5,5,7,9,4,4,10,2
