,0,1,2,3,4,5,6,7,8,9
0,1,10,2,68,7,1,3,72,6,1
1,7,8,2,15,7,1,9,66,5,3
2,9,2,7,35,3,3,5,61,10,10
3,2,6,8,2,7,6,7,32,8,5
4,6,1,9,13,2,3,5,26,6,6
5,5,4,10,47,0,4,5,80,4,1
6,6,2,1,92,9,4,8,81,4,10
7,2,6,7,78,10,3,10,80,1,8
8,10,9,0,12,8,5,5,19,1,10
9,5,9,3,92,7,3,3,56,7,10
10,0,2,3,48,3,8,1,81,0,9
11,1,3,9,9,10,10,2,28,6,2
12,3,3,9,85,6,8,6,13,5,7
13,9,2,8,53,9,2,4,21,8,10
14,5,9,3,8,6,4,0,13,5,0
15,3,1,5,53,0,3,1,73,8,8
16,3,3,6,0,8,8,5,5,6,1
17,10,10,3,69,9,5,2,7,9,0
18,6,3,6,74,8,8,10,83,0,6
19,8,2,0,75,10,2,2,8,3,3
20,0,1,3,54,3,9,9,33,3,2
21,1,3,9,5,10,9,8,39,0,8
22,2,4,0,25,6,2,0,40,4,2
23,5,6,1,81,9,5,9,13,4,0
24,0,2,4,67,4,9,5,33,5,3
25,5,1,3,32,3,9,0,48,8,8
26,2,7,3,70,1,6,0,59,9,5
27,8,2,2,33,4,10,10,23,4,0
28,1,6,2,0,9,1,8,89,3,0
29,2,6,7,41,4,3,5,72,5,0
30,1,7,2,67,8,4,9,61,8,7
31,5,4,9,43,1,10,5,20,6,2
32,0,0,7,48,2,1,4,89,6,10
33,3,7,1,71,7,5,3,27,9,9
34,5,10,8,35,9,0,1,53,4,3
35,9,0,0,94,9,10,5,18,7,4
36,7,9,6,24,6,1,10,21,5,4
37,8,2,8,10,10,4,10,66,9,4
38,7,9,6,41,5,1,5,21,4,2
39,3,0,2,60,7,10,2,77,8,1
40,9,8,5,50,2,4,0,83,4,9
41,5,10,7,98,3,7,9,76,1,2
42,5,8,8,10,9,0,7,37,4,4
43,3,3,6,97,5,9,5,83,9,9
44,6,10,10,20,7,5,5,72,9,10
45,2,8,0,83,7,0,5,79,10,9
46,8,2,8,68,0,9,2,69,4,9
47,7,3,7,33,4,4,6,94,9,9
48,3,7,6,43,9,1,4,94,7,2
49,5,7,8,35,0,0,4,21,4,3
50,10,9,6,43,6,6,1,22,9,2
51,10,0,3,78,7,7,5,59,1,9
52,6,10,5,12,7,5,0,20,1,8
53,5,2,5,84,9,6,5,38,2,2
54,0,6,5,89,8,1,4,93,1,2
55,5,3,0,60,6,5,2,68,1,0
56,9,1,2,98,1,9,4,78,3,3
57,7,2,0,78,10,8,2,87,10,9
58,5,4,1,87,7,10,8,76,5,4
59,5,3,7,9,1,8,0,3,9,8
60,5,1,6,74,8,1,10,23,6,6
61,10,2,2,30,5,5,2,72,3,7
62,8,0,2,59,3,6,7,26,8,3
63,4,0,3,56,4,4,9,57,4,0
64,9,7,6,93,1,1,4,25,4,1
65,7,6,0,11,6,6,6,98,1,3
66,2,0,1,61,8,6,8,76,7,10
67,0,10,7,57,10,5,1,21,8,3
68,4,3,7,80,1,8,7,47,10,5
69,9,5,1,21,7,10,7,20,1,4
70,4,3,3,49,0,10,5,46,6,5
71,9,9,6,37,3,10,6,36,2,8
72,8,1,5,85,0,3,3,8,0,1
