0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,5,,5,,8.0,,,1,,7,4,,
,,1,,10,,8.0,,,0,,6,3,,
,,0,,10,,8.0,,,8,,6,10,,
,,6,,9,,8.0,,,3,,3,0,,
,,10,,4,,8.0,,,5,,4,1,0.0,
,,6,,2,10.0,8.0,,,1,6.0,6,3,0.13333333333333333,
,,6,,9,8.8,8.0,,,2,5.0,8,10,0.26666666666666666,
5.0,,9,,7,7.6,8.0,,,1,4.0,2,10,0.4,
5.454545454545454,,1,,2,6.4,8.0,,,2,3.0,2,8,0.5333333333333333,
5.909090909090909,,0,,1,5.2,8.0,,,6,3.4444444444444446,8,10,0.6666666666666666,
6.363636363636363,,3,4.0,3,4.0,8.0,,,3,3.888888888888889,3,0,0.8,
6.818181818181818,,3,3.9285714285714284,10,6.5,5.666666666666666,,,4,4.333333333333333,10,6,0.9333333333333333,8.0
7.2727272727272725,,4,3.857142857142857,6,9.0,3.333333333333333,,,5,4.777777777777778,8,3,1.0666666666666667,7.25
7.727272727272727,,1,3.7857142857142856,8,8.833333333333334,1.0,,2.0,10,5.222222222222222,4,2,1.2,6.5
8.181818181818182,,3,3.7142857142857144,0,8.666666666666666,1.0,,9.0,10,5.666666666666666,5,10,1.3333333333333333,5.75
8.636363636363637,,10,3.642857142857143,8,8.5,3.5,,7.0,1,6.111111111111111,1,10,1.4666666666666666,5.0
9.09090909090909,,0,3.5714285714285716,7,8.333333333333334,6.0,1.0,6.5,5,6.555555555555555,7,7,1.6,4.857142857142857
9.545454545454545,,3,3.5,3,8.166666666666666,7.333333333333333,4.5,6.0,0,7.0,7,9,1.7333333333333334,4.714285714285714
10.0,,10,3.428571428571429,5,8.0,8.666666666666666,8.0,5.5,8,4.666666666666666,7,2,1.8666666666666667,4.571428571428571
2.0,,1,3.357142857142857,6,7.25,10.0,3.0,5.0,4,2.333333333333333,4,4,2.0,4.428571428571429
6.0,,0,3.2857142857142856,2,6.5,9.0,4.0,4.5,0,0.0,1,2,3.0,4.285714285714286
10.0,,5,3.2142857142857144,2,5.75,8.0,5.0,4.0,8,0.36363636363636365,5,2,4.0,4.142857142857143
6.666666666666666,,9,3.142857142857143,5,5.0,7.0,3.5,3.5,10,0.7272727272727273,2,10,5.0,4.0
3.333333333333333,9.0,0,3.0714285714285716,8,4.25,6.0,2.0,3.0,4,1.0909090909090908,1,2,4.823529411764706,3.857142857142857
0.0,8.846153846153847,10,3.0,2,3.5,5.0,2.4444444444444446,2.92,9,1.4545454545454546,5,3,4.647058823529412,3.7142857142857144
8.0,8.692307692307692,2,2.8,0,2.75,4.0,2.888888888888889,2.84,10,1.8181818181818183,7,1,4.470588235294118,3.5714285714285716
7.823529411764706,8.538461538461538,6,2.6,8,2.0,3.0,3.333333333333333,2.76,5,2.1818181818181817,7,8,4.294117647058823,3.428571428571429
7.647058823529412,8.384615384615385,5,2.4,4,2.15,2.0,3.7777777777777777,2.68,1,2.5454545454545454,1,4,4.117647058823529,3.2857142857142856
7.470588235294118,8.23076923076923,0,2.2,8,2.3,1.8,4.222222222222222,2.6,8,2.909090909090909,5,1,3.9411764705882355,3.1428571428571432
7.294117647058823,8.076923076923077,3,2.0,9,2.45,1.6,4.666666666666666,2.52,10,3.272727272727273,8,7,3.764705882352941,3.0
7.117647058823529,7.923076923076923,10,1.7999999999999998,4,2.6,1.4,5.111111111111111,2.44,10,3.6363636363636367,3,1,3.5882352941176467,5.0
6.9411764705882355,7.769230769230769,0,1.5999999999999999,7,2.75,1.2,5.555555555555555,2.36,8,4.0,3,5,3.411764705882353,7.0
6.764705882352941,7.615384615384615,6,1.4,9,2.9,1.0,6.0,2.2800000000000002,9,4.181818181818182,5,1,3.235294117647059,7.0
6.588235294117647,7.461538461538462,0,1.2,1,3.05,1.75,6.333333333333333,2.2,10,4.363636363636363,3,9,3.0588235294117645,7.0
6.411764705882353,7.3076923076923075,3,1.0,2,3.2,2.5,6.666666666666667,2.12,6,4.545454545454545,3,2,2.8823529411764706,7.0
6.235294117647059,7.153846153846153,10,1.1666666666666667,9,3.3499999999999996,3.25,7.0,2.04,3,4.7272727272727275,6,0,2.705882352941176,7.0
6.0588235294117645,7.0,6,1.3333333333333333,2,3.5,4.0,5.0,1.96,5,4.909090909090909,9,4,2.5294117647058822,7.0
5.882352941176471,6.846153846153846,10,1.5,1,3.65,2.5,5.833333333333333,1.88,6,5.090909090909091,7,4,2.352941176470588,7.0
5.705882352941176,6.692307692307692,4,1.6666666666666665,2,3.8,1.0,6.666666666666667,1.8,1,5.2727272727272725,7,8,2.176470588235294,7.0
5.529411764705882,6.538461538461538,7,1.8333333333333333,6,3.95,0.5,7.5,1.72,0,5.454545454545455,7,10,2.0,7.0
5.352941176470588,6.384615384615385,9,2.0,1,4.1,0.0,8.333333333333334,1.64,5,5.636363636363637,8,6,2.1818181818181817,7.0
5.1764705882352935,6.230769230769231,3,2.1666666666666665,7,4.25,0.375,9.166666666666668,1.56,10,5.818181818181818,0,0,2.3636363636363638,7.0
5.0,6.076923076923077,3,2.333333333333333,8,4.4,0.75,10.0,1.48,1,6.0,3,4,2.5454545454545454,7.0
1.0,5.923076923076923,2,2.5,6,4.55,1.125,9.9,1.4,8,6.181818181818182,3,8,2.7272727272727275,7.125
1.1,5.769230769230769,2,2.6666666666666665,6,4.699999999999999,1.5,9.8,1.32,10,6.363636363636363,8,5,2.909090909090909,7.25
1.2,5.615384615384615,1,2.833333333333333,3,4.85,1.875,9.7,1.24,4,6.545454545454545,9,2,3.090909090909091,7.375
1.3,5.461538461538462,5,3.0,6,5.0,2.25,9.6,1.16,1,6.7272727272727275,3,5,3.2727272727272725,7.5
1.4,5.3076923076923075,10,3.1666666666666665,8,4.333333333333333,2.625,9.5,1.08,4,6.909090909090909,4,2,3.4545454545454546,7.625
1.5,5.153846153846153,8,3.333333333333333,10,3.666666666666667,3.0,9.4,1.0,3,7.090909090909091,6,7,3.6363636363636367,7.75
1.6,5.0,10,3.5,6,3.0,2.7142857142857144,9.3,2.5,5,7.272727272727273,10,10,3.8181818181818183,7.875
1.7000000000000002,5.222222222222222,5,3.6666666666666665,7,2.3333333333333335,2.428571428571429,9.2,4.0,3,7.454545454545455,2,8,4.0,8.0
1.8,5.444444444444445,9,3.833333333333333,6,1.666666666666667,2.142857142857143,9.1,4.25,3,7.636363636363637,1,8,5.2,8.125
1.9,5.666666666666667,3,4.0,5,1.0,1.8571428571428572,9.0,4.5,8,7.818181818181818,3,5,6.4,8.25
2.0,5.888888888888889,0,4.166666666666666,4,1.125,1.5714285714285716,2.0,4.75,0,8.0,5,7,7.6,8.375
2.1,6.111111111111111,3,4.333333333333333,2,1.25,1.2857142857142858,2.3333333333333335,5.0,7,8.181818181818182,6,7,8.8,8.5
2.2,6.333333333333333,9,4.5,4,1.375,1.0,2.6666666666666665,5.25,8,8.363636363636363,8,2,10.0,8.625
2.3,6.555555555555555,7,4.666666666666666,3,1.5,1.28,3.0,5.5,3,8.545454545454547,6,8,8.0,8.75
2.4000000000000004,6.777777777777778,8,4.833333333333333,2,1.625,1.56,3.333333333333333,5.75,2,8.727272727272727,2,0,6.0,8.875
2.5,7.0,1,5.0,1,1.75,1.84,3.6666666666666665,6.0,8,8.90909090909091,8,6,4.0,9.0
2.6,4.5,3,5.166666666666666,4,1.875,2.12,4.0,6.25,3,9.09090909090909,10,7,3.935483870967742,9.125
2.7,2.0,1,5.333333333333333,6,2.0,2.4000000000000004,4.083333333333333,6.5,1,9.272727272727273,5,7,3.870967741935484,9.25
2.8,3.0,1,5.5,9,2.125,2.68,4.166666666666667,6.75,5,9.454545454545455,1,9,3.806451612903226,9.375
2.9000000000000004,4.0,10,5.666666666666666,7,2.25,2.96,4.25,7.0,8,9.636363636363637,1,3,3.741935483870968,9.5
3.0,5.0,0,5.833333333333333,9,2.375,3.24,4.333333333333333,7.25,5,9.818181818181818,8,7,3.6774193548387095,9.625
2.0,4.714285714285714,10,6.0,3,2.5,3.5200000000000005,4.416666666666667,7.5,7,10.0,3,7,3.6129032258064515,9.75
1.0,4.428571428571429,4,6.166666666666666,2,2.625,3.8000000000000003,4.5,7.75,3,9.0,4,2,3.5483870967741935,9.875
0.8333333333333334,4.142857142857143,4,6.333333333333333,7,2.75,4.08,4.583333333333333,8.0,10,8.0,1,1,3.4838709677419355,10.0
0.6666666666666667,3.857142857142857,3,6.5,3,2.875,4.36,4.666666666666667,8.25,1,7.222222222222222,2,4,3.4193548387096775,9.7
0.5,3.5714285714285716,7,6.666666666666666,4,3.0,4.640000000000001,4.75,8.5,4,6.444444444444445,9,5,3.3548387096774195,9.4
0.33333333333333337,3.2857142857142856,10,6.833333333333333,4,3.125,4.92,4.833333333333333,8.75,0,5.666666666666666,9,0,3.290322580645161,9.1
0.16666666666666674,3.0,3,7.0,1,3.25,5.2,4.916666666666667,9.0,1,4.888888888888889,8,8,3.225806451612903,8.8
0.0,3.25,6,8.5,5,3.375,5.48,5.0,9.25,4,4.111111111111111,10,9,3.161290322580645,8.5
0.35,3.5,1,10.0,8,3.5,5.760000000000001,4.5,9.5,6,3.333333333333333,9,3,3.096774193548387,8.2
0.7,3.75,8,8.333333333333334,1,3.625,6.040000000000001,4.0,9.75,10,2.5555555555555554,6,9,3.032258064516129,7.9
1.0499999999999998,4.0,5,6.666666666666666,2,3.75,6.32,3.5,10.0,9,1.7777777777777777,2,8,2.967741935483871,7.6
1.4,4.25,9,5.0,3,3.875,6.6000000000000005,3.0,9.333333333333334,5,1.0,2,10,2.903225806451613,7.300000000000001
1.75,4.5,9,3.333333333333333,1,4.0,6.880000000000001,2.5,8.666666666666666,5,1.1666666666666667,6,10,2.838709677419355,7.0
