,0,1,2,3,4,5,6,7,8,9
0,2,2,9,9,7,10,10,7,10,8
1,6,3,1,3,8,5,7,1,3,8
2,8,3,3,3,8,10,0,10,3,1
3,2,7,2,6,2,7,7,8,0,10
4,9,4,4,9,7,6,10,6,4,3
5,5,1,4,10,0,2,4,3,1,7
6,5,2,0,10,5,5,10,2,0,0
7,9,8,8,8,2,7,10,3,7,6
8,1,7,7,0,5,8,8,5,7,7
9,0,5,8,6,3,0,2,8,4,1
10,10,2,10,8,5,3,3,3,9,9
11,0,1,6,10,0,2,3,0,9,6
12,9,1,6,5,6,5,3,9,3,3
13,9,5,1,4,0,4,2,0,2,9
14,3,0,4,5,8,0,3,1,4,6
15,0,3,6,1,10,1,8,6,2,6
16,3,8,7,1,8,10,6,1,9,8
17,2,0,5,9,4,7,10,5,4,4
18,5,2,0,6,9,0,9,1,0,6
19,6,3,2,5,2,10,1,7,1,4
20,4,3,3,5,9,1,2,9,2,5
21,0,3,8,4,1,5,4,4,10,2
22,6,0,2,6,6,5,0,7,3,9
23,5,9,7,10,10,7,6,2,9,5
24,1,4,0,4,6,1,7,3,10,7
25,1,6,9,9,8,8,10,1,8,0
26,6,5,5,8,0,7,7,9,0,9
27,3,6,6,1,10,4,10,6,4,10
28,1,4,8,3,7,5,0,4,10,9
29,10,5,9,0,7,2,3,7,0,10
30,7,0,2,0,9,6,3,10,2,1
31,9,6,8,2,1,0,8,10,2,2
32,2,7,6,10,9,2,8,9,3,1
33,4,5,7,8,10,1,8,5,9,2
34,2,4,1,10,10,6,7,7,2,3
35,1,9,5,0,8,7,10,3,0,3
36,9,3,3,6,1,6,4,4,8,6
37,5,5,4,0,5,3,2,8,9,1
38,10,8,7,2,2,8,1,2,8,3
39,4,7,0,1,7,2,5,6,7,8
40,4,4,6,5,7,5,4,0,5,1
41,9,3,0,8,7,4,0,2,8,5
42,5,6,4,0,3,5,5,6,1,9
43,5,8,2,0,4,9,10,9,2,3
44,2,1,5,5,3,1,8,1,6,9
45,5,4,9,7,2,1,1,4,2,1
46,3,6,9,0,6,7,7,6,6,10
47,5,1,2,6,9,9,2,4,1,1
48,8,8,8,3,1,10,0,8,5,5
49,9,1,2,10,2,5,9,7,10,5
50,7,6,8,3,6,6,5,7,7,2
51,5,7,3,0,5,3,7,0,0,4
52,2,6,8,9,4,1,2,3,6,6
53,9,9,9,8,5,5,3,0,10,6
54,10,9,6,0,9,0,8,1,8,6
55,9,7,5,10,4,6,4,8,6,3
56,4,7,7,2,1,5,10,0,7,1
57,10,8,7,1,6,1,4,7,2,5
58,5,0,4,9,6,1,1,5,6,0
59,10,1,6,8,6,4,2,3,7,3
60,9,4,9,8,8,8,4,8,2,3
61,1,4,7,7,8,5,1,10,8,7
62,3,9,6,10,9,9,3,6,6,8
