,0,1,2,3,4,5,6,7,8,9,10,11,12
0,8,1,4,3,3,2,3,7,7,10,4,7,10
1,7,9,1,8,9,3,0,6,2,1,0,9,10
2,2,9,9,7,8,3,9,4,0,5,7,9,0
3,2,4,5,1,7,5,4,10,0,10,3,4,10
4,4,3,7,3,9,3,7,10,5,7,10,9,6
5,2,4,9,7,0,6,8,4,4,6,3,4,0
6,4,6,6,2,0,7,6,10,8,6,0,3,3
7,3,1,1,0,9,1,5,8,9,2,6,2,8
8,6,9,7,10,2,9,6,8,5,3,4,8,3
9,8,10,2,8,5,4,3,5,3,4,5,1,7
10,8,6,10,6,7,7,0,2,0,10,0,3,0
11,4,9,9,6,3,0,0,10,7,1,0,8,10
12,0,2,2,9,3,2,4,9,6,8,1,6,10
13,2,0,3,10,1,3,3,3,5,5,2,1,3
14,3,1,3,2,6,1,0,9,9,8,3,6,6
15,4,2,0,9,6,10,1,1,9,6,0,6,3
16,0,2,2,2,6,5,8,8,3,0,8,1,0
17,9,8,5,3,3,7,1,4,1,1,3,8,8
18,10,4,3,9,7,0,3,0,9,4,7,5,9
19,6,3,1,8,1,1,0,7,5,0,10,5,4
20,0,5,8,3,6,10,8,2,8,2,1,8,0
21,10,9,1,7,0,8,0,4,1,9,3,3,5
22,4,6,1,0,3,2,0,8,10,2,9,0,6
23,0,2,4,5,3,9,0,0,8,1,6,2,10
24,7,0,8,2,1,10,9,2,6,8,8,10,2
25,0,9,5,7,5,4,3,1,10,6,5,6,0
26,10,9,2,10,10,5,5,7,9,3,2,1,4
27,9,1,3,6,6,0,5,8,4,10,5,4,5
28,3,10,6,6,8,1,8,7,2,6,2,0,0
29,1,2,4,1,3,9,10,6,0,8,7,8,4
30,4,3,5,4,6,1,1,4,1,4,6,6,1
31,9,1,3,7,10,8,5,5,10,5,9,1,2
32,10,0,10,7,5,9,9,5,0,1,10,0,7
33,6,10,5,1,6,1,8,4,9,8,4,10,4
34,7,5,7,8,10,8,8,5,5,8,3,5,3
35,4,2,3,4,5,1,7,8,7,8,4,10,4
36,0,9,0,6,5,4,10,3,0,8,9,4,9
37,9,0,0,0,0,10,5,1,6,4,5,5,1
38,3,10,2,8,10,4,10,10,7,10,5,8,9
39,9,5,5,3,7,5,2,0,6,8,6,6,3
40,6,5,5,2,3,9,7,9,1,7,6,9,2
41,5,2,1,2,3,6,3,9,6,6,5,8,9
42,5,6,4,0,9,0,5,3,1,2,9,7,4
43,6,3,9,0,4,5,2,0,4,9,5,0,10
44,3,1,8,6,1,1,9,3,9,1,0,4,9
45,5,6,9,9,7,1,9,2,3,2,2,2,5
46,2,5,0,1,1,0,5,6,3,2,1,5,9
47,8,6,8,1,0,10,4,6,2,5,4,0,9
48,9,4,10,4,7,7,2,4,4,7,6,10,0
49,5,10,2,3,7,10,9,7,2,6,6,9,10
50,0,1,9,5,1,4,7,2,0,4,0,7,10
51,9,3,9,9,0,8,6,4,3,8,4,5,5
52,0,1,7,0,8,4,3,0,5,4,8,4,4
53,7,6,5,9,6,4,5,1,1,8,2,5,2
54,6,2,3,0,8,3,5,0,7,0,3,3,7
55,5,5,7,10,3,1,8,7,4,5,10,8,3
56,4,6,5,9,6,5,2,5,2,5,3,3,9
57,6,1,8,2,1,8,6,1,10,5,8,8,5
58,3,6,1,5,1,8,7,3,1,3,7,4,3
59,8,5,0,1,9,4,1,3,2,1,3,3,5
60,0,2,3,0,7,8,1,9,5,5,2,4,10
61,0,9,9,4,9,4,6,3,0,0,10,6,8
62,4,7,9,9,8,7,4,4,6,0,1,5,1
63,1,4,7,3,2,4,4,7,6,2,4,0,9
64,4,8,6,0,9,4,6,2,6,9,1,2,4
65,10,10,3,5,3,3,2,8,8,1,8,0,6
66,7,2,4,9,8,8,2,10,4,5,0,6,8
67,8,8,10,8,2,10,10,8,0,3,0,9,1
68,9,3,3,2,0,10,3,6,8,4,9,8,2
69,8,8,1,9,9,5,4,2,8,5,8,1,6
70,8,5,5,6,7,9,6,8,5,2,4,6,7
71,8,3,5,5,5,6,7,9,7,7,4,9,9
72,8,9,9,10,7,8,3,2,9,1,3,3,3
73,5,0,1,2,7,3,1,4,9,5,6,6,7
74,2,6,10,9,7,8,1,5,10,1,5,2,10
75,5,1,7,3,10,7,2,2,5,8,10,6,7
76,0,5,6,7,6,3,10,6,9,7,8,9,9
77,5,6,7,3,8,10,9,1,4,0,0,2,8
78,8,3,3,1,5,0,8,4,2,9,5,2,2
79,8,7,6,2,9,6,6,6,2,2,3,7,0
80,8,4,8,0,3,10,7,1,9,8,10,3,0
81,7,5,8,0,7,3,6,9,6,10,4,0,3
82,9,4,2,4,1,7,3,9,0,7,5,9,8
83,0,9,5,9,2,3,2,9,7,2,5,4,1
84,5,4,10,0,8,2,4,6,9,9,0,7,6
85,4,7,6,10,6,5,9,8,3,6,2,8,3
86,10,5,0,0,8,2,6,10,10,8,8,6,10
87,2,9,10,5,9,6,3,8,8,1,9,2,1
88,2,3,3,9,7,8,6,3,3,8,9,5,0
89,6,2,6,6,6,8,4,8,7,9,8,3,9
90,9,10,7,0,3,3,0,0,5,0,4,0,5
91,0,3,9,3,0,0,2,0,9,10,0,2,6
92,10,0,2,8,5,10,3,7,8,8,2,4,8
93,3,3,3,9,8,6,6,10,5,9,9,7,10
94,9,8,3,5,2,3,6,8,2,3,0,0,8
95,4,9,10,1,0,6,0,2,3,1,4,3,3
96,4,9,6,2,3,7,5,2,10,3,10,10,1
97,0,4,2,5,0,9,8,2,9,2,4,9,10
98,2,9,10,5,5,10,2,9,3,1,5,2,6
99,2,8,4,7,8,10,10,4,5,5,5,3,8
100,2,7,10,7,10,5,5,4,2,5,9,6,4
101,6,8,6,8,2,6,10,10,8,10,5,1,1
102,8,0,2,3,0,5,10,4,2,7,6,3,8
103,9,0,4,3,7,10,3,8,7,3,10,2,1
104,2,0,4,1,6,3,6,8,6,0,0,6,10
105,9,5,5,4,2,0,0,4,5,0,6,6,2
106,0,6,8,1,10,10,5,7,2,10,6,10,0
107,0,0,0,0,10,5,2,1,6,5,9,10,2
108,6,4,2,6,9,9,7,8,10,4,10,7,8
109,0,10,6,8,6,10,8,10,7,7,1,2,2
110,6,10,5,6,1,9,4,4,8,7,8,4,0
111,10,8,1,3,6,2,8,10,6,10,9,3,10
112,9,7,4,3,0,10,2,2,6,9,1,9,6
113,8,5,1,6,7,3,4,9,6,3,7,0,4
114,0,7,7,0,4,4,5,4,6,0,5,6,0
115,9,6,5,5,4,3,10,5,5,7,6,6,8
116,4,3,1,2,5,8,10,5,6,0,6,3,6
117,8,2,1,8,7,7,6,6,3,2,8,6,10
118,2,10,8,5,7,0,9,4,10,10,0,2,9
119,7,9,0,8,10,5,7,7,6,1,5,8,8
120,2,1,7,8,5,6,4,1,0,2,10,0,6
121,3,5,3,3,5,4,6,5,6,1,2,10,3
122,0,10,10,4,9,6,0,8,7,4,7,4,10
123,3,4,0,0,3,2,4,4,2,8,1,0,2
124,3,7,5,8,0,3,5,1,3,7,1,7,10
125,5,0,0,1,1,1,10,6,7,6,10,9,10
126,1,4,10,2,5,9,9,7,9,3,2,10,1
127,9,9,8,7,7,9,5,4,10,3,6,3,3
128,2,2,2,0,8,9,9,6,5,7,6,10,0
129,3,2,3,4,10,7,6,7,1,7,0,6,5
130,10,2,2,10,1,4,4,8,8,10,7,1,0
131,3,2,3,1,7,0,4,5,9,3,7,3,2
132,7,1,6,4,3,2,9,0,8,9,1,0,4
133,3,1,10,7,10,4,6,4,0,10,1,0,6
134,7,10,2,8,1,4,7,8,1,3,7,9,7
135,0,6,5,1,9,10,5,10,8,1,4,8,2
136,0,6,6,3,4,5,5,1,8,2,7,8,9
137,10,0,4,10,4,1,9,2,1,5,6,4,2
138,10,2,5,7,0,3,4,9,3,7,2,10,6
139,3,0,4,0,8,6,3,6,9,4,6,8,4
140,10,10,1,9,1,0,1,10,5,10,0,0,3
141,9,7,6,2,6,6,5,3,7,5,7,5,3
142,1,0,0,5,9,6,9,8,1,7,8,6,4
143,9,2,9,3,9,9,1,8,1,8,8,7,3
144,5,7,3,6,0,3,9,6,7,3,6,10,2
145,5,3,8,2,10,6,7,10,2,3,9,4,2
146,6,10,7,6,3,7,3,9,8,6,2,3,7
147,6,2,0,6,9,9,7,1,2,4,3,2,3
148,1,10,8,6,7,6,5,10,8,7,4,2,6
149,6,0,4,3,8,4,10,6,8,2,2,6,0
150,0,0,9,0,3,6,9,10,9,6,5,5,0
151,3,2,3,0,1,8,3,8,9,5,5,8,7
152,8,8,10,7,3,10,10,4,0,5,10,2,7
153,9,4,10,0,1,2,10,9,8,2,8,9,10
154,4,2,4,3,8,3,5,4,3,1,5,6,9
155,4,8,9,2,1,1,7,4,10,7,5,8,5
156,10,7,10,2,4,7,6,3,0,1,9,3,9
157,1,9,7,3,1,6,7,6,1,1,6,8,4
158,0,5,7,8,9,6,9,8,10,4,9,4,5
159,4,3,9,1,9,1,1,0,1,5,1,0,0
160,7,7,9,1,0,6,10,5,6,10,8,5,6
161,7,10,8,1,2,4,9,3,1,9,3,8,8
162,1,10,5,2,9,3,3,1,8,2,5,7,2
163,7,2,9,2,7,1,5,10,10,8,7,4,10
164,9,2,6,6,0,4,0,9,7,2,5,8,0
165,6,6,0,9,9,10,8,7,1,4,0,2,6
166,7,4,5,9,1,8,7,1,10,6,6,9,0
167,5,4,5,7,8,5,7,3,4,8,10,6,1
168,5,6,6,9,6,5,3,7,5,10,1,1,4
169,0,2,0,0,9,4,3,2,4,3,0,8,2
170,4,5,3,1,3,3,3,10,0,7,5,3,3
171,4,9,5,6,5,9,8,3,7,9,4,5,2
172,8,3,8,3,7,6,8,7,0,3,3,0,7
173,8,3,3,1,6,4,10,8,9,0,2,10,3
174,9,4,3,6,1,4,10,0,4,0,8,10,9
175,0,0,10,5,10,1,3,7,3,3,6,1,2
176,2,8,4,9,9,5,10,7,7,5,8,1,1
177,2,8,7,7,7,6,7,1,9,4,0,0,6
178,8,2,5,2,2,1,6,1,0,8,4,7,6
179,8,2,8,9,8,3,7,8,1,4,8,9,9
180,2,10,9,6,2,0,1,8,0,2,9,7,5
181,1,3,9,10,1,7,9,1,2,9,7,3,0
182,9,1,7,1,10,9,1,9,2,6,4,7,6
183,9,5,4,10,7,1,3,4,5,7,10,6,3
184,2,2,10,1,6,7,5,1,1,3,3,9,9
