,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,,,,,9.0,3.0,10,5,,0.0,0,
1,,6.0,3.0,4.0,10.0,1.0,9.0,0,6,5.0,2.0,5,2.0
2,,,,,3.0,,,6,8,,,1,
3,9.0,,0.0,,2.0,5.0,6.0,7,1,4.0,10.0,5,
4,5.0,,,3.0,3.0,2.0,,2,6,5.0,,6,9.0
5,,10.0,5.0,8.0,,,10.0,1,6,9.0,10.0,3,9.0
6,8.0,,10.0,9.0,,,,10,9,,,1,0.0
7,,,7.0,,5.0,,,1,2,,8.0,5,
8,,6.0,,,,8.0,0.0,7,10,7.0,,9,
9,,,,,,,4.0,7,2,,,3,5.0
10,,,3.0,1.0,,10.0,,10,5,,7.0,5,
11,2.0,0.0,4.0,,1.0,,10.0,6,7,,,4,1.0
12,2.0,,6.0,2.0,,,,9,6,,,2,7.0
13,,6.0,9.0,8.0,,,,1,3,,2.0,10,10.0
14,,3.0,,,,10.0,3.0,8,6,,3.0,8,
15,,6.0,,3.0,6.0,3.0,6.0,9,9,5.0,,9,4.0
16,5.0,,0.0,2.0,,1.0,,7,6,,,10,4.0
17,2.0,4.0,,,9.0,,10.0,8,6,1.0,5.0,0,
18,,1.0,4.0,4.0,,10.0,2.0,9,2,0.0,0.0,7,
19,8.0,,8.0,,1.0,,6.0,7,10,0.0,5.0,2,7.0
20,,,1.0,9.0,10.0,3.0,10.0,10,10,5.0,9.0,10,4.0
21,,,10.0,,,,8.0,8,0,0.0,,7,
22,,,,,4.0,6.0,,9,8,3.0,,2,
23,,,4.0,1.0,3.0,8.0,6.0,0,9,,,7,
24,10.0,,9.0,,4.0,,1.0,6,6,,0.0,6,8.0
25,,,,1.0,,3.0,,3,10,,1.0,7,4.0
26,,7.0,,,0.0,2.0,,0,10,7.0,,6,0.0
27,4.0,8.0,,,4.0,,,8,0,1.0,,2,10.0
28,10.0,,,,,10.0,3.0,9,4,0.0,,3,
29,,,10.0,,,,10.0,10,6,,,5,2.0
30,9.0,8.0,,,,5.0,7.0,6,2,2.0,,8,
31,,,,,,2.0,,2,5,,0.0,0,7.0
32,6.0,,2.0,10.0,4.0,6.0,,3,2,2.0,10.0,1,
33,6.0,0.0,,,,,4.0,5,0,,,6,1.0
34,,,5.0,4.0,,2.0,,2,7,7.0,7.0,2,
35,,2.0,2.0,3.0,3.0,,8.0,0,2,,,8,
36,,,,8.0,,4.0,,8,4,,,10,7.0
37,,6.0,,,,,,4,10,6.0,,4,8.0
38,10.0,2.0,,,,6.0,,8,9,7.0,9.0,2,6.0
39,3.0,,1.0,10.0,,10.0,,9,5,10.0,,10,4.0
40,,9.0,,,1.0,3.0,0.0,8,3,10.0,,2,8.0
41,3.0,9.0,,1.0,,3.0,,3,7,5.0,5.0,4,8.0
42,,,0.0,,,,,9,5,8.0,4.0,5,1.0
43,,,9.0,10.0,,,2.0,10,9,,,2,
44,,0.0,,,,,4.0,0,6,2.0,,8,4.0
45,,10.0,3.0,,4.0,,0.0,0,2,8.0,8.0,8,3.0
46,,,3.0,3.0,,,0.0,1,10,6.0,,2,5.0
47,9.0,,1.0,,0.0,,9.0,10,3,,4.0,2,8.0
48,,8.0,,6.0,6.0,,7.0,8,8,0.0,,6,
49,,4.0,6.0,9.0,,0.0,,8,4,9.0,9.0,4,
50,3.0,3.0,9.0,8.0,3.0,,9.0,8,7,,,1,2.0
51,5.0,,4.0,2.0,6.0,,1.0,9,0,0.0,,6,7.0
52,7.0,,,,5.0,9.0,,7,0,8.0,,6,9.0
53,10.0,,0.0,,,6.0,1.0,3,7,7.0,,1,2.0
54,8.0,,10.0,6.0,0.0,0.0,,3,7,3.0,2.0,7,
55,9.0,4.0,9.0,,8.0,10.0,2.0,4,4,3.0,,5,2.0
56,,,10.0,,9.0,,4.0,2,2,,1.0,1,0.0
57,10.0,5.0,,6.0,,1.0,,8,9,,8.0,4,
58,5.0,,,,3.0,,,4,10,,1.0,3,0.0
59,,,,10.0,5.0,1.0,,10,9,,0.0,8,
60,,,,,10.0,4.0,6.0,8,0,4.0,1.0,6,
61,2.0,2.0,,8.0,,4.0,4.0,3,6,3.0,,1,
62,,3.0,1.0,,,,,5,0,,,3,
63,7.0,9.0,,1.0,8.0,,,4,2,,1.0,3,
64,,,8.0,,2.0,,,6,5,,,9,
65,,,,2.0,,,10.0,6,5,6.0,6.0,9,10.0
66,,,1.0,,10.0,,,5,7,10.0,,10,
67,5.0,5.0,4.0,0.0,,2.0,,2,8,8.0,,2,8.0
68,,9.0,10.0,,,,0.0,9,7,8.0,9.0,1,
69,,10.0,,,8.0,,,0,8,,9.0,7,3.0
70,3.0,,4.0,8.0,10.0,,,4,6,2.0,,10,3.0
71,3.0,,,,0.0,,,6,3,5.0,,2,
72,,9.0,,3.0,,,,2,0,,2.0,1,
73,,1.0,,,4.0,,,5,7,6.0,,0,2.0
74,4.0,6.0,9.0,,,,5.0,8,0,,,3,
75,,7.0,,,2.0,2.0,,1,3,,1.0,8,9.0
76,10.0,,,6.0,5.0,,,2,7,10.0,,4,
77,4.0,2.0,,7.0,4.0,10.0,,0,3,,7.0,8,6.0
78,0.0,,,6.0,10.0,2.0,0.0,6,1,6.0,5.0,9,
79,10.0,,,2.0,,6.0,,1,3,,2.0,9,9.0
80,,,,,6.0,1.0,,5,10,1.0,,2,
81,,6.0,6.0,,4.0,7.0,8.0,5,4,3.0,,1,
82,8.0,0.0,,4.0,8.0,7.0,6.0,7,2,,5.0,4,9.0
83,7.0,,,,0.0,10.0,,3,0,3.0,,6,
84,,3.0,,3.0,,,,1,8,,0.0,2,
85,2.0,10.0,,6.0,,10.0,1.0,4,5,2.0,,5,10.0
86,9.0,,,,2.0,5.0,,7,9,,0.0,4,5.0
87,,,,1.0,0.0,,9.0,8,0,,,10,3.0
88,4.0,9.0,,7.0,,,,0,9,8.0,,3,0.0
89,,7.0,7.0,,,5.0,,2,4,,5.0,3,
90,4.0,,,4.0,,2.0,,6,2,,,7,
91,2.0,4.0,,10.0,,7.0,4.0,2,8,,,1,0.0
92,3.0,,3.0,,,6.0,0.0,0,1,2.0,,5,0.0
93,5.0,,5.0,,0.0,,,4,3,5.0,3.0,4,4.0
94,,,,10.0,,6.0,8.0,8,9,,,9,
95,2.0,4.0,,,6.0,6.0,6.0,5,4,,,9,
96,,,2.0,3.0,8.0,,,8,7,7.0,,10,
97,8.0,4.0,,,,,1.0,4,6,,,5,0.0
98,6.0,8.0,,,,,4.0,0,2,,,1,10.0
99,10.0,10.0,5.0,,,9.0,1.0,8,9,,,10,1.0
100,,,,3.0,2.0,,,5,4,4.0,,5,5.0
101,7.0,0.0,2.0,,1.0,,,1,1,8.0,,3,8.0
102,,4.0,1.0,7.0,2.0,,,3,10,4.0,,5,4.0
103,,7.0,,1.0,,8.0,,4,6,,,5,8.0
104,,,8.0,4.0,,5.0,9.0,2,3,4.0,2.0,4,
105,,,2.0,1.0,3.0,,1.0,7,2,7.0,,10,
106,,,,6.0,3.0,,6.0,5,5,,10.0,6,10.0
107,3.0,,0.0,,,1.0,9.0,7,2,,1.0,3,
108,,5.0,8.0,,5.0,,1.0,1,7,,,10,
109,,6.0,,5.0,,10.0,,2,5,3.0,10.0,5,2.0
110,3.0,,4.0,4.0,,,7.0,2,9,6.0,10.0,9,7.0
111,6.0,3.0,7.0,7.0,,7.0,,4,2,3.0,1.0,5,
112,,2.0,5.0,,,,,7,9,,10.0,2,
113,3.0,,,4.0,,4.0,7.0,2,9,,10.0,2,1.0
114,,4.0,6.0,7.0,,,1.0,8,2,8.0,2.0,8,
115,4.0,9.0,8.0,4.0,7.0,1.0,,8,5,4.0,7.0,0,4.0
116,,7.0,9.0,,5.0,1.0,,10,9,,,4,3.0
117,0.0,6.0,,,6.0,1.0,6.0,6,0,4.0,10.0,7,
118,9.0,10.0,10.0,,2.0,2.0,5.0,10,10,0.0,3.0,8,7.0
119,,3.0,2.0,,5.0,5.0,5.0,4,1,5.0,3.0,0,
120,,,,,,,,10,8,8.0,,6,
121,0.0,,0.0,,,,10.0,10,6,10.0,0.0,5,2.0
122,,,,10.0,,,,10,7,,,9,
123,,7.0,,,2.0,4.0,2.0,1,4,10.0,5.0,8,10.0
124,2.0,,,1.0,6.0,8.0,,3,7,10.0,,6,
125,0.0,,,6.0,,6.0,8.0,2,2,,,5,2.0
126,7.0,5.0,,,,,,2,7,5.0,9.0,4,
127,9.0,4.0,,0.0,,6.0,,3,4,6.0,,10,5.0
128,,8.0,,,,,6.0,6,9,,,0,
129,10.0,,3.0,,7.0,7.0,1.0,2,7,,6.0,10,1.0
130,,10.0,7.0,10.0,,3.0,8.0,6,10,1.0,,5,6.0
131,2.0,4.0,8.0,9.0,,,,2,7,1.0,7.0,5,
132,,,,9.0,1.0,6.0,,9,10,,2.0,1,3.0
133,6.0,4.0,,0.0,,,10.0,6,0,10.0,,2,8.0
134,2.0,5.0,9.0,,,6.0,4.0,2,3,1.0,5.0,9,8.0
135,,0.0,10.0,6.0,4.0,,,6,10,10.0,,9,5.0
136,,,5.0,4.0,4.0,7.0,,10,8,,8.0,6,
137,,,6.0,8.0,,7.0,,8,9,,10.0,10,8.0
138,,,8.0,,0.0,2.0,9.0,9,0,,6.0,6,6.0
139,6.0,5.0,2.0,,,5.0,,5,2,7.0,10.0,5,
140,,2.0,6.0,5.0,2.0,,,8,8,10.0,,6,
141,,,5.0,,,7.0,,10,0,,,3,10.0
142,,,,,,8.0,,0,3,,,3,
143,,,,,,,,4,9,,2.0,3,
144,6.0,3.0,,,,,2.0,5,10,4.0,5.0,9,
145,8.0,4.0,,,0.0,3.0,,6,4,3.0,1.0,6,7.0
146,4.0,0.0,8.0,1.0,,,,1,4,,2.0,2,
147,0.0,4.0,4.0,6.0,,0.0,5.0,1,5,4.0,7.0,4,
148,,6.0,10.0,,1.0,8.0,,0,2,7.0,,10,
149,,3.0,5.0,,3.0,9.0,,2,1,1.0,3.0,3,5.0
150,4.0,3.0,,4.0,,8.0,,3,4,3.0,,7,
151,,,3.0,6.0,,7.0,7.0,5,6,,6.0,8,2.0
152,2.0,4.0,,4.0,,,2.0,6,1,8.0,,5,
153,4.0,,,5.0,9.0,2.0,,3,10,,8.0,9,5.0
154,,1.0,10.0,,,,9.0,1,9,10.0,,3,6.0
155,0.0,,,6.0,9.0,,7.0,2,1,,6.0,9,
156,8.0,6.0,3.0,,10.0,0.0,5.0,7,7,9.0,,6,8.0
157,,,8.0,,3.0,,1.0,3,0,8.0,,2,
158,,4.0,,6.0,,,8.0,4,9,,5.0,10,
159,10.0,1.0,,,,1.0,,6,9,,,0,
160,,0.0,6.0,10.0,,,0.0,10,7,5.0,,9,7.0
161,,,0.0,,,6.0,2.0,0,8,,0.0,10,
162,,,6.0,7.0,1.0,,9.0,4,1,5.0,,3,0.0
163,,2.0,2.0,8.0,2.0,,2.0,9,1,,7.0,10,2.0
164,,,,,,,,6,0,,,1,
165,6.0,,,7.0,,8.0,8.0,2,10,,8.0,10,
166,3.0,,,0.0,,2.0,,7,5,,7.0,8,10.0
167,5.0,4.0,3.0,,10.0,9.0,,3,8,6.0,,8,
168,,,,8.0,9.0,6.0,,10,9,7.0,4.0,2,
169,,,,,8.0,,,1,6,,,7,
170,,,,6.0,1.0,5.0,,7,4,,,6,
171,,,0.0,5.0,8.0,6.0,,0,0,4.0,,2,0.0
172,6.0,,5.0,1.0,,6.0,6.0,2,9,9.0,,10,8.0
173,,2.0,,,,,,3,8,,9.0,7,
174,10.0,,,,10.0,,3.0,0,8,,,1,
175,,3.0,4.0,,8.0,6.0,,8,3,,,6,7.0
176,9.0,,6.0,,4.0,,0.0,9,6,,,8,
177,,2.0,0.0,,,,,7,8,3.0,3.0,0,10.0
178,8.0,,5.0,6.0,8.0,3.0,,2,9,,6.0,0,
179,5.0,,,1.0,0.0,,2.0,3,5,,4.0,9,4.0
180,,0.0,,2.0,3.0,,,8,1,9.0,0.0,7,
181,3.0,,2.0,0.0,,,,5,10,,,1,6.0
182,,1.0,5.0,6.0,,10.0,0.0,6,1,1.0,,10,8.0
183,2.0,,,,,0.0,,6,1,8.0,,7,
184,,,,3.0,,,5.0,1,1,,,5,
185,,6.0,,,0.0,9.0,,0,5,,4.0,2,
186,2.0,1.0,,,,1.0,,4,5,9.0,,5,
187,8.0,10.0,3.0,5.0,9.0,,10.0,0,8,8.0,5.0,2,
188,,,,8.0,8.0,6.0,1.0,9,0,,6.0,8,
189,,,,9.0,5.0,3.0,2.0,9,9,,2.0,8,
190,,,1.0,,,,,10,2,7.0,3.0,4,6.0
191,,,7.0,6.0,8.0,,,5,8,0.0,7.0,8,
192,,5.0,,7.0,,,3.0,5,0,6.0,,1,8.0
193,,,,3.0,,,3.0,4,9,,8.0,6,2.0
194,,,9.0,,2.0,,6.0,7,1,,10.0,7,8.0
195,6.0,9.0,,6.0,6.0,8.0,,2,9,,4.0,2,
196,,,8.0,8.0,6.0,,,2,0,6.0,5.0,5,7.0
197,8.0,2.0,9.0,,,,,5,1,3.0,,9,7.0
198,,,1.0,6.0,1.0,10.0,,6,7,,,9,
199,,0.0,,5.0,10.0,9.0,3.0,7,4,,9.0,7,
200,,,,0.0,,,,1,10,,,3,6.0
201,0.0,7.0,,10.0,9.0,,0.0,1,5,,0.0,2,0.0
202,2.0,,,2.0,,,,5,0,,,9,
203,9.0,6.0,7.0,,3.0,1.0,,2,10,9.0,,4,4.0
204,1.0,9.0,,8.0,,,,1,2,,,10,8.0
205,6.0,6.0,,,7.0,,8.0,7,9,,2.0,3,3.0
206,,2.0,1.0,9.0,,,,10,7,0.0,6.0,3,6.0
207,8.0,,7.0,4.0,,,,4,3,8.0,5.0,7,
208,5.0,2.0,0.0,5.0,,,,7,2,4.0,,7,
209,,,,,0.0,,,5,6,10.0,6.0,7,5.0
210,0.0,,,,8.0,1.0,7.0,7,6,,7.0,4,
211,0.0,,5.0,4.0,0.0,4.0,,10,5,7.0,,6,
212,7.0,,,8.0,10.0,,10.0,8,5,10.0,7.0,4,
213,,8.0,,,4.0,1.0,10.0,1,5,,10.0,2,
214,,,,5.0,,,,7,1,,5.0,1,2.0
215,8.0,,5.0,9.0,9.0,1.0,10.0,0,8,4.0,,4,
216,,5.0,,5.0,,8.0,,2,8,1.0,0.0,10,10.0
217,4.0,,,3.0,,2.0,4.0,6,4,2.0,8.0,3,1.0
218,,,,4.0,,6.0,5.0,6,3,10.0,,6,
219,6.0,3.0,10.0,,5.0,,,7,1,,,6,
220,,,2.0,8.0,0.0,,0.0,9,1,,6.0,8,7.0
221,,8.0,,9.0,,3.0,1.0,2,3,,5.0,9,9.0
222,,,,,3.0,,4.0,3,9,,0.0,9,
223,,,0.0,,6.0,2.0,,5,0,9.0,,7,4.0
224,1.0,,8.0,,,,,2,9,,,7,
225,,,,10.0,,4.0,0.0,1,8,10.0,9.0,0,0.0
226,,,3.0,,,6.0,9.0,6,10,,7.0,2,9.0
227,5.0,,,9.0,,,8.0,3,10,6.0,,4,2.0
228,7.0,,,5.0,,9.0,8.0,2,4,,0.0,3,
229,2.0,,,5.0,1.0,,,0,10,,,3,
230,,,,,,,5.0,2,8,,7.0,7,
231,,,3.0,,,,9.0,10,4,2.0,10.0,7,6.0
232,,7.0,,7.0,,,9.0,4,1,9.0,7.0,5,
233,,1.0,7.0,5.0,,,6.0,1,2,4.0,10.0,1,10.0
234,5.0,10.0,,9.0,,,,6,4,9.0,1.0,7,2.0
235,,7.0,6.0,4.0,10.0,,10.0,6,6,,4.0,5,
