0,1,2,3,4,5,6,7,8,9,10,11,12
84,48,53,91,91,31,74,76,56,57,74,55,37
97,23,58,30,48,1,3,63,80,83,87,93,14
60,60,72,79,54,5,8,27,53,78,43,64,53
49,73,84,15,33,60,97,33,35,32,70,38,43
34,74,10,27,52,46,93,40,79,52,26,71,76
75,94,22,9,86,32,7,45,37,72,5,17,48
79,86,35,40,74,33,24,24,25,86,75,70,22
58,71,83,98,40,32,90,100,71,95,29,68,23
37,26,6,47,20,94,89,61,36,42,86,5,78
93,32,88,72,48,43,72,58,56,30,19,27,34
80,10,56,92,8,31,2,60,15,55,42,41,34
58,62,42,2,91,40,94,85,32,21,50,12,87
72,44,82,39,14,59,35,51,65,96,13,47,99
2,9,20,70,9,89,5,100,87,2,81,32,13
23,70,31,44,17,24,72,34,89,63,2,9,61
6,50,27,88,49,61,38,62,81,69,3,73,70
79,16,38,84,55,46,66,34,29,53,36,63,22
69,15,33,93,77,23,27,42,76,7,67,50,63
77,55,37,22,99,16,34,99,2,28,6,28,74
59,50,96,17,53,35,87,35,43,26,24,49,39
93,14,95,67,54,87,12,92,0,4,23,59,18
37,76,21,71,69,8,66,53,38,70,34,33,18
6,3,58,11,69,63,21,80,5,77,15,79,76
75,66,9,55,61,48,96,54,59,9,92,34,33
26,18,91,92,55,56,68,25,42,7,56,67,36
2,7,42,25,15,41,30,54,25,2,95,24,3
1,38,4,58,98,15,73,3,15,55,35,93,23
16,21,94,28,62,4,6,11,41,32,99,70,86
47,19,33,90,70,70,100,18,83,78,51,6,59
93,55,17,83,29,39,61,59,8,59,52,59,19
9,29,43,81,16,58,10,66,92,0,20,98,69
81,34,24,41,34,49,73,46,60,75,10,82,70
94,76,62,62,6,38,0,95,73,9,77,1,34
72,3,86,84,2,4,15,7,49,74,20,41,83
64,82,59,83,16,14,87,81,64,22,24,30,33
62,97,53,12,54,70,22,10,53,3,19,22,74
73,46,32,8,79,38,67,39,87,75,100,50,6
43,82,74,13,73,9,68,83,22,66,5,61,30
50,63,92,34,3,43,10,76,13,81,84,76,82
91,41,28,21,54,53,26,54,24,26,47,68,43
1,55,94,81,80,42,33,18,78,39,83,38,27
7,51,91,30,44,51,26,61,81,60,99,45,9
59,70,65,80,1,88,58,47,16,66,1,14,39
97,74,28,19,14,50,1,77,15,78,54,96,78
84,39,35,8,57,43,81,28,36,35,75,26,42
91,26,40,46,92,16,17,97,20,88,32,64,34
59,100,36,11,43,83,5,9,32,37,58,86,20
10,40,82,71,27,70,93,46,77,49,61,69,54
31,40,34,64,93,58,71,88,80,79,3,54,96
95,17,44,28,43,23,51,12,62,9,72,77,26
33,23,62,5,50,92,39,0,41,63,34,38,43
89,1,62,89,64,95,42,100,71,7,98,56,68
30,57,18,1,57,92,86,24,80,11,47,87,8
53,58,15,4,57,94,37,48,12,5,64,71,45
67,93,97,20,54,48,24,52,40,26,95,70,82
100,87,39,91,85,56,26,54,20,87,91,28,63
19,71,35,65,90,11,66,86,65,79,15,88,64
1,93,91,15,96,53,100,77,91,8,97,56,72
72,99,87,53,7,67,21,89,62,47,72,57,82
82,31,32,36,92,98,23,81,78,66,86,19,30
15,100,17,63,18,52,88,44,64,18,10,9,76
86,34,62,28,31,27,2,44,79,81,84,73,75
51,41,86,22,59,37,6,26,19,31,93,72,26
97,41,92,92,0,47,27,1,35,38,17,71,3
70,72,55,84,87,29,88,81,22,89,15,46,84
33,10,6,3,28,99,30,56,61,63,66,17,16
13,9,84,36,36,88,62,32,16,79,15,74,7
75,77,90,16,77,63,26,45,6,6,20,12,85
38,79,97,65,48,95,21,58,15,35,26,99,19
21,32,81,10,17,25,89,59,64,60,86,21,88
23,74,7,38,89,44,43,94,65,86,84,29,58
56,97,88,26,89,4,39,72,18,12,44,14,31
10,99,81,52,39,95,68,8,49,90,16,75,31
13,88,27,4,52,20,20,11,31,47,84,64,54
65,98,94,91,86,37,99,64,68,50,23,100,41
8,27,27,76,93,18,11,26,45,66,94,93,71
36,37,74,22,27,85,39,50,61,67,90,50,16
53,77,23,67,84,57,97,15,76,52,32,94,76
4,73,21,3,85,33,32,3,72,45,39,98,57
8,39,40,99,2,17,10,74,77,64,61,42,51
90,6,76,13,47,31,71,97,13,72,12,49,12
52,100,48,20,44,75,17,99,83,57,11,35,39
92,82,16,23,62,4,59,48,41,61,0,33,60
55,86,84,78,6,22,55,56,82,59,7,87,78
95,72,54,58,79,11,10,5,97,58,72,92,81
22,35,55,99,89,81,2,76,33,6,93,24,12
32,17,81,34,16,20,98,21,22,65,24,3,87
66,19,5,29,22,48,56,70,25,22,97,83,61
11,37,68,61,12,5,20,71,53,34,67,23,37
89,74,12,25,23,86,92,33,72,89,77,41,2
37,21,23,55,98,50,47,62,66,36,24,21,30
5,2,13,28,43,91,66,5,100,93,42,61,54
27,8,16,60,78,24,10,62,8,4,40,25,20
89,34,55,30,71,59,78,38,34,96,98,100,60
30,6,77,91,74,6,48,51,2,94,39,69,61
20,85,56,51,27,88,31,69,39,34,91,22,85
13,20,11,34,4,41,8,29,6,100,70,30,55
34,39,90,5,23,47,99,50,90,74,18,48,97
34,35,72,76,53,86,100,22,41,76,88,38,60
22,55,52,100,64,69,22,30,94,37,33,84,98
64,51,50,80,30,60,23,37,67,8,50,63,92
100,75,5,83,65,32,57,23,30,32,80,9,63
25,1,97,88,12,34,70,71,73,85,61,88,2
3,49,23,21,3,63,11,74,28,65,91,38,62
17,68,96,10,14,92,39,23,50,28,76,36,10
48,24,58,39,45,17,67,14,61,8,55,39,55
90,9,54,50,89,3,52,54,29,96,95,48,48
13,50,7,66,29,1,61,50,82,41,10,61,75
42,56,1,95,20,89,25,88,36,87,4,96,46
77,86,46,81,37,68,33,7,79,50,90,31,91
20,18,35,46,38,12,45,65,57,13,45,68,29
8,32,39,98,5,70,16,50,76,63,72,15,6
93,87,55,85,34,62,83,65,70,77,57,97,89
31,43,42,93,47,39,54,86,10,59,6,4,37
47,57,96,99,13,84,86,33,55,24,6,9,3
66,52,59,26,11,90,29,34,74,30,46,80,14
51,69,16,82,13,69,28,72,84,74,37,79,57
96,53,59,20,5,71,53,93,52,62,97,75,39
92,57,65,95,2,73,80,29,20,41,50,28,42
98,50,40,3,40,59,7,38,100,73,45,3,36
27,62,51,55,76,87,54,2,28,43,16,84,93
65,94,100,60,75,31,55,2,61,64,8,49,95
98,92,98,26,73,69,20,55,12,66,93,88,25
11,36,65,20,17,69,84,59,96,16,14,60,0
43,82,15,18,56,78,60,3,90,89,40,45,54
28,72,78,100,95,82,41,37,21,0,100,70,98
0,93,96,49,96,96,44,13,38,7,71,62,90
11,50,69,2,73,61,59,79,77,62,17,93,92
59,95,76,80,59,22,82,46,70,11,7,71,68
25,62,74,96,21,5,82,89,32,75,93,33,96
62,1,60,38,42,21,88,10,76,94,71,93,61
68,69,95,3,82,45,95,6,23,86,76,47,18
99,66,42,88,32,79,11,26,24,14,57,28,81
95,56,43,69,14,0,54,78,51,62,51,78,59
75,40,72,47,66,74,55,27,12,88,48,35,73
30,29,70,37,56,71,18,64,10,74,40,15,37
49,38,45,92,66,69,42,10,95,35,15,78,2
60,10,18,52,78,24,23,72,29,26,30,81,64
28,9,88,84,41,31,35,72,10,94,45,51,49
88,22,45,44,54,92,29,20,59,23,80,3,13
25,6,51,73,21,68,54,19,27,91,20,97,10
37,14,40,44,62,53,5,66,9,80,62,54,29
50,96,54,25,80,12,17,66,0,87,77,57,88
94,42,14,49,7,90,18,18,48,36,23,49,51
46,20,99,32,36,2,65,96,66,69,90,37,48
63,31,65,38,3,64,64,41,63,33,17,96,31
11,41,92,11,20,24,74,8,92,20,7,42,39
29,85,17,16,1,97,91,85,39,86,35,70,15
14,67,99,64,66,81,63,37,96,87,3,43,6
98,88,6,32,21,13,73,20,75,51,99,24,15
3,59,77,85,62,49,21,20,89,20,5,62,60
34,87,81,1,63,74,46,86,50,37,99,54,37
62,27,5,64,56,86,56,8,46,71,18,19,16
86,94,19,11,46,57,77,24,74,59,29,70,18
37,35,67,73,19,2,34,47,86,56,29,55,4
36,90,94,31,10,68,16,10,30,83,38,59,62
59,37,67,64,76,16,61,26,88,57,63,95,29
53,37,11,45,68,37,82,15,11,62,44,54,32
62,76,72,40,98,86,33,21,29,11,36,43,92
34,14,18,65,62,30,93,75,48,19,0,36,37
96,57,52,42,16,66,13,17,64,23,55,26,58
16,51,70,22,100,13,26,82,15,80,76,14,67
71,57,5,49,53,26,67,93,21,82,91,22,26
67,41,58,29,89,71,41,59,77,90,19,12,23
42,2,11,36,53,25,40,91,9,95,77,39,26
71,19,10,92,4,98,64,81,23,50,4,44,55
90,71,35,40,62,62,69,30,32,21,58,98,65
0,77,67,55,24,95,50,9,9,45,49,38,59
77,100,14,56,11,7,89,85,41,57,77,72,81
29,75,81,8,87,5,57,83,97,70,71,24,10
81,80,66,45,0,53,83,56,35,2,87,73,70
86,66,73,20,73,32,75,6,82,9,65,28,71
86,19,77,42,61,45,0,25,77,91,76,55,15
28,28,68,67,91,32,46,34,98,15,56,26,99
88,24,61,21,76,62,23,19,37,42,51,10,96
17,51,67,15,29,66,7,75,59,99,30,41,58
90,30,20,39,60,66,74,91,65,45,74,47,61
74,36,86,47,3,20,96,90,13,13,52,30,50
45,2,96,70,46,95,5,83,53,74,86,97,5
88,59,44,69,45,63,61,21,7,17,40,14,71
89,86,74,28,16,38,31,83,88,96,35,44,47
13,39,97,52,31,85,36,54,51,68,5,40,64
63,70,9,56,4,36,13,68,63,7,52,85,90
24,8,85,55,66,21,26,72,35,66,97,4,53
33,75,46,84,54,8,0,39,50,55,81,6,21
40,100,54,15,10,42,75,84,91,39,68,8,18
70,48,10,57,31,36,77,64,14,61,13,13,48
20,31,16,22,58,77,90,45,36,93,62,24,88
11,12,89,8,18,49,48,65,28,41,81,12,27
23,32,56,63,38,1,99,2,3,96,20,3,36
48,24,97,95,31,96,20,82,49,45,88,57,72
67,52,99,6,51,43,43,42,66,100,52,91,22
15,41,28,4,88,39,19,43,8,77,62,62,37
18,33,41,43,30,40,26,82,52,19,91,58,31
98,22,29,38,86,94,86,61,4,9,42,28,45
13,88,100,1,88,4,19,46,96,60,19,98,8
0,83,3,63,51,0,94,11,88,92,27,14,38
53,88,69,62,66,15,43,64,85,58,9,19,76
22,65,54,36,12,62,77,71,68,3,91,39,50
49,41,83,58,12,90,30,16,98,21,72,69,44
5,17,26,97,45,46,54,22,61,51,7,61,70
57,0,78,51,90,24,45,2,12,10,87,65,74
89,60,80,54,87,8,97,82,89,48,77,78,35
38,5,27,61,57,21,17,40,36,100,29,95,36
36,83,91,55,98,93,91,3,57,82,37,65,2
33,20,62,46,9,13,15,20,14,3,71,52,33
89,13,6,77,86,51,52,19,66,88,26,77,5
92,21,90,92,34,85,25,5,49,64,15,40,61
53,31,75,86,66,87,45,21,36,90,79,89,64
45,86,73,76,55,58,11,55,74,86,47,34,81
38,84,82,42,83,92,39,51,89,29,17,94,46
8,10,43,53,82,80,56,51,5,21,62,28,57
87,4,64,10,67,71,37,79,77,94,97,4,7
21,79,49,95,19,61,68,63,7,58,36,2,63
86,13,9,49,15,69,40,11,9,78,77,6,95
91,5,30,58,78,36,57,38,92,23,35,77,11
89,88,46,9,87,45,55,57,87,50,98,4,65
6,62,95,21,81,2,40,97,81,73,71,24,2
37,48,5,35,22,81,50,55,29,82,22,100,86
39,64,94,53,3,100,70,60,0,85,80,55,55
100,40,19,69,12,72,45,90,58,6,45,59,72
50,7,1,73,96,8,55,60,99,33,45,57,50
18,77,64,26,43,97,85,71,71,66,0,19,4
81,17,75,97,35,87,51,36,97,51,83,78,86
59,27,25,52,23,53,47,86,12,67,27,63,23
53,52,73,24,88,21,50,69,5,70,9,47,43
33,50,19,67,34,66,20,60,46,89,26,1,49
22,19,96,58,29,29,55,94,59,90,34,42,86
54,64,8,66,30,22,72,39,99,13,71,41,21
60,71,44,3,26,28,19,33,84,71,74,93,40
76,1,69,81,34,77,29,60,79,81,26,25,83
54,39,59,31,47,41,99,0,37,2,75,56,100
52,31,20,9,21,26,6,1,83,54,32,58,99
39,50,44,99,96,71,90,2,4,9,34,29,55
39,68,7,27,5,40,84,26,66,30,46,46,88
6,67,12,46,62,19,9,38,81,4,45,17,2
23,59,15,24,80,85,87,92,81,59,79,33,55
92,38,71,71,39,88,49,29,92,94,27,11,54
26,7,95,22,37,5,60,40,43,25,26,48,92
83,16,34,92,70,71,19,71,26,81,89,87,95
86,12,52,14,23,93,12,25,49,55,33,59,83
43,24,15,63,10,33,72,98,10,80,66,11,64
33,75,62,75,29,18,32,22,3,96,64,6,90
55,82,99,51,66,25,97,15,31,71,46,24,71
35,98,82,24,61,58,57,30,58,58,72,67,56
73,50,19,22,63,23,14,52,26,84,24,8,56
98,74,21,41,75,25,31,39,97,71,22,43,74
1,92,67,32,13,15,62,37,23,19,46,86,49
50,58,47,87,45,56,58,54,93,46,69,98,55
6,59,91,17,28,77,28,98,0,10,24,63,56
88,29,48,21,46,88,73,37,56,15,94,85,48
11,26,19,82,7,27,99,22,12,97,6,11,9
90,99,100,88,86,81,24,88,55,22,5,74,30
46,59,91,14,46,2,36,41,77,32,33,20,78
46,35,84,48,69,65,90,42,5,44,92,55,30
93,89,34,30,22,10,42,77,83,42,99,47,47
37,3,66,40,41,21,29,41,24,25,13,15,74
65,96,33,8,90,52,5,74,26,53,49,14,22
91,55,97,39,71,6,85,83,23,78,71,70,41
20,65,91,72,77,29,10,7,82,79,69,83,81
93,54,81,20,98,71,70,82,81,88,16,89,71
75,10,60,98,52,77,8,52,77,65,64,45,64
34,22,71,48,1,12,60,26,12,86,47,4,56
22,68,90,15,56,75,56,7,89,73,53,83,29
44,62,86,60,61,47,28,6,26,10,89,56,10
64,79,57,62,75,45,81,93,59,54,89,43,50
35,42,9,59,23,92,81,41,51,43,30,59,55
63,99,40,85,63,38,44,96,81,3,19,56,86
48,54,23,78,61,25,8,25,28,51,90,60,1
34,94,50,27,78,29,23,43,70,98,23,66,79
46,22,68,84,69,96,13,7,79,13,92,55,57
7,55,83,57,68,8,94,92,97,43,15,93,8
6,67,47,73,3,18,8,66,3,54,93,93,12
44,36,31,98,13,9,44,10,85,35,12,49,73
40,47,90,21,37,10,99,65,34,55,6,94,44
90,76,38,26,40,49,30,71,77,2,87,88,72
41,18,79,25,9,82,22,42,15,61,32,55,58
62,13,69,80,93,0,91,61,37,30,83,46,21
48,73,83,100,90,91,64,92,5,32,70,3,17
39,97,5,73,95,67,99,31,33,18,99,5,52
12,60,97,22,25,95,65,36,93,15,63,32,93
22,16,65,75,53,8,46,48,12,34,97,10,71
84,56,54,46,87,47,79,39,17,15,37,88,6
30,11,3,83,60,35,15,6,8,62,20,16,52
88,27,2,89,85,33,85,39,35,45,86,5,17
72,13,94,45,33,64,44,20,28,27,34,97,88
77,96,80,97,32,31,37,47,46,12,38,90,43
63,75,63,20,22,41,66,96,26,48,34,37,79
43,24,15,56,85,14,79,91,93,66,76,55,83
56,7,19,25,12,82,60,100,98,64,100,21,99
34,44,17,42,66,72,65,26,2,21,82,18,96
7,27,69,29,21,83,9,59,80,63,96,76,9
99,57,87,24,88,12,38,26,89,32,92,76,60
16,10,29,32,50,24,35,20,61,89,56,99,72
24,18,17,59,74,94,46,9,81,74,22,7,95
4,71,52,19,100,46,17,69,96,96,40,99,43
8,75,45,9,2,81,57,51,66,14,42,77,70
6,70,16,48,63,79,48,51,81,30,94,55,74
67,5,83,87,54,17,95,77,40,84,64,99,87
15,66,47,93,91,71,74,89,67,14,75,74,83
71,55,49,27,77,61,42,98,55,67,11,60,26
87,61,11,83,57,95,32,16,54,75,6,29,97
27,67,50,72,93,84,24,39,66,11,2,31,15
24,1,70,93,95,14,39,13,76,96,31,46,45
57,98,47,97,18,27,48,92,86,26,32,83,66
27,4,56,95,83,81,53,67,13,52,17,80,95
75,36,84,54,34,33,46,86,91,36,40,88,88
53,36,7,100,23,92,15,27,29,77,61,20,69
79,83,50,42,37,99,71,1,26,7,29,81,75
42,47,28,88,80,52,58,88,53,30,44,24,79
77,15,99,89,74,55,14,12,30,96,53,49,17
57,13,36,55,5,90,93,23,37,2,54,29,0
19,15,71,26,72,55,98,31,12,13,95,86,61
21,96,93,1,96,12,66,9,8,29,100,56,27
27,37,58,24,15,53,16,96,99,19,35,22,61
63,95,72,86,48,10,86,9,0,29,76,83,6
41,16,9,9,18,72,27,36,90,32,40,69,97
57,50,81,98,85,1,65,15,48,74,4,19,79
79,6,38,92,98,17,59,26,90,15,55,7,28
80,68,93,14,98,48,87,37,6,35,12,6,8
55,3,5,28,7,79,65,50,71,31,3,8,39
77,91,13,16,66,86,25,48,31,12,70,42,41
69,2,100,34,65,17,79,48,25,0,12,73,83
73,5,45,10,80,20,5,28,14,57,49,96,73
83,20,54,85,83,74,48,69,83,79,74,48,59
89,18,53,99,66,16,30,82,75,83,97,89,68
92,99,78,4,62,42,17,67,94,96,73,80,48
76,71,93,85,61,18,36,67,39,12,45,3,3
40,20,29,79,92,64,3,19,48,22,92,32,59
99,91,46,14,0,31,64,54,97,37,16,15,42
39,17,65,22,80,68,68,39,93,90,77,97,88
37,98,6,12,0,96,10,51,29,55,55,23,12
26,35,72,35,68,98,85,49,35,5,31,14,26
4,9,34,55,40,61,66,65,85,82,20,48,18
69,80,69,78,12,29,10,76,40,72,1,44,100
9,71,55,34,83,86,72,23,79,76,89,76,93
85,75,13,94,91,74,32,88,94,86,92,29,70
92,61,66,89,10,2,37,47,25,60,73,57,50
9,58,49,73,19,43,93,35,65,37,53,49,93
66,28,29,65,66,32,81,41,79,34,25,62,41
27,40,56,50,2,87,82,41,37,50,71,42,64
6,100,42,98,93,71,86,18,20,97,87,75,51
94,19,66,94,6,89,7,56,28,45,11,21,34
21,49,92,37,5,47,8,17,1,61,75,50,64
66,54,3,3,41,76,96,99,71,0,68,61,83
69,36,64,29,76,15,56,96,0,94,30,15,34
10,72,17,63,77,0,82,55,55,15,70,78,83
19,1,30,25,8,99,14,87,31,83,70,48,100
15,79,61,93,18,29,14,18,66,73,11,39,86
93,28,24,53,32,74,13,72,97,59,74,22,90
0,0,38,75,8,94,100,55,46,67,46,18,91
34,57,94,53,49,8,20,66,31,48,25,38,29
45,34,1,40,70,31,50,73,22,66,44,78,27
42,3,91,4,62,38,29,79,99,89,96,27,94
23,87,88,94,79,88,68,26,21,85,8,51,28
30,80,20,89,54,94,8,16,75,63,87,77,56
1,73,66,59,6,68,93,36,94,61,77,81,63
44,11,75,4,66,49,42,16,47,34,29,85,91
12,44,40,84,29,100,11,76,57,75,72,56,74
74,40,11,2,87,98,62,27,24,48,63,26,86
33,0,73,85,18,12,47,32,89,72,28,15,19
19,37,9,34,42,99,74,91,52,65,91,32,89
41,54,27,21,99,95,61,96,45,44,49,57,7
96,71,6,98,15,83,3,94,4,60,5,1,40
77,37,79,3,85,89,39,79,37,33,50,28,67
62,40,33,6,82,17,96,94,59,99,78,70,23
64,47,15,98,79,30,81,92,34,51,20,86,26
27,7,3,33,42,16,18,71,30,98,59,55,83
1,70,77,31,7,67,13,52,16,17,53,85,41
66,70,53,44,39,78,20,88,51,20,65,99,76
91,44,7,55,18,71,57,96,46,93,71,25,24
92,78,35,51,50,93,86,78,35,35,11,87,6
