0,1,2,3,4,5,6,7,8,9,10,11,12
84,10,53,10,91,31,74,10,56,10,10,55,37
97,10,58,10,48,1,3,10,80,10,10,93,14
60,10,72,10,54,5,8,10,53,10,10,64,53
49,10,84,10,33,60,97,10,35,10,10,38,43
34,10,10,10,52,46,93,10,79,10,10,71,76
75,10,22,9,86,32,7,10,37,10,5,17,48
79,10,35,10,74,33,24,10,25,10,10,70,22
58,10,83,10,40,32,90,10,71,10,10,68,23
37,10,6,10,20,94,89,10,36,10,10,5,78
93,10,88,10,48,43,72,10,56,10,10,27,34
80,10,56,10,8,31,2,10,15,10,10,41,34
58,10,42,2,91,40,94,10,32,10,10,12,87
72,10,82,10,14,59,35,10,65,10,10,47,99
2,9,20,10,9,89,5,10,87,2,10,32,13
23,10,31,10,17,24,72,10,89,10,2,9,61
6,10,27,10,49,61,38,10,81,10,3,73,70
79,10,38,10,55,46,66,10,29,10,10,63,22
69,10,33,10,77,23,27,10,76,7,10,50,63
77,10,37,10,99,16,34,10,2,10,6,28,74
59,10,96,10,53,35,87,10,43,10,10,49,39
93,10,95,10,54,87,12,10,0,4,10,59,18
37,10,21,10,69,8,66,10,38,10,10,33,18
6,3,58,10,69,63,21,10,5,10,10,79,76
75,10,9,10,61,48,96,10,59,9,10,34,33
26,10,91,10,55,56,68,10,42,7,10,67,36
2,7,42,10,15,41,30,10,25,2,10,24,3
1,10,4,10,98,15,73,3,15,10,10,93,23
16,10,94,10,62,4,6,10,41,10,10,70,86
47,10,33,10,70,70,100,10,83,10,10,6,59
93,10,17,10,29,39,61,10,8,10,10,59,19
9,10,43,10,16,58,10,10,92,0,10,98,69
81,10,24,10,34,49,73,10,60,10,10,82,70
94,10,62,10,6,38,0,10,73,9,10,1,34
72,3,86,10,2,4,15,7,49,10,10,41,83
64,10,59,10,16,14,87,10,64,10,10,30,33
62,10,53,10,54,70,22,10,53,3,10,22,74
73,10,32,8,79,38,67,10,87,10,10,50,6
43,10,74,10,73,9,68,10,22,10,5,61,30
50,10,92,10,3,43,10,10,13,10,10,76,82
91,10,28,10,54,53,26,10,24,10,10,68,43
1,10,94,10,80,42,33,10,78,10,10,38,27
7,10,91,10,44,51,26,10,81,10,10,45,9
59,10,65,10,1,88,58,10,16,10,1,14,39
97,10,28,10,14,50,1,10,15,10,10,96,78
84,10,35,8,57,43,81,10,36,10,10,26,42
91,10,40,10,92,16,17,10,20,10,10,64,34
59,10,36,10,43,83,5,9,32,10,10,86,20
10,10,82,10,27,70,93,10,77,10,10,69,54
31,10,34,10,93,58,71,10,80,10,3,54,96
95,10,44,10,43,23,51,10,62,9,10,77,26
33,10,62,5,50,92,39,0,41,10,10,38,43
89,1,62,10,64,95,42,10,71,7,10,56,68
30,10,18,1,57,92,86,10,80,10,10,87,8
53,10,15,4,57,94,37,10,12,5,10,71,45
67,10,97,10,54,48,24,10,40,10,10,70,82
100,10,39,10,85,56,26,10,20,10,10,28,63
19,10,35,10,90,11,66,10,65,10,10,88,64
1,10,91,10,96,53,100,10,91,8,10,56,72
72,10,87,10,7,67,21,10,62,10,10,57,82
82,10,32,10,92,98,23,10,78,10,10,19,30
15,10,17,10,18,52,88,10,64,10,10,9,76
86,10,62,10,31,27,2,10,79,10,10,73,75
51,10,86,10,59,37,6,10,19,10,10,72,26
97,10,92,10,0,47,27,1,35,10,10,71,3
70,10,55,10,87,29,88,10,22,10,10,46,84
33,10,6,3,28,99,30,10,61,10,10,17,16
13,9,84,10,36,88,62,10,16,10,10,74,7
75,10,90,10,77,63,26,10,6,6,10,12,85
38,10,97,10,48,95,21,10,15,10,10,99,19
21,10,81,10,17,25,89,10,64,10,10,21,88
23,10,7,10,89,44,43,10,65,10,10,29,58
56,10,88,10,89,4,39,10,18,10,10,14,31
10,10,81,10,39,95,68,8,49,10,10,75,31
13,10,27,4,52,20,20,10,31,10,10,64,54
65,10,94,10,86,37,99,10,68,10,10,100,41
8,10,27,10,93,18,11,10,45,10,10,93,71
36,10,74,10,27,85,39,10,61,10,10,50,16
53,10,23,10,84,57,97,10,76,10,10,94,76
4,10,21,3,85,33,32,3,72,10,10,98,57
8,10,40,10,2,17,10,10,77,10,10,42,51
90,6,76,10,47,31,71,10,13,10,10,49,12
52,10,48,10,44,75,17,10,83,10,10,35,39
92,10,16,10,62,4,59,10,41,10,0,33,60
55,10,84,10,6,22,55,10,82,10,7,87,78
95,10,54,10,79,11,10,5,97,10,10,92,81
