0,1,2,3,4,5,6
9,91,4,74,65,55,4
8,65,10,48,94,1,3
4,49,1,61,36,68,10
4,42,5,58,68,61,9
0,52,8,74,8,39,6
8,85,4,44,93,18,1
2,72,4,91,84,12,0
8,43,10,61,26,3,8
9,51,8,85,46,34,3
6,82,8,13,80,92,8
2,97,2,96,39,47,4
4,34,4,55,41,70,5
3,63,4,12,63,22,4
3,4,1,25,28,88,1
0,60,10,65,4,29,8
9,17,1,45,75,5,0
4,100,4,20,96,96,0
3,22,8,74,79,49,3
6,72,10,55,90,54,7
0,76,4,57,10,69,3
10,20,2,46,49,17,1
6,80,2,18,40,4,1
8,42,2,70,90,99,2
9,28,1,33,28,92,2
7,66,10,23,44,97,3
4,72,0,30,29,15,4
8,25,3,43,17,23,4
8,17,10,71,89,67,1
0,55,5,54,32,91,5
2,89,6,45,67,22,3
6,21,8,7,51,71,9
6,68,1,39,96,61,7
2,37,3,97,79,26,9
6,31,7,8,5,1,8
1,11,10,91,9,89,8
1,53,2,6,5,36,5
10,30,10,64,44,29,6
2,39,7,76,38,40,7
5,64,7,84,13,90,2
0,80,0,0,43,53,4
5,12,4,80,16,65,0
9,70,9,60,9,6,5
5,18,7,67,49,76,5
8,84,9,62,84,87,0
10,38,0,95,74,7,5
6,4,10,14,32,1,3
0,41,0,10,69,90,3
5,52,5,95,19,57,6
3,45,3,37,77,17,0
8,100,0,70,76,6,6
0,62,4,56,97,84,8
5,15,3,36,51,13,10
7,67,1,28,1,48,8
9,28,2,25,42,87,7
1,75,2,94,40,56,6
7,45,6,52,67,72,10
3,73,8,58,73,17,6
8,20,1,37,3,22,0
6,72,3,93,4,15,5
10,0,9,53,96,18,6
1,42,10,33,61,79,7
0,99,0,70,28,23,8
2,49,6,71,41,93,2
4,91,0,32,19,15,9
6,52,3,35,5,14,1
1,61,4,71,72,46,1
10,6,7,20,8,51,10
8,73,1,31,3,68,7
10,51,1,15,54,33,0
10,99,1,19,35,89,4
9,81,2,17,42,31,2
0,89,7,1,55,57,1
5,15,7,2,83,41,8
10,6,1,83,20,5,10
1,40,9,19,43,83,1
3,72,4,59,82,31,5
6,61,2,31,92,17,1
7,73,1,26,49,54,9
8,68,1,82,85,1,4
1,83,6,24,32,3,10
4,9,2,70,85,86,2
6,7,3,36,3,19,2
0,10,4,37,31,27,10
7,12,0,95,20,28,1
1,42,5,27,90,33,7
10,1,6,32,88,12,3
1,57,8,73,31,61,9
2,85,8,83,72,11,10
1,31,4,53,84,33,6
3,28,6,51,69,44,4
5,43,2,40,31,3,2
8,64,4,23,95,38,5
7,85,10,18,62,59,3
0,52,4,50,96,40,4
7,26,8,53,54,16,6
1,66,6,98,91,23,9
9,96,5,9,97,44,1
7,80,1,99,97,88,6
10,53,6,63,10,51,5
8,16,1,96,18,59,9
1,32,6,93,11,34,0
8,26,9,33,97,23,9
10,89,6,38,45,21,10
8,3,10,64,11,73,10
5,72,3,47,90,10,5
7,29,3,74,20,23,0
7,97,7,99,81,56,2
10,26,8,35,25,21,6
6,7,3,26,10,42,4
5,94,4,92,39,60,6
6,13,2,92,79,8,4
6,81,7,50,74,74,9
4,99,4,85,78,39,4
0,57,5,3,45,34,1
8,49,2,2,50,71,8
10,81,10,85,47,38,9
2,63,10,73,35,88,7
8,73,6,86,2,81,8
7,35,10,0,52,18,2
1,55,3,70,92,87,9
4,96,7,34,67,86,2
4,92,5,52,50,43,9
0,73,8,62,77,11,7
8,87,0,16,72,91,5
5,55,1,1,95,45,5
1,97,5,59,91,56,7
7,98,7,82,91,98,8
8,61,2,83,96,4,7
8,51,3,86,100,43,0
2,95,7,70,35,59,1
4,0,3,93,59,81,6
1,33,7,80,60,42,4
2,12,5,82,65,70,8
6,75,5,6,52,65,6
0,4,1,24,85,88,8
10,21,9,21,25,95,0
9,59,10,11,24,87,2
5,86,2,44,52,51,1
2,60,8,29,42,4,4
2,89,0,95,1,53,2
8,92,4,27,32,54,2
9,73,6,56,83,77,10
0,31,5,13,98,97,10
10,88,9,23,82,86,1
2,94,5,90,55,44,9
4,90,2,68,85,87,3
5,31,0,50,100,12,10
10,94,5,87,4,66,3
0,100,8,59,95,25,5
7,34,9,11,88,10,7
8,93,10,29,37,47,10
4,41,9,53,15,19,3
2,62,10,79,1,10,8
0,31,5,12,76,6,10
1,94,7,60,65,93,8
6,21,4,33,5,85,10
7,79,1,21,33,82,10
2,90,0,1,37,90,2
5,38,2,86,2,9,5
10,72,0,0,80,11,2
10,14,8,30,27,89,10
7,26,6,64,4,4,10
4,8,0,74,49,82,9
7,39,6,31,27,95,2
4,62,6,21,58,61,5
5,33,6,38,56,55,2
4,24,3,51,53,60,6
4,9,6,43,2,13,2
3,16,6,34,47,57,9
6,87,3,25,31,99,10
6,49,1,88,8,40,8
0,34,7,84,40,6,7
3,11,0,28,87,65,8
0,49,7,13,10,26,9
5,35,5,41,26,97,5
8,86,0,18,65,70,9
3,50,5,52,72,98,6
6,76,8,53,3,17,3
4,97,0,44,81,8,2
1,92,6,24,93,28,5
8,31,10,64,49,42,9
4,84,2,40,73,55,0
3,67,10,50,33,30,8
0,31,4,18,86,47,2
3,31,4,41,32,73,9
10,24,9,54,66,79,4
0,56,5,24,52,47,7
4,15,6,50,24,36,2
6,4,6,64,67,46,9
0,86,7,45,69,11,2
6,60,7,85,76,3,1
1,13,10,77,6,59,10
7,57,3,34,93,59,2
6,7,0,99,80,61,6
10,97,8,63,74,79,8
10,32,3,21,92,59,4
3,74,8,54,33,6,8
0,1,10,87,83,64,4
5,14,4,26,82,55,10
10,21,5,92,85,17,2
8,54,1,100,23,83,5
4,82,0,96,2,64,4
5,31,1,9,18,37,1
6,1,9,93,38,74,3
2,61,7,5,67,89,7
4,61,6,96,54,67,5
0,36,0,55,60,30,2
6,69,6,39,86,58,3
4,73,0,59,80,5,4
10,64,8,13,57,50,5
1,50,10,69,89,67,9
8,42,4,35,88,56,10
2,59,0,66,100,84,5
2,0,2,100,21,85,8
7,45,5,35,13,92,3
8,11,9,66,23,20,3
5,77,5,49,95,21,4
0,42,4,74,96,64,9
10,22,0,93,0,64,7
9,95,0,64,69,55,9
4,56,1,4,94,72,10
6,35,1,60,98,23,5
6,40,4,11,98,72,7
4,1,4,85,68,39,7
5,67,2,59,60,99,10
9,10,4,11,77,16,8
7,2,4,40,1,1,5
8,13,6,4,65,54,4
7,83,2,18,33,94,9
8,77,6,3,71,98,2
8,29,4,20,29,53,2
8,36,7,42,59,72,8
10,43,3,72,48,26,9
5,82,3,74,36,89,1
10,21,9,77,38,69,4
9,17,8,57,78,53,4
2,22,4,94,15,74,2
3,34,0,46,48,53,5
9,37,6,15,92,54,9
2,15,5,67,10,66,7
7,80,10,36,11,86,10
7,13,4,75,61,96,7
5,64,4,1,74,77,6
9,64,2,22,85,11,0
6,86,10,93,27,18,1
10,14,5,48,74,84,9
1,99,7,88,15,37,5
9,61,6,86,39,79,8
2,71,4,87,83,81,7
1,66,7,46,82,47,0
0,51,7,39,71,45,6
5,83,5,58,67,77,4
2,71,3,75,83,70,5
7,44,6,5,29,22,6
8,28,0,78,11,44,9
3,79,1,84,65,7,10
9,72,6,91,61,78,2
2,82,7,98,84,4,6
4,7,0,15,29,27,5
2,57,2,14,40,81,0
2,33,1,1,63,5,1
10,72,10,96,88,65,2
10,84,5,71,14,77,0
8,42,9,58,1,29,7
3,61,6,1,95,99,7
7,24,4,58,85,69,3
10,82,3,55,76,67,4
10,3,3,35,52,79,1
0,22,10,14,89,95,3
0,62,5,89,77,72,8
10,15,7,68,11,77,0
6,50,5,33,44,51,10
4,34,10,27,47,56,4
2,46,0,15,62,11,9
10,100,10,45,15,72,8
1,61,5,28,22,30,6
7,46,5,26,33,4,7
2,64,7,40,62,29,0
0,64,8,54,57,80,0
5,72,1,81,29,44,3
3,41,9,33,38,92,7
5,92,3,3,47,2,10
