0,1,2,3,4,5,6
9,91,4,10,10,10,4
8,65,10,10,10,1,3
4,49,1,10,10,10,10
4,42,5,10,10,10,9
0,52,8,10,8,10,6
8,85,4,10,10,10,1
2,72,4,10,10,10,0
8,43,10,10,10,3,8
9,51,8,10,10,10,3
6,82,8,10,10,10,8
2,97,2,10,10,10,4
4,34,4,10,10,10,5
3,63,4,10,10,10,4
3,4,1,10,10,10,1
0,60,10,10,4,10,8
9,17,1,10,10,5,0
4,100,4,10,10,10,0
3,22,8,10,10,10,3
6,72,10,10,10,10,7
0,76,4,10,10,10,3
10,20,2,10,10,10,1
6,80,2,10,10,4,1
8,42,2,10,10,10,2
9,28,1,10,10,10,2
7,66,10,10,10,10,3
4,72,0,10,10,10,4
8,25,3,10,10,10,4
8,17,10,10,10,10,1
0,55,5,10,10,10,5
2,89,6,10,10,10,3
6,21,8,7,10,10,9
6,68,1,10,10,10,7
2,37,3,10,10,10,9
6,31,7,8,5,1,8
1,11,10,10,9,10,8
1,53,2,6,5,10,5
10,30,10,10,10,10,6
2,39,7,10,10,10,7
5,64,7,10,10,10,2
0,80,0,0,10,10,4
5,12,4,10,10,10,0
9,70,9,10,9,6,5
5,18,7,10,10,10,5
8,84,9,10,10,10,0
10,38,0,10,10,7,5
6,4,10,10,10,1,3
0,41,0,10,10,10,3
5,52,5,10,10,10,6
3,45,3,10,10,10,0
8,100,0,10,10,6,6
0,62,4,10,10,10,8
5,15,3,10,10,10,10
7,67,1,10,1,10,8
9,28,2,10,10,10,7
1,75,2,10,10,10,6
7,45,6,10,10,10,10
3,73,8,10,10,10,6
8,20,1,10,3,10,0
6,72,3,10,4,10,5
10,0,9,10,10,10,6
1,42,10,10,10,10,7
0,99,0,10,10,10,8
2,49,6,10,10,10,2
4,91,0,10,10,10,9
6,52,3,10,5,10,1
1,61,4,10,10,10,1
10,6,7,10,8,10,10
8,73,1,10,3,10,7
10,51,1,10,10,10,0
10,99,1,10,10,10,4
9,81,2,10,10,10,2
0,89,7,1,10,10,1
5,15,7,2,10,10,8
10,6,1,10,10,5,10
1,40,9,10,10,10,1
3,72,4,10,10,10,5
6,61,2,10,10,10,1
7,73,1,10,10,10,9
8,68,1,10,10,1,4
1,83,6,10,10,3,10
4,9,2,10,10,10,2
6,7,3,10,3,10,2
0,10,4,10,10,10,10
7,12,0,10,10,10,1
1,42,5,10,10,10,7
10,1,6,10,10,10,3
1,57,8,10,10,10,9
2,85,8,10,10,10,10
1,31,4,10,10,10,6
3,28,6,10,10,10,4
5,43,2,10,10,3,2
8,64,4,10,10,10,5
7,85,10,10,10,10,3
0,52,4,10,10,10,4
7,26,8,10,10,10,6
1,66,6,10,10,10,9
9,96,5,9,10,10,1
7,80,1,10,10,10,6
10,53,6,10,10,10,5
8,16,1,10,10,10,9
1,32,6,10,10,10,0
8,26,9,10,10,10,9
10,89,6,10,10,10,10
8,3,10,10,10,10,10
5,72,3,10,10,10,5
7,29,3,10,10,10,0
7,97,7,10,10,10,2
10,26,8,10,10,10,6
6,7,3,10,10,10,4
5,94,4,10,10,10,6
6,13,2,10,10,8,4
6,81,7,10,10,10,9
4,99,4,10,10,10,4
0,57,5,3,10,10,1
8,49,2,2,10,10,8
10,81,10,10,10,10,9
2,63,10,10,10,10,7
8,73,6,10,2,10,8
7,35,10,0,10,10,2
1,55,3,10,10,10,9
