0,1,2,3,4
47,10,9,10,2
11,10,10,10,0
30,10,10,10,1
69,10,10,10,10
76,10,10,10,2
75,10,10,10,7
1,10,10,10,4
57,10,10,1,0
81,10,10,7,9
35,10,10,10,5
40,10,10,5,8
48,3,10,10,3
94,10,10,10,10
24,10,10,10,5
47,10,10,10,10
73,10,10,6,0
28,10,10,10,8
35,10,10,10,8
23,10,5,10,4
100,10,10,10,9
54,10,10,10,2
3,10,10,10,6
77,10,10,10,7
29,5,10,10,8
50,10,7,10,4
27,10,10,10,10
80,10,3,10,8
66,10,10,10,2
32,10,10,10,1
46,10,10,10,1
68,10,10,10,0
68,10,10,10,4
18,10,10,10,6
48,10,10,9,8
52,10,10,10,7
67,10,10,10,8
62,10,10,10,3
25,10,10,10,7
0,10,10,10,0
61,10,10,10,1
31,10,10,10,10
73,10,10,10,9
61,10,6,10,7
3,10,10,10,4
80,10,10,10,8
93,10,2,10,1
50,10,10,10,10
65,10,10,10,9
23,10,10,10,4
88,10,10,10,0
7,10,10,10,7
11,10,10,10,8
93,10,4,10,4
57,10,10,10,3
45,10,1,10,7
81,10,10,10,4
67,10,10,10,7
99,10,10,10,4
84,10,10,10,7
3,10,10,10,8
87,10,10,10,2
94,10,10,10,0
72,10,6,10,7
5,10,10,10,7
97,10,10,7,0
97,10,10,10,7
48,10,10,10,2
39,10,10,10,4
18,10,10,10,9
46,10,10,10,9
83,10,4,10,3
76,10,10,10,4
8,10,10,10,6
11,7,10,10,4
22,4,10,10,5
80,3,10,10,5
39,10,7,10,1
12,10,10,10,3
17,10,10,10,9
78,10,10,10,2
92,10,10,4,6
49,10,10,10,2
96,10,10,10,2
41,10,10,10,5
91,10,10,10,7
9,10,10,10,8
52,10,10,10,2
39,10,10,10,4
18,10,10,10,2
57,1,10,10,2
95,10,10,2,1
82,10,10,10,2
62,10,10,10,2
82,10,10,10,8
99,10,10,10,5
31,10,10,10,8
31,10,10,10,4
16,10,10,6,8
63,10,10,8,8
27,10,10,10,9
93,10,10,10,3
48,10,10,10,6
71,6,10,10,9
49,10,10,10,8
52,10,10,10,4
92,10,10,10,3
41,10,10,10,0
33,10,3,10,8
7,10,10,10,7
38,10,10,9,8
54,10,10,10,0
26,10,10,10,10
38,10,10,10,6
58,10,10,10,7
68,10,10,10,6
76,10,10,10,7
0,10,10,10,4
4,10,10,4,9
95,10,10,10,3
51,10,10,1,10
88,10,10,10,2
2,10,10,10,5
42,10,5,10,9
20,10,3,10,1
86,10,10,10,1
19,10,10,10,0
25,10,10,10,0
5,10,10,10,10
71,10,10,10,4
21,10,10,10,6
78,10,10,10,2
20,0,10,10,7
53,10,10,10,5
15,10,10,10,1
41,10,10,10,0
75,10,10,10,4
4,10,10,10,8
67,10,10,10,7
80,10,10,10,2
8,10,10,10,2
53,10,10,10,3
87,10,10,10,9
3,10,10,10,5
6,10,10,10,6
68,10,10,10,1
54,10,10,10,8
64,10,10,10,0
80,10,10,10,6
38,10,10,5,2
44,10,10,10,7
73,10,10,10,2
22,10,10,10,6
11,10,10,10,10
70,10,10,10,2
86,10,10,10,5
2,10,10,10,5
73,10,10,10,8
96,5,10,10,2
17,10,10,10,7
56,3,10,10,2
4,10,10,10,7
65,10,10,10,2
95,10,10,10,6
72,10,10,10,2
17,10,10,10,1
23,10,10,10,7
73,10,10,10,5
80,10,10,5,4
14,10,1,10,1
62,10,10,7,5
17,10,10,10,10
98,10,10,10,5
11,10,10,10,9
99,10,10,10,0
41,10,10,10,6
48,10,10,10,3
68,10,10,10,0
11,10,10,10,8
67,10,10,10,2
28,10,10,4,0
53,10,10,10,1
79,10,10,10,7
99,10,4,10,8
6,10,10,10,7
59,10,10,10,9
97,10,10,10,2
7,10,10,1,0
22,10,10,10,3
8,10,10,10,2
8,10,10,10,3
45,10,10,4,10
86,10,10,7,10
31,10,10,10,8
43,10,8,10,7
98,10,10,10,5
80,10,10,10,9
47,10,10,10,2
24,10,10,10,0
75,10,10,10,8
31,10,10,10,3
86,10,10,10,7
82,10,10,10,1
54,10,10,10,5
77,10,8,10,4
7,10,10,10,1
31,10,10,10,2
85,10,10,10,4
44,10,10,10,0
14,10,10,10,4
75,10,10,10,0
31,10,10,10,9
43,10,10,9,4
6,10,10,10,3
89,10,10,10,4
84,10,10,10,1
48,10,10,10,4
14,10,10,10,10
68,10,10,10,0
94,10,10,10,9
50,10,10,10,7
90,10,10,10,1
24,10,10,10,8
60,10,10,10,10
53,10,10,10,0
29,10,10,10,8
45,10,10,10,4
50,10,10,10,2
89,10,10,10,1
45,10,0,10,2
83,10,10,10,1
88,10,10,10,0
98,7,10,10,4
62,10,10,10,10
41,6,1,10,0
52,10,10,10,10
8,5,10,10,10
96,10,10,10,3
2,10,10,10,1
100,10,10,10,5
53,10,10,10,9
99,10,10,10,9
66,10,10,10,3
89,10,10,10,9
45,10,2,10,2
76,10,10,10,5
53,10,10,10,2
59,0,10,10,3
2,10,10,10,9
78,2,10,10,3
33,6,10,10,8
57,10,10,10,7
98,10,10,10,0
35,10,10,10,8
39,10,10,10,5
89,10,10,10,6
58,10,10,10,2
14,10,10,10,1
9,10,10,10,1
81,10,10,10,1
67,10,10,10,0
73,10,10,10,8
16,10,10,3,5
88,10,10,4,9
67,10,10,10,1
39,10,10,10,7
21,10,10,10,6
40,10,10,10,6
62,10,5,10,10
15,0,10,10,0
71,10,10,10,0
6,10,10,2,6
71,10,10,10,5
2,10,10,10,8
84,10,10,3,4
37,10,10,10,0
39,10,10,10,7
94,10,8,10,4
49,10,6,10,5
35,10,10,10,3
33,8,10,10,5
9,10,10,10,3
46,10,10,10,4
30,10,10,10,9
54,10,10,10,7
22,0,8,2,2
92,10,10,3,9
25,10,10,10,5
20,10,10,10,10
32,10,10,10,0
73,10,10,8,0
67,3,10,10,9
68,10,10,10,4
86,10,10,10,0
3,10,10,10,4
83,10,10,10,1
2,10,10,10,5
35,10,10,10,3
26,10,10,10,8
10,7,10,10,7
23,10,10,10,10
31,10,10,10,1
53,10,10,10,0
37,10,10,10,5
94,10,10,10,0
3,10,10,10,9
93,10,10,10,8
60,10,10,10,10
71,10,3,10,0
53,10,10,10,0
68,10,10,10,3
10,0,10,10,4
75,10,10,10,10
90,10,10,1,1
21,10,10,10,8
8,4,10,10,0
1,10,9,10,8
39,10,10,10,9
59,10,10,10,1
31,10,10,10,1
86,10,10,10,10
59,5,10,8,2
98,10,10,10,5
37,10,4,10,10
91,10,10,10,3
52,10,10,10,10
100,10,10,10,4
9,10,10,10,3
23,10,10,10,8
84,10,10,10,10
80,10,10,10,1
37,6,10,10,0
81,10,10,10,0
56,10,10,10,10
31,10,10,10,8
78,10,10,10,9
98,10,10,10,9
42,10,10,10,10
9,10,10,7,0
95,10,10,10,0
33,10,10,10,9
0,10,10,10,10
32,10,10,10,9
73,10,10,10,0
56,6,10,10,0
76,10,10,1,3
32,10,2,10,10
57,10,10,10,7
2,10,10,10,10
44,10,10,10,7
81,10,10,10,5
22,10,10,10,7
50,10,10,10,6
62,10,10,8,5
57,7,10,10,4
56,10,10,10,9
72,9,10,10,6
48,2,10,10,4
44,10,10,10,8
46,10,10,10,2
74,10,0,3,3
3,10,10,10,0
69,10,10,10,1
47,10,10,9,0
8,10,10,10,4
39,10,10,10,5
47,10,10,10,0
37,10,9,4,10
39,10,8,10,4
37,10,10,10,2
38,10,10,10,0
53,10,10,10,8
29,10,10,1,2
1,10,4,10,6
85,10,10,10,1
49,10,10,10,8
93,10,10,10,5
11,10,10,10,0
2,10,10,10,3
26,10,10,10,5
31,10,10,10,3
33,10,10,10,10
58,10,10,10,1
69,10,10,3,8
88,10,10,10,5
37,2,10,10,9
93,10,8,10,10
12,10,10,10,10
91,10,10,10,8
74,10,10,5,10
90,10,10,10,8
90,10,10,10,6
26,10,10,10,4
5,10,10,10,6
7,1,10,10,0
14,10,10,10,6
13,10,10,10,2
12,10,10,10,9
0,9,10,10,1
48,10,10,10,1
43,3,10,0,7
50,10,10,10,10
26,10,10,10,1
71,10,10,10,8
46,10,10,10,5
25,10,10,10,9
86,10,10,10,7
49,10,10,10,9
58,10,10,10,2
60,10,10,10,6
37,10,10,10,4
1,10,10,10,4
18,10,10,10,9
74,10,10,10,9
42,10,10,10,10
35,10,10,10,1
99,10,10,10,7
26,10,10,10,5
97,5,10,10,7
68,10,10,10,7
56,10,10,10,2
64,10,10,10,2
94,10,10,10,3
57,10,10,10,7
57,10,10,10,5
44,10,10,10,8
17,10,10,10,6
35,10,5,10,4
53,10,10,10,4
32,10,10,10,6
6,10,10,10,6
87,10,7,10,2
91,10,10,10,2
13,10,3,10,1
41,10,10,4,10
21,10,10,10,1
7,10,10,10,8
36,10,10,10,7
72,10,6,10,1
10,10,10,10,6
42,1,10,5,7
85,10,10,10,9
49,10,10,10,10
66,10,10,10,0
70,4,10,10,2
41,10,10,10,1
59,10,10,1,8
82,10,10,10,5
49,10,10,10,9
75,10,10,10,5
8,10,10,10,10
95,10,10,10,6
14,10,10,10,6
65,10,0,10,5
22,10,10,10,4
10,10,10,10,6
18,10,10,10,0
44,10,10,6,6
45,4,10,10,10
39,10,4,10,1
2,10,0,8,2
26,10,10,10,10
81,10,10,10,10
0,10,10,10,7
61,10,10,10,10
18,10,10,10,10
53,10,10,10,10
21,10,10,10,3
67,10,10,10,1
35,10,10,10,4
80,10,10,10,4
53,10,10,10,10
48,10,10,10,4
84,10,10,10,5
9,10,10,10,8
65,10,10,10,5
23,10,3,10,0
93,10,10,10,10
12,10,4,10,0
22,10,10,10,0
1,1,10,10,9
58,10,10,10,10
0,10,10,10,4
56,10,9,7,8
58,10,10,1,8
69,10,0,10,0
45,10,10,6,10
36,10,10,10,5
78,10,10,10,7
4,10,10,10,0
74,10,10,10,3
47,10,10,10,1
20,10,10,10,1
11,10,10,10,7
89,10,10,10,7
63,10,10,10,2
65,10,10,10,6
69,10,3,3,4
58,10,10,10,8
43,10,8,10,0
97,10,10,10,0
23,10,10,10,5
74,2,10,10,5
65,10,10,6,0
80,10,10,10,3
86,0,10,10,5
61,10,10,10,9
44,10,10,10,2
90,10,10,10,0
9,10,10,10,0
3,10,10,10,2
51,10,10,10,9
11,10,10,10,5
61,10,10,8,8
93,10,10,10,7
61,10,10,10,1
35,10,10,10,0
75,8,10,10,7
77,8,10,10,7
94,10,6,10,8
1,10,10,10,3
4,0,1,10,9
13,10,10,10,0
94,10,10,10,0
43,10,10,10,2
8,10,10,10,6
66,10,10,10,0
48,10,10,10,9
0,10,10,10,1
85,10,10,10,1
77,5,10,10,4
7,10,10,10,9
58,1,10,10,2
47,1,10,10,1
83,10,10,10,10
29,10,10,10,4
4,10,10,10,5
40,10,1,10,0
85,10,10,10,6
10,10,10,10,9
92,10,10,10,6
68,10,10,10,4
61,10,10,10,6
52,10,10,10,0
91,10,10,10,2
56,10,10,5,1
92,10,5,10,3
72,10,10,10,4
18,0,10,8,2
1,10,10,10,3
62,10,10,10,10
76,10,10,10,1
13,10,10,10,0
1,10,10,10,10
2,10,7,10,1
40,10,10,10,0
78,10,10,10,4
37,10,10,10,2
72,10,10,10,6
8,0,10,10,6
31,10,10,10,0
83,10,10,10,7
10,0,10,10,3
15,10,10,0,9
39,6,10,10,10
10,10,5,10,1
92,10,2,10,9
87,10,10,10,1
10,4,10,10,4
42,10,10,7,5
86,10,10,9,2
8,10,10,10,1
95,10,10,0,1
49,10,10,10,3
60,10,10,10,2
29,10,10,7,9
62,10,10,10,7
11,10,10,10,2
45,10,10,10,4
3,10,10,10,1
73,10,10,10,0
58,0,10,10,0
64,10,10,10,8
78,10,10,6,4
33,10,10,10,9
38,10,10,10,7
86,10,10,10,9
67,10,10,10,5
88,10,3,10,7
48,10,10,10,9
61,10,10,10,10
87,10,10,10,6
31,10,10,10,6
7,10,10,10,4
32,10,10,10,2
8,10,10,10,3
12,10,10,10,1
3,10,10,10,0
64,10,10,10,8
38,1,10,10,5
42,10,10,10,3
9,0,10,10,3
25,10,10,10,2
84,10,0,10,10
8,1,10,10,1
7,10,10,10,0
75,7,10,10,2
7,10,10,10,5
36,10,10,10,7
56,10,10,10,3
52,10,10,10,2
95,10,10,10,1
84,10,10,10,2
81,10,10,10,10
31,10,10,10,0
86,10,10,10,4
38,10,10,10,2
21,10,10,10,0
79,10,10,10,8
12,3,10,10,1
48,10,10,10,9
39,10,6,10,5
25,10,10,10,10
55,10,10,10,7
2,10,10,10,1
52,10,4,10,0
35,10,10,10,9
30,10,10,10,1
94,10,10,10,6
51,10,10,10,9
76,10,10,10,0
9,10,10,10,3
32,10,6,10,9
39,10,10,10,9
43,10,10,10,3
41,10,10,5,10
12,10,0,10,3
97,3,10,10,4
94,10,10,10,4
91,10,10,10,2
