0,1,2,3,4
10,85,9,26,2
10,29,10,93,0
10,56,31,91,1
10,54,81,57,10
10,49,47,55,2
10,27,82,31,7
1,43,100,14,4
10,94,63,1,0
10,12,50,7,9
10,30,18,71,5
10,85,98,5,8
10,3,85,93,3
10,95,48,70,10
10,64,43,81,5
10,58,52,36,10
10,93,36,6,0
10,16,12,97,8
10,44,73,16,8
10,11,5,49,4
10,20,23,68,9
10,27,99,44,2
3,97,56,92,6
10,76,13,19,7
10,5,88,20,8
10,44,7,23,4
10,89,55,10,10
10,64,3,58,8
10,28,99,69,2
10,70,97,66,1
10,35,47,100,1
10,46,60,80,0
10,95,66,86,4
10,30,45,61,6
10,17,18,9,8
10,81,81,38,7
10,47,90,88,8
10,17,15,28,3
10,39,22,86,7
0,10,49,96,0
10,62,45,37,1
10,12,63,96,10
10,57,47,12,9
10,27,6,60,7
3,51,29,81,4
10,57,77,92,8
10,51,2,34,1
10,95,43,42,10
10,91,30,18,9
10,35,56,99,4
10,44,55,60,0
7,46,42,76,7
10,15,43,89,8
10,11,4,78,4
10,11,89,71,3
10,77,1,12,7
10,53,78,32,4
10,100,35,51,7
10,72,21,84,4
10,14,67,33,7
3,52,15,55,8
10,95,65,52,2
10,13,31,66,0
10,90,6,38,7
5,41,33,51,7
10,17,76,7,0
10,97,88,38,7
10,66,15,33,2
10,27,48,31,4
10,65,20,35,9
10,97,64,22,9
10,74,4,79,3
10,21,33,55,4
8,58,81,57,6
10,7,95,20,4
10,4,86,75,5
10,3,72,76,5
10,91,7,33,1
10,40,20,16,3
10,43,70,35,9
10,61,32,56,2
10,29,90,4,6
10,98,98,91,2
10,87,34,96,2
10,42,16,38,5
10,49,68,84,7
9,95,69,89,8
10,55,49,68,2
10,66,89,72,4
10,48,86,49,2
10,1,95,42,2
10,25,33,2,1
10,46,83,66,2
10,98,12,78,2
10,26,58,96,8
10,78,51,82,5
10,64,77,48,8
10,17,92,86,4
10,13,43,6,8
10,32,36,8,8
10,83,86,18,9
10,58,67,73,3
10,86,86,24,6
10,6,93,56,9
10,24,79,47,8
10,64,68,29,4
10,54,34,44,3
10,39,99,67,0
10,10,3,67,8
7,49,47,42,7
10,92,39,9,8
10,76,54,99,0
10,69,87,59,10
10,75,77,69,6
10,81,99,64,7
10,28,79,93,6
10,34,93,87,7
0,38,41,54,4
4,42,58,4,9
10,99,60,62,3
10,12,88,1,10
10,15,18,36,2
2,37,28,32,5
10,79,5,63,9
10,22,3,64,1
10,18,19,54,1
10,94,65,21,0
10,82,97,19,0
5,38,30,29,10
10,63,40,43,4
10,73,77,68,6
10,77,75,22,2
10,0,64,60,7
10,72,26,27,5
10,50,22,12,1
10,71,46,38,0
10,75,42,19,4
4,58,76,42,8
10,14,53,76,7
10,50,79,63,2
8,28,18,61,2
10,22,95,62,3
10,43,10,93,9
3,79,33,55,5
6,12,25,29,6
10,93,99,55,1
10,20,28,53,8
10,86,43,86,0
10,97,74,71,6
10,77,46,5,2
10,29,83,38,7
10,85,13,90,2
10,37,16,33,6
10,53,78,91,10
10,25,16,79,2
10,43,15,99,5
2,94,36,91,5
10,84,11,25,8
10,5,95,33,2
10,86,33,56,7
10,3,53,49,2
4,68,10,21,7
10,95,50,78,2
10,54,99,12,6
10,30,53,42,2
10,36,95,83,1
10,66,12,22,7
10,71,48,36,5
10,99,39,5,4
10,32,1,51,1
10,21,50,7,5
10,49,96,19,10
10,62,17,49,5
10,30,87,33,9
10,88,76,89,0
10,76,57,84,6
10,77,51,16,3
10,85,56,58,0
10,91,54,77,8
10,28,80,42,2
10,96,21,4,0
10,26,81,72,1
10,81,35,97,7
10,58,4,40,8
6,27,79,58,7
10,36,46,18,9
10,10,67,63,2
7,47,37,1,0
10,99,39,59,3
8,10,33,71,2
8,61,53,20,3
10,46,19,4,10
10,60,84,7,10
10,90,72,40,8
10,69,8,75,7
10,26,77,61,5
10,72,51,28,9
10,83,55,20,2
10,72,62,88,0
10,30,94,63,8
10,68,61,89,3
10,36,64,64,7
10,32,89,25,1
10,59,30,62,5
10,47,8,67,4
7,87,77,48,1
10,83,98,80,2
10,84,68,74,4
10,46,91,71,0
10,70,90,77,4
10,65,35,43,0
10,66,36,21,9
10,23,12,9,4
6,68,12,75,3
10,75,84,49,4
10,17,60,49,1
10,53,15,63,4
10,38,88,96,10
10,78,91,10,0
10,27,65,66,9
10,95,39,27,7
10,13,11,24,1
10,33,92,81,8
10,66,39,67,10
10,41,80,47,0
10,43,34,59,8
10,11,70,22,4
10,22,91,62,2
10,30,37,46,1
10,79,0,18,2
10,44,53,92,1
10,98,29,61,0
10,7,39,40,4
10,60,71,61,10
10,6,1,90,0
10,29,75,93,10
8,5,40,58,10
10,66,62,62,3
2,48,40,41,1
10,34,10,42,5
10,69,27,79,9
10,10,85,40,9
10,36,54,90,3
10,67,65,15,9
10,82,2,97,2
10,92,34,75,5
10,46,90,46,2
10,0,19,29,3
2,63,50,92,9
10,2,10,17,3
10,6,46,97,8
10,45,14,26,7
10,49,71,85,0
10,82,37,17,8
10,41,56,18,5
10,81,58,50,6
10,77,73,83,2
10,16,70,12,1
9,42,87,91,1
10,58,52,75,1
10,40,23,69,0
10,29,93,25,8
10,98,74,3,5
10,21,28,4,9
10,74,58,44,1
10,38,74,10,7
10,85,87,85,6
10,78,60,80,6
10,91,5,45,10
10,0,13,37,0
10,22,94,70,0
6,10,89,2,6
10,29,93,50,5
2,98,62,92,8
10,88,18,3,4
10,32,31,52,0
10,54,68,62,7
10,74,8,40,4
10,81,6,39,5
10,59,99,81,3
10,8,91,73,5
9,55,39,51,3
10,65,15,81,4
10,36,28,72,9
10,27,28,82,7
10,0,8,2,2
10,39,100,3,9
10,44,16,89,5
10,90,61,83,10
10,46,67,77,0
10,13,96,8,0
10,3,23,17,9
10,38,72,87,4
10,58,27,81,0
3,21,63,41,4
10,21,40,67,1
2,78,19,29,5
10,70,21,99,3
10,25,30,20,8
10,7,17,63,7
10,73,72,12,10
10,23,99,61,1
10,79,36,78,0
10,30,45,48,5
10,100,81,39,0
3,12,88,68,9
10,53,92,70,8
10,73,29,72,10
10,77,3,30,0
10,96,85,100,0
10,17,89,79,3
10,0,40,36,4
10,68,53,47,10
10,17,18,1,1
10,82,49,65,8
8,4,70,92,0
1,21,9,90,8
10,65,88,96,9
10,82,89,100,1
10,71,19,70,1
10,25,88,43,10
10,5,85,8,2
10,81,59,18,5
10,73,4,74,10
10,29,87,52,3
10,99,73,92,10
10,79,50,24,4
9,65,13,87,3
10,28,32,66,8
10,63,57,18,10
10,70,84,91,1
10,6,65,20,0
10,34,40,65,0
10,62,37,10,10
10,62,88,78,8
10,57,20,44,9
10,51,83,93,9
10,74,98,44,10
9,48,44,7,0
10,66,59,26,0
10,23,31,49,9
0,66,42,76,10
10,88,73,61,9
10,25,49,95,0
10,6,21,66,0
10,13,21,1,3
10,77,2,79,10
10,17,10,73,7
2,82,32,74,10
10,11,58,49,7
10,42,46,75,5
10,43,63,61,7
10,72,56,34,6
10,37,95,8,5
10,7,37,85,4
10,75,100,68,9
10,9,84,89,6
10,2,12,56,4
10,13,19,49,8
10,84,98,25,2
10,73,0,3,3
3,11,54,46,0
10,51,35,39,1
10,54,39,9,0
8,98,93,24,4
10,67,77,15,5
10,21,27,29,0
10,74,9,4,10
10,64,8,41,4
10,89,83,14,2
10,34,66,75,0
10,88,26,83,8
10,49,57,1,2
1,76,4,57,6
10,76,27,97,1
10,21,29,18,8
10,38,32,93,5
10,39,75,79,0
2,78,23,44,3
10,83,52,82,5
10,92,19,26,3
10,57,85,53,10
10,57,54,76,1
10,52,78,3,8
10,77,56,15,5
10,2,100,29,9
10,21,8,15,10
10,88,97,55,10
10,89,83,30,8
10,18,15,5,10
10,98,63,71,8
10,10,44,37,6
10,76,14,17,4
5,71,100,69,6
7,1,18,43,0
10,62,26,97,6
10,85,59,58,2
10,44,13,46,9
0,9,21,78,1
10,87,42,15,1
10,3,99,0,7
10,85,58,98,10
10,18,84,11,1
10,87,44,93,8
10,12,88,44,5
10,33,94,48,9
10,53,59,91,7
10,68,67,50,9
10,82,73,53,2
10,31,63,65,6
10,80,40,53,4
1,85,25,82,4
10,60,22,28,9
10,97,69,29,9
10,74,39,95,10
10,36,72,37,1
10,43,94,89,7
10,93,96,89,5
10,5,13,44,7
10,29,83,86,7
10,51,44,60,2
10,48,53,21,2
10,40,70,54,3
10,75,47,91,7
10,39,71,49,5
10,77,11,12,8
10,99,95,73,6
10,42,5,20,4
10,69,57,75,4
10,51,24,32,6
6,53,59,75,6
10,51,7,41,2
10,59,58,67,2
10,98,3,95,1
10,30,24,4,10
10,61,79,83,1
7,62,33,14,8
10,100,36,43,7
10,79,6,18,1
10,43,69,22,6
10,1,54,5,7
10,20,45,36,9
10,74,72,61,10
10,94,11,75,0
10,4,81,28,2
10,25,27,51,1
10,90,51,1,8
10,64,62,68,5
10,10,58,86,9
10,32,80,15,5
8,48,32,90,10
10,70,38,21,6
10,74,43,93,6
10,50,0,70,5
10,82,70,96,4
10,85,15,78,6
10,29,15,78,0
10,29,80,6,6
10,4,47,69,10
10,20,4,39,1
2,47,0,8,2
10,19,28,52,10
10,29,81,41,10
0,56,93,96,7
10,53,39,17,10
10,32,56,53,10
10,62,20,100,10
10,91,20,47,3
10,54,85,49,1
10,16,63,29,4
10,67,46,37,4
10,71,54,94,10
10,84,22,73,4
10,65,20,76,5
9,82,23,83,8
10,25,34,34,5
10,54,3,32,0
10,44,94,38,10
10,77,4,35,0
10,60,90,92,0
1,1,71,25,9
10,45,94,62,10
0,86,18,39,4
10,29,9,7,8
10,37,11,1,8
10,21,0,88,0
10,38,15,6,10
10,37,95,84,5
10,24,91,64,7
4,48,80,76,0
10,73,85,89,3
10,50,43,27,1
10,64,10,19,1
10,71,27,99,7
10,52,65,85,7
10,68,98,54,2
10,74,41,66,6
10,16,3,3,4
10,74,88,47,8
10,41,8,92,0
10,42,73,51,0
10,20,89,14,5
10,2,41,24,5
10,28,66,6,0
10,93,92,54,3
10,0,35,55,5
10,27,17,71,9
10,43,71,71,2
10,62,48,63,0
9,14,84,86,0
3,42,15,83,2
10,22,10,91,9
10,84,69,54,5
10,24,66,8,8
10,20,47,75,7
10,76,14,45,1
10,46,35,88,0
10,8,98,80,7
10,8,37,55,7
10,55,6,77,8
1,100,18,61,3
4,0,1,97,9
10,40,35,92,0
10,89,96,86,0
10,70,26,48,2
8,28,95,15,6
10,78,17,84,0
10,42,88,75,9
0,22,90,67,1
10,61,53,92,1
10,5,12,90,4
7,91,100,71,9
10,1,51,72,2
10,1,44,38,1
10,75,42,13,10
10,18,17,54,4
4,80,58,53,5
10,15,1,70,0
10,52,80,53,6
10,22,66,51,9
10,13,76,78,6
10,86,67,29,4
10,30,52,87,6
10,72,14,84,0
10,96,73,31,2
10,39,17,5,1
10,97,5,91,3
10,28,99,23,4
10,0,71,8,2
1,97,41,69,3
10,25,52,59,10
10,14,76,41,1
10,49,39,54,0
1,70,79,58,10
2,43,7,54,1
10,35,93,46,0
10,53,89,75,4
10,56,26,69,2
10,62,13,56,6
8,0,72,78,6
10,16,91,99,0
10,50,59,90,7
10,0,44,18,3
10,67,91,0,9
10,6,50,93,10
10,10,5,95,1
10,63,2,14,9
10,27,77,83,1
10,4,94,90,4
10,28,40,7,5
10,78,49,9,2
8,96,81,88,1
10,43,67,0,1
10,15,28,95,3
10,26,24,44,2
10,59,44,7,9
10,60,50,47,7
10,81,47,36,2
10,29,79,15,4
3,40,20,69,1
10,13,50,20,0
10,0,88,38,0
10,21,38,79,8
10,40,95,6,4
10,95,41,66,9
10,87,36,55,7
10,96,66,35,9
10,87,54,54,5
10,59,3,17,7
10,62,15,100,9
10,23,70,45,10
